20-03-2020,FILL,1020,506,106,361,2,29,3,1,9,FILL,5,6,126,26,850,7732,9008,5862,FILL,95,14,4,23,21,65,61,92,95,106,90,90,84,53,79,35,55,27,25,0.2,0.15,0.06,0.11,0.11,0.08,506,514
21-03-2020,FILL,1280,644,137,448,3,31,3,5,9,FILL,5,12,156,35,1059,9854,13155,7515,FILL,104,14,4,27,22,89,68,118,116,133,109,113,101,75,105,42,71,38,35,0.1,0.22,0.09,0.14,0.17,0.11,649,631
22-03-2020,FILL,1600,825,180,534,5,35,4,7,10,FILL,5,14,169,41,1152,11779,12562,9027,FILL,114,17,6,31,26,105,82,148,140,173,141,154,128,91,122,51,90,51,44,0.44,0.36,0.14,0.2,0.24,0.16,821,779
