;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
1;REGIONAL;04/01/2021;2021;1;Outro;All;193;1;0;194;305;1;0;306;NA;NA;NA;NA
2;REGIONAL;11/01/2021;2021;2;Outro;All;52;6;0;58;357;7;0;364;NA;NA;NA;NA
3;REGIONAL;18/01/2021;2021;3;Outro;All;135;99;0;234;492;106;0;598;NA;NA;NA;NA
4;REGIONAL;25/01/2021;2021;4;Outro;All;103;178;1;282;595;284;1;880;NA;NA;NA;NA
5;REGIONAL;01/02/2021;2021;5;Outro;All;29;40;0;69;624;324;1;949;NA;NA;NA;NA
6;REGIONAL;08/02/2021;2021;6;Outro;All;69;120;0;189;693;444;1;1138;NA;NA;NA;NA
7;REGIONAL;15/02/2021;2021;7;Outro;All;147;106;1;254;840;550;2;1392;NA;NA;NA;NA
8;REGIONAL;22/02/2021;2021;8;Outro;All;73;19;0;92;913;569;2;1484;NA;NA;NA;NA
9;REGIONAL;01/03/2021;2021;9;Outro;All;55;42;0;97;968;611;2;1581;NA;NA;NA;NA
10;REGIONAL;08/03/2021;2021;10;Outro;All;280;13;0;293;1248;624;2;1874;NA;NA;NA;NA
11;REGIONAL;15/03/2021;2021;11;Outro;All;19;27;0;46;1267;651;2;1920;NA;NA;NA;NA
12;REGIONAL;22/03/2021;2021;12;Outro;All;313;5;0;318;1580;656;2;2238;NA;NA;NA;NA
13;REGIONAL;29/03/2021;2021;13;Outro;All;317;11;0;328;1897;667;2;2566;NA;NA;NA;NA
14;REGIONAL;05/04/2021;2021;14;Outro;All;60;16;0;76;1957;683;2;2642;NA;NA;NA;NA
15;REGIONAL;12/04/2021;2021;15;Outro;All;249;8;0;257;2206;691;2;2899;NA;NA;NA;NA
16;REGIONAL;19/04/2021;2021;16;Outro;All;91;25;0;116;2297;716;2;3015;NA;NA;NA;NA
17;REGIONAL;26/04/2021;2021;17;Outro;All;184;16;0;200;2481;732;2;3215;NA;NA;NA;NA
18;REGIONAL;03/05/2021;2021;18;Outro;All;111;66;0;177;2592;798;2;3392;NA;NA;NA;NA
19;REGIONAL;10/05/2021;2021;19;Outro;All;128;271;0;399;2720;1069;2;3791;NA;NA;NA;NA
