;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER_INIT;COVER_COMPLETE;COVER_LEAST
18;REGIONAL;03/05/21;2021;18;ARS Alentejo;All;13690;14348;1;28039;163120;72983;3;236106;93198;73048;166246;0,347950734;0,198800346;0,155818448;0,354618794
19;REGIONAL;10/05/21;2021;19;ARS Alentejo;All;17443;15298;0;32741;180563;88281;3;268847;95830;88365;184195;0,38515834;0,204414657;0,18849109;0,392905747
20;REGIONAL;17/05/21;2021;20;ARS Alentejo;All;13229;12247;1;25477;193792;100528;4;294324;100109;100729;200838;0,413377076;0,213542178;0,214864698;0,428406875
21;REGIONAL;24/05/21;2021;21;ARS Alentejo;All;7203;18564;0;25767;200995;119092;4;320091;90423;119748;210171;0,428741772;0,192881003;0,255434064;0,448315067
22;REGIONAL;31/05/21;2021;22;ARS Alentejo;All;17407;7329;0;24736;218402;126421;4;344827;100088;127832;227920;0,465872586;0,213497383;0,272678018;0,4861754
23;REGIONAL;07/06/21;2021;23;ARS Alentejo;All;13829;15296;0;29125;232231;141717;4;373952;98657;143728;242385;0,49537118;0,210444921;0,306585723;0,517030644
24;REGIONAL;14/06/21;2021;24;ARS Alentejo;All;10249;19270;1;29520;242480;160987;5;403472;90842;163468;254310;0,517233288;0,193774771;0,348693052;0,542467822
25;REGIONAL;21/06/21;2021;25;ARS Alentejo;All;10562;14216;1;24779;253042;175203;6;428251;89269;178384;267653;0,539763056;0,190419409;0,380510322;0,570929732
26;REGIONAL;28/06/21;2021;26;ARS Alentejo;All;10996;28809;3;39808;264038;204012;9;468059;72895;207851;280746;0,563218587;0,155492084;0,443366283;0,598858367
27;REGIONAL;05/07/21;2021;27;ARS Alentejo;All;15352;27883;1;43236;279390;231895;10;511295;59683;237121;296804;0,595965888;0,12730961;0,505802023;0,633111633
28;REGIONAL;12/07/21;2021;28;ARS Alentejo;All;8198;20356;1;28555;287588;252251;11;539850;49524;258963;308487;0,613453014;0,105639481;0,552393121;0,658032602
29;REGIONAL;19/07/21;2021;29;ARS Alentejo;All;3527;16770;3;20300;291115;269021;14;560150;39348;277010;316358;0,620976446;0,083933089;0,590889117;0,674822206
30;REGIONAL;26/07/21;2021;30;ARS Alentejo;All;2256;16534;0;18790;293371;285555;14;578940;28669;294567;323236;0,625788713;0,061153749;0,628339896;0,689493646
31;REGIONAL;02/08/21;2021;31;ARS Alentejo;All;4958;20009;13;24980;298329;305564;27;603920;18586;315699;334285;0,636364606;0,039645735;0,673416496;0,713062231
32;REGIONAL;09/08/21;2021;32;ARS Alentejo;All;14868;14438;0;29306;313197;320002;27;633226;24661;331798;356459;0,668079488;0,052604298;0,707757219;0,760361517
33;REGIONAL;16/08/21;2021;33;ARS Alentejo;All;22214;6582;0;28796;335411;326584;27;662022;41906;340585;382491;0,715464098;0,08938955;0,72650074;0,815890291
34;REGIONAL;23/08/21;2021;34;ARS Alentejo;All;12972;4605;0;17577;348383;331189;27;679599;50984;346614;397598;0,743134628;0,108753802;0,73936118;0,848114982
35;REGIONAL;30/08/21;2021;35;ARS Alentejo;All;4741;15827;2;20570;353124;347016;29;700169;40578;363388;403966;0,75324764;0,086556798;0,775141744;0,861698542
36;REGIONAL;06/09/21;2021;36;ARS Alentejo;All;2599;15189;8;17796;355723;362205;37;717965;27577;379074;406651;0,758791558;0,058824408;0,808601499;0,867425907
37;REGIONAL;13/09/21;2021;37;ARS Alentejo;All;1822;15804;7;17633;357545;378009;44;735598;13381;395121;408502;0,76267806;0,028542967;0,842831302;0,871374269
38;REGIONAL;20/09/21;2021;38;ARS Alentejo;All;1602;3603;23;5228;359147;381612;67;740826;11128;398992;410120;0,766095281;0,0237371;0,851088519;0,874825619
39;REGIONAL;04/01/21;2021;1;ARS Algarve;All;1263;3;0;1266;2333;3;0;2336;2329;4;2333;0,004990428;0,004981871;8,55624E-06;0,004990428
40;REGIONAL;11/01/21;2021;2;ARS Algarve;All;1366;5;0;1371;3699;8;0;3707;3688;11;3699;0,007912384;0,007888854;2,35297E-05;0,007912384
41;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3410;947;0;4357;7109;955;0;8064;6151;958;7109;0,01520658;0,01315736;0,00204922;0,01520658
42;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2160;1235;0;3395;9269;2190;0;11459;7076;2193;9269;0,01982695;0,015135991;0,004690959;0,01982695
43;REGIONAL;01/02/21;2021;5;ARS Algarve;All;1230;1249;0;2479;10499;3439;0;13938;7058;3442;10500;0,022457994;0,015097488;0,007362646;0,022460133
44;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2415;2901;0;5316;12914;6340;0;19254;6570;6345;12915;0,027623825;0,014053626;0,013572338;0,027625964
45;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3216;2119;0;5335;16130;8459;0;24589;7664;8467;16131;0,034503043;0,016393758;0,018111424;0,034505182
46;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8523;1069;1;9593;24653;9528;1;34182;15108;9546;24654;0,052734254;0,032316923;0,02041947;0,052736393
47;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4672;565;0;5237;29325;10093;1;39419;19208;10119;29327;0,062727944;0,04108707;0,021645151;0,062732222
48;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5146;1556;0;6702;34471;11649;1;46121;22799;11675;34474;0,073735548;0,048768436;0,024973529;0,073741965
49;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2730;3020;0;5750;37201;14669;1;51871;22509;14695;37204;0,079575183;0,048148109;0,031433491;0,0795816
50;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9462;4322;0;13784;46663;18991;1;65655;27644;19022;46666;0,099814971;0,059132183;0,040689205;0,099821388
51;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4244;2939;0;7183;50907;21930;1;72838;28950;21961;50911;0,108893143;0,061925796;0,046975903;0,108901699
52;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8684;1820;0;10504;59591;23750;1;83342;35817;23783;59600;0,127468743;0,076614723;0,050873271;0,127487995
53;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13689;2186;0;15875;73280;25936;1;99217;47320;25969;73289;0,15675034;0,101220334;0,055549257;0,156769591
54;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7278;5534;0;12812;80558;31470;1;112029;49061;31507;80568;0,172318421;0,104944438;0,067395373;0,172339811
55;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16405;3283;0;19688;96963;34753;1;131717;62171;34807;96978;0,207409705;0,132987519;0,074454272;0,207441791
56;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16584;8977;2;25563;113547;43730;3;157280;70319;43796;114115;0,242883881;0,150416582;0,093682285;0,244098867
57;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9749;11347;0;21096;123296;55077;3;178376;70680;55151;125831;0,26373758;0,151188783;0,117971315;0,269160098
58;REGIONAL;17/05/21;2021;20;ARS Algarve;All;12048;10925;2;22975;135344;66002;5;201351;74279;66130;140409;0,289508979;0,158887261;0,141456058;0,300343319
59;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7640;18830;0;26470;142984;84832;5;227821;68783;85055;153838;0,305851399;0,147130985;0,181937775;0,32906876
60;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8196;12770;2;20968;151180;97602;7;248789;72609;97921;170530;0,323383138;0,15531503;0,209458925;0,364773955
61;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17080;6364;0;23444;168260;103966;7;272233;84369;104596;188965;0,359918288;0,180470379;0,223737152;0,404207532
62;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15385;13467;0;28852;183645;117433;7;301085;86297;118280;204577;0,392827731;0,184594488;0,253008054;0,437602541
63;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19378;10252;2;29632;203023;127685;9;330717;96318;129014;225332;0,434278441;0,206030011;0,275968727;0,481998738
64;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17215;16501;7;33723;220238;144186;16;364440;99090;145922;245012;0,471102365;0,211959486;0,312135959;0,524095445
65;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19206;31793;1;51000;239444;175979;17;415440;87112;178359;265471;0,512185157;0,186337822;0,381520658;0,56785848
66;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9833;27031;4;36868;249277;203010;21;452308;75894;205911;281805;0,533218537;0,162341843;0,440456048;0,602797891
67;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4355;27253;1;31609;253632;230263;22;483917;58132;233801;291933;0,542534145;0,124347854;0,50011444;0,624462294
68;REGIONAL;26/07/21;2021;30;ARS Algarve;All;3999;24770;3;28772;257631;255033;25;512689;41377;259203;300580;0,551088247;0,088507898;0,55445085;0,642958748
69;REGIONAL;02/08/21;2021;31;ARS Algarve;All;3943;22659;1;26603;261574;277692;26;539292;25994;282521;308515;0,559522562;0,055602734;0,604329458;0,659932192
70;REGIONAL;09/08/21;2021;32;ARS Algarve;All;11470;14038;3;25511;273044;291730;29;564803;28127;297493;325620;0,584057584;0,060165349;0,636355469;0,696520818
71;REGIONAL;16/08/21;2021;33;ARS Algarve;All;16659;7784;3;24446;289703;299514;32;589249;39349;306449;345798;0,619692189;0,084169884;0,655512893;0,739682777
72;REGIONAL;23/08/21;2021;34;ARS Algarve;All;13581;5310;0;18891;303284;304824;32;608140;48118;312895;361013;0,648742767;0,102927304;0,669301276;0,77222858
73;REGIONAL;30/08/21;2021;35;ARS Algarve;All;6489;12158;4;18651;309773;316982;36;626791;42511;326175;368686;0,66262313;0,090933593;0,697707997;0,78864159
74;REGIONAL;06/09/21;2021;36;ARS Algarve;All;3295;15738;1;19034;313068;332720;37;645825;30272;342359;372631;0,669671333;0,064753634;0,732326549;0,797080183
75;REGIONAL;13/09/21;2021;37;ARS Algarve;All;2258;12067;9;14334;315326;344787;46;660159;21197;354727;375924;0,674501332;0,045341661;0,758782447;0,804124108
76;REGIONAL;20/09/21;2021;38;ARS Algarve;All;1855;6654;19;8528;317181;351441;65;668687;16925;361634;378559;0,678469288;0,036203596;0,773556936;0,809760532
77;REGIONAL;04/01/21;2021;1;ARS Centro;All;9084;18;0;9102;15759;19;0;15778;15741;20;15761;0,009493945;0,009483101;1,20489E-05;0,00949515
78;REGIONAL;11/01/21;2021;2;ARS Centro;All;12703;25;1;12729;28462;44;1;28507;28408;56;28464;0,017146816;0,017114284;3,3737E-05;0,017148021
79;REGIONAL;18/01/21;2021;3;ARS Centro;All;36811;6326;2;43139;65273;6370;3;71646;58865;6410;65275;0,039323453;0,03546298;0,003861678;0,039324658
80;REGIONAL;25/01/21;2021;4;ARS Centro;All;4905;8552;3;13460;70178;14922;6;85106;55214;14966;70180;0,042278451;0,03326345;0,009016206;0,042279655
81;REGIONAL;01/02/21;2021;5;ARS Centro;All;2737;9173;0;11910;72915;24095;6;97016;48775;24143;72918;0,043927345;0,0293843;0,014544852;0,043929152
82;REGIONAL;08/02/21;2021;6;ARS Centro;All;7570;27155;5;34730;80485;51250;11;131746;29160;51328;80488;0,048487861;0,017567323;0,030922345;0,048489668
83;REGIONAL;15/02/21;2021;7;ARS Centro;All;25569;10009;3;35581;106054;61259;14;167327;44624;61433;106057;0,063891801;0,026883547;0,037010061;0,063893608
84;REGIONAL;22/02/21;2021;8;ARS Centro;All;38438;3161;1;41600;144492;64420;15;208927;79862;64633;144495;0,087048617;0,048112537;0,038937888;0,087050425
85;REGIONAL;01/03/21;2021;9;ARS Centro;All;28576;5963;1;34540;173068;70383;16;243467;102455;70627;173082;0,104264112;0,061723598;0,042548949;0,104272547
86;REGIONAL;08/03/21;2021;10;ARS Centro;All;17767;13589;0;31356;190835;83972;16;274823;106608;84256;190864;0,114967769;0,064225556;0,050759684;0,11498524
87;REGIONAL;15/03/21;2021;11;ARS Centro;All;16748;24287;2;41037;207583;108259;18;315860;99070;108555;207625;0,125057534;0,059684318;0,065398518;0,125082836
88;REGIONAL;22/03/21;2021;12;ARS Centro;All;47927;4439;1;52367;255510;112698;19;368227;142441;113119;255560;0,15393096;0,085813001;0,068148081;0,153961082
89;REGIONAL;29/03/21;2021;13;ARS Centro;All;24445;16882;2;41329;279955;129580;21;409556;149988;130035;280023;0,16865775;0,09035966;0,078339057;0,168698717
90;REGIONAL;05/04/21;2021;14;ARS Centro;All;49941;10317;1;60259;329896;139897;22;469815;189544;140437;329981;0,198744503;0,114190011;0,084605699;0,198795711
91;REGIONAL;12/04/21;2021;15;ARS Centro;All;77694;12110;2;89806;407590;152007;24;559621;254947;152735;407682;0,245550937;0,153591783;0,092014579;0,245606362
92;REGIONAL;19/04/21;2021;16;ARS Centro;All;30082;24277;8;54367;437672;176284;32;613988;260604;177163;437767;0,263673715;0,156999819;0,106731128;0,263730948
93;REGIONAL;26/04/21;2021;17;ARS Centro;All;56670;17997;0;74667;494342;194281;32;688655;300370;195344;495714;0,297814326;0,180956684;0,117684198;0,298640882
94;REGIONAL;03/05/21;2021;18;ARS Centro;All;60031;49254;1;109286;554373;243535;33;797941;316756;244835;561591;0,333979758;0,190828363;0,147499849;0,338328213
95;REGIONAL;10/05/21;2021;19;ARS Centro;All;50722;55846;1;106569;605095;299381;34;904510;317483;300867;618350;0,36453702;0,191266341;0,1812561;0,372522441
96;REGIONAL;17/05/21;2021;20;ARS Centro;All;44947;41809;3;86759;650042;341190;37;991269;327593;343476;671069;0,391615158;0,19735707;0,206925718;0,404282788
97;REGIONAL;24/05/21;2021;21;ARS Centro;All;24272;56388;6;80666;674314;397578;43;1071935;302790;400891;703681;0,406237725;0,182414603;0,241515152;0,423929755
98;REGIONAL;31/05/21;2021;22;ARS Centro;All;44354;37864;0;82218;718668;435442;43;1154153;308688;441710;750398;0,432958612;0,185967829;0,266106392;0,452074221
99;REGIONAL;07/06/21;2021;23;ARS Centro;All;58445;40967;1;99413;777113;476409;44;1253566;325370;485244;810614;0,468168564;0,196017832;0,292333273;0,488351105
100;REGIONAL;14/06/21;2021;24;ARS Centro;All;52048;65897;8;117953;829161;542306;52;1371519;314947;553618;868565;0,49952467;0,189738538;0,333524911;0,52326345
101;REGIONAL;21/06/21;2021;25;ARS Centro;All;59625;47828;3;107456;888786;590134;55;1478975;329466;605052;934518;0,535445509;0,198485451;0,364511115;0,562996566
102;REGIONAL;28/06/21;2021;26;ARS Centro;All;49968;77277;2;127247;938754;667411;57;1606222;300994;685729;986723;0,565548527;0,18133261;0,413114645;0,594447256
103;REGIONAL;05/07/21;2021;27;ARS Centro;All;59532;105079;9;164620;998286;772490;66;1770842;259042;795255;1054297;0,601413338;0,156058799;0,479098138;0,635156937
104;REGIONAL;12/07/21;2021;28;ARS Centro;All;28596;82263;6;110865;1026882;854753;72;1881707;215450;881840;1097290;0,618640882;0,129796976;0,531260919;0,661057895
105;REGIONAL;19/07/21;2021;29;ARS Centro;All;16917;80826;15;97758;1043799;935579;87;1979465;162595;967176;1129771;0,62883246;0,097954696;0,582671245;0,680625941
106;REGIONAL;26/07/21;2021;30;ARS Centro;All;14418;69079;4;83501;1058217;1004658;91;2062966;115790;1041473;1157263;0,637518525;0,069757214;0,627431171;0,697188385
107;REGIONAL;02/08/21;2021;31;ARS Centro;All;19274;75234;5;94513;1077491;1079892;96;2157479;74079;1121571;1195650;0,649130068;0,044628592;0,675685885;0,720314477
108;REGIONAL;09/08/21;2021;32;ARS Centro;All;50545;46995;5;97545;1128036;1126887;101;2255024;92326;1177305;1269631;0,679580698;0,055621423;0,709262606;0,764884029
109;REGIONAL;16/08/21;2021;33;ARS Centro;All;61361;36053;7;97421;1189397;1162940;108;2352445;130762;1221111;1351873;0,716547382;0,078777035;0,735653353;0,814430387
110;REGIONAL;23/08/21;2021;34;ARS Centro;All;51124;18437;3;69564;1240521;1181377;111;2422009;163080;1245652;1408732;0,747346828;0,098246882;0,750437978;0,848684861
111;REGIONAL;30/08/21;2021;35;ARS Centro;All;20698;48264;2;68964;1261219;1229641;113;2490973;132572;1298440;1431012;0,759816254;0,079867462;0,782239894;0,862107356
112;REGIONAL;06/09/21;2021;36;ARS Centro;All;7765;50978;15;58758;1268984;1280619;128;2549731;88394;1350860;1439254;0,764494247;0,053252606;0,81382011;0,867072715
113;REGIONAL;13/09/21;2021;37;ARS Centro;All;5861;42586;28;48475;1274845;1323205;156;2598206;50819;1394512;1445331;0,768025182;0,0306157;0,840118079;0,870733779
114;REGIONAL;20/09/21;2021;38;ARS Centro;All;4011;18657;56;22724;1278856;1341862;212;2620930;35573;1413846;1449419;0,770441593;0,021430809;0,851765769;0,873196578
115;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12775;24;0;12799;23547;28;0;23575;23521;28;23549;0,006395894;0,006388831;7,60543E-06;0,006396437
116;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13289;1116;0;14405;36836;1144;0;37980;35680;1158;36838;0,010005484;0,009691489;0,000314539;0,010006027
117;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37903;9065;0;46968;74739;10209;0;84948;64394;10348;74742;0,020300789;0,017490855;0,002810749;0,020301604
118;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17350;11907;1;29258;92089;22116;1;114206;69772;22321;92093;0,025013439;0,018951641;0,006062884;0,025014525
119;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8773;8942;0;17715;100862;31058;1;131921;69588;31281;100869;0,027396382;0,018901662;0,008496621;0,027398284
120;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14442;30455;0;44897;115304;61513;1;176818;53382;61930;115312;0,031319153;0,014499749;0,016821577;0,031321326
121;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;33058;19096;0;52154;148362;80609;1;228972;67190;81180;148370;0,040298448;0,018250311;0,022050309;0,040300621
122;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49460;6689;0;56149;197822;87298;1;285121;109646;88184;197830;0,053732894;0,029782314;0,023952753;0,053735067
123;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;45272;12864;0;58136;243094;100162;1;343257;141834;101277;243111;0,066029784;0,038525297;0,027509105;0,066034402
124;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;34019;16621;1;50641;277113;116783;2;393898;159145;117998;277143;0,075270108;0,043227353;0,032050904;0,075278257
125;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;26339;29080;1;55420;303452;145863;3;449318;156342;147151;303493;0,082424371;0,042465995;0,039969513;0,082435508
126;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89590;7730;0;97320;393042;153593;3;546638;237941;155153;393094;0,106759026;0,064630114;0,042143036;0,10677315
127;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45762;24018;0;69780;438804;177611;3;616418;259616;179254;438870;0,119189011;0,07051753;0,048689408;0,119206939
128;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87610;19791;1;107402;526414;197402;4;723820;327304;199234;526538;0,142985853;0,08890311;0,054116424;0,143019534
129;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163829;14467;1;178297;690243;211869;5;902117;476541;213843;690384;0,187485485;0,129439227;0,058084557;0,187523784
130;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79437;53893;1;133331;769680;265762;6;1035448;501825;267999;769824;0,209062357;0,136306929;0,072794541;0,20910147
131;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107876;25718;2;133596;877556;291480;8;1169044;583868;293863;877731;0,238363899;0,158591649;0,079819784;0,238411432
132;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;108045;65748;3;173796;985601;357228;11;1342840;628715;359774;988489;0,267711345;0,1707731;0,09772269;0,26849579
133;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90662;113415;3;204080;1076263;470643;14;1546920;608255;473487;1081742;0,292337178;0,165215705;0,128609692;0,293825397
134;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;110227;71411;2;181640;1186490;542054;16;1728560;648699;545911;1194610;0,322277304;0,176201203;0,148281676;0,324482878
135;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110945;89127;2;200074;1297435;631181;18;1928634;675509;643132;1318641;0,352412455;0,1834834;0,174689081;0,358172481
136;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92462;87167;7;179636;1389897;718348;25;2108270;696639;735246;1431885;0,377527209;0,189222782;0,19970931;0,388932092
137;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;152415;54248;3;206666;1542312;772596;28;2314936;802776;796104;1598880;0,418926543;0,218051973;0,216239708;0,434291681
138;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147931;121618;4;269553;1690243;894214;32;2584489;831578;924412;1755990;0,459107921;0,225875242;0,251091039;0,476966282
139;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;120345;154028;12;274385;1810588;1048242;44;2858874;804611;1086345;1890956;0,491796323;0,2185504;0,295075675;0,513626075
140;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;130597;166957;8;297562;1941185;1215199;52;3156436;769591;1263075;2032666;0,527269399;0,209038182;0,343079509;0,552117691
141;REGIONAL;05/07/21;2021;27;ARS Lisboa e Vale do Tejo;All;143955;273999;8;417962;2085140;1489198;60;3574398;639955;1548339;2188294;0,566370806;0,173826136;0,420563611;0,594389747
142;REGIONAL;12/07/21;2021;28;ARS Lisboa e Vale do Tejo;All;80038;216058;16;296112;2165178;1705256;76;3870510;532504;1774384;2306888;0,588110923;0,144640034;0,481962505;0,626602538
143;REGIONAL;19/07/21;2021;29;ARS Lisboa e Vale do Tejo;All;57126;185851;8;242985;2222304;1891107;84;4113495;443618;1971515;2415133;0,603627626;0,120496602;0,535507707;0,656004309
144;REGIONAL;26/07/21;2021;30;ARS Lisboa e Vale do Tejo;All;36506;180600;10;217116;2258810;2071707;94;4330611;325505;2164090;2489595;0,613543475;0,088414461;0,587815398;0,676229859
145;REGIONAL;02/08/21;2021;31;ARS Lisboa e Vale do Tejo;All;45560;178461;9;224030;2304370;2250168;103;4554641;221211;2357295;2578506;0,625918593;0,060085871;0,640294211;0,700380081
146;REGIONAL;09/08/21;2021;32;ARS Lisboa e Vale do Tejo;All;107457;111163;4;218624;2411827;2361331;107;4773265;239406;2489773;2729179;0,655106325;0,065028041;0,676278208;0,741306249
147;REGIONAL;16/08/21;2021;33;ARS Lisboa e Vale do Tejo;All;107515;91035;8;198558;2519342;2452366;115;4971823;279989;2596882;2876871;0,684309811;0,076051294;0,705371415;0,781422709
148;REGIONAL;23/08/21;2021;34;ARS Lisboa e Vale do Tejo;All;89205;60863;5;150073;2608547;2513229;120;5121896;320605;2672441;2993046;0,708539891;0,087083511;0,725894935;0,812978446
149;REGIONAL;30/08/21;2021;35;ARS Lisboa e Vale do Tejo;All;48747;100764;15;149526;2657294;2613993;135;5271422;263490;2786693;3050183;0,72178067;0,071569796;0,756928341;0,828498137
150;REGIONAL;06/09/21;2021;36;ARS Lisboa e Vale do Tejo;All;27418;91641;81;119140;2684712;2705634;216;5390562;194342;2883674;3078016;0,729228014;0,052787647;0,783270557;0,836058204
151;REGIONAL;13/09/21;2021;37;ARS Lisboa e Vale do Tejo;All;19729;81634;162;101525;2704441;2787268;378;5492087;128764;2969191;3097955;0,734586853;0,034975191;0,806498893;0,841474084
152;REGIONAL;20/09/21;2021;38;ARS Lisboa e Vale do Tejo;All;15054;31659;307;47020;2719495;2818927;685;5539107;107676;3005478;3113154;0,738675857;0,029247217;0,816355256;0,845602474
153;REGIONAL;04/01/21;2021;1;ARS Norte;All;16786;38;0;16824;30212;45;0;30257;30170;49;30219;0,008433459;0,008421736;1,3678E-05;0,008435413
