;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
40;REGIONAL;19/04/2021;2021;16;ARS Alentejo;All;11302;5943;2;17247;128734;55584;3;184321;0,275844779;0,119102616;NA;NA
41;REGIONAL;26/04/2021;2021;17;ARS Alentejo;All;20149;2760;0;22909;148883;58344;3;207230;0,319019049;0,125016606;NA;NA
42;REGIONAL;03/05/2021;2021;18;ARS Alentejo;All;13612;14280;1;27893;162495;72624;4;235123;0,348186162;0,155615076;NA;NA
43;REGIONAL;10/05/2021;2021;19;ARS Alentejo;All;17401;15209;0;32610;179896;87833;4;267733;0,385472155;0,188204161;NA;NA
44;REGIONAL;17/05/2021;2021;20;ARS Alentejo;All;13184;12168;1;25353;193080;100001;5;293086;0,413722171;0,214277143;NA;NA
45;REGIONAL;24/05/2021;2021;21;ARS Alentejo;All;7129;18456;4;25589;200209;118457;9;318675;0,428997836;0,253823737;NA;NA
46;REGIONAL;31/05/2021;2021;22;ARS Alentejo;All;17306;7226;0;24532;217515;125683;9;343207;0,466080267;0,269307249;NA;NA
47;REGIONAL;07/06/2021;2021;23;ARS Alentejo;All;13706;15212;0;28918;231221;140895;9;372125;0,495448799;0,301902762;NA;NA
48;REGIONAL;14/06/2021;2021;24;ARS Alentejo;All;10122;18991;1;29114;241343;159886;10;401239;0,517137715;0,342595727;NA;NA
49;REGIONAL;04/01/2021;2021;1;ARS Algarve;All;1236;0;0;1236;2291;0;0;2291;0,00522575;0;NA;NA
50;REGIONAL;11/01/2021;2021;2;ARS Algarve;All;1350;3;0;1353;3641;3;0;3644;0,008305087;6,84E-06;NA;NA
51;REGIONAL;18/01/2021;2021;3;ARS Algarve;All;3386;946;0;4332;7027;949;0;7976;0,016028522;0,00216466;NA;NA
52;REGIONAL;25/01/2021;2021;4;ARS Algarve;All;2139;1220;0;3359;9166;2169;0;11335;0,020907561;0,004947469;NA;NA
53;REGIONAL;01/02/2021;2021;5;ARS Algarve;All;1205;1242;0;2447;10371;3411;0;13782;0,023656154;0,007780459;NA;NA
54;REGIONAL;08/02/2021;2021;6;ARS Algarve;All;2384;2896;1;5281;12755;6307;1;19063;0,029094036;0,014386208;NA;NA
55;REGIONAL;15/02/2021;2021;7;ARS Algarve;All;3179;2115;0;5294;15934;8422;1;24357;0,036345305;0,019210504;NA;NA
56;REGIONAL;22/02/2021;2021;8;ARS Algarve;All;8480;1065;0;9545;24414;9487;1;33902;0,055688106;0,021639759;NA;NA
57;REGIONAL;01/03/2021;2021;9;ARS Algarve;All;4620;550;0;5170;29034;10037;1;39072;0,066226283;0,022894303;NA;NA
58;REGIONAL;08/03/2021;2021;10;ARS Algarve;All;5079;1535;0;6614;34113;11572;1;45686;0,077811435;0,026395624;NA;NA
59;REGIONAL;15/03/2021;2021;11;ARS Algarve;All;2662;2995;0;5657;36775;14567;1;51343;0,083883432;0,033227191;NA;NA
60;REGIONAL;22/03/2021;2021;12;ARS Algarve;All;9386;4283;0;13669;46161;18850;1;65012;0,105292811;0,042996674;NA;NA
61;REGIONAL;29/03/2021;2021;13;ARS Algarve;All;4202;2907;0;7109;50363;21757;1;72121;0,114877534;0,049627514;NA;NA
62;REGIONAL;05/04/2021;2021;14;ARS Algarve;All;8617;1767;0;10384;58980;23524;1;82505;0,13453283;0,053658025;NA;NA
63;REGIONAL;12/04/2021;2021;15;ARS Algarve;All;13596;2146;0;15742;72576;25670;1;98247;0,16554518;0,058553031;NA;NA
64;REGIONAL;19/04/2021;2021;16;ARS Algarve;All;7183;5483;0;12666;79759;31153;1;110913;0,181929536;0,071059703;NA;NA
65;REGIONAL;26/04/2021;2021;17;ARS Algarve;All;16325;3227;0;19552;96084;34380;1;130465;0,219166708;0,07842046;NA;NA
66;REGIONAL;03/05/2021;2021;18;ARS Algarve;All;16454;8895;1;25350;112538;43275;2;155815;0,256698129;0,098709872;NA;NA
67;REGIONAL;10/05/2021;2021;19;ARS Algarve;All;9671;11265;0;20936;122209;54540;2;176751;0,27875759;0,124405232;NA;NA
68;REGIONAL;17/05/2021;2021;20;ARS Algarve;All;11956;10850;2;22808;134165;65390;4;199559;0,306029115;0,149153981;NA;NA
69;REGIONAL;24/05/2021;2021;21;ARS Algarve;All;7515;18732;7;26254;141680;84122;11;225813;0,32317076;0,191881498;NA;NA
70;REGIONAL;31/05/2021;2021;22;ARS Algarve;All;8089;12719;0;20808;149769;96841;11;246621;0,341621693;0,220893418;NA;NA
71;REGIONAL;07/06/2021;2021;23;ARS Algarve;All;16979;6258;0;23237;166748;103099;11;269858;0,380350634;0,235167858;NA;NA
72;REGIONAL;14/06/2021;2021;24;ARS Algarve;All;15270;13320;0;28590;182018;116419;11;298448;0,415181362;0,265550654;NA;NA
73;REGIONAL;04/01/2021;2021;1;ARS Centro;All;8983;4;0;8987;15570;4;0;15574;0,009575699;2,46E-06;NA;NA
74;REGIONAL;11/01/2021;2021;2;ARS Centro;All;12615;22;0;12637;28185;26;0;28211;0,017334044;1,60E-05;NA;NA
75;REGIONAL;18/01/2021;2021;3;ARS Centro;All;36735;6291;2;43028;64920;6317;2;71239;0,03992642;0,003885015;NA;NA
76;REGIONAL;25/01/2021;2021;4;ARS Centro;All;4839;8477;2;13318;69759;14794;4;84557;0,042902451;0,009098451;NA;NA
77;REGIONAL;01/02/2021;2021;5;ARS Centro;All;2663;9147;0;11810;72422;23941;4;96367;0,044540222;0,014723944;NA;NA
78;REGIONAL;08/02/2021;2021;6;ARS Centro;All;7479;27108;4;34591;79901;51049;8;130958;0,049139878;0,031395623;NA;NA
79;REGIONAL;15/02/2021;2021;7;ARS Centro;All;25470;9957;3;35430;105371;61006;11;166388;0,064804172;0,037519273;NA;NA
80;REGIONAL;22/02/2021;2021;8;ARS Centro;All;38332;3080;1;41413;143703;64086;12;207801;0,088378718;0,039413502;NA;NA
81;REGIONAL;01/03/2021;2021;9;ARS Centro;All;28398;5883;1;34282;172101;69969;13;242083;0,105843759;0,043031603;NA;NA
82;REGIONAL;08/03/2021;2021;10;ARS Centro;All;17507;13465;0;30972;189608;83434;13;273055;0,116610732;0,051312707;NA;NA
83;REGIONAL;15/03/2021;2021;11;ARS Centro;All;16532;24096;2;40630;206140;107530;15;313685;0,126778069;0,066131977;NA;NA
84;REGIONAL;22/03/2021;2021;12;ARS Centro;All;47697;4251;0;51948;253837;111781;15;365633;0,15611218;0,068746383;NA;NA
85;REGIONAL;29/03/2021;2021;13;ARS Centro;All;24224;16643;2;40869;278061;128424;17;406502;0,171010172;0,078981987;NA;NA
86;REGIONAL;05/04/2021;2021;14;ARS Centro;All;49756;10105;0;59861;327817;138529;17;466363;0,201610587;0,085196659;NA;NA
87;REGIONAL;12/04/2021;2021;15;ARS Centro;All;77480;11914;1;89395;405297;150443;18;555758;0,249261527;0,092523882;NA;NA
88;REGIONAL;19/04/2021;2021;16;ARS Centro;All;29909;24083;6;53998;435206;174526;24;609756;0,267655848;0,107335157;NA;NA
89;REGIONAL;26/04/2021;2021;17;ARS Centro;All;56570;17836;0;74406;491776;192362;24;684162;0,302446939;0,118304468;NA;NA
90;REGIONAL;03/05/2021;2021;18;ARS Centro;All;59867;49006;1;108874;551643;241368;25;793036;0,339265715;0,148443626;NA;NA
91;REGIONAL;10/05/2021;2021;19;ARS Centro;All;50630;55509;0;106139;602273;296877;25;899175;0,370403649;0,182582191;NA;NA
92;REGIONAL;17/05/2021;2021;20;ARS Centro;All;44803;41535;5;86343;647076;338412;30;985518;0,397957922;0,208126613;NA;NA
93;REGIONAL;24/05/2021;2021;21;ARS Centro;All;24007;56137;10;80154;671083;394549;40;1065672;0,412722457;0,242651405;NA;NA
94;REGIONAL;31/05/2021;2021;22;ARS Centro;All;44093;37452;2;81547;715176;432001;42;1147219;0,439840073;0,265684742;NA;NA
95;REGIONAL;07/06/2021;2021;23;ARS Centro;All;57982;40562;0;98544;773158;472563;42;1245763;0,475499557;0,29063076;NA;NA
96;REGIONAL;14/06/2021;2021;24;ARS Centro;All;51586;65382;10;116978;824744;537945;52;1362741;0,50722544;0,330841315;NA;NA
97;REGIONAL;04/01/2021;2021;1;ARS Lisboa e Vale do Tejo;All;12631;4;0;12635;23298;4;0;23302;0,006309659;1,08E-06;NA;NA
98;REGIONAL;11/01/2021;2021;2;ARS Lisboa e Vale do Tejo;All;13170;1100;0;14270;36468;1104;0;37572;0,009876412;0,00029899;NA;NA
99;REGIONAL;18/01/2021;2021;3;ARS Lisboa e Vale do Tejo;All;37790;9027;0;46817;74258;10131;0;84389;0,020110854;0,002743719;NA;NA
100;REGIONAL;25/01/2021;2021;4;ARS Lisboa e Vale do Tejo;All;17647;11407;0;29054;91905;21538;0;113443;0,024890086;0,005833009;NA;NA
101;REGIONAL;01/02/2021;2021;5;ARS Lisboa e Vale do Tejo;All;8624;8912;1;17537;100529;30450;1;130980;0,027225673;0,008246593;NA;NA
102;REGIONAL;08/02/2021;2021;6;ARS Lisboa e Vale do Tejo;All;14290;30364;0;44654;114819;60814;1;175634;0,031095749;0,016469895;NA;NA
103;REGIONAL;15/02/2021;2021;7;ARS Lisboa e Vale do Tejo;All;32893;19010;2;51905;147712;79824;3;227539;0,040003965;0,02161826;NA;NA
104;REGIONAL;22/02/2021;2021;8;ARS Lisboa e Vale do Tejo;All;49045;6661;0;55706;196757;86485;3;283245;0,053286531;0,02342222;NA;NA
105;REGIONAL;01/03/2021;2021;9;ARS Lisboa e Vale do Tejo;All;44776;12738;1;57515;241533;99223;4;340760;0,06541295;0,026871977;NA;NA
106;REGIONAL;08/03/2021;2021;10;ARS Lisboa e Vale do Tejo;All;33022;16457;2;49481;274555;115680;6;390241;0,074356102;0,031328928;NA;NA
107;REGIONAL;15/03/2021;2021;11;ARS Lisboa e Vale do Tejo;All;25583;28861;1;54445;300138;144541;7;444686;0,081284594;0,039145182;NA;NA
108;REGIONAL;22/03/2021;2021;12;ARS Lisboa e Vale do Tejo;All;88520;7417;2;95939;388658;151958;9;540625;0,105257941;0,041153884;NA;NA
109;REGIONAL;29/03/2021;2021;13;ARS Lisboa e Vale do Tejo;All;45115;23661;4;68780;433773;175619;13;609405;0,117476169;0,047561852;NA;NA
110;REGIONAL;05/04/2021;2021;14;ARS Lisboa e Vale do Tejo;All;86853;19358;1;106212;520626;194977;14;715617;0,140998052;0,052804464;NA;NA
111;REGIONAL;12/04/2021;2021;15;ARS Lisboa e Vale do Tejo;All;162875;14040;0;176915;683501;209017;14;892532;0,185108522;0,056606834;NA;NA
112;REGIONAL;19/04/2021;2021;16;ARS Lisboa e Vale do Tejo;All;78473;53348;3;131824;761974;262365;17;1024356;0,206360899;0,071054757;NA;NA
113;REGIONAL;26/04/2021;2021;17;ARS Lisboa e Vale do Tejo;All;106766;25268;3;132037;868740;287633;20;1156393;0,235275702;0,077897939;NA;NA
114;REGIONAL;03/05/2021;2021;18;ARS Lisboa e Vale do Tejo;All;106864;64584;5;171453;975604;352217;25;1327846;0,264217045;0,095388841;NA;NA
115;REGIONAL;10/05/2021;2021;19;ARS Lisboa e Vale do Tejo;All;89557;112108;9;201674;1065161;464325;34;1529520;0,288471236;0,125750386;NA;NA
116;REGIONAL;17/05/2021;2021;20;ARS Lisboa e Vale do Tejo;All;109280;70363;5;179648;1174441;534688;39;1709168;0,31806689;0,14480638;NA;NA
117;REGIONAL;24/05/2021;2021;21;ARS Lisboa e Vale do Tejo;All;109499;87939;43;197481;1283940;622627;82;1906649;0,347721855;0,168622378;NA;NA
118;REGIONAL;31/05/2021;2021;22;ARS Lisboa e Vale do Tejo;All;91176;85877;13;177066;1375116;708504;95;2083715;0,37241451;0,191879936;NA;NA
119;REGIONAL;07/06/2021;2021;23;ARS Lisboa e Vale do Tejo;All;150592;52885;6;203483;1525708;761389;101;2287198;0,413198449;0,206202467;NA;NA
120;REGIONAL;14/06/2021;2021;24;ARS Lisboa e Vale do Tejo;All;146001;118893;8;264902;1671709;880282;109;2552100;0,452739033;0,238401553;NA;NA
121;REGIONAL;04/01/2021;2021;1;ARS Norte;All;16481;2;0;16483;29744;3;0;29747;0,008319213;8,39E-07;NA;NA
122;REGIONAL;11/01/2021;2021;2;ARS Norte;All;15093;21;0;15114;44837;24;0;44861;0,012540633;6,71E-06;NA;NA
123;REGIONAL;18/01/2021;2021;3;ARS Norte;All;31925;12673;1;44599;76762;12697;1;89460;0,021469858;0,003551273;NA;NA
124;REGIONAL;25/01/2021;2021;4;ARS Norte;All;14390;15412;1;29803;91152;28109;2;119263;0,025494653;0,007861914;NA;NA
125;REGIONAL;01/02/2021;2021;5;ARS Norte;All;5464;12174;0;17638;96616;40283;2;136901;0,0270229;0,011266907;NA;NA
126;REGIONAL;08/02/2021;2021;6;ARS Norte;All;8682;28606;5;37293;105298;68889;7;174194;0,029451202;0,019267829;NA;NA
127;REGIONAL;15/02/2021;2021;7;ARS Norte;All;32871;15023;3;47897;138169;83912;10;222091;0,038645018;0,023469669;NA;NA
128;REGIONAL;22/02/2021;2021;8;ARS Norte;All;64602;4228;1;68831;202771;88140;11;290922;0,056713799;0,024652215;NA;NA
129;REGIONAL;01/03/2021;2021;9;ARS Norte;All;47743;6947;0;54690;250514;95087;11;345612;0,070067222;0,026595248;NA;NA
130;REGIONAL;08/03/2021;2021;10;ARS Norte;All;25237;13862;0;39099;275751;108949;11;384711;0,077125855;0,030472364;NA;NA
131;REGIONAL;15/03/2021;2021;11;ARS Norte;All;26563;42160;4;68727;302314;151109;15;453438;0,084555362;0,042264256;NA;NA
132;REGIONAL;22/03/2021;2021;12;ARS Norte;All;88633;2161;0;90794;390947;153270;15;544232;0,109345466;0,042868674;NA;NA
133;REGIONAL;29/03/2021;2021;13;ARS Norte;All;53718;32487;1;86206;444665;185757;16;630438;0,12437006;0,051955088;NA;NA
134;REGIONAL;05/04/2021;2021;14;ARS Norte;All;82022;13438;2;95462;526687;199195;18;725900;0,147311107;0,055713614;NA;NA
135;REGIONAL;12/04/2021;2021;15;ARS Norte;All;135274;18993;1;154268;661961;218188;19;880168;0,185146411;0,061025839;NA;NA
136;REGIONAL;19/04/2021;2021;16;ARS Norte;All;64531;46227;0;110758;726492;264415;19;990926;0,203195334;0,073955246;NA;NA
137;REGIONAL;26/04/2021;2021;17;ARS Norte;All;125820;36495;0;162315;852312;300910;19;1153241;0,238386413;0,084162672;NA;NA
138;REGIONAL;03/05/2021;2021;18;ARS Norte;All;154478;72733;2;227213;1006790;373643;21;1380454;0,281592957;0,104505644;NA;NA
139;REGIONAL;10/05/2021;2021;19;ARS Norte;All;99093;100337;7;199437;1105883;473980;28;1579891;0,309308658;0,132569284;NA;NA
140;REGIONAL;17/05/2021;2021;20;ARS Norte;All;110042;70422;6;180470;1215925;544402;34;1760361;0,340086727;0,152265884;NA;NA
141;REGIONAL;24/05/2021;2021;21;ARS Norte;All;72154;127946;15;200115;1288079;672348;49;1960476;0,360267757;0,188051591;NA;NA
142;REGIONAL;31/05/2021;2021;22;ARS Norte;All;54293;171244;34;225571;1342372;843592;83;2186047;0,375453174;0,235947482;NA;NA
143;REGIONAL;07/06/2021;2021;23;ARS Norte;All;104989;105329;11;210329;1447361;948921;94;2396376;0,40481795;0,265407354;NA;NA
144;REGIONAL;14/06/2021;2021;24;ARS Norte;All;102808;150233;9;253050;1550169;1099154;103;2649426;0,433572714;0,307426599;NA;NA
145;REGIONAL;04/01/2021;2021;1;RA_Madeira;All;1725;0;0;1725;2365;0;0;2365;0,009301722;0;NA;NA
146;REGIONAL;11/01/2021;2021;2;RA_Madeira;All;1760;0;0;1760;4125;0;0;4125;0,016223934;0;NA;NA
147;REGIONAL;18/01/2021;2021;3;RA_Madeira;All;1079;538;0;1617;5204;538;0;5742;0,020467721;0,002115994;NA;NA
148;REGIONAL;25/01/2021;2021;4;RA_Madeira;All;408;1632;0;2040;5612;2170;0;7782;0,022072416;0,008534772;NA;NA
149;REGIONAL;01/02/2021;2021;5;RA_Madeira;All;2232;1521;0;3753;7844;3691;0;11535;0,030851039;0,014516979;NA;NA
150;REGIONAL;08/02/2021;2021;6;RA_Madeira;All;3161;1086;0;4247;11005;4777;0;15782;0,043283488;0,018788298;NA;NA
151;REGIONAL;15/02/2021;2021;7;RA_Madeira;All;2496;639;0;3135;13501;5416;0;18917;0,053100443;0,021301533;NA;NA
152;REGIONAL;22/02/2021;2021;8;RA_Madeira;All;2257;2156;0;4413;15758;7572;0;23330;0,061977393;0,029781242;NA;NA
153;REGIONAL;01/03/2021;2021;9;RA_Madeira;All;1433;3117;0;4550;17191;10689;0;27880;0,067613489;0,042040637;NA;NA
154;REGIONAL;08/03/2021;2021;10;RA_Madeira;All;4891;2399;0;7290;22082;13088;0;35170;0,086850158;0,051476083;NA;NA
155;REGIONAL;15/03/2021;2021;11;RA_Madeira;All;3110;2350;0;5460;25192;15438;0;40630;0,09908202;0,060718809;NA;NA
156;REGIONAL;22/03/2021;2021;12;RA_Madeira;All;5284;182;0;5466;30476;15620;0;46096;0,119864388;0,061434628;NA;NA
157;REGIONAL;29/03/2021;2021;13;RA_Madeira;All;1206;1260;0;2466;31682;16880;0;48562;0,124607676;0,066390303;NA;NA
158;REGIONAL;05/04/2021;2021;14;RA_Madeira;All;10219;1301;0;11520;41901;18181;0;60082;0,164799767;0,071507233;NA;NA
159;REGIONAL;12/04/2021;2021;15;RA_Madeira;All;8432;1300;0;9732;50333;19481;0;69814;0,197963454;0,07662023;NA;NA
160;REGIONAL;19/04/2021;2021;16;RA_Madeira;All;9817;2129;0;11946;60150;21610;0;81760;0,236574449;0,084993746;NA;NA
161;REGIONAL;26/04/2021;2021;17;RA_Madeira;All;8825;804;0;9629;68975;22414;0;91389;0,271283834;0,088155939;NA;NA
162;REGIONAL;03/05/2021;2021;18;RA_Madeira;All;7607;5288;0;12895;76582;27702;0;104284;0,301202734;0,108954038;NA;NA
163;REGIONAL;10/05/2021;2021;19;RA_Madeira;All;11600;6434;0;18034;88182;34136;0;122318;0,346826402;0,134259441;NA;NA
164;REGIONAL;17/05/2021;2021;20;RA_Madeira;All;2331;7613;0;9944;90513;41749;0;132262;0,355994399;0,16420194;NA;NA
165;REGIONAL;24/05/2021;2021;21;RA_Madeira;All;3438;8975;0;12413;93951;50724;0;144675;0,36951631;0,199501286;NA;NA
166;REGIONAL;31/05/2021;2021;22;RA_Madeira;All;7557;10932;0;18489;101508;61656;0;163164;0,399238557;0,24249766;NA;NA
167;REGIONAL;07/06/2021;2021;23;RA_Madeira;All;3591;15297;0;18888;105099;76953;0;182052;0,413362228;0,302661905;NA;NA
168;REGIONAL;14/06/2021;2021;24;RA_Madeira;All;3499;8097;0;11596;108598;85050;0;193648;0,427124057;0,334508012;NA;NA
169;REGIONAL;04/01/2021;2021;1;RA_Acores;All;3499;2;0;3501;5433;2;0;5435;0,02237681;8,24E-06;NA;NA
170;REGIONAL;11/01/2021;2021;2;RA_Acores;All;1;0;0;1;5434;2;0;5436;0,022380929;8,24E-06;NA;NA
171;REGIONAL;18/01/2021;2021;3;RA_Acores;All;24;1884;0;1908;5458;1886;0;7344;0,022479777;0,007767838;NA;NA
172;REGIONAL;25/01/2021;2021;4;RA_Acores;All;272;3435;0;3707;5730;5321;0;11051;0,023600059;0,021915518;NA;NA
173;REGIONAL;01/02/2021;2021;5;RA_Acores;All;1860;17;0;1877;7590;5338;0;12928;0,031260812;0,021985535;NA;NA
174;REGIONAL;08/02/2021;2021;6;RA_Acores;All;1052;1;0;1053;8642;5339;0;13981;0,035593667;0,021989654;NA;NA
175;REGIONAL;15/02/2021;2021;7;RA_Acores;All;2057;322;0;2379;10699;5661;0;16360;0,0440658;0,02331587;NA;NA
176;REGIONAL;22/02/2021;2021;8;RA_Acores;All;1467;1615;0;3082;12166;7276;0;19442;0,05010791;0,029967545;NA;NA
177;REGIONAL;01/03/2021;2021;9;RA_Acores;All;754;1162;0;1916;12920;8438;0;21358;0,053213397;0,034753456;NA;NA
178;REGIONAL;08/03/2021;2021;10;RA_Acores;All;2613;2052;0;4665;15533;10490;0;26023;0,063975519;0,043204995;NA;NA
179;REGIONAL;15/03/2021;2021;11;RA_Acores;All;2522;1438;0;3960;18055;11928;0;29983;0,07436284;0,049127663;NA;NA
180;REGIONAL;22/03/2021;2021;12;RA_Acores;All;4111;726;0;4837;22166;12654;0;34820;0,09129475;0,052117827;NA;NA
181;REGIONAL;29/03/2021;2021;13;RA_Acores;All;1964;758;0;2722;24130;13412;0;37542;0,099383845;0,05523979;NA;NA
182;REGIONAL;05/04/2021;2021;14;RA_Acores;All;3871;2345;0;6216;28001;15757;0;43758;0,115327271;0,064898104;NA;NA
183;REGIONAL;12/04/2021;2021;15;RA_Acores;All;4222;2404;0;6626;32223;18161;0;50384;0,132716354;0,07479942;NA;NA
184;REGIONAL;19/04/2021;2021;16;RA_Acores;All;7967;1057;0;9024;40190;19218;0;59408;0,16552991;0,079152869;NA;NA
185;REGIONAL;26/04/2021;2021;17;RA_Acores;All;9248;2949;2;12199;49438;22167;2;71607;0,203619499;0,091298868;NA;NA
186;REGIONAL;03/05/2021;2021;18;RA_Acores;All;9757;2824;0;12581;59195;24991;2;84188;0,243805499;0,102930032;NA;NA
187;REGIONAL;10/05/2021;2021;19;RA_Acores;All;8852;2302;1;11155;68047;27293;3;95343;0,28026409;0,112411242;NA;NA
188;REGIONAL;17/05/2021;2021;20;RA_Acores;All;11211;4929;0;16140;79258;32222;3;111483;0,326438656;0,132712236;NA;NA
189;REGIONAL;24/05/2021;2021;21;RA_Acores;All;5364;8106;3;13473;84622;40328;6;124956;0,348531277;0,166098288;NA;NA
190;REGIONAL;31/05/2021;2021;22;RA_Acores;All;5428;9358;2;14789;90050;49687;8;139745;0,370887494;0,204645052;NA;NA
191;REGIONAL;07/06/2021;2021;23;RA_Acores;All;7128;10584;1;17713;97178;60271;9;157458;0,400245474;0,248237203;NA;NA
192;REGIONAL;14/06/2021;2021;24;RA_Acores;All;8982;6216;2;15200;106160;66487;11;172658;0,437239493;0,273838943;NA;NA
193;AGES;04/01/2021;2021;1;All;0-17 anos;4;0;0;4;4;0;0;4;2,33E-06;0;NA;NA
194;AGES;04/01/2021;2021;1;All;18-24 anos;1783;1;0;1784;3138;1;0;3139;0,004045373;1,29E-06;NA;NA
195;AGES;04/01/2021;2021;1;All;25-49 anos;27433;5;0;27438;51158;6;0;51164;0,015222637;1,79E-06;NA;NA
