"";"TYPE";"DATE";"YEAR";"WEEK";"REGION";"AGEGROUP";"TOTAL_VAC_1";"TOTAL_VAC_2";"TOTAL_VAC_UNK";"TOTAL";"CUMUL_VAC_1";"CUMUL_VAC_2";"CUMUL_VAC_UNK";"CUMUL";"CUMUL_VAC_INIT";"CUMUL_VAC_COMPLETE";"CUMUL_VAC_LEAST";"COVER_1_VAC";"COVER_INIT";"COVER_COMPLETE";"COVER_LEAST"
"28";"REGIONAL";2021-07-12;2021;28;"ARS Alentejo";"All";8214;20425;1;28640;288251;253137;9;541397;49689;259838;309527;0,614867257392247;0,105991442016032;0,554259580803836;0,660251022819868
"29";"REGIONAL";2021-07-19;2021;29;"ARS Alentejo";"All";3530;16782;2;20314;291781;269919;11;561711;39502;277889;317391;0,622397088749621;0,0842615859147359;0,592764109368134;0,67702569528287
"30";"REGIONAL";2021-07-26;2021;30;"ARS Alentejo";"All";2261;16589;0;18850;294042;286508;11;580561;28779;295504;324283;0,627220020392404;0,0613883899812714;0,630338607770445;0,691726997751716
"31";"REGIONAL";2021-08-02;2021;31;"ARS Alentejo";"All";4970;20044;14;25028;299012;306552;25;605589;18684;316665;335349;0,63782151100038;0,0398547787765411;0,675477067077359;0,7153318458539
"32";"REGIONAL";2021-08-09;2021;32;"ARS Alentejo";"All";14888;14456;0;29344;313900;321008;25;634933;24767;332781;357548;0,669579054696866;0,0528304060136262;0,709854053523662;0,762684459537289
"33";"REGIONAL";2021-08-16;2021;33;"ARS Alentejo";"All";22250;6605;0;28855;336150;327613;25;663788;42027;341597;383624;0,717040456312046;0,0896476550867957;0,728659434046783;0,818307089133579
"34";"REGIONAL";2021-08-23;2021;34;"ARS Alentejo";"All";12991;4617;0;17608;349141;332230;25;681396;51103;347645;398748;0,744751515565207;0,109007640752386;0,741560402899305;0,850568043651691
"35";"REGIONAL";2021-08-30;2021;35;"ARS Alentejo";"All";4769;15841;2;20612;353910;348071;27;702008;40707;364437;405144;0,754924253736119;0,0868319674404119;0,777379362716029;0,864211330156441
"36";"REGIONAL";2021-09-06;2021;36;"ARS Alentejo";"All";2624;15214;6;17844;356534;363285;33;719852;27707;380145;407852;0,760521499481657;0,0591017103169355;0,810886045707996;0,869987756024932
"37";"REGIONAL";2021-09-13;2021;37;"ARS Alentejo";"All";1849;15848;3;17700;358383;379133;36;737552;13494;396235;409729;0,764465595283297;0,0287840068941685;0,845207571640053;0,873991578534221
"38";"REGIONAL";2021-09-20;2021;38;"ARS Alentejo";"All";1619;3620;6;5245;360002;382753;42;742797;11243;400123;411366;0,76791907884352;0,0239824062184035;0,853501051616674;0,877483457835078
"39";"REGIONAL";2021-09-27;2021;39;"ARS Alentejo";"All";1133;2420;5;3558;361135;385173;47;746355;9672;402909;412581;0,770335877406666;0,0206313112998665;0,859443859027905;0,880075170327772
"40";"REGIONAL";2021-10-04;2021;40;"ARS Alentejo";"All";481;1685;3;2169;361616;386858;50;748524;8479;404694;413173;0,771361896920235;0,0180865269346121;0,863251436640629;0,881337963575241
"41";"REGIONAL";2021-10-11;2021;41;"ARS Alentejo";"All";709;1609;0;2318;362325;388467;50;750842;7440;406443;413883;0,772874262481815;0,0158702394614357;0,866982222772087;0,882852462233523
"42";"REGIONAL";2021-10-18;2021;42;"ARS Alentejo";"All";589;1237;0;1826;362914;389704;50;752668;6658;407816;414474;0,774130656439179;0,0142021578406235;0,869910964543667;0,88411312238429
"43";"REGIONAL";2021-10-25;2021;43;"ARS Alentejo";"All";453;749;0;1202;363367;390453;50;753870;6242;408686;414928;0,775096949245097;0,0133147896126723;0,871766758674238;0,88508154828691
"44";"REGIONAL";2021-11-01;2021;44;"ARS Alentejo";"All";422;578;0;1000;363789;391031;50;754870;5948;409402;415350;0,775997116053259;0,0126876591823414;0,873294055912731;0,885981715095072
"45";"REGIONAL";2021-11-08;2021;45;"ARS Alentejo";"All";467;762;0;1229;364256;391793;50;756099;5517;410300;415817;0,776993272213003;0,011768294503863;0,875209576750952;0,886977871254815
"46";"REGIONAL";2021-01-04;2021;1;"ARS Algarve";"All";1280;4;0;1284;2354;4;0;2358;2350;5;2355;0,00503534797163606;0,00502679173039284;1,06953015540273e-05;0,00503748703194687
"47";"REGIONAL";2021-01-11;2021;2;"ARS Algarve";"All";1381;6;0;1387;3735;10;0;3745;3724;13;3737;0,00798939026085841;0,00796586059743954;2,7807784040471e-05;0,00799366838148002
"48";"REGIONAL";2021-01-18;2021;3;"ARS Algarve";"All";3425;952;0;4377;7160;962;0;8122;6197;965;7162;0,0153156718253671;0,0132557567460615;0,00206419319992727;0,0153199499459887
"49";"REGIONAL";2021-01-25;2021;4;"ARS Algarve";"All";2177;1252;0;3429;9337;2214;0;11551;7122;2217;9339;0,0199724061219906;0,0152343875335565;0,00474229670905571;0,0199766842426122
"50";"REGIONAL";2021-02-01;2021;5;"ARS Algarve";"All";1251;1256;0;2507;10588;3470;0;14058;7118;3473;10591;0,0226483705708082;0,0152258312923133;0,00742895645942737;0,0226547877517407
"51";"REGIONAL";2021-02-08;2021;6;"ARS Algarve";"All";2451;2898;0;5349;13039;6368;0;19407;6669;6373;13042;0,0278912073925924;0,0142653932127616;0,0136322313607632;0,0278976245735249
"52";"REGIONAL";2021-02-15;2021;7;"ARS Algarve";"All";3240;2129;0;5369;16279;8497;0;24776;7777;8505;16282;0,0348217627996021;0,0166354720371341;0,0181927079434005;0,0348281799805346
"53";"REGIONAL";2021-02-22;2021;8;"ARS Algarve";"All";8537;1075;2;9614;24816;9572;2;34390;15232;9587;24819;0,0530829206729484;0,0325821666541888;0,020507171199692;0,0530893378538808
"54";"REGIONAL";2021-03-01;2021;9;"ARS Algarve";"All";4687;567;0;5254;29503;10139;2;39644;19345;10162;29507;0,0631086963496936;0,0413801217125317;0,0217371308784051;0,0631172525909368
"55";"REGIONAL";2021-03-08;2021;10;"ARS Algarve";"All";5183;1567;0;6750;34686;11706;2;46394;22961;11730;34691;0,0741954459405983;0,0491149637964042;0,0250911774457481;0,0742061412421523
"56";"REGIONAL";2021-03-15;2021;11;"ARS Algarve";"All";2765;3035;1;5801;37451;14741;3;52195;22691;14765;37456;0,0801099476999754;0,0485374175124868;0,0315832254890427;0,0801206430015294
"57";"REGIONAL";2021-03-22;2021;12;"ARS Algarve";"All";9501;4330;0;13831;46952;19071;3;66026;27857;19100;46957;0,100433159712938;0,0595878030781078;0,0408560519363843;0,100443855014492
"58";"REGIONAL";2021-03-29;2021;13;"ARS Algarve";"All";4273;2949;0;7222;51225;22020;3;73248;29182;22049;51231;0,10957336442101;0,062422057989925;0,0471641407929497;0,109586198782875
"59";"REGIONAL";2021-04-05;2021;14;"ARS Algarve";"All";8721;1847;0;10568;59946;23867;3;83816;36060;23898;59958;0,128228109391544;0,077134514807645;0,051119263307629;0,128253778115274
"60";"REGIONAL";2021-04-12;2021;15;"ARS Algarve";"All";13733;2215;0;15948;73679;26082;3;99764;47578;26114;73692;0,157603824639836;0,101772211467502;0,0558594209563739;0,157631632423876
"61";"REGIONAL";2021-04-19;2021;16;"ARS Algarve";"All";7313;5569;0;12882;80992;31651;3;112646;49319;31687;81006;0,173246772692756;0,105496315468615;0,0677804040684927;0,173276719537107
"62";"REGIONAL";2021-04-26;2021;17;"ARS Algarve";"All";16456;3320;0;19776;97448;34971;3;132422;62446;35023;97469;0,208447149167371;0,133575760168558;0,0749163092653397;0,208492069433898
"63";"REGIONAL";2021-05-03;2021;18;"ARS Algarve";"All";16630;9025;0;25655;114078;43996;3;158077;70593;44061;114654;0,244019722136066;0,15100268452069;0,0942491363543995;0,24525182087509
"64";"REGIONAL";2021-05-10;2021;19;"ARS Algarve";"All";9786;11407;0;21193;123864;55403;3;179270;70941;55475;126416;0,264952566337608;0,15174707750885;0,118664370741933;0,270411448250783
"65";"REGIONAL";2021-05-17;2021;20;"ARS Algarve";"All";12086;10958;2;23046;135950;66361;5;202316;74551;66485;141036;0,290805249254003;0,159469085230858;0,142215424763901;0,301684509994759
"66";"REGIONAL";2021-05-24;2021;21;"ARS Algarve";"All";7683;18878;0;26561;143633;85239;5;228877;69053;85462;154515;0,307239649621921;0,14770853164205;0,182808372282056;0,330516903924106
"67";"REGIONAL";2021-05-31;2021;22;"ARS Algarve";"All";8213;12811;2;21026;151846;98050;7;249903;72857;98368;171225;0,324807751954566;0,155845517064354;0,210415084653312;0,366260601717665
"68";"REGIONAL";2021-06-07;2021;23;"ARS Algarve";"All";17136;6410;0;23546;168982;104460;7;273449;84648;105080;189728;0,361462689440529;0,181067177189061;0,224772457459438;0,405839634648499
"69";"REGIONAL";2021-06-14;2021;24;"ARS Algarve";"All";15448;13512;0;28960;184430;117972;7;302409;86592;118812;205404;0,394506893121852;0,185225510433267;0,254146033647419;0,439371544080685
"70";"REGIONAL";2021-06-21;2021;25;"ARS Algarve";"All";19424;10307;0;29731;203854;128279;7;332140;96603;129601;226204;0,436056000598937;0,20663964320474;0,277224355340699;0,483863998545439
"71";"REGIONAL";2021-06-28;2021;26;"ARS Algarve";"All";17290;16560;7;33857;221144;144839;14;365997;99399;146567;245966;0,473040353372763;0,212620455833752;0,313515652573824;0,526136108407577
"72";"REGIONAL";2021-07-05;2021;27;"ARS Algarve";"All";19259;31919;1;51179;240403;176758;15;417176;87369;179120;266489;0,514236515898566;0,186887560294763;0,383148482871475;0,570036043166237
"73";"REGIONAL";2021-07-12;2021;28;"ARS Algarve";"All";9854;27149;4;37007;250257;203907;19;454183;76085;206787;282872;0,535314816201243;0,162750403747634;0,442329864490529;0,605080268238163
"74";"REGIONAL";2021-07-19;2021;29;"ARS Algarve";"All";4363;27334;0;31697;254620;231241;19;485880;58273;234754;293027;0,544647536337287;0,124649461491567;0,502152964202826;0,626802425694392
"75";"REGIONAL";2021-07-26;2021;30;"ARS Algarve";"All";4031;24846;5;28882;258651;256087;24;514762;41488;260220;301708;0,553270088450144;0,0887453341746971;0,556626274077798;0,645371608252495
"76";"REGIONAL";2021-08-02;2021;31;"ARS Algarve";"All";3957;22738;1;26696;262608;278825;25;541458;26054;283613;309667;0,561734350100001;0,0557310773377255;0,60666531192847;0,662396389266195
"77";"REGIONAL";2021-08-09;2021;32;"ARS Algarve";"All";11567;14127;3;25697;274175;292952;28;567155;28264;298669;326933;0,586476860715088;0,0604584006246056;0,638871003967957;0,699329404592563
"78";"REGIONAL";2021-08-16;2021;33;"ARS Algarve";"All";16700;7803;4;24507;290875;300755;32;591662;39509;307643;347152;0,622199167905539;0,084512133819613;0,658066931197125;0,742579065016738
"79";"REGIONAL";2021-08-23;2021;34;"ARS Algarve";"All";13621;5359;0;18980;304496;306114;32;610642;48293;314127;362420;0,65133530839902;0,103301639589728;0,671936598252388;0,775238237842116
"80";"REGIONAL";2021-08-30;2021;35;"ARS Algarve";"All";6513;12204;4;18721;311009;318318;36;629363;42677;327455;370132;0,665267008203296;0,0912886768842447;0,700445994074803;0,791734670959048
"81";"REGIONAL";2021-09-06;2021;36;"ARS Algarve";"All";3339;15785;1;19125;314348;334103;37;648488;30454;343681;374135;0,672409330581076;0,0651429427052696;0,735154386677932;0,800297329383202
"82";"REGIONAL";2021-09-13;2021;37;"ARS Algarve";"All";2292;12120;4;14416;316640;346223;41;662904;21369;356103;377472;0,677312056813442;0,0457095797816019;0,761725793858758;0,80743537364036
"83";"REGIONAL";2021-09-20;2021;38;"ARS Algarve";"All";1882;6679;6;8567;318522;352902;47;671471;17110;363036;380146;0,681337768318378;0,0365993219178815;0,776555898993572;0,813155220911454
"84";"REGIONAL";2021-09-27;2021;39;"ARS Algarve";"All";1167;3906;6;5079;319689;356808;53;676550;14552;367217;381769;0,683834051701088;0,0311276056428411;0,78549931015305;0,816626915795891
"85";"REGIONAL";2021-10-04;2021;40;"ARS Algarve";"All";767;3041;1;3809;320456;359849;54;680359;12345;370378;382723;0,685474710959476;0,0264066995368934;0,792260879795506;0,818667579332399
"86";"REGIONAL";2021-10-11;2021;41;"ARS Algarve";"All";1081;1938;0;3019;321537;361787;54;683378;11298;372540;383838;0,687787035155456;0,0241671033914801;0,796885528187467;0,821052631578947
"87";"REGIONAL";2021-10-18;2021;42;"ARS Algarve";"All";756;1616;0;2372;322293;363403;54;685750;10341;374321;384662;0,689404164750425;0,0221200226740393;0,800695194601012;0,822815217275051
"88";"REGIONAL";2021-10-25;2021;43;"ARS Algarve";"All";878;1217;0;2095;323171;364620;54;687845;9779;375764;385543;0,691282259703312;0,0209178707793666;0,803781858629504;0,824699729408871
"89";"REGIONAL";2021-11-01;2021;44;"ARS Algarve";"All";766;890;0;1656;323937;365510;54;689501;9447;376862;386309;0,692920779901389;0,0202077027561792;0,806130546850768;0,826338249606948
"90";"REGIONAL";2021-11-08;2021;45;"ARS Algarve";"All";1008;1105;0;2113;324945;366615;54;691614;9071;378246;387317;0,695076952694681;0,0194034160793164;0,809091006320923;0,82849442240024
"91";"REGIONAL";2021-01-04;2021;1;"ARS Centro";"All";9070;20;0;9090;15701;22;0;15723;15680;23;15703;0,00945900355443099;0,00944635218989096;1,3856256400988e-05;0,00946020844629195
"92";"REGIONAL";2021-01-11;2021;2;"ARS Centro";"All";12757;25;1;12783;28458;47;1;28506;28402;58;28460;0,0171444062895355;0,0171106693174288;3,49418639677089e-05;0,0171456111813965
"93";"REGIONAL";2021-01-18;2021;3;"ARS Centro";"All";36938;6275;1;43214;65396;6322;2;71720;59038;6361;65399;0,0393975540695223;0,0355672028435448;0,0038321585637689;0,0393993614073137
"94";"REGIONAL";2021-01-25;2021;4;"ARS Centro";"All";4914;8529;3;13446;70310;14851;5;85166;55419;14894;70313;0,0423579733718899;0,0333869510211459;0,00897282968853545;0,0423597807096813
"95";"REGIONAL";2021-02-01;2021;5;"ARS Centro";"All";2777;9201;0;11978;73087;24052;5;97144;48992;24099;73091;0,0440309657208266;0,0295150310259654;0,014518344478583;0,0440333755045485
"96";"REGIONAL";2021-02-08;2021;6;"ARS Centro";"All";7596;27233;3;34832;80683;51285;8;131976;29325;51362;80687;0,0486071450087355;0,0176667269112597;0,0309428278811977;0,0486095547924574
"97";"REGIONAL";2021-02-15;2021;7;"ARS Centro";"All";25611;10049;2;35662;106294;61334;10;167638;44793;61505;106298;0,0640363877342009;0,0269853605638894;0,0370534369540334;0,0640387975179228
"98";"REGIONAL";2021-02-22;2021;8;"ARS Centro";"All";38518;3190;1;41709;144812;64524;11;209347;80083;64733;144816;0,0872414000843424;0,0482456774504488;0,0389981324176155;0,0872438098680643
"99";"REGIONAL";2021-03-01;2021;9;"ARS Centro";"All";28639;5999;0;34638;173451;70523;11;243985;102705;70760;173465;0,104494849087294;0,0618742092897163;0,0426290740406049;0,104503283330321
"100";"REGIONAL";2021-03-08;2021;10;"ARS Centro";"All";17839;13627;0;31466;191290;84150;11;275451;106894;84426;191320;0,115241882041087;0,0643978552924875;0,0508621001265136;0,115259955419001
"101";"REGIONAL";2021-03-15;2021;11;"ARS Centro";"All";16810;24325;1;41136;208100;108475;12;316587;99383;108762;208145;0,125368998132418;0,0598728839086692;0,0655232242906199;0,125396108199289
"102";"REGIONAL";2021-03-22;2021;12;"ARS Centro";"All";48017;4492;1;52510;256117;112967;13;369097;142797;113375;256172;0,154296644376167;0,0860274715344298;0,0683023073679137;0,154329778902344
"103";"REGIONAL";2021-03-29;2021;13;"ARS Centro";"All";24536;16937;1;41474;280653;129904;14;410571;150389;130340;280729;0,169078257726369;0,0906012410386168;0,0785228025784686;0,169124043617085
"104";"REGIONAL";2021-04-05;2021;14;"ARS Centro";"All";50046;10373;1;60420;330699;140277;15;470991;190002;140794;330796;0,199228266763058;0,114465931682631;0,0848207723356829;0,199286704018314
"105";"REGIONAL";2021-04-12;2021;15;"ARS Centro";"All";77843;12167;0;90010;408542;152444;15;561001;255505;153143;408648;0,246124465329237;0,153927947466715;0,0922603771311525;0,246188324597867
"106";"REGIONAL";2021-04-19;2021;16;"ARS Centro";"All";30205;24350;0;54555;438747;176794;15;615556;261216;177640;438856;0,264321344659317;0,157368516175673;0,107018495090066;0,264387011265739
"107";"REGIONAL";2021-04-26;2021;17;"ARS Centro";"All";56834;18054;0;74888;495581;194848;15;690444;301091;195874;496965;0,298560756672089;0,181391047653473;0,118003494186397;0,29939454183987
"108";"REGIONAL";2021-05-03;2021;18;"ARS Centro";"All";60199;49358;0;109557;555780;244206;15;800001;317550;245464;563014;0,334827399240918;0,191306705223206;0,147878787878788;0,339185493101994
"109";"REGIONAL";2021-05-10;2021;19;"ARS Centro";"All";50877;55927;1;106805;606657;300133;16;906806;318359;301577;619936;0,365478040845834;0,191794083980963;0,181683836375685;0,373477920356648
"110";"REGIONAL";2021-05-17;2021;20;"ARS Centro";"All";45083;41923;5;87011;651740;342056;21;993817;328515;344291;672806;0,392638110729562;0,197912524850895;0,207416711850111;0,405329236701006
"111";"REGIONAL";2021-05-24;2021;21;"ARS Centro";"All";24388;56483;5;80876;676128;398539;26;1074693;303763;401784;705547;0,407330562082053;0,18300078317971;0,242053135731068;0,425053918910778
"112";"REGIONAL";2021-05-31;2021;22;"ARS Centro";"All";44484;37984;0;82468;720612;436523;26;1157161;309716;442696;752412;0,434129766853425;0,186587143803844;0,266700403638773;0,453287547442617
"113";"REGIONAL";2021-06-07;2021;23;"ARS Centro";"All";58562;41081;1;99644;779174;477604;27;1256805;326428;486327;812755;0,469410205434062;0,196655220193988;0,292985722031448;0,489640942225435
"114";"REGIONAL";2021-06-14;2021;24;"ARS Centro";"All";52199;66043;8;118250;831373;543647;35;1375055;316035;554829;870864;0,50085728055907;0,190393999638532;0,334254473161034;0,524648472799566
"115";"REGIONAL";2021-06-21;2021;25;"ARS Centro";"All";59795;47973;4;107772;891168;591620;39;1482827;330614;606403;937017;0,536880534971986;0,199177058858967;0,365325019579493;0,56450207843846
"116";"REGIONAL";2021-06-28;2021;26;"ARS Centro";"All";50079;77468;3;127550;941247;669088;42;1610377;302099;687255;989354;0,567050424724381;0,181998313151395;0,414033977950479;0,596032291101874
"117";"REGIONAL";2021-07-05;2021;27;"ARS Centro";"All";59679;105288;10;164977;1000926;774376;52;1775354;260131;796980;1057111;0,603003795409362;0,156714862341105;0,480137357672149;0,636852220013254
"118";"REGIONAL";2021-07-12;2021;28;"ARS Centro";"All";28640;82406;6;111052;1029566;856782;58;1886406;216464;883698;1100162;0,620257846858244;0,130407855894933;0,532380263871318;0,662788119766251
"119";"REGIONAL";2021-07-19;2021;29;"ARS Centro";"All";16960;80960;17;97937;1046526;937742;75;1984343;163564;969143;1132707;0,630475329839147;0,098538466172661;0,583856256400988;0,682394722573649
"120";"REGIONAL";2021-07-26;2021;30;"ARS Centro";"All";14476;69219;7;83702;1061002;1006961;82;2068045;116744;1043551;1160295;0,639196337128743;0,0703319477076932;0,628683053195976;0,699015000903669
"121";"REGIONAL";2021-08-02;2021;31;"ARS Centro";"All";19358;75419;6;94783;1080360;1082380;88;2162828;75012;1123821;1198833;0,650858485450931;0,0451906741369962;0,677041388035424;0,72223206217242
"122";"REGIONAL";2021-08-09;2021;32;"ARS Centro";"All";50730;47202;7;97939;1131090;1129582;95;2260767;93387;1179746;1273133;0,681420567504067;0,0562606181095247;0,710733176697391;0,766993794806916
"123";"REGIONAL";2021-08-16;2021;33;"ARS Centro";"All";61479;36177;7;97663;1192569;1165759;102;2358430;131876;1223687;1355563;0,718458340863907;0,0794481595276824;0,737205253328514;0,816653412856196
"124";"REGIONAL";2021-08-23;2021;34;"ARS Centro";"All";51314;18508;4;69826;1243883;1184267;106;2428256;164323;1248308;1412631;0,749372251340442;0,0989957226338936;0,752038074582806;0,8510337972167
"125";"REGIONAL";2021-08-30;2021;35;"ARS Centro";"All";20807;48379;3;69189;1264690;1232646;109;2497445;133807;1301227;1435034;0,761907343815893;0,0806114826194349;0,783918910777758;0,864530393397193
"126";"REGIONAL";2021-09-06;2021;36;"ARS Centro";"All";7908;51118;11;59037;1272598;1283764;120;2556482;89645;1353790;1443435;0,766671486234111;0,054006265437677;0,815585276221459;0,869591541659136
"127";"REGIONAL";2021-09-13;2021;37;"ARS Centro";"All";5961;42719;10;48690;1278559;1326483;130;2605172;52038;1397581;1449619;0,770262666425688;0,0313500813302006;0,84196698596301;0,87331706729321
"128";"REGIONAL";2021-09-20;2021;38;"ARS Centro";"All";4080;18748;6;22834;1282639;1345231;136;2628006;36766;1417013;1453779;0,772720645822037;0,0221495270799446;0,853673715284053;0,875823242363998
"129";"REGIONAL";2021-09-27;2021;39;"ARS Centro";"All";2919;9832;5;12756;1285558;1355063;141;2640762;29308;1427535;1456843;0,774479185493102;0,0176564853304416;0,86001265136454;0,877669136694982
"130";"REGIONAL";2021-10-04;2021;40;"ARS Centro";"All";1567;5519;17;7103;1287125;1360582;158;2647865;25183;1433365;1458548;0,775423218266161;0,0151713958672209;0,863524911139225;0,878696307006446
"131";"REGIONAL";2021-10-11;2021;41;"ARS Centro";"All";2147;4718;0;6865;1289272;1365300;158;2654730;22182;1438529;1460711;0,776716669678896;0,0133634556298572;0,866635941924212;0,87999939755407
"132";"REGIONAL";2021-10-18;2021;42;"ARS Centro";"All";1755;3756;0;5511;1291027;1369056;158;2660241;19778;1442691;1462469;0,777773962286885;0,0119151756129887;0,869143321886861;0,881058497499849
"133";"REGIONAL";2021-10-25;2021;43;"ARS Centro";"All";1756;2902;0;4658;1292783;1371958;158;2664899;18160;1446066;1464226;0,778831857340804;0,0109404180974758;0,871176576902223;0,882116994999699
"134";"REGIONAL";2021-11-01;2021;44;"ARS Centro";"All";1301;2282;0;3583;1294084;1374240;158;2668482;16842;1448685;1465527;0,779615639496355;0,0101463943611061;0,872754382794144;0,88290077715525
"135";"REGIONAL";2021-11-08;2021;45;"ARS Centro";"All";1558;2235;0;3793;1295642;1376475;158;2672275;15737;1451348;1467085;0,78055425025604;0,00948069160792819;0,874358696307006;0,883839387914935
