;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER_INIT;COVER_COMPLETE;COVER_LEAST
11;REGIONAL;15/03/21;2021;11;ARS Alentejo;All;3711;7728;0;11439;63662;34080;1;97743;29573;34090;63663;0,135797202;0,063082069;0,072717267;0,135799335
12;REGIONAL;22/03/21;2021;12;ARS Alentejo;All;11910;2108;0;14018;75572;36188;1;111761;39376;36198;75574;0,161202384;0,083992816;0,077213834;0,16120665
13;REGIONAL;29/03/21;2021;13;ARS Alentejo;All;6156;6281;0;12437;81728;42469;1;124198;39251;42479;81730;0,174333727;0,083726179;0,090611815;0,174337993
14;REGIONAL;05/04/21;2021;14;ARS Alentejo;All;14051;4306;0;18357;95779;46775;1;142555;48998;46785;95783;0,204305869;0,104517472;0,099796929;0,204314401
15;REGIONAL;12/04/21;2021;15;ARS Alentejo;All;21910;2966;0;24876;117689;49741;1;167431;67942;49752;117694;0,251042018;0,144926856;0,106125827;0,251052683
16;REGIONAL;19/04/21;2021;16;ARS Alentejo;All;11373;5958;1;17332;129062;55699;2;184763;73356;55711;129067;0,275301727;0,156475442;0,11883695;0,275312392
17;REGIONAL;26/04/21;2021;17;ARS Alentejo;All;20217;2776;0;22993;149279;58475;2;207756;90802;58488;149290;0,318426543;0,193689447;0,12476056;0,318450007
18;REGIONAL;03/05/21;2021;18;ARS Alentejo;All;13677;14318;1;27996;162956;72793;3;235752;93273;72809;166082;0,347600906;0,198960329;0,155308638;0,354268966
19;REGIONAL;10/05/21;2021;19;ARS Alentejo;All;17430;15261;0;32691;180386;88054;3;268443;95935;88083;184018;0,384780782;0,204638632;0,187889557;0,392528189
20;REGIONAL;17/05/21;2021;20;ARS Alentejo;All;13217;12212;1;25430;193603;100266;4;293873;100253;100396;200649;0,412973921;0,213849344;0,214154376;0,42800372
21;REGIONAL;24/05/21;2021;21;ARS Alentejo;All;7193;18509;0;25702;200796;118775;4;319575;90618;119351;209969;0,428317285;0,193296957;0,254587224;0,447884181
22;REGIONAL;31/05/21;2021;22;ARS Alentejo;All;17391;7294;0;24685;218187;126069;4;344260;100347;127354;227701;0,46541397;0,214049855;0,271658397;0,485708252
23;REGIONAL;07/06/21;2021;23;ARS Alentejo;All;13808;15259;0;29067;231995;141328;4;373327;98971;143171;242142;0,494867769;0,211114714;0,305397588;0,516512302
24;REGIONAL;14/06/21;2021;24;ARS Alentejo;All;10225;19232;1;29458;242220;160560;5;402785;91213;162828;254041;0,516678683;0,194566149;0,34732787;0,541894019
25;REGIONAL;21/06/21;2021;25;ARS Alentejo;All;10548;14175;1;24724;252768;174735;6;427509;89825;177533;267358;0,539178587;0,191605411;0,378695057;0,570300468
26;REGIONAL;28/06/21;2021;26;ARS Alentejo;All;10971;28740;3;39714;263739;203475;9;467223;73606;206819;280425;0,562580791;0,157008716;0,441164927;0,598173643
27;REGIONAL;05/07/21;2021;27;ARS Alentejo;All;15346;27793;1;43140;279085;231268;10;510363;60791;235682;296473;0,595315293;0,129673082;0,502732497;0,632405578
28;REGIONAL;12/07/21;2021;28;ARS Alentejo;All;8182;20291;1;28474;287267;251559;11;538837;50881;257252;308133;0,61276829;0,108534093;0,548743393;0,657277486
29;REGIONAL;19/07/21;2021;29;ARS Alentejo;All;3510;16714;2;20226;290777;268273;13;559063;40832;275145;315977;0,62025546;0,087098605;0,586910892;0,674009497
30;REGIONAL;26/07/21;2021;30;ARS Alentejo;All;2238;16480;0;18718;293015;284753;13;577781;30250;292574;322824;0,62502933;0,064526175;0,624088634;0,68861481
31;REGIONAL;02/08/21;2021;31;ARS Alentejo;All;4942;19951;13;24906;297957;304704;26;602687;20210;313629;333839;0,635571094;0,043109884;0,669000985;0,71211087
32;REGIONAL;09/08/21;2021;32;ARS Alentejo;All;14822;14399;0;29221;312779;319103;26;631908;26286;329669;355955;0,667187853;0,05607058;0,703215857;0,759286436
33;REGIONAL;16/08/21;2021;33;ARS Alentejo;All;22142;6554;0;28696;334921;325657;26;660604;43502;338408;381910;0,71441888;0,092793973;0,721856989;0,814650961
34;REGIONAL;23/08/21;2021;34;ARS Alentejo;All;12923;4558;0;17481;347844;330215;26;678085;52587;344376;396963;0,741984889;0,112173156;0,73458731;0,846760466
35;REGIONAL;04/01/21;2021;1;ARS Algarve;All;1254;3;0;1257;2315;3;0;2318;2312;3;2315;0,004951925;0,004945507;6,42E-06;0,004951925
36;REGIONAL;11/01/21;2021;2;ARS Algarve;All;1358;3;0;1361;3673;6;0;3679;3667;6;3673;0,007856769;0,007843934;1,28E-05;0,007856769
37;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3392;946;0;4338;7065;952;0;8017;6113;952;7065;0,015112461;0,013076076;0,002036385;0,015112461
38;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2144;1229;0;3373;9209;2181;0;11390;7028;2181;9209;0,019698606;0,015033316;0,004665291;0,019698606
39;REGIONAL;01/02/21;2021;5;ARS Algarve;All;1217;1243;0;2460;10426;3424;0;13850;7003;3424;10427;0,022301843;0,014979839;0,007324143;0,022303982
40;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2400;2896;0;5296;12826;6320;0;19146;6507;6320;12827;0,027435588;0,013918865;0,013518861;0,027437727
41;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3204;2112;0;5316;16030;8432;0;24462;7598;8433;16031;0,034289137;0,01625258;0,018038696;0,034291276
42;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8508;1066;0;9574;24538;9498;0;34036;15039;9500;24539;0,052488262;0,032169328;0,020321073;0,052490401
43;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4658;562;0;5220;29196;10060;0;39256;19131;10066;29197;0,062452005;0,040922363;0,021531781;0,062454144
44;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5132;1546;0;6678;34328;11606;0;45934;22717;11612;34329;0,073429662;0,048593033;0,024838768;0,073431801
45;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2711;3014;0;5725;37039;14620;0;51659;22414;14626;37040;0,079228655;0,047944898;0,031285896;0,079230794
46;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9432;4311;0;13743;46471;18931;0;65402;27534;18938;46472;0,099404272;0,058896887;0,040509524;0,099406411
47;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4230;2923;0;7153;50701;21854;0;72555;28842;21861;50703;0,108452497;0,061694777;0,046761997;0,108456775
48;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8666;1802;0;10468;59367;23656;0;83023;35709;23663;59372;0,126989593;0,076383705;0,050616584;0,127000289
49;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13676;2168;0;15844;73043;25824;0;98867;47217;25831;73048;0,156243382;0,101000011;0,055254067;0,156254078
50;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7263;5513;0;12776;80306;31337;0;111643;48967;31345;80312;0,171779377;0,104743366;0,067048845;0,171792212
51;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16388;3254;0;19642;96694;34591;0;131285;62094;34610;96704;0,206834298;0,132822811;0,074032877;0,206855688
52;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16568;8951;2;25521;113262;43542;2;156806;70260;43563;113823;0,242274249;0,150290377;0,093183884;0,243474262
53;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9728;11314;0;21042;122990;54856;2;177848;70636;54879;125515;0,263083028;0,151094664;0,117389491;0,268484155
54;REGIONAL;17/05/21;2021;20;ARS Algarve;All;12015;10901;3;22919;135005;65757;5;200767;74231;65827;140058;0,288783837;0,158784586;0,140807923;0,299592509
55;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7616;18801;1;26418;142621;84558;6;227185;68742;84714;153456;0,305074921;0,147043284;0,181208355;0,328251639
56;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8169;12737;1;20907;150790;97295;7;248092;72579;97536;170115;0,322548904;0,155250858;0,208635386;0,363886245
57;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17050;6340;0;23390;167840;103635;7;271482;84346;104171;188517;0,359019883;0,180421181;0,222828052;0,403249233
58;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15352;13423;0;28775;183192;117058;7;300257;86300;117792;204092;0,391858736;0,184600905;0,251964192;0,436565097
59;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19342;10189;2;29533;202534;127247;9;329790;96443;128364;224807;0,433232441;0,206297394;0,274578338;0,480875731
60;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17176;16411;7;33594;219710;143658;16;363384;99322;145116;244438;0,469972941;0,212455748;0,310411876;0,522867624
61;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19186;31675;1;50862;238896;175333;17;414246;87493;177372;264865;0,511012952;0,187152804;0,379409405;0,566562209
62;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9813;26953;4;36770;248709;202286;21;451016;76355;204817;281172;0,532003551;0,16332795;0,438115916;0,601443866
63;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4337;27189;1;31527;253046;229475;22;482543;58653;232624;291277;0,541280655;0,125462304;0,497596766;0,62305907
64;REGIONAL;26/07/21;2021;30;ARS Algarve;All;3976;24707;3;28686;257022;254182;25;511229;41943;257949;299892;0,549785559;0,089718607;0,551768468;0,641487075
65;REGIONAL;02/08/21;2021;31;ARS Algarve;All;3920;22598;1;26519;260942;276780;26;537748;26597;281197;307794;0,558170676;0,056892587;0,601497342;0,658389929
66;REGIONAL;09/08/21;2021;32;ARS Algarve;All;11396;13985;2;25383;272338;290765;28;563131;28708;296103;324811;0,582547407;0,061408143;0,633382175;0,694790319
67;REGIONAL;16/08/21;2021;33;ARS Algarve;All;16587;7735;2;24324;288925;298500;30;587455;39897;305002;344899;0,618028;0,085342089;0,652417673;0,737759762
68;REGIONAL;23/08/21;2021;34;ARS Algarve;All;13543;5277;0;18820;302468;303777;30;606275;48676;311397;360073;0,646997294;0,1041209;0,666096964;0,770217863
69;REGIONAL;04/01/21;2021;1;ARS Centro;All;9046;14;0;9060;15689;15;0;15704;15674;17;15691;0,009451774;0,009442738;1,02E-05;0,009452979
70;REGIONAL;11/01/21;2021;2;ARS Centro;All;12655;25;1;12681;28344;40;1;28385;28298;48;28346;0,017075727;0,017048015;2,89E-05;0,017076932
71;REGIONAL;18/01/21;2021;3;ARS Centro;All;36766;6316;2;43084;65110;6356;3;71469;58733;6379;65112;0,039225255;0,035383457;0,003843003;0,039226459
72;REGIONAL;25/01/21;2021;4;ARS Centro;All;4873;8540;3;13416;69983;14896;6;84885;55064;14921;69985;0,042160974;0,033173083;0,008989096;0,042162178
73;REGIONAL;01/02/21;2021;5;ARS Centro;All;2712;9160;0;11872;72695;24056;6;96757;48617;24081;72698;0,043794807;0,029289114;0,0145075;0,043796614
74;REGIONAL;08/02/21;2021;6;ARS Centro;All;7536;27120;4;34660;80231;51176;10;131417;29030;51204;80234;0,048334839;0,017489005;0,030847641;0,048336647
75;REGIONAL;15/02/21;2021;7;ARS Centro;All;25536;9997;3;35536;105767;61173;13;166953;44560;61210;105770;0,063718899;0,026844991;0,036875715;0,063720706
76;REGIONAL;22/02/21;2021;8;ARS Centro;All;38423;3120;1;41544;144190;64293;14;208497;79856;64337;144193;0,086866679;0,048108922;0,038759564;0,086868486
77;REGIONAL;01/03/21;2021;9;ARS Centro;All;28527;5941;1;34469;172717;70234;15;242966;102449;70281;172730;0,104052654;0,061719983;0,042340502;0,104060486
78;REGIONAL;08/03/21;2021;10;ARS Centro;All;17718;13549;0;31267;190435;83783;15;274233;106625;83838;190463;0,114726791;0,064235797;0,050507862;0,114743659
79;REGIONAL;15/03/21;2021;11;ARS Centro;All;16688;24203;2;40893;207123;107986;17;315126;99118;108043;207161;0,124780408;0,059713236;0,065090066;0,124803301
80;REGIONAL;22/03/21;2021;12;ARS Centro;All;47859;4385;1;52245;254982;112371;18;367371;142591;112436;255027;0,153612868;0,085903368;0,067736611;0,153639978
81;REGIONAL;29/03/21;2021;13;ARS Centro;All;24397;16798;2;41197;279379;129169;20;408568;150200;129237;279437;0,168310742;0,090487379;0,077858305;0,168345683
82;REGIONAL;05/04/21;2021;14;ARS Centro;All;49892;10245;0;60137;329271;139414;20;468705;189854;139489;329343;0,198367974;0,11437677;0,08403458;0,19841135
83;REGIONAL;12/04/21;2021;15;ARS Centro;All;77655;12043;2;89700;406926;151457;22;558405;255449;151554;407003;0,245150913;0,15389421;0,091303091;0,245197301
84;REGIONAL;19/04/21;2021;16;ARS Centro;All;30046;24198;6;54250;436972;175655;28;612655;261284;175768;437052;0,263252003;0,157409482;0,105890716;0,263300199
85;REGIONAL;26/04/21;2021;17;ARS Centro;All;56602;17950;0;74552;493574;193605;28;687207;301172;193759;494931;0,297351648;0,181439846;0,116729321;0,298169167
86;REGIONAL;03/05/21;2021;18;ARS Centro;All;59972;49160;1;109133;553546;242765;29;796340;317726;243022;560748;0,333481535;0,191412736;0,146407615;0,337820351
87;REGIONAL;10/05/21;2021;19;ARS Centro;All;50654;55751;0;106405;604200;298516;29;902745;318563;298870;617433;0,363997831;0,191916983;0,180053015;0,371969998
88;REGIONAL;17/05/21;2021;20;ARS Centro;All;44862;41736;3;86601;649062;340252;32;989346;328886;341170;670056;0,391024761;0,198136032;0,205536478;0,40367251
89;REGIONAL;24/05/21;2021;21;ARS Centro;All;24195;56283;6;80484;673257;396535;38;1069830;304283;398300;702583;0,40560094;0,183314055;0,239954214;0,423268269
90;REGIONAL;31/05/21;2021;22;ARS Centro;All;44261;37747;0;82008;717518;434282;38;1151838;310536;438665;749201;0,432265799;0,187081149;0,264271944;0,451353094
91;REGIONAL;07/06/21;2021;23;ARS Centro;All;58322;40851;1;99174;775840;475133;39;1251012;327498;481792;809290;0,467401651;0,197299837;0,29025363;0,487553467
92;REGIONAL;14/06/21;2021;24;ARS Centro;All;51971;65737;6;117714;827811;540870;45;1368726;317547;549607;867154;0,498711368;0,191304898;0,331108501;0,522413398
93;REGIONAL;21/06/21;2021;25;ARS Centro;All;59541;47696;3;107240;887352;588566;48;1475966;333240;599773;933013;0,534581601;0,200759082;0,361330803;0,562089885
94;REGIONAL;28/06/21;2021;26;ARS Centro;All;49878;77069;2;126949;937230;665635;50;1602915;305740;679371;985111;0,564630399;0,184191819;0,409284294;0,593476113
95;REGIONAL;05/07/21;2021;27;ARS Centro;All;59467;104825;9;164301;996697;770460;59;1767216;264454;788144;1052598;0,600456052;0,159319236;0,474814145;0,634133382
96;REGIONAL;12/07/21;2021;28;ARS Centro;All;28547;82048;7;110602;1025244;852508;66;1877818;221397;874132;1095529;0,617654076;0,133379722;0,526617266;0,659996988
97;REGIONAL;19/07/21;2021;29;ARS Centro;All;16870;80670;15;97555;1042114;933178;81;1975373;168817;959133;1127950;0,627817338;0,101703115;0,577825773;0,679528887
98;REGIONAL;26/07/21;2021;30;ARS Centro;All;14377;68896;5;83278;1056491;1002074;86;2058651;122256;1033125;1155381;0,636478704;0,07365263;0,622401952;0,696054582
99;REGIONAL;02/08/21;2021;31;ARS Centro;All;19211;75017;4;94232;1075702;1077091;90;2152883;80758;1112921;1193679;0,648052292;0,048652328;0,670474727;0,719127056
100;REGIONAL;09/08/21;2021;32;ARS Centro;All;50366;46817;5;97188;1126068;1123908;95;2250071;99058;1168371;1267429;0,678395084;0,059677089;0,703880354;0,763557443
101;REGIONAL;16/08/21;2021;33;ARS Centro;All;61131;35881;7;97019;1187199;1159789;102;2347090;137475;1211916;1349391;0,715223206;0,082821254;0,730113862;0,812935117
102;REGIONAL;23/08/21;2021;34;ARS Centro;All;50970;18318;2;69290;1238169;1178107;104;2416380;169808;1236270;1406078;0,745929875;0,102300139;0,74478583;0,847085969
103;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12736;17;0;12753;23471;18;0;23489;23453;18;23471;0,00637525;0,006370361;4,89E-06;0,00637525
104;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13230;1107;0;14337;36701;1125;0;37826;35568;1133;36701;0,009968815;0,009661067;0,000307748;0,009968815
105;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37794;9062;0;46856;74495;10187;0;84682;64232;10264;74496;0,020234513;0,017446852;0,002787933;0,020234785
106;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17280;11896;2;29178;91775;22083;2;113860;69605;22172;91777;0,024928149;0,01890628;0,006022413;0,024928692
107;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8715;8931;0;17646;100490;31014;2;131506;69385;31110;100495;0,027295339;0,018846523;0,008450174;0,027296697
108;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14370;30401;0;44771;114860;61415;2;176277;53232;61633;114865;0,031198553;0,014459006;0,016740906;0,031199911
109;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;33011;19060;0;52071;147871;80475;2;228348;67126;80750;147876;0,040165081;0,018232928;0,021933512;0,040166439
110;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49372;6665;0;56037;197243;87140;2;284385;109661;87587;197248;0,053575624;0,029786388;0,023790594;0,053576982
111;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;45158;12816;0;57974;242401;99956;2;342359;141969;100444;242413;0,06584155;0,038561966;0,027282844;0,06584481
112;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;33843;16571;0;50414;276244;116527;2;392773;159225;117043;276268;0,075034068;0,043249082;0,031791505;0,075040587
113;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;26144;29016;1;55161;302388;145543;3;447934;156337;146081;302418;0,082135365;0,042464637;0,039678877;0,082143514
114;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89403;7650;0;97053;391791;153193;3;544987;238041;153788;391829;0,106419226;0,064657276;0,041772271;0,106429548
115;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45632;23882;0;69514;437423;177075;3;614501;259770;177702;437472;0,118813901;0,07055936;0,04826785;0,11882721
116;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87479;19678;1;107158;524902;196753;4;721659;327575;197427;525002;0,14257516;0,08897672;0,053625603;0,142602322
117;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163662;14348;1;178011;688564;211101;5;899670;476865;211813;688678;0,187029431;0,129527233;0,057533163;0,187060396
118;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79302;53719;1;133022;767866;264820;6;1032692;502356;265627;767983;0,208569634;0,136451161;0,072150253;0,208601413
119;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107717;25598;1;133316;875583;290418;7;1166008;584437;291293;875730;0,237827987;0,158746202;0,079121714;0,237867916
120;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;107881;65469;6;173356;983464;355887;13;1339364;629478;356844;986322;0,267130888;0,170980348;0,096926837;0,267907184
121;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90527;113121;3;203651;1073991;469008;16;1543015;609296;470135;1079431;0,291720052;0,165498464;0,127699214;0,293197678
122;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;110051;71180;1;181232;1184042;540188;17;1724247;650000;542115;1192115;0,321612373;0,176554583;0,147250597;0,32380518
123;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110748;88859;4;199611;1294790;629047;21;1923858;677005;638918;1315923;0,351694014;0,183889747;0,173544464;0,357434211
124;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92224;86780;8;179012;1387014;715827;29;2102870;698566;730339;1428905;0,376744122;0,189746199;0,198376458;0,388122657
125;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;152093;53960;3;206056;1539107;769787;32;2308926;804995;790553;1595548;0,418055993;0,218654703;0,214731932;0,433386635
126;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147618;121243;4;268865;1686725;891030;36;2577791;834530;917768;1752298;0,458152354;0,226677072;0,24928638;0,475963452
127;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;120041;153575;15;273631;1806766;1044605;51;2851422;809286;1077612;1886898;0,490758182;0,219820235;0,292703597;0,512523831
128;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;130358;166430;10;296798;1937124;1211035;61;3148220;776605;1251716;2028321;0,52616634;0,210943342;0,339994149;0,550937491
129;REGIONAL;05/07/21;2021;27;ARS Lisboa e Vale do Tejo;All;143732;273322;10;417064;2080856;1484357;71;3565284;648655;1535010;2183665;0,565207176;0,176189251;0,416943156;0,593132407
130;REGIONAL;12/07/21;2021;28;ARS Lisboa e Vale do Tejo;All;79871;215486;14;295371;2160727;1699843;85;3860655;542182;1759848;2302030;0,586901932;0,147268796;0,478014201;0,625282997
131;REGIONAL;19/07/21;2021;29;ARS Lisboa e Vale do Tejo;All;57003;185356;9;242368;2217730;1885199;94;4103023;453973;1956101;2410074;0,602385225;0,123309252;0,531320919;0,654630171
132;REGIONAL;26/07/21;2021;30;ARS Lisboa e Vale do Tejo;All;36297;180128;17;216442;2254027;2065327;111;4319465;336350;2147916;2484266;0,612244305;0,091360206;0,583422177;0,674782383
133;REGIONAL;02/08/21;2021;31;ARS Lisboa e Vale do Tejo;All;45322;177963;8;223293;2299349;2243290;119;4542758;232491;2340371;2572862;0,624554777;0,063149772;0,635697272;0,698847044
134;REGIONAL;09/08/21;2021;32;ARS Lisboa e Vale do Tejo;All;106904;110603;3;217510;2406253;2353893;122;4760268;250735;2472085;2722820;0,653592302;0,068105252;0,67147375;0,739579002
135;REGIONAL;16/08/21;2021;33;ARS Lisboa e Vale do Tejo;All;106895;90574;8;197477;2513148;2444467;130;4957745;291194;2578598;2869792;0,682627382;0,079094824;0,700405071;0,779499894
136;REGIONAL;23/08/21;2021;34;ARS Lisboa e Vale do Tejo;All;88832;60470;7;149309;2601980;2504937;137;5107054;331933;2653586;2985519;0,706756146;0,09016045;0,720773494;0,810933944
137;REGIONAL;04/01/21;2021;1;ARS Norte;All;16695;28;0;16723;30062;33;0;30095;30031;38;30069;0,008391588;0,008382935;1,06E-05;0,008393542
138;REGIONAL;11/01/21;2021;2;ARS Norte;All;15399;33;0;15432;45461;66;0;45527;45377;91;45468;0,012690107;0,012666659;2,54E-05;0,012692061
139;REGIONAL;18/01/21;2021;3;ARS Norte;All;32486;12743;1;45230;77947;12809;1;90757;65093;12861;77954;0,021758337;0,018170236;0,003590054;0,021760291
140;REGIONAL;25/01/21;2021;4;ARS Norte;All;14406;15725;2;30133;92353;28534;3;120890;63769;28592;92361;0,025779667;0,017800651;0,007981248;0,0257819
141;REGIONAL;01/02/21;2021;5;ARS Norte;All;5678;12291;1;17970;98031;40825;4;138860;57160;40883;98043;0,027364639;0,015955797;0,011412191;0,027367989
142;REGIONAL;08/02/21;2021;6;ARS Norte;All;8940;28955;6;37901;106971;69780;10;176761;37129;69854;106983;0,029860175;0,01036429;0,019499235;0,029863524
143;REGIONAL;15/02/21;2021;7;ARS Norte;All;33067;15208;4;48279;140038;84988;14;225040;54919;85131;140050;0,039090587;0,015330238;0,023763698;0,039093936
144;REGIONAL;22/02/21;2021;8;ARS Norte;All;64868;4358;0;69226;204906;89346;14;294266;115326;89592;204918;0,057198016;0,032192412;0,025008954;0,057201365
145;REGIONAL;01/03/21;2021;9;ARS Norte;All;48109;7127;2;55238;253015;96473;16;349504;156296;96736;253032;0,070627292;0,043628889;0,027003149;0,070632038
146;REGIONAL;08/03/21;2021;10;ARS Norte;All;25755;14201;0;39956;278770;110674;16;389460;167850;110951;278801;0,077816613;0,046854104;0,030971163;0,077825266
147;REGIONAL;15/03/21;2021;11;ARS Norte;All;26955;42414;4;69373;305725;153088;20;458833;152392;153372;305764;0,085340904;0,042539116;0,042812675;0,085351791
148;REGIONAL;22/03/21;2021;12;ARS Norte;All;89128;2437;0;91565;394853;155525;20;550398;239076;155822;394898;0,110220336;0,066736322;0,043496575;0,110232897
149;REGIONAL;29/03/21;2021;13;ARS Norte;All;54204;32746;1;86951;449057;188271;21;637349;260547;188578;449125;0,125350987;0,072729795;0,052640174;0,125369969
150;REGIONAL;05/04/21;2021;14;ARS Norte;All;82526;13739;5;96270;531583;202010;26;733619;329363;202330;531693;0,148387518;0,09193928;0,056478944;0,148418224
151;REGIONAL;12/04/21;2021;15;ARS Norte;All;136090;19220;1;155311;667673;221230;27;888930;446212;221578;667790;0,186376049;0,124556826;0,061851883;0,186408709
152;REGIONAL;19/04/21;2021;16;ARS Norte;All;65314;46516;2;111832;732987;267746;29;1000762;464831;268274;733105;0,204607976;0,129754184;0,074886731;0,204640915
153;REGIONAL;26/04/21;2021;17;ARS Norte;All;126927;36780;3;163710;859914;304526;32;1164472;554893;305164;860057;0,240038723;0,154894335;0,085184305;0,24007864
154;REGIONAL;03/05/21;2021;18;ARS Norte;All;155767;73339;3;229109;1015681;377865;35;1393581;637322;378715;1016037;0,283519945;0,177903789;0,105715531;0,28361932
155;REGIONAL;10/05/21;2021;19;ARS Norte;All;100081;101141;7;201229;1115762;479006;42;1594810;642343;480538;1122881;0,311456826;0,179305365;0,134138679;0,313444043
