;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER_INIT;COVER_COMPLETE;COVER_LEAST
31;REGIONAL;02/08/2021;2021;31;ARS Alentejo;All;4967;20038;13;25018;298897;306438;25;605360;18603;316614;335217;0,637576205;0,039681998;0,675368279;0,715050277
32;REGIONAL;09/08/2021;2021;32;ARS Alentejo;All;14884;14451;0;29335;313781;320889;25;634695;24683;332727;357410;0,669325216;0,052651226;0,709738866;0,762390092
33;REGIONAL;16/08/2021;2021;33;ARS Alentejo;All;22244;6601;0;28845;336025;327490;25;663540;41942;341539;383481;0,716773819;0,089466342;0,728535714;0,818002056
34;REGIONAL;23/08/2021;2021;34;ARS Alentejo;All;12988;4613;0;17601;349013;332103;25;681141;51018;347583;398601;0,744478479;0,108826328;0,741428151;0,850254478
35;REGIONAL;30/08/2021;2021;35;ARS Alentejo;All;4761;15833;2;20596;353774;347936;27;701737;40617;364369;404986;0,754634153;0,086639989;0,777234312;0,863874301
36;REGIONAL;06/09/2021;2021;36;ARS Alentejo;All;2620;15207;6;17833;356394;363143;33;719570;27619;380071;407690;0,760222866;0,058913998;0,810728197;0,869642194
37;REGIONAL;13/09/2021;2021;37;ARS Alentejo;All;1846;15839;4;17689;358240;378982;37;737259;13411;396153;409564;0,764160562;0,02860696;0,845032658;0,873639618
38;REGIONAL;20/09/2021;2021;38;ARS Alentejo;All;1617;3614;6;5237;359857;382596;43;742496;11162;400037;411199;0,76760978;0,023809625;0,853317605;0,877127231
39;REGIONAL;27/09/2021;2021;39;ARS Alentejo;All;1129;2414;5;3548;360986;385010;48;746044;9591;402819;412410;0,770018046;0,02045853;0,85925188;0,879710411
40;REGIONAL;04/10/2021;2021;40;ARS Alentejo;All;478;1677;4;2159;361464;386687;52;748203;8403;404596;412999;0,771037666;0,017924412;0,863042393;0,880966805
41;REGIONAL;11/10/2021;2021;41;ARS Alentejo;All;706;1607;0;2313;362170;388294;52;750516;7361;406345;413706;0,772543632;0,015701725;0,866773179;0,882474904
42;REGIONAL;04/01/2021;2021;1;ARS Algarve;All;1276;4;0;1280;2350;4;0;2354;2346;5;2351;0,005026792;0,005018235;1,07E-05;0,005028931
43;REGIONAL;11/01/2021;2021;2;ARS Algarve;All;1374;5;0;1379;3724;9;0;3733;3713;12;3725;0,007965861;0,007942331;2,57E-05;0,007968
44;REGIONAL;18/01/2021;2021;3;ARS Algarve;All;3415;952;0;4367;7139;961;0;8100;6176;964;7140;0,015270752;0,013210836;0,002062054;0,015272891
45;REGIONAL;25/01/2021;2021;4;ARS Algarve;All;2174;1251;0;3425;9313;2212;0;11525;7099;2215;9314;0,019921069;0,015185189;0,004738019;0,019923208
46;REGIONAL;01/02/2021;2021;5;ARS Algarve;All;1244;1253;0;2497;10557;3465;0;14022;7091;3468;10559;0,02258206;0,015168077;0,007418261;0,022586338
47;REGIONAL;08/02/2021;2021;6;ARS Algarve;All;2433;2897;0;5330;12990;6362;0;19352;6625;6367;12992;0,027786393;0,014171275;0,013619397;0,027790672
48;REGIONAL;15/02/2021;2021;7;ARS Algarve;All;3232;2125;0;5357;16222;8487;0;24709;7729;8495;16224;0,034699836;0,016532797;0,018171317;0,034704114
49;REGIONAL;22/02/2021;2021;8;ARS Algarve;All;8525;1073;1;9599;24747;9560;1;34308;15174;9575;24749;0,052935326;0,032458101;0,020481502;0,052939604
50;REGIONAL;01/03/2021;2021;9;ARS Algarve;All;4678;566;0;5244;29425;10126;1;39552;19279;10149;29428;0,06294185;0,041238944;0,021709323;0,062948267
51;REGIONAL;08/03/2021;2021;10;ARS Algarve;All;5169;1563;0;6732;34594;11689;1;46284;22885;11713;34598;0,073998652;0,048952395;0,025054813;0,074007209
52;REGIONAL;15/03/2021;2021;11;ARS Algarve;All;2750;3025;1;5776;37344;14714;2;52060;22610;14738;37348;0,079881068;0,048364154;0,031525471;0,079889624
53;REGIONAL;22/03/2021;2021;12;ARS Algarve;All;9492;4320;0;13812;46836;19034;2;65872;27777;19063;46840;0,100185029;0,059416678;0,040776907;0,100193585
54;REGIONAL;29/03/2021;2021;13;ARS Algarve;All;4259;2941;0;7200;51095;21975;2;73072;29096;22004;51100;0,109295287;0,062238099;0,047067883;0,109305982
55;REGIONAL;05/04/2021;2021;14;ARS Algarve;All;8700;1839;0;10539;59795;23814;2;83611;35961;23845;59806;0,127905111;0,076922748;0,051005893;0,127928641
56;REGIONAL;12/04/2021;2021;15;ARS Algarve;All;13716;2200;0;15916;73511;26014;2;99527;47478;26045;73523;0,157244463;0,101558305;0,055711826;0,157270131
57;REGIONAL;19/04/2021;2021;16;ARS Algarve;All;7308;5557;0;12865;80819;31571;2;112392;49226;31606;80832;0,172876715;0,105297383;0,06760714;0,172904523
58;REGIONAL;26/04/2021;2021;17;ARS Algarve;All;16443;3297;0;19740;97262;34868;2;132132;62361;34920;97281;0,208049284;0,13339394;0,074695986;0,208089926
59;REGIONAL;03/05/2021;2021;18;ARS Algarve;All;16613;8998;0;25611;113875;43866;2;157743;70516;43931;114447;0,243585493;0,150837977;0,093971059;0,244809035
60;REGIONAL;10/05/2021;2021;19;ARS Algarve;All;9776;11386;0;21162;123651;55252;2;178905;70872;55324;126196;0,264496946;0,151599482;0,118341373;0,269940855
61;REGIONAL;17/05/2021;2021;20;ARS Algarve;All;12076;10944;2;23022;135727;66196;4;201927;74483;66322;140805;0,290328239;0,159323629;0,141866758;0,301190387
62;REGIONAL;24/05/2021;2021;21;ARS Algarve;All;7667;18867;0;26534;143394;85063;4;228461;68979;85289;154268;0,306728414;0,147550241;0,182438315;0,329988556
63;REGIONAL;31/05/2021;2021;22;ARS Algarve;All;8201;12793;2;20996;151595;97856;6;249457;72785;98179;170964;0,324270848;0,155691505;0,210010802;0,365702307
64;REGIONAL;07/06/2021;2021;23;ARS Algarve;All;17126;6394;0;23520;168721;104250;6;272977;84570;104882;189452;0,360904395;0,18090033;0,224348924;0,405249254
65;REGIONAL;14/06/2021;2021;24;ARS Algarve;All;15431;13497;0;28928;184152;117747;6;301905;86511;118600;205111;0,393912234;0,185052247;0,253692553;0,438744799
66;REGIONAL;21/06/2021;2021;25;ARS Algarve;All;19416;10283;2;29701;203568;128030;8;331606;96534;129368;225902;0,435444229;0,206492048;0,276725954;0,483218002
67;REGIONAL;28/06/2021;2021;26;ARS Algarve;All;17284;16536;7;33827;220852;144566;15;365433;99343;146313;245656;0,472415748;0,212500668;0,312972331;0,525473
68;REGIONAL;05/07/2021;2021;27;ARS Algarve;All;19248;31883;1;51132;240100;176449;16;416565;87326;178839;266165;0,513588381;0,186795581;0,382547407;0,569342988
69;REGIONAL;12/07/2021;2021;28;ARS Algarve;All;9847;27121;4;36972;249947;203570;20;453537;76055;206485;282540;0,534651708;0,162686232;0,441683868;0,6043701
70;REGIONAL;19/07/2021;2021;29;ARS Algarve;All;4354;27307;0;31661;254301;230877;20;485198;58252;234431;292683;0,543965176;0,124604541;0,501462048;0,626066589
71;REGIONAL;26/07/2021;2021;30;ARS Algarve;All;4020;24826;5;28851;258321;255703;25;514049;41463;259887;301350;0,552564199;0,088691858;0,555913967;0,644605825
72;REGIONAL;02/08/2021;2021;31;ARS Algarve;All;3951;22720;1;26672;262272;278423;26;540721;26033;283269;309302;0,561015626;0,055686157;0,605929475;0,661615632
73;REGIONAL;09/08/2021;2021;32;ARS Algarve;All;11557;14120;3;25680;273829;292543;29;566401;28230;298325;326555;0,585736746;0,060385673;0,638135167;0,69852084
74;REGIONAL;16/08/2021;2021;33;ARS Algarve;All;16691;7796;3;24490;290520;300339;32;590891;39469;307295;346764;0,621439801;0,084426571;0,657322538;0,74174911
75;REGIONAL;23/08/2021;2021;34;ARS Algarve;All;13614;5345;1;18960;304134;305684;33;609851;48250;313770;362020;0,650560969;0,10320966;0,671172954;0,774382614
76;REGIONAL;30/08/2021;2021;35;ARS Algarve;All;6504;12196;5;18705;310638;317880;38;628556;42629;327093;369722;0,664473417;0,091186002;0,699671654;0,790857656
77;REGIONAL;06/09/2021;2021;36;ARS Algarve;All;3333;15777;1;19111;313971;333657;39;647667;30406;343313;373719;0,671602905;0,065040268;0,734367212;0,79940748
78;REGIONAL;13/09/2021;2021;37;ARS Algarve;All;2282;12108;4;14394;316253;345765;43;662061;21323;355723;377046;0,67648424;0,045611183;0,760912951;0,806524134
79;REGIONAL;20/09/2021;2021;38;ARS Algarve;All;1875;6673;7;8555;318128;352438;50;670616;17061;362651;379712;0,680494979;0,036494508;0,775732361;0,812226869
80;REGIONAL;27/09/2021;2021;39;ARS Algarve;All;1160;3898;6;5064;319288;356336;56;675680;14504;366824;381328;0,682976289;0,031024931;0,784658659;0,81568359
81;REGIONAL;04/10/2021;2021;40;ARS Algarve;All;761;3032;1;3794;320049;359368;57;679474;12300;369976;382276;0,684604113;0,026310442;0,791400978;0,817711419
82;REGIONAL;11/10/2021;2021;41;ARS Algarve;All;1080;1937;0;3017;321129;361305;57;682491;11254;372136;383390;0,686914299;0,024072985;0,796021348;0,820094333
83;REGIONAL;04/01/2021;2021;1;ARS Centro;All;9062;20;0;9082;15691;22;0;15713;15670;23;15693;0,009452979;0,009440328;1,39E-05;0,009454184
84;REGIONAL;11/01/2021;2021;2;ARS Centro;All;12747;24;1;12772;28438;46;1;28485;28382;58;28440;0,017132357;0,01709862;3,49E-05;0,017133562
85;REGIONAL;18/01/2021;2021;3;ARS Centro;All;36914;6273;1;43188;65352;6319;2;71673;58995;6359;65354;0,039371046;0,035541298;0,003830954;0,039372251
86;REGIONAL;25/01/2021;2021;4;ARS Centro;All;4896;8524;3;13423;70248;14843;5;85096;55363;14887;70250;0,042320622;0,033353214;0,008968613;0,042321827
87;REGIONAL;01/02/2021;2021;5;ARS Centro;All;2763;9192;0;11955;73011;24035;5;97051;48931;24083;73014;0,04398518;0,029478282;0,014508705;0,043986987
88;REGIONAL;08/02/2021;2021;6;ARS Centro;All;7587;27211;3;34801;80598;51246;8;131852;29277;51324;80601;0,048555937;0,01763781;0,030919935;0,048557744
89;REGIONAL;15/02/2021;2021;7;ARS Centro;All;25592;10035;3;35630;106190;61281;11;167482;44737;61456;106193;0,063973733;0,026951624;0,037023917;0,063975541
90;REGIONAL;22/02/2021;2021;8;ARS Centro;All;38485;3177;1;41663;144675;64458;12;209145;80006;64672;144678;0,087158865;0,048199289;0,038961383;0,087160672
91;REGIONAL;01/03/2021;2021;9;ARS Centro;All;28611;5983;1;34595;173286;70441;13;243740;102614;70685;173299;0,104395446;0,061819387;0,042583891;0,104403277
92;REGIONAL;08/03/2021;2021;10;ARS Centro;All;17800;13611;0;31411;191086;84052;13;275151;106780;84335;191115;0,115118983;0,064329176;0,050807278;0,115136454
93;REGIONAL;15/03/2021;2021;11;ARS Centro;All;16774;24300;2;41076;207860;108352;15;316227;99255;108647;207902;0,125224411;0,059795771;0,065453943;0,125249714
94;REGIONAL;22/03/2021;2021;12;ARS Centro;All;47987;4470;1;52458;255847;112822;16;368685;142656;113242;255898;0,154133984;0,085942527;0,068222182;0,154164709
95;REGIONAL;29/03/2021;2021;13;ARS Centro;All;24501;16913;2;41416;280348;129735;18;410101;150228;130189;280417;0,168894512;0,090504247;0,078431833;0,16893608
96;REGIONAL;05/04/2021;2021;14;ARS Centro;All;50016;10340;1;60357;330364;140075;19;470458;189836;140615;330451;0,199026447;0,114365926;0,084712935;0,19907886
97;REGIONAL;12/04/2021;2021;15;ARS Centro;All;77815;12132;1;89948;408179;152207;20;560406;255339;152935;408274;0,245905777;0,153827941;0,092135068;0,24596301
98;REGIONAL;19/04/2021;2021;16;ARS Centro;All;30179;24312;8;54499;438358;176519;28;614905;261057;177399;438456;0,264086993;0,157272727;0,106873306;0,264146033
99;REGIONAL;26/04/2021;2021;17;ARS Centro;All;56811;18026;0;74837;495169;194545;28;689742;300932;195610;496542;0,298312549;0,181295259;0,117844448;0,299139707
100;REGIONAL;03/05/2021;2021;18;ARS Centro;All;60172;49321;1;109494;555341;243866;29;799236;317391;245172;562563;0,334562925;0,191210916;0,147702874;0,33891379
101;REGIONAL;10/05/2021;2021;19;ARS Centro;All;50850;55894;1;106745;606191;299760;30;905981;318201;301255;619456;0,365197301;0,191698898;0,181489849;0,373188746
102;REGIONAL;17/05/2021;2021;20;ARS Centro;All;45055;41906;5;86966;651246;341666;35;992947;328333;343962;672295;0,392340502;0,19780288;0,207218507;0,405021387
103;REGIONAL;24/05/2021;2021;21;ARS Centro;All;24365;56460;6;80831;675611;398126;41;1073778;303557;401455;705012;0,407019098;0,182876679;0,241854931;0,42473161
104;REGIONAL;31/05/2021;2021;22;ARS Centro;All;44456;37945;0;82401;720067;436071;41;1156179;309484;442361;751845;0,433801434;0,186447376;0,266498584;0,452945961
105;REGIONAL;07/06/2021;2021;23;ARS Centro;All;58526;41038;1;99565;778593;477109;42;1255744;326187;485963;812150;0,469060184;0,196510031;0,292766432;0,489276462
106;REGIONAL;14/06/2021;2021;24;ARS Centro;All;52167;66002;8;118177;830760;543111;50;1373921;315777;554448;870225;0,500487981;0,190238569;0,334024941;0,52426351
107;REGIONAL;21/06/2021;2021;25;ARS Centro;All;59761;47936;3;107700;890521;591047;53;1481621;330343;605995;936338;0,536490752;0,199013796;0,365079222;0,564093018
108;REGIONAL;28/06/2021;2021;26;ARS Centro;All;50062;77431;2;127495;940583;668478;55;1609116;301819;686834;988653;0,566650401;0,181829628;0,413780348;0,595609977
109;REGIONAL;05/07/2021;2021;27;ARS Centro;All;59657;105233;10;164900;1000240;773711;65;1774016;259835;796537;1056372;0,602590518;0,156536538;0,479870474;0,636407012
110;REGIONAL;12/07/2021;2021;28;ARS Centro;All;28619;82375;6;111000;1028859;856086;71;1885016;216154;883246;1099400;0,619831918;0,130221098;0,532107958;0,662329056
111;REGIONAL;19/07/2021;2021;29;ARS Centro;All;16937;80933;17;97887;1045796;937019;88;1982903;163228;968693;1131921;0,630035544;0,098336044;0,583585156;0,6819212
112;REGIONAL;26/07/2021;2021;30;ARS Centro;All;14448;69189;7;83644;1060244;1006208;95;2066547;116376;1043101;1159477;0,638739683;0,070110248;0,628411953;0,6985222
113;REGIONAL;02/08/2021;2021;31;ARS Centro;All;19322;75380;6;94708;1079566;1081588;101;2161255;74624;1123352;1197976;0,650380143;0,044956925;0,676758841;0,721715766
114;REGIONAL;09/08/2021;2021;32;ARS Centro;All;50691;47137;7;97835;1130257;1128725;108;2259090;92973;1179244;1272217;0,68091873;0,056011205;0,710430749;0,766441954
115;REGIONAL;16/08/2021;2021;33;ARS Centro;All;61450;36150;7;97607;1191707;1164875;115;2356697;131440;1223169;1354609;0,717939032;0,079185493;0,736893186;0,816078679
116;REGIONAL;23/08/2021;2021;34;ARS Centro;All;51295;18475;4;69774;1243002;1183350;119;2426471;163892;1247765;1411657;0,748841496;0,098736068;0,751710946;0,850447015
117;REGIONAL;30/08/2021;2021;35;ARS Centro;All;20792;48350;3;69145;1263794;1231700;122;2495616;133385;1300657;1434042;0,761367552;0,08035725;0,783575517;0,863932767
118;REGIONAL;06/09/2021;2021;36;ARS Centro;All;7891;51080;9;58980;1271685;1282780;131;2554596;89234;1353191;1442425;0,766121453;0,05375866;0,815224411;0,868983071
119;REGIONAL;13/09/2021;2021;37;ARS Centro;All;5942;42681;8;48631;1277627;1325461;139;2603227;51644;1396945;1448589;0,769701187;0,031112718;0,84158383;0,872696548
120;REGIONAL;20/09/2021;2021;38;ARS Centro;All;4067;18709;7;22783;1281694;1344170;146;2626010;36396;1416338;1452734;0,772151334;0,021926622;0,853267064;0,875193686
121;REGIONAL;27/09/2021;2021;39;ARS Centro;All;2899;9805;4;12708;1284593;1353975;150;2638718;28935;1426838;1455773;0,773897825;0,017431773;0,859592747;0,87702452
122;REGIONAL;04/10/2021;2021;40;ARS Centro;All;1554;5492;13;7059;1286147;1359467;163;2645777;24823;1432640;1457463;0,774834026;0,014954515;0,863088138;0,878042653
123;REGIONAL;11/10/2021;2021;41;ARS Centro;All;2142;4692;0;6834;1288289;1364159;163;2652611;21841;1437777;1459618;0,776124465;0,013158022;0,866182903;0,879340924
124;REGIONAL;04/01/2021;2021;1;ARS Lisboa e Vale do Tejo;All;12856;29;0;12885;23703;34;0;23737;23672;34;23706;0,006438267;0,006429846;9,24E-06;0,006439081
125;REGIONAL;11/01/2021;2021;2;ARS Lisboa e Vale do Tejo;All;13340;1127;0;14467;37043;1161;0;38204;35871;1175;37046;0,01006171;0,009743368;0,000319156;0,010062525
126;REGIONAL;18/01/2021;2021;3;ARS Lisboa e Vale do Tejo;All;38039;9112;0;47151;75082;10273;0;85355;64675;10411;75086;0,020393956;0,017567181;0,002827861;0,020395042
127;REGIONAL;25/01/2021;2021;4;ARS Lisboa e Vale do Tejo;All;17408;11964;0;29372;92490;22237;0;114727;70054;22441;92495;0,025122359;0,019028238;0,006095479;0,025123717
128;REGIONAL;01/02/2021;2021;5;ARS Lisboa e Vale do Tejo;All;8825;8952;0;17777;101315;31189;0;132504;69912;31411;101323;0,027519427;0,018989668;0,008531932;0,0275216
129;REGIONAL;08/02/2021;2021;6;ARS Lisboa e Vale do Tejo;All;14463;30544;0;45007;115778;61733;0;177511;53639;62148;115787;0,031447902;0,014569556;0,016880791;0,031450347
130;REGIONAL;15/02/2021;2021;7;ARS Lisboa e Vale do Tejo;All;33090;19124;1;52215;148868;80857;1;229726;67452;81426;148878;0,040435889;0,018321477;0,022117128;0,040438605
131;REGIONAL;22/02/2021;2021;8;ARS Lisboa e Vale do Tejo;All;49486;6721;0;56207;198354;87578;1;285933;109900;88464;198364;0,053877397;0,029851306;0,024028807;0,053880113
132;REGIONAL;01/03/2021;2021;9;ARS Lisboa e Vale do Tejo;All;45308;12897;0;58205;243662;100475;1;344138;142091;101591;243682;0,066184066;0,038595104;0,027594395;0,066189498
133;REGIONAL;08/03/2021;2021;10;ARS Lisboa e Vale do Tejo;All;34117;16630;2;50749;277779;117105;3;394887;159492;118321;277813;0,075451009;0,043321606;0,032138638;0,075460244
134;REGIONAL;15/03/2021;2021;11;ARS Lisboa e Vale do Tejo;All;26408;29128;1;55537;304187;146233;4;450424;156711;147521;304232;0,082624014;0,042566224;0,040070013;0,082636237
135;REGIONAL;22/03/2021;2021;12;ARS Lisboa e Vale do Tejo;All;89640;7786;0;97426;393827;154019;4;547850;238309;155577;393886;0,106972249;0,064730071;0,042258204;0,106988275
136;REGIONAL;29/03/2021;2021;13;ARS Lisboa e Vale do Tejo;All;45793;24079;1;69873;439620;178098;5;617723;259955;179741;439696;0,119410655;0,07060961;0,048821688;0,119431299
137;REGIONAL;05/04/2021;2021;14;ARS Lisboa e Vale do Tejo;All;87574;19861;1;107436;527194;197959;6;725159;327541;199790;527331;0,143197719;0,088967484;0,054267447;0,143234931
138;REGIONAL;12/04/2021;2021;15;ARS Lisboa e Vale do Tejo;All;163779;14523;0;178302;690973;212482;6;903461;476675;214454;691129;0,18768377;0,129475625;0,058250518;0,187726143
139;REGIONAL;19/04/2021;2021;16;ARS Lisboa e Vale do Tejo;All;79381;53924;2;133307;770354;266406;8;1036768;501872;268641;770513;0,20924543;0,136319695;0,072968923;0,209288618
140;REGIONAL;26/04/2021;2021;17;ARS Lisboa e Vale do Tejo;All;107802;25744;1;133547;878156;292150;9;1170315;583819;294530;878349;0,238526872;0,158578339;0,080000956;0,238579295
141;REGIONAL;03/05/2021;2021;18;ARS Lisboa e Vale do Tejo;All;107937;65809;4;173750;986093;357959;13;1344065;628494;360502;988996;0,267844983;0,170713071;0,097920431;0,268633503
142;REGIONAL;10/05/2021;2021;19;ARS Lisboa e Vale do Tejo;All;90609;113519;0;204128;1076702;471478;13;1548193;607876;474324;1082200;0,29245642;0,16511276;0,12883704;0,2939498
143;REGIONAL;17/05/2021;2021;20;ARS Lisboa e Vale do Tejo;All;110183;71456;3;181642;1186885;542934;16;1729835;648221;546791;1195012;0,322384595;0,176071367;0,148520703;0,324592071
144;REGIONAL;24/05/2021;2021;21;ARS Lisboa e Vale do Tejo;All;110952;89138;2;200092;1297837;632072;18;1929927;675033;644004;1319037;0,352521648;0,183354108;0,174925935;0,358280043
145;REGIONAL;31/05/2021;2021;22;ARS Lisboa e Vale do Tejo;All;92462;87267;4;179733;1390299;719339;22;2109660;696062;736218;1432280;0,377636401;0,189066056;0,199973327;0,389039383
146;REGIONAL;07/06/2021;2021;23;ARS Lisboa e Vale do Tejo;All;152446;54384;3;206833;1542745;773723;25;2316493;802132;797212;1599344;0,419044155;0,217877048;0,216540666;0,434417713
147;REGIONAL;14/06/2021;2021;24;ARS Lisboa e Vale do Tejo;All;147988;121705;4;269697;1690733;895428;29;2586190;830981;925597;1756578;0,459241016;0,225713084;0,251412912;0,477125996
148;REGIONAL;21/06/2021;2021;25;ARS Lisboa e Vale do Tejo;All;120460;154144;13;274617;1811193;1049572;42;2860807;804066;1087648;1891714;0,491960655;0,218402366;0,295429599;0,513831965
149;REGIONAL;28/06/2021;2021;26;ARS Lisboa e Vale do Tejo;All;130838;167098;8;297944;1942031;1216670;50;3158751;769187;1264532;2033719;0,527499191;0,208928447;0,343475262;0,552403709
150;REGIONAL;05/07/2021;2021;27;ARS Lisboa e Vale do Tejo;All;144189;274184;3;418376;2086220;1490854;53;3577127;639702;1549987;2189689;0,566664159;0,173757416;0,421011245;0,594768661
151;REGIONAL;12/07/2021;2021;28;ARS Lisboa e Vale do Tejo;All;80318;216464;22;296804;2166538;1707318;75;3873931;532382;1776442;2308824;0,58848033;0,144606896;0,482521504;0,627128399
152;REGIONAL;19/07/2021;2021;29;ARS Lisboa e Vale do Tejo;All;57294;186174;8;243476;2223832;1893492;83;4117407;443516;1973907;2417423;0,604042665;0,120468896;0,536157428;0,656626324
153;REGIONAL;26/07/2021;2021;30;ARS Lisboa e Vale do Tejo;All;36765;181131;12;217908;2260597;2074623;95;4335315;325431;2167019;2492450;0,614028864;0,088394361;0,58861098;0,677005341
