;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST;RECEIVED;DISTRIBUTED
36;REGIONAL;08/02/21;2021;6;ARS Alentejo;All;3333;8794;0;12127;27566;17406;0;44972;10160;17406;27566;0,0595934;0,037629062;0,021964338;0,037629062;0,0595934;NA;NA
37;REGIONAL;15/02/21;2021;7;ARS Alentejo;All;4058;2813;0;6871;31624;20219;0;51843;11405;20219;31624;0,068366165;0,04371033;0,024655834;0,04371033;0,068366165;NA;NA
38;REGIONAL;22/02/21;2021;8;ARS Alentejo;All;12038;1650;0;13688;43662;21869;0;65531;21793;21869;43662;0,094390446;0,047277373;0,047113073;0,047277373;0,094390446;NA;NA
39;REGIONAL;01/03/21;2021;9;ARS Alentejo;All;10453;2829;1;13283;54115;24698;1;78814;29417;24698;54115;0,116988205;0,053393231;0,063594974;0,053393231;0,116988205;NA;NA
40;REGIONAL;08/03/21;2021;10;ARS Alentejo;All;5829;1671;0;7500;59944;26369;1;86314;33575;26369;59944;0,129589595;0,057005673;0,072583923;0,057005673;0,129589595;NA;NA
41;REGIONAL;15/03/21;2021;11;ARS Alentejo;All;3699;7729;0;11428;63643;34098;1;97742;29546;34098;63644;0,137586258;0,073714567;0,063873852;0,073714567;0,137588419;NA;NA
42;REGIONAL;22/03/21;2021;12;ARS Alentejo;All;11896;2104;0;14000;75539;36202;1;111742;39339;36202;75541;0,163303558;0,078263088;0,085044793;0,078263088;0,163307881;NA;NA
43;REGIONAL;29/03/21;2021;13;ARS Alentejo;All;6155;6275;0;12430;81694;42477;1;124172;39219;42477;81696;0,176609709;0,091828661;0,084785372;0,091828661;0,176614033;NA;NA
44;REGIONAL;05/04/21;2021;14;ARS Alentejo;All;14050;4303;0;18353;95744;46780;1;142525;48968;46780;95748;0,206983622;0,101131077;0,105861192;0,101131077;0,206992269;NA;NA
45;REGIONAL;12/04/21;2021;15;ARS Alentejo;All;21902;2959;0;24861;117646;49739;1;167386;67911;49739;117650;0,254332336;0,107527974;0,146813009;0,107527974;0,254340983;NA;NA
46;REGIONAL;19/04/21;2021;16;ARS Alentejo;All;11359;5955;1;17315;129005;55694;2;184701;73315;55694;129009;0,278888726;0,120401757;0,158495616;0,120401757;0,278897373;NA;NA
47;REGIONAL;26/04/21;2021;17;ARS Alentejo;All;20223;2776;0;22999;149228;58470;2;207700;90767;58470;149237;0,322607703;0,126403037;0,196224123;0,126403037;0,32262716;NA;NA
48;REGIONAL;03/05/21;2021;18;ARS Alentejo;All;13680;14305;1;27986;162908;72775;3;235686;93251;72775;166026;0,352181733;0,15732822;0,201594144;0,15732822;0,358922364;NA;NA
49;REGIONAL;10/05/21;2021;19;ARS Alentejo;All;17429;15244;0;32673;180337;88019;3;268359;95942;88019;183961;0,389860518;0,190283375;0,207411667;0,190283375;0,397695042;NA;NA
50;REGIONAL;17/05/21;2021;20;ARS Alentejo;All;13212;12201;1;25414;193549;100220;4;293773;100371;100220;200591;0,418422805;0,216660037;0,216986476;0,216660037;0,433646513;NA;NA
51;REGIONAL;24/05/21;2021;21;ARS Alentejo;All;7177;18507;5;25689;200726;118727;9;319462;91172;118727;209899;0,433938361;0,25666929;0,19709967;0,25666929;0,453768959;NA;NA
52;REGIONAL;31/05/21;2021;22;ARS Alentejo;All;17389;7277;1;24667;218115;126004;10;344129;101623;126004;227627;0,471530672;0,272401031;0,219693105;0,272401031;0,492094135;NA;NA
53;REGIONAL;07/06/21;2021;23;ARS Alentejo;All;13795;15248;0;29043;231910;141252;10;373172;100805;141252;242057;0,501353315;0,305364833;0,217924716;0,305364833;0,523289549;NA;NA
54;REGIONAL;14/06/21;2021;24;ARS Alentejo;All;10218;19201;1;29420;242128;160453;11;402592;93484;160453;253937;0,52344304;0,346874405;0,202097854;0,346874405;0,548972259;NA;NA
55;REGIONAL;21/06/21;2021;25;ARS Alentejo;All;10625;14341;1;24967;252753;174794;12;427559;92719;174794;267513;0,546412636;0,377877415;0,200444043;0,377877415;0,578321458;NA;NA
56;REGIONAL;28/06/21;2021;26;ARS Alentejo;All;11093;27157;0;38250;263846;201951;12;465809;77185;201951;279136;0,570393975;0,436586621;0,166861953;0,436586621;0,603448574;NA;NA
57;REGIONAL;05/07/21;2021;27;ARS Alentejo;All;15297;27744;2;43043;279143;229695;14;508852;65421;229695;295116;0,603463707;0,496564829;0,141430017;0,496564829;0,637994846;NA;NA
58;REGIONAL;12/07/21;2021;28;ARS Alentejo;All;8135;20443;1;28579;287278;250138;15;537431;56750;250138;306888;0,62105031;0,540759413;0,122684665;0,540759413;0,663444077;NA;NA
59;REGIONAL;19/07/21;2021;29;ARS Alentejo;All;3493;16685;2;20180;290771;266823;17;557611;47893;266823;314716;0,628601633;0,576829785;0,10353721;0,576829785;0,680366995;NA;NA
60;REGIONAL;26/07/21;2021;30;ARS Alentejo;All;2167;16230;0;18397;292938;283053;17;576008;38396;283053;321449;0,633286349;0,611916518;0,083006174;0,611916518;0,694922692;NA;NA
61;REGIONAL;04/01/21;2021;1;ARS Algarve;All;1251;1;0;1252;2309;1;0;2310;2308;1;2309;0,005272051;2,28E-06;0,005269767;2,28E-06;0,005272051;NA;NA
62;REGIONAL;11/01/21;2021;2;ARS Algarve;All;1356;3;0;1359;3665;4;0;3669;3661;4;3665;0,008368153;9,13E-06;0,00835902;9,13E-06;0,008368153;NA;NA
63;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3396;947;0;4343;7061;951;0;8012;6110;951;7061;0,016122109;0,002171382;0,013950727;0,002171382;0,016122109;NA;NA
64;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2151;1230;1;3382;9212;2181;1;11394;7031;2181;9212;0,021033404;0,004979793;0,016053611;0,004979793;0,021033404;NA;NA
65;REGIONAL;01/02/21;2021;5;ARS Algarve;All;1216;1248;0;2464;10428;3429;1;13858;7001;3429;10430;0,02380985;0,007829303;0,015985113;0,007829303;0,023814417;NA;NA
66;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2396;2902;0;5298;12824;6331;1;19156;6495;6331;12826;0,029280544;0,014455328;0,014829783;0,014455328;0,029285111;NA;NA
67;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3189;2121;0;5310;16013;8452;1;24466;7563;8452;16015;0,036561865;0,019298125;0,017268306;0,019298125;0,036566431;NA;NA
68;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8501;1072;0;9573;24514;9524;1;34039;14992;9524;24516;0,05597187;0,021745782;0,034230655;0,021745782;0,055976437;NA;NA
69;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4648;556;0;5204;29162;10080;1;39243;19084;10080;29164;0,066584469;0,023015275;0,043573761;0,023015275;0,066589036;NA;NA
70;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5117;1545;0;6662;34279;11625;1;45905;22657;11625;34282;0,078267918;0,026542914;0,051731854;0,026542914;0,078274768;NA;NA
71;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2699;3007;0;5706;36978;14632;1;51611;22349;14632;36981;0,08443044;0,033408681;0,051028609;0,033408681;0,08443729;NA;NA
72;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9427;4299;0;13726;46405;18931;1;65337;27477;18931;46408;0,105954746;0,043224422;0,062737174;0,043224422;0,105961596;NA;NA
73;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4229;2918;0;7147;50634;21849;1;72484;28788;21849;50637;0,115610658;0,049886979;0,065730529;0,049886979;0,115617508;NA;NA
74;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8675;1795;0;10470;59309;23644;1;82954;35670;23644;59314;0,135417951;0,053985433;0,081443935;0,053985433;0,135429367;NA;NA
75;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13671;2157;0;15828;72980;25801;1;98782;47184;25801;72985;0,166632418;0,058910428;0,107733406;0,058910428;0,166643834;NA;NA
76;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7266;5512;0;12778;80246;31313;1;111560;48939;31313;80252;0,183222595;0,071495765;0,11174053;0,071495765;0,183236295;NA;NA
77;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16411;3250;0;19661;96657;34563;1;131221;62103;34563;96666;0,220693198;0,078916364;0,141797383;0,078916364;0,220713748;NA;NA
78;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16597;8941;3;25541;113254;43504;4;156762;70309;43504;113813;0,258588488;0,099331004;0,160533827;0,099331004;0,259864831;NA;NA
79;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9745;11306;0;21051;122999;54810;4;177813;70716;54810;125526;0,28083887;0,125145558;0,161463114;0,125145558;0,286608672;NA;NA
80;REGIONAL;17/05/21;2021;20;ARS Algarve;All;12033;10899;2;22934;135032;65709;6;200747;74381;65709;140090;0,308313355;0,150030824;0,169831267;0,150030824;0,319862091;NA;NA
81;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7608;18816;7;26431;142640;84525;13;227178;68965;84525;153490;0,325684408;0,192992671;0,157465123;0,192992671;0,350457794;NA;NA
82;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8162;12755;1;20918;150802;97280;14;248096;72892;97280;170172;0,344320387;0,22211567;0,166431491;0,22211567;0,388547161;NA;NA
83;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17073;6334;0;23407;167875;103614;14;271503;84986;103614;188600;0,383302509;0,236577848;0,194045254;0,236577848;0,430623102;NA;NA
84;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15412;13412;1;28825;183287;117026;15;300328;87207;117026;204233;0,418492134;0,26720095;0,199116378;0,26720095;0,466317328;NA;NA
85;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19424;10172;3;29599;202711;127198;18;329927;97820;127198;225018;0,462842204;0,290426285;0,223348631;0,290426285;0,513774916;NA;NA
86;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17292;16367;7;33666;220003;143565;25;363593;101141;143565;244706;0,50232436;0,327796424;0,230931342;0,327796424;0,558727767;NA;NA
87;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19173;31723;1;50897;239176;175288;26;414490;89840;175288;265128;0,546101331;0,400228326;0,205128205;0,400228326;0,605356531;NA;NA
88;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9746;27033;6;36785;248922;202321;32;451275;79074;202321;281395;0,568353997;0,461951732;0,180546613;0,461951732;0,642498345;NA;NA
89;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4327;27267;3;31597;253249;229588;35;482872;61934;229588;291522;0,578233669;0,524209421;0,141411512;0,524209421;0,665620933;NA;NA
90;REGIONAL;26/07/21;2021;30;ARS Algarve;All;3302;22072;3;25377;256551;251660;38;508249;47021;251660;298681;0,585772998;0,574605567;0,107361235;0,574605567;0,681966801;NA;NA
91;REGIONAL;04/01/21;2021;1;ARS Centro;All;9013;7;0;9020;15622;7;0;15629;15616;7;15623;0,009422872;4,22E-06;0,009419253;4,22E-06;0,009423475;NA;NA
92;REGIONAL;11/01/21;2021;2;ARS Centro;All;12637;22;1;12660;28259;29;1;28289;28231;29;28260;0,017045252;1,75E-05;0,017028363;1,75E-05;0,017045856;NA;NA
93;REGIONAL;18/01/21;2021;3;ARS Centro;All;36808;6308;2;43118;65067;6337;3;71407;58731;6337;65068;0,039247087;0,003822349;0,035425341;0,003822349;0,03924769;NA;NA
94;REGIONAL;25/01/21;2021;4;ARS Centro;All;4838;8539;3;13380;69905;14876;6;84787;55030;14876;69906;0,04216527;0,0089729;0,033192973;0,0089729;0,042165873;NA;NA
95;REGIONAL;01/02/21;2021;5;ARS Centro;All;2698;9172;0;11870;72603;24048;6;96657;48556;24048;72604;0,043792649;0,014505263;0,029287989;0,014505263;0,043793252;NA;NA
96;REGIONAL;08/02/21;2021;6;ARS Centro;All;7519;27153;4;34676;80122;51201;10;131333;28922;51201;80123;0,048327956;0,030883399;0,01744516;0,030883399;0,048328559;NA;NA
97;REGIONAL;15/02/21;2021;7;ARS Centro;All;25505;10001;4;35510;105627;61202;14;166843;44426;61202;105628;0,063712052;0,036915798;0,026796857;0,036915798;0,063712655;NA;NA
98;REGIONAL;22/02/21;2021;8;ARS Centro;All;38393;3106;2;41501;144020;64308;16;208344;79713;64308;144021;0,086869926;0,038789274;0,048081256;0,038789274;0,086870529;NA;NA
99;REGIONAL;01/03/21;2021;9;ARS Centro;All;28478;5922;1;34401;172498;70230;17;242745;102275;70230;172505;0,104047275;0,042361303;0,061690194;0,042361303;0,104051497;NA;NA
100;REGIONAL;08/03/21;2021;10;ARS Centro;All;17658;13520;0;31178;190156;83750;17;273923;106418;83750;190168;0,11469822;0,050516292;0,064189167;0,050516292;0,114705458;NA;NA
101;REGIONAL;15/03/21;2021;11;ARS Centro;All;16632;24151;2;40785;206788;107901;19;314708;98906;107901;206807;0,124730303;0,065083682;0,059658082;0,065083682;0,124741764;NA;NA
102;REGIONAL;22/03/21;2021;12;ARS Centro;All;47835;4326;0;52161;254623;112227;19;366869;142421;112227;254648;0,1535834;0,067693037;0,085905442;0,067693037;0,153598479;NA;NA
103;REGIONAL;29/03/21;2021;13;ARS Centro;All;24361;16731;2;41094;278984;128958;21;407963;150059;128958;279017;0,168277458;0,077784835;0,090512528;0,077784835;0,168297363;NA;NA
104;REGIONAL;05/04/21;2021;14;ARS Centro;All;49880;10174;0;60054;328864;139132;21;468017;189774;139132;328906;0,198364056;0,083921584;0,114467806;0,083921584;0,19838939;NA;NA
105;REGIONAL;12/04/21;2021;15;ARS Centro;All;77697;12003;2;89702;406561;151135;23;557719;255471;151135;406606;0,245229302;0,091161549;0,154094896;0,091161549;0,245256445;NA;NA
106;REGIONAL;19/04/21;2021;16;ARS Centro;All;30066;24155;6;54227;436627;175290;29;611946;261382;175290;436672;0,2633645;0,105731352;0,15766029;0,105731352;0,263391643;NA;NA
107;REGIONAL;26/04/21;2021;17;ARS Centro;All;56763;17915;4;74682;493390;193205;33;686628;301504;193205;494709;0,297602783;0,116537315;0,181861062;0,116537315;0,298398377;NA;NA
108;REGIONAL;03/05/21;2021;18;ARS Centro;All;60145;49127;2;109274;553535;242332;35;795902;318369;242332;560701;0,33388102;0,146169719;0,192033686;0,146169719;0,338203405;NA;NA
109;REGIONAL;10/05/21;2021;19;ARS Centro;All;50820;55728;0;106548;604355;298060;35;902450;319522;298060;617582;0,364534608;0,179783712;0,192729152;0,179783712;0,372512864;NA;NA
110;REGIONAL;17/05/21;2021;20;ARS Centro;All;44990;41733;4;86727;649345;339793;39;989177;330549;339793;670342;0,391671658;0,204956206;0,199380414;0,204956206;0,40433662;NA;NA
111;REGIONAL;24/05/21;2021;21;ARS Centro;All;24220;56367;12;80599;673565;396160;51;1069776;306751;396160;702911;0,406280668;0,238955631;0,185025946;0,238955631;0,423981576;NA;NA
112;REGIONAL;31/05/21;2021;22;ARS Centro;All;44316;37750;2;82068;717881;433910;53;1151844;315674;433910;749584;0,433011175;0,261725661;0,190408117;0,261725661;0,452133778;NA;NA
113;REGIONAL;07/06/21;2021;23;ARS Centro;All;58334;40855;2;99191;776215;474765;55;1251035;334918;474765;809683;0,468197054;0,286368563;0,202015706;0,286368563;0,488384269;NA;NA
114;REGIONAL;14/06/21;2021;24;ARS Centro;All;51953;65768;10;117731;828168;540533;65;1368766;327000;540533;867533;0,499534044;0,326038479;0,19723973;0,326038479;0,523278209;NA;NA
115;REGIONAL;21/06/21;2021;25;ARS Centro;All;59559;47739;3;107301;887727;588272;68;1476067;345145;588272;933417;0,535458818;0,35483367;0,208184423;0,35483367;0,563018094;NA;NA
116;REGIONAL;28/06/21;2021;26;ARS Centro;All;49880;77083;3;126966;937607;665355;71;1603033;320136;665355;985491;0,565545416;0,401328563;0,193099505;0,401328563;0,594428068;NA;NA
117;REGIONAL;05/07/21;2021;27;ARS Centro;All;59292;104921;11;164224;996899;770276;82;1767257;282513;770276;1052789;0,601309141;0,46461477;0,170406079;0,46461477;0,635020849;NA;NA
118;REGIONAL;12/07/21;2021;28;ARS Centro;All;28403;81966;10;110379;1025302;852242;92;1877636;243338;852242;1095580;0,618441251;0,514054989;0,146776518;0,514054989;0,660831507;NA;NA
119;REGIONAL;19/07/21;2021;29;ARS Centro;All;16800;80621;18;97439;1042102;932863;110;1975075;195080;932863;1127943;0,628574669;0,562683932;0,117668277;0,562683932;0,680352209;NA;NA
120;REGIONAL;26/07/21;2021;30;ARS Centro;All;13292;63146;5;76443;1055394;996009;115;2051518;157263;996009;1153272;0,636592132;0,600772311;0,094857834;0,600772311;0,695630145;NA;NA
121;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12684;23;0;12707;23385;23;0;23408;23362;23;23385;0,006348137;6,24E-06;0,006341893;6,24E-06;0,006348137;NA;NA
122;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13226;1105;0;14331;36611;1128;0;37739;35483;1128;36611;0,009938492;0,000306209;0,009632283;0,000306209;0,009938492;NA;NA
123;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37966;9055;0;47021;74577;10183;0;84760;64394;10183;74577;0,020244815;0,002764297;0,017480519;0,002764297;0,020244815;NA;NA
124;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17276;11878;11;29165;91853;22061;11;113925;69793;22061;91854;0,024934591;0,005988721;0,018946141;0,005988721;0,024934863;NA;NA
125;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8697;8941;1;17639;100550;31002;12;131564;69550;31002;100552;0,027295496;0,008415862;0,018880176;0,008415862;0,027296038;NA;NA
126;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14364;30553;0;44917;114914;61555;12;176481;53361;61555;114916;0,031194774;0,016709838;0,014485479;0,016709838;0,031195317;NA;NA
127;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32993;19079;3;52075;147907;80634;15;228556;67275;80634;147909;0,040151117;0,02188906;0,0182626;0,02188906;0,04015166;NA;NA
128;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49279;6705;0;55984;197186;87339;15;284540;109849;87339;197188;0,053528489;0,023709212;0,02981982;0,023709212;0,053529032;NA;NA
129;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;45035;12821;0;57856;242221;100160;15;342396;142069;100160;242229;0,065753776;0,027189625;0,038566323;0,027189625;0,065755948;NA;NA
130;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;33648;16550;1;50199;275869;116710;16;392595;159179;116710;275889;0,074887927;0,03168232;0,043211036;0,03168232;0,074893356;NA;NA
131;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;25945;28989;3;54937;301814;145699;19;447532;156141;145699;301840;0,081931006;0,03955173;0,042386335;0,03955173;0,081938064;NA;NA
132;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89129;7541;3;96673;390943;153240;22;544205;237735;153240;390975;0,106126135;0,041598824;0,064535998;0,041598824;0,106134822;NA;NA
133;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45499;23817;3;69319;436442;177057;25;613524;259423;177057;436480;0,118477381;0,048064232;0,070423464;0,048064232;0,118487697;NA;NA
134;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87325;19588;1;106914;523767;196645;26;720438;327204;196645;523849;0,142182793;0,053381628;0,088823424;0,053381628;0,142205053;NA;NA
135;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163571;14238;2;177811;687338;210883;28;898249;476545;210883;687428;0,18658609;0,057246703;0,129363818;0,057246703;0,186610521;NA;NA
136;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79183;53600;7;132790;766521;264483;35;1031039;502129;264483;766612;0,208081258;0,071797062;0,1363089;0,071797062;0,208105961;NA;NA
137;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107592;25515;7;133114;874113;289998;42;1164153;584235;289998;874233;0,237288389;0,078723412;0,158597552;0,078723412;0,237320964;NA;NA
138;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;107730;65194;9;172933;981843;355192;51;1337086;629469;355192;984661;0,266532981;0,0964211;0,17087686;0,0964211;0,26729796;NA;NA
139;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90326;112827;13;203166;1072169;468019;64;1540252;609545;468019;1077564;0,29105305;0,127049334;0,165468253;0,127049334;0,292517587;NA;NA
140;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;109873;70915;3;180791;1182042;538934;67;1721043;651121;538934;1190055;0,320879385;0,146300056;0,176754553;0,146300056;0,323054609;NA;NA
141;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110593;88617;45;199255;1292635;627551;112;1920298;686123;627551;1313674;0,350901172;0,170356196;0,186256263;0,170356196;0,356612459;NA;NA
142;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92074;86543;21;178638;1384709;714094;133;2098936;712415;714094;1426509;0,375895756;0,193849325;0,19339354;0,193849325;0,387242864;NA;NA
143;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;151893;53738;9;205640;1536602;767832;142;2304576;825170;767832;1593002;0,417128921;0,208437145;0,224002228;0,208437145;0,432439373;NA;NA
144;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147602;121347;11;268960;1684204;889179;153;2573536;860954;889179;1750133;0,457197243;0,241378234;0,233716221;0,241378234;0,475094455;NA;NA
