;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST;RECEIVED;DISTRIBUTED
142;REGIONAL;26/04/2021;2021;17;ARS Norte;All;125861;36509;0;162370;852807;301083;22;1153912;551743;301083;852826;0,239555825;0,08457504;0,154986122;0,08457504;0,239561162;NA;NA
143;REGIONAL;03/05/2021;2021;18;ARS Norte;All;154560;72763;3;227326;1007367;373846;25;1381238;633698;373846;1007544;0,282972153;0,105014367;0,178007506;0,105014367;0,283021873;NA;NA
144;REGIONAL;10/05/2021;2021;19;ARS Norte;All;99129;100384;7;199520;1106496;474230;32;1580758;639109;474230;1113339;0,310817761;0,133212508;0,179527471;0,133212508;0,312739979;NA;NA
145;REGIONAL;17/05/2021;2021;20;ARS Norte;All;110074;70479;6;180559;1216570;544709;38;1761317;686262;544709;1230971;0,34173785;0,153010252;0,192772878;0,153010252;0,34578313;NA;NA
146;REGIONAL;24/05/2021;2021;21;ARS Norte;All;72421;128039;18;200478;1288991;672748;56;1961795;650648;672748;1323396;0,362081107;0,188976758;0,182768808;0,188976758;0,371745566;NA;NA
147;REGIONAL;31/05/2021;2021;22;ARS Norte;All;54254;171419;34;225707;1343245;844167;90;2187502;557559;844167;1401726;0,377321205;0,237128826;0,156619852;0,237128826;0,393748678;NA;NA
148;REGIONAL;07/06/2021;2021;23;ARS Norte;All;105276;105444;12;210732;1448521;949611;102;2398234;564940;949611;1514551;0,406893522;0,266748334;0,158693195;0,266748334;0,42544153;NA;NA
149;REGIONAL;14/06/2021;2021;24;ARS Norte;All;103254;150661;9;253924;1551775;1100272;111;2652158;532592;1100272;1632864;0,435897854;0,309069423;0,149606554;0,309069423;0,458675976;NA;NA
150;REGIONAL;21/06/2021;2021;25;ARS Norte;All;144330;103814;7;248151;1696105;1204086;118;2900309;589024;1204086;1793110;0,476440547;0,33823106;0,165458457;0,33823106;0,503689517;NA;NA
151;REGIONAL;04/01/2021;2021;1;RA_Madeira;All;1725;0;0;1725;2365;0;0;2365;2365;0;2365;0,009313847;0;0,009313847;0;0,009313847;NA;NA
152;REGIONAL;11/01/2021;2021;2;RA_Madeira;All;1760;0;0;1760;4125;0;0;4125;4125;0;4125;0,016245082;0;0,016245082;0;0,016245082;NA;NA
153;REGIONAL;18/01/2021;2021;3;RA_Madeira;All;1081;538;0;1619;5206;538;0;5744;4668;538;5206;0,020502278;0,002118753;0,018383526;0,002118753;0,020502278;NA;NA
154;REGIONAL;25/01/2021;2021;4;RA_Madeira;All;408;1632;0;2040;5614;2170;0;7784;3444;2170;5614;0,022109065;0,008545898;0,013563167;0,008545898;0,022109065;NA;NA
155;REGIONAL;01/02/2021;2021;5;RA_Madeira;All;2233;1521;0;3754;7847;3691;0;11538;4156;3691;7847;0,030903069;0,014535903;0,016367166;0,014535903;0,030903069;NA;NA
156;REGIONAL;08/02/2021;2021;6;RA_Madeira;All;3163;1088;0;4251;11010;4779;0;15789;6231;4779;11010;0,043359601;0,018820666;0,024538935;0,018820666;0,043359601;NA;NA
157;REGIONAL;15/02/2021;2021;7;RA_Madeira;All;2496;639;0;3135;13506;5418;0;18924;8088;5418;13506;0,053189353;0,021337177;0,031852176;0,021337177;0,053189353;NA;NA
158;REGIONAL;22/02/2021;2021;8;RA_Madeira;All;2257;2156;0;4413;15763;7574;0;23337;8189;7574;15763;0,062077874;0,02982794;0,032249934;0,02982794;0,062077874;NA;NA
159;REGIONAL;01/03/2021;2021;9;RA_Madeira;All;1434;3117;0;4551;17197;10691;0;27888;6506;10691;17197;0,067725255;0,042103315;0,025621941;0,042103315;0,067725255;NA;NA
160;REGIONAL;08/03/2021;2021;10;RA_Madeira;All;4894;2399;0;7293;22091;13090;0;35181;9001;13090;22091;0,086998815;0,051551061;0,035447754;0,051551061;0,086998815;NA;NA
161;REGIONAL;15/03/2021;2021;11;RA_Madeira;All;3113;2350;0;5463;25204;15440;0;40644;9764;15440;25204;0,099258437;0,060805835;0,038452602;0,060805835;0,099258437;NA;NA
162;REGIONAL;22/03/2021;2021;12;RA_Madeira;All;5288;182;0;5470;30492;15622;0;46114;14870;15622;30492;0,120083647;0,061522588;0,05856106;0,061522588;0,120083647;NA;NA
163;REGIONAL;29/03/2021;2021;13;RA_Madeira;All;1206;1262;0;2468;31698;16884;0;48582;14814;16884;31698;0,124833119;0,066492598;0,058340521;0,066492598;0,124833119;NA;NA
164;REGIONAL;05/04/2021;2021;14;RA_Madeira;All;10219;1302;0;11521;41917;18186;0;60103;23731;18186;41917;0,165077602;0,071620137;0,093457465;0,071620137;0,165077602;NA;NA
165;REGIONAL;12/04/2021;2021;15;RA_Madeira;All;8433;1302;0;9735;50350;19488;0;69838;30862;19488;50350;0,198288458;0,076747675;0,121540782;0,076747675;0,198288458;NA;NA
166;REGIONAL;19/04/2021;2021;16;RA_Madeira;All;9821;2129;0;11950;60171;21617;0;81788;38554;21617;60171;0,236965537;0,085132107;0,15183343;0,085132107;0,236965537;NA;NA
167;REGIONAL;26/04/2021;2021;17;RA_Madeira;All;8826;804;0;9630;68997;22421;0;91418;46576;22421;68997;0,271724105;0,088298421;0,183425684;0,088298421;0,271724105;NA;NA
168;REGIONAL;03/05/2021;2021;18;RA_Madeira;All;7611;5288;0;12899;76608;27709;0;104317;48899;27709;76608;0,301697759;0,109123632;0,192574127;0,109123632;0,301697759;NA;NA
169;REGIONAL;10/05/2021;2021;19;RA_Madeira;All;11601;6434;0;18035;88209;34143;0;122352;54066;34143;88209;0,347384837;0,134462022;0,212922815;0,134462022;0,347384837;NA;NA
170;REGIONAL;17/05/2021;2021;20;RA_Madeira;All;2337;7614;0;9951;90546;41757;0;132303;48789;41757;90546;0,356588415;0,16444749;0,192140925;0,16444749;0,356588415;NA;NA
171;REGIONAL;24/05/2021;2021;21;RA_Madeira;All;3447;8975;0;12422;93993;50732;0;144725;43261;50732;93993;0,370163396;0,199792851;0,170370545;0,199792851;0,370163396;NA;NA
172;REGIONAL;31/05/2021;2021;22;RA_Madeira;All;7557;10935;0;18492;101550;61667;0;163217;40193;61667;101860;0,399924387;0,242857087;0,158288142;0,242857087;0,401145229;NA;NA
173;REGIONAL;07/06/2021;2021;23;RA_Madeira;All;3593;15298;0;18891;105143;76965;0;182108;30586;76965;107551;0,414074345;0,303103697;0,120453838;0,303103697;0,423557535;NA;NA
174;REGIONAL;14/06/2021;2021;24;RA_Madeira;All;3499;8098;0;11597;108642;85063;0;193705;28507;85063;113570;0,427854113;0,334995254;0,112266317;0,334995254;0,447261571;NA;NA
175;REGIONAL;21/06/2021;2021;25;RA_Madeira;All;12544;3656;0;16200;121186;88719;0;209905;37505;88719;126224;0,477254916;0,34939332;0,147702256;0,34939332;0,497095576;NA;NA
176;REGIONAL;04/01/2021;2021;1;RA_Acores;All;3499;2;0;3501;5433;2;0;5435;5431;2;5433;0,022431782;8,26E-06;0,022423524;8,26E-06;0,022431782;NA;NA
177;REGIONAL;11/01/2021;2021;2;RA_Acores;All;1;0;0;1;5434;2;0;5436;5432;2;5434;0,022435911;8,26E-06;0,022427653;8,26E-06;0,022435911;NA;NA
178;REGIONAL;18/01/2021;2021;3;RA_Acores;All;24;1884;0;1908;5458;1886;0;7344;3572;1886;5458;0,022535002;0,007786921;0,014748081;0,007786921;0,022535002;NA;NA
179;REGIONAL;25/01/2021;2021;4;RA_Acores;All;273;3435;0;3708;5731;5321;0;11052;410;5321;5731;0,023662165;0,021969356;0,001692809;0,021969356;0,023662165;NA;NA
180;REGIONAL;01/02/2021;2021;5;RA_Acores;All;1861;17;0;1878;7592;5338;0;12930;2254;5338;7592;0,031345866;0,022039546;0,00930632;0,022039546;0,031345866;NA;NA
181;REGIONAL;08/02/2021;2021;6;RA_Acores;All;1052;1;0;1053;8644;5339;0;13983;3305;5339;8644;0,035689365;0,022043674;0,013645691;0,022043674;0,035689365;NA;NA
182;REGIONAL;15/02/2021;2021;7;RA_Acores;All;2057;323;0;2380;10701;5662;0;16363;5039;5662;10701;0,044182311;0,023377278;0,020805034;0,023377278;0,044182311;NA;NA
183;REGIONAL;22/02/2021;2021;8;RA_Acores;All;1467;1617;0;3084;12168;7279;0;19447;4889;7279;12168;0,050239264;0,030053551;0,020185714;0,030053551;0,050239264;NA;NA
184;REGIONAL;01/03/2021;2021;9;RA_Acores;All;754;1162;0;1916;12922;8441;0;21363;4481;8441;12922;0,053352381;0,034851219;0,018501162;0,034851219;0,053352381;NA;NA
185;REGIONAL;08/03/2021;2021;10;RA_Acores;All;2615;2052;0;4667;15537;10493;0;26030;5044;10493;15537;0,064149198;0,043323521;0,020825678;0,043323521;0,064149198;NA;NA
186;REGIONAL;15/03/2021;2021;11;RA_Acores;All;2523;1438;0;3961;18060;11931;0;29991;6129;11931;18060;0,074566166;0,049260738;0,025305428;0,049260738;0,074566166;NA;NA
187;REGIONAL;22/03/2021;2021;12;RA_Acores;All;4113;726;0;4839;22173;12657;0;34830;9516;12657;22173;0,091547929;0,052258248;0,039289681;0,052258248;0,091547929;NA;NA
188;REGIONAL;29/03/2021;2021;13;RA_Acores;All;1966;758;0;2724;24139;13415;0;37554;10724;13415;24139;0,099665154;0,05538788;0,044277274;0,05538788;0,099665154;NA;NA
189;REGIONAL;05/04/2021;2021;14;RA_Acores;All;3873;2345;0;6218;28012;15760;0;43772;12252;15760;28012;0,115656005;0,065069921;0,050586083;0,065069921;0,115656005;NA;NA
190;REGIONAL;12/04/2021;2021;15;RA_Acores;All;4227;2404;0;6631;32239;18164;0;50403;14075;18164;32239;0,133108451;0,074995562;0,05811289;0,074995562;0,133108451;NA;NA
191;REGIONAL;19/04/2021;2021;16;RA_Acores;All;7970;1059;0;9029;40209;19223;0;59432;20986;19223;40209;0,166015004;0,079367963;0,086647041;0,079367963;0,166015004;NA;NA
192;REGIONAL;26/04/2021;2021;17;RA_Acores;All;9250;2949;2;12201;49459;22172;2;71633;27287;22172;49459;0,204206424;0,0915438;0,112662623;0,0915438;0,204206424;NA;NA
193;REGIONAL;03/05/2021;2021;18;RA_Acores;All;9754;2825;0;12579;59213;24997;2;84212;34216;24997;59213;0,244478759;0,103207666;0,141271093;0,103207666;0,244478759;NA;NA
194;REGIONAL;10/05/2021;2021;19;RA_Acores;All;9447;2302;1;11750;68660;27299;3;95962;41361;27299;68660;0,283483553;0,112712169;0,170771384;0,112712169;0,283483553;NA;NA
195;REGIONAL;17/05/2021;2021;20;RA_Acores;All;11229;4968;0;16197;79889;32267;3;112159;47622;32267;79889;0,329845872;0,133224058;0,196621814;0,133224058;0,329845872;NA;NA
196;REGIONAL;24/05/2021;2021;21;RA_Acores;All;5377;8108;1;13486;85266;40375;4;125645;44891;40375;85266;0,352046441;0,166700385;0,185346056;0,166700385;0,352046441;NA;NA
197;REGIONAL;31/05/2021;2021;22;RA_Acores;All;5441;9387;2;14830;90707;49761;7;140475;40948;49761;90709;0,374511253;0,205453322;0,169066189;0,205453322;0,374519511;NA;NA
198;REGIONAL;07/06/2021;2021;23;RA_Acores;All;7164;10744;1;17909;97871;60505;8;158384;37368;60505;97873;0,404089991;0,249813172;0,154285077;0,249813172;0,404098249;NA;NA
199;REGIONAL;14/06/2021;2021;24;RA_Acores;All;9002;6592;2;15596;106873;67097;10;173980;40145;67097;107242;0,441257468;0,277030235;0,165750761;0,277030235;0,442780996;NA;NA
200;REGIONAL;21/06/2021;2021;25;RA_Acores;All;5467;9442;0;14909;112340;76537;12;188889;38975;76537;115512;0,463829629;0,316006127;0,160920062;0,316006127;0,476926189;NA;NA
201;AGES;04/01/2021;2021;1;All;0-17 anos;4;0;0;4;4;0;0;4;4;0;4;2,35E-06;0;2,35E-06;0;2,35E-06;NA;NA
202;AGES;04/01/2021;2021;1;All;18-24 anos;1789;1;0;1790;3190;1;0;3191;3189;1;3190;0,004083592;1,28E-06;0,004082312;1,28E-06;0,004083592;NA;NA
203;AGES;04/01/2021;2021;1;All;25-49 anos;27554;5;0;27559;52337;7;0;52344;52330;7;52337;0,015709453;2,10E-06;0,015707352;2,10E-06;0,015709453;NA;NA
204;AGES;04/01/2021;2021;1;All;50-64 anos;12983;4;0;12987;22576;4;0;22580;22572;4;22576;0,01038368;1,84E-06;0,01038184;1,84E-06;0,01038368;NA;NA
205;AGES;04/01/2021;2021;1;All;65-79 anos;2306;1;0;2307;3433;1;0;3434;3432;1;3433;0,002108647;6,14E-07;0,002108033;6,14E-07;0,002108647;NA;NA
206;AGES;04/01/2021;2021;1;All;80 ou mais anos;3794;2;0;3796;4319;2;0;4321;4317;2;4319;0,006336654;2,93E-06;0,00633372;2,93E-06;0,006336654;NA;NA
207;AGES;04/01/2021;2021;1;All;Desconhecido;1;0;0;1;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
208;AGES;11/01/2021;2021;2;All;0-17 anos;15;0;0;15;19;0;0;19;19;0;19;1,12E-05;0;1,12E-05;0;1,12E-05;NA;NA
209;AGES;11/01/2021;2021;2;All;18-24 anos;1405;55;0;1460;4595;56;0;4651;4539;56;4595;0,005882165;7,17E-05;0,005810478;7,17E-05;0,005882165;NA;NA
210;AGES;11/01/2021;2021;2;All;25-49 anos;16409;779;0;17188;68746;786;0;69532;67960;786;68746;0,020634772;0,000235925;0,020398846;0,000235925;0,020634772;NA;NA
211;AGES;11/01/2021;2021;2;All;50-64 anos;11663;301;0;11964;34239;305;0;34544;33934;305;34239;0,015747999;0,000140283;0,015607716;0,000140283;0,015747999;NA;NA
212;AGES;11/01/2021;2021;2;All;65-79 anos;5514;27;0;5541;8947;28;0;8975;8919;28;8947;0,005495504;1,72E-05;0,005478306;1,72E-05;0,005495504;NA;NA
213;AGES;11/01/2021;2021;2;All;80 ou mais anos;14474;0;0;14474;18793;2;0;18795;18791;2;18793;0,027572294;2,93E-06;0,02756936;2,93E-06;0,027572294;NA;NA
214;AGES;11/01/2021;2021;2;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
215;AGES;18/01/2021;2021;3;All;0-17 anos;69;0;0;69;88;0;0;88;88;0;88;5,17E-05;0;5,17E-05;0;5,17E-05;NA;NA
216;AGES;18/01/2021;2021;3;All;18-24 anos;3815;1193;0;5008;8410;1249;0;9659;7161;1249;8410;0,010765834;0,001598873;0,00916696;0,001598873;0,010765834;NA;NA
217;AGES;18/01/2021;2021;3;All;25-49 anos;37342;21755;2;59099;106088;22541;2;128631;83547;22541;106088;0,031843331;0,006765897;0,025077434;0,006765897;0,031843331;NA;NA
218;AGES;18/01/2021;2021;3;All;50-64 anos;27349;8536;1;35886;61588;8841;1;70430;52747;8841;61588;0,028326988;0,004066359;0,02426063;0,004066359;0,028326988;NA;NA
219;AGES;18/01/2021;2021;3;All;65-79 anos;14023;907;0;14930;22970;935;0;23905;22035;935;22970;0,014108834;0,000574304;0,01353453;0,000574304;0,014108834;NA;NA
220;AGES;18/01/2021;2021;3;All;80 ou mais anos;38989;259;0;39248;57782;261;0;58043;57521;261;57782;0,084775305;0,000382928;0,084392377;0,000382928;0,084775305;NA;NA
221;AGES;18/01/2021;2021;3;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
222;AGES;25/01/2021;2021;4;All;0-17 anos;14;3;0;17;102;3;0;105;99;3;102;5,99E-05;1,76E-06;5,82E-05;1,76E-06;5,99E-05;NA;NA
223;AGES;25/01/2021;2021;4;All;18-24 anos;1421;1575;0;2996;9831;2824;0;12655;7007;2824;9831;0,012584888;0,003615067;0,008969821;0,003615067;0,012584888;NA;NA
224;AGES;25/01/2021;2021;4;All;25-49 anos;15994;25720;4;41718;122082;48261;6;170349;73821;48261;122082;0,036644084;0,014486002;0,022158081;0,014486002;0,036644084;NA;NA
225;AGES;25/01/2021;2021;4;All;50-64 anos;10919;12176;0;23095;72507;21017;1;93525;51490;21017;72507;0,033349109;0,009666628;0,023682481;0,009666628;0,033349109;NA;NA
226;AGES;25/01/2021;2021;4;All;65-79 anos;6455;2134;0;8589;29425;3069;0;32494;26356;3069;29425;0,01807368;0,001885068;0,016188612;0,001885068;0,01807368;NA;NA
227;AGES;25/01/2021;2021;4;All;80 ou mais anos;7355;3391;0;10746;65137;3652;0;68789;61485;3652;65137;0,09556625;0,00535806;0,09020819;0,00535806;0,09556625;NA;NA
228;AGES;25/01/2021;2021;4;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
229;AGES;01/02/2021;2021;5;All;0-17 anos;34;1;0;35;136;4;0;140;132;4;136;7,99E-05;2,35E-06;7,76E-05;2,35E-06;7,99E-05;NA;NA
230;AGES;01/02/2021;2021;5;All;18-24 anos;981;938;0;1919;10812;3762;0;14574;7050;3762;10812;0,013840689;0,004815822;0,009024866;0,004815822;0,013840689;NA;NA
231;AGES;01/02/2021;2021;5;All;25-49 anos;9987;12553;0;22540;132069;60814;6;192889;71255;60814;132069;0,039641778;0,018253906;0,021387872;0,018253906;0,039641778;NA;NA
232;AGES;01/02/2021;2021;5;All;50-64 anos;5498;9198;1;14697;78005;30215;2;108222;47790;30215;78005;0,035877878;0,013897187;0,021980691;0,013897187;0,035877878;NA;NA
233;AGES;01/02/2021;2021;5;All;65-79 anos;2667;4158;0;6825;32092;7227;0;39319;24866;7227;32093;0,019711828;0,004439031;0,015273412;0,004439031;0,019712443;NA;NA
234;AGES;01/02/2021;2021;5;All;80 ou mais anos;4516;10639;0;15155;69653;14291;0;83944;55362;14291;69653;0,102191934;0,02096715;0,081224783;0,02096715;0,102191934;NA;NA
235;AGES;01/02/2021;2021;5;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
236;AGES;08/02/2021;2021;6;All;0-17 anos;37;67;0;104;173;71;0;244;102;71;173;0,000101664;4,17E-05;5,99E-05;4,17E-05;0,000101664;NA;NA
237;AGES;08/02/2021;2021;6;All;18-24 anos;1455;3050;0;4505;12267;6812;0;19079;5455;6812;12267;0,015703268;0,008720197;0,00698307;0,008720197;0,015703268;NA;NA
238;AGES;08/02/2021;2021;6;All;25-49 anos;13762;30767;5;44534;145831;91581;11;237423;54250;91581;145831;0,043772574;0,027488916;0,016283658;0,027488916;0,043772574;NA;NA
239;AGES;08/02/2021;2021;6;All;50-64 anos;6811;22180;2;28993;84816;52395;4;137215;32421;52395;84816;0,039010552;0,02409873;0,014911822;0,02409873;0,039010552;NA;NA
240;AGES;08/02/2021;2021;6;All;65-79 anos;3674;11461;3;15138;35766;18688;3;54457;17079;18688;35767;0,021968505;0,011478707;0,010490413;0,011478707;0,021969119;NA;NA
241;AGES;08/02/2021;2021;6;All;80 ou mais anos;14855;31506;2;46363;84508;45797;2;130307;38711;45797;84508;0,123986561;0,06719142;0,056795141;0,06719142;0,123986561;NA;NA
242;AGES;08/02/2021;2021;6;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
243;AGES;15/02/2021;2021;7;All;0-17 anos;30;16;0;46;203;87;0;290;116;87;203;0,000119293;5,11E-05;6,82E-05;5,11E-05;0,000119293;NA;NA
244;AGES;15/02/2021;2021;7;All;18-24 anos;2316;1734;0;4050;14583;8546;0;23129;6037;8546;14583;0,018668032;0,01093993;0,007728102;0,01093993;0,018668032;NA;NA
245;AGES;15/02/2021;2021;7;All;25-49 anos;22237;18952;4;41193;168068;110533;15;278616;57535;110533;168068;0,050447223;0,03317754;0,017269682;0,03317754;0,050447223;NA;NA
246;AGES;15/02/2021;2021;7;All;50-64 anos;25027;12906;1;37934;109843;65301;5;175149;44542;65301;109843;0,050521553;0,030034758;0,020486795;0,030034758;0,050521553;NA;NA
247;AGES;15/02/2021;2021;7;All;65-79 anos;5016;7188;2;12206;40782;25876;5;66663;14907;25876;40783;0,025049476;0,015893783;0,009156308;0,015893783;0,02505009;NA;NA
248;AGES;15/02/2021;2021;7;All;80 ou mais anos;48664;9237;2;57903;133172;55034;4;188210;78138;55034;133172;0,195384322;0,080743556;0,114640766;0,080743556;0,195384322;NA;NA
249;AGES;15/02/2021;2021;7;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
250;AGES;22/02/2021;2021;8;All;0-17 anos;21;32;0;53;224;119;0;343;105;119;224;0,000131634;6,99E-05;6,17E-05;6,99E-05;0,000131634;NA;NA
251;AGES;22/02/2021;2021;8;All;18-24 anos;1267;705;0;1972;15850;9251;0;25101;6599;9251;15850;0,020289948;0,011842417;0,008447531;0,011842417;0,020289948;NA;NA
252;AGES;22/02/2021;2021;8;All;25-49 anos;11292;7330;1;18623;179360;117863;16;297239;61497;117863;179360;0,053836625;0,03537771;0,018458915;0,03537771;0,053836625;NA;NA
253;AGES;22/02/2021;2021;8;All;50-64 anos;49676;4946;1;54623;159519;70247;6;229772;89272;70247;159519;0,073369696;0,032309638;0,041060059;0,032309638;0,073369696;NA;NA
254;AGES;22/02/2021;2021;8;All;65-79 anos;11568;2406;0;13974;52350;28282;5;80637;24069;28282;52351;0,032154874;0,017371617;0,014783871;0,017371617;0,032155488;NA;NA
255;AGES;22/02/2021;2021;8;All;80 ou mais anos;102578;5185;0;107763;235750;60219;4;295973;175531;60219;235750;0,345882422;0,088350768;0,257531654;0,088350768;0,345882422;NA;NA
256;AGES;22/02/2021;2021;8;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
257;AGES;01/03/2021;2021;9;All;0-17 anos;8;28;0;36;232;147;0;379;85;147;232;0,000136335;8,64E-05;5,00E-05;8,64E-05;0,000136335;NA;NA
258;AGES;01/03/2021;2021;9;All;18-24 anos;886;1022;0;1908;16736;10273;0;27009;6464;10273;16737;0,021424137;0,013150702;0,008274714;0,013150702;0,021425417;NA;NA
259;AGES;01/03/2021;2021;9;All;25-49 anos;7238;9915;0;17153;186598;127778;16;314392;58822;127778;186600;0,05600918;0,038353793;0,017655988;0,038353793;0,05600978;NA;NA
260;AGES;01/03/2021;2021;9;All;50-64 anos;29929;5932;1;35862;189448;76179;7;265634;113270;76179;189449;0,08713534;0,035038021;0,052097778;0,035038021;0,0871358;NA;NA
261;AGES;01/03/2021;2021;9;All;65-79 anos;13069;3758;0;16827;65419;32040;5;97464;33381;32040;65421;0,040182229;0,019679889;0,020503569;0,019679889;0,040183458;NA;NA
262;AGES;01/03/2021;2021;9;All;80 ou mais anos;87180;12759;1;99940;322930;72978;5;395913;249952;72978;322930;0,473789228;0,107070233;0,366718995;0,107070233;0,473789228;NA;NA
263;AGES;01/03/2021;2021;9;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
264;AGES;08/03/2021;2021;10;All;0-17 anos;12;24;0;36;244;171;0;415;73;171;244;0,000143387;0,000100489;4,29E-05;0,000100489;0,000143387;NA;NA
265;AGES;08/03/2021;2021;10;All;18-24 anos;1334;633;0;1967;18070;10906;0;28976;7167;10906;18073;0,023131821;0,01396102;0,009174641;0,01396102;0,023135661;NA;NA
266;AGES;08/03/2021;2021;10;All;25-49 anos;15941;5984;0;21925;202539;133762;16;336317;68781;133762;202543;0,060794024;0,040149948;0,020645277;0,040149948;0,060795225;NA;NA
267;AGES;08/03/2021;2021;10;All;50-64 anos;21820;4203;0;26023;211268;80382;7;291657;130887;80382;211269;0,097171303;0,036971163;0,0602006;0,036971163;0,097171763;NA;NA
268;AGES;08/03/2021;2021;10;All;65-79 anos;15527;3472;0;18999;80946;35512;5;116463;45436;35512;80948;0,049719359;0,021812491;0,027908097;0,021812491;0,049720587;NA;NA
269;AGES;08/03/2021;2021;10;All;80 ou mais anos;40117;37298;2;77417;363047;110276;7;473330;252771;110276;363047;0,532647193;0,16179228;0,370854913;0,16179228;0,532647193;NA;NA
270;AGES;08/03/2021;2021;10;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
271;AGES;15/03/2021;2021;11;All;0-17 anos;1;23;0;24;245;194;0;439;51;194;245;0,000143975;0,000114005;3,00E-05;0,000114005;0,000143975;NA;NA
272;AGES;15/03/2021;2021;11;All;18-24 anos;238;375;1;614;18308;11281;1;29590;7030;11281;18311;0,02343649;0,014441066;0,008999264;0,014441066;0,02344033;NA;NA
273;AGES;15/03/2021;2021;11;All;25-49 anos;4209;2972;0;7181;206748;136734;16;343498;70018;136734;206752;0,062057396;0,041042022;0,021016575;0,041042022;0,062058597;NA;NA
274;AGES;15/03/2021;2021;11;All;50-64 anos;4113;2242;0;6355;215381;82624;7;298012;132760;82624;215384;0,099063049;0,038002356;0,061062073;0,038002356;0,099064429;NA;NA
275;AGES;15/03/2021;2021;11;All;65-79 anos;17973;6752;2;24727;98919;42264;7;141190;56658;42264;98922;0,060758892;0,025959763;0,034800971;0,025959763;0,060760735;NA;NA
276;AGES;15/03/2021;2021;11;All;80 ou mais anos;54384;97384;4;151772;417431;207660;11;625102;209771;207660;417431;0,612437096;0,304669963;0,307767133;0,304669963;0,612437096;NA;NA
277;AGES;15/03/2021;2021;11;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
278;AGES;22/03/2021;2021;12;All;0-17 anos;25;7;0;32;270;201;0;471;69;201;270;0,000158666;0,000118118;4,05E-05;0,000118118;0,000158666;NA;NA
279;AGES;22/03/2021;2021;12;All;18-24 anos;3144;114;0;3258;21452;11395;1;32848;10060;11395;21455;0,027461196;0,014587;0,012878036;0,014587;0,027465037;NA;NA
280;AGES;22/03/2021;2021;12;All;25-49 anos;41874;1206;1;43081;248622;137940;17;386579;110687;137940;248627;0,074626279;0,041404015;0,033223765;0,041404015;0,07462778;NA;NA
281;AGES;22/03/2021;2021;12;All;50-64 anos;34105;866;0;34971;249486;83490;7;332983;166000;83490;249490;0,114749416;0,038400667;0,076350589;0,038400667;0,114751256;NA;NA
282;AGES;22/03/2021;2021;12;All;65-79 anos;52611;2089;0;54700;151530;44353;7;195890;107183;44353;151536;0,09307408;0,027242887;0,065834878;0,027242887;0,093077765;NA;NA
283;AGES;22/03/2021;2021;12;All;80 ou mais anos;124533;16867;2;141402;541964;224527;13;766504;317437;224527;541964;0,795146642;0,329416511;0,465730131;0,329416511;0,795146642;NA;NA
284;AGES;22/03/2021;2021;12;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
285;AGES;29/03/2021;2021;13;All;0-17 anos;9;12;0;21;279;213;0;492;66;213;279;0,000163955;0,00012517;3,88E-05;0,00012517;0,000163955;NA;NA
286;AGES;29/03/2021;2021;13;All;18-24 anos;628;67;1;696;22080;11462;2;33544;10621;11462;22083;0,028265113;0,014672769;0,013596185;0,014672769;0,028268954;NA;NA
287;AGES;29/03/2021;2021;13;All;25-49 anos;4248;754;1;5003;252870;138694;18;391582;114186;138694;252880;0,075901357;0,041630335;0,034274023;0,041630335;0,075904358;NA;NA
288;AGES;29/03/2021;2021;13;All;50-64 anos;7530;658;1;8189;257016;84148;8;341172;172874;84148;257022;0,118212789;0,038703309;0,079512239;0,038703309;0,118215549;NA;NA
289;AGES;29/03/2021;2021;13;All;65-79 anos;88077;7226;2;95305;239607;51579;9;291195;188035;51579;239614;0,147173504;0,031681304;0,1154965;0,031681304;0,147177803;NA;NA
