;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
60;REGIONAL;05/04/21;2021;14;ARS Centro;All;49745;10100;0;59845;327566;138491;17;466074;0,20145622;0,085173288;NA;NA
61;REGIONAL;12/04/21;2021;15;ARS Centro;All;77464;11905;1;89370;405030;150396;18;555444;0,24909732;0,092494977;NA;NA
62;REGIONAL;19/04/21;2021;16;ARS Centro;All;29898;24079;6;53983;434928;174475;24;609427;0,267484875;0,107303792;NA;NA
63;REGIONAL;26/04/21;2021;17;ARS Centro;All;56554;17823;0;74377;491482;192298;24;683804;0,302266126;0,118265107;NA;NA
64;REGIONAL;03/05/21;2021;18;ARS Centro;All;59841;48984;1;108826;551323;241282;25;792630;0,339068912;0,148390735;NA;NA
65;REGIONAL;10/05/21;2021;19;ARS Centro;All;50475;55496;0;105971;601798;296778;25;898601;0,37011152;0,182521305;NA;NA
66;REGIONAL;17/05/21;2021;20;ARS Centro;All;44647;41521;5;86173;646445;338299;30;984774;0,397569851;0,208057117;NA;NA
67;REGIONAL;24/05/21;2021;21;ARS Centro;All;23995;56103;10;80108;670440;394402;40;1064882;0,412327006;0,242560998;NA;NA
68;REGIONAL;31/05/21;2021;22;ARS Centro;All;44076;37425;2;81503;714516;431827;42;1146385;0,439434167;0,265577731;NA;NA
69;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14289;30347;0;44636;114796;60798;1;175595;0,03108952;0,016465562;NA;NA
70;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32891;19003;2;51896;147687;79801;3;227491;0,039997194;0,021612032;NA;NA
71;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49037;6659;0;55696;196724;86460;3;283187;0,053277594;0,023415449;NA;NA
72;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;44759;12718;1;57478;241483;99178;4;340665;0,065399409;0,02685979;NA;NA
73;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;32973;16452;2;49427;274456;115630;6;390092;0,074329291;0,031315387;NA;NA
74;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;25545;28858;1;54404;300001;144488;7;444496;0,081247491;0,039130828;NA;NA
75;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;88275;7415;2;95692;388276;151903;9;540188;0,105154486;0,041138989;NA;NA
76;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45079;23657;4;68740;433355;175560;13;608928;0,117362964;0,047545874;NA;NA
77;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;86826;19349;1;106176;520181;194909;14;715104;0,140877535;0,052786048;NA;NA
78;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;162842;14028;0;176870;683023;208937;14;891974;0,184979068;0,056585168;NA;NA
79;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;78428;53324;3;131755;761451;262261;17;1023729;0,206219258;0,071026591;NA;NA
80;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;106735;25254;3;131992;868186;287515;20;1155721;0,235125665;0,077865982;NA;NA
81;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;106816;64559;5;171380;975002;352074;25;1327101;0,264054009;0,095350113;NA;NA
82;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;89372;112079;8;201459;1064374;464153;33;1528560;0,288258098;0,125703804;NA;NA
83;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;108804;70328;4;179136;1173178;534481;37;1707696;0,317724839;0,144750319;NA;NA
84;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;109479;87809;43;197331;1282657;622290;80;1905027;0,347374388;0,16853111;NA;NA
85;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;91156;85676;13;176845;1373813;707966;93;2081872;0,372061627;0,191734233;NA;NA
86;REGIONAL;08/02/21;2021;6;ARS Norte;All;8677;28603;5;37285;105271;68871;6;174148;0,02944365;0,019262794;NA;NA
87;REGIONAL;15/02/21;2021;7;ARS Norte;All;32868;15017;3;47888;138139;83888;9;222036;0,038636627;0,023462957;NA;NA
88;REGIONAL;22/02/21;2021;8;ARS Norte;All;64591;4220;1;68812;202730;88108;10;290848;0,056702331;0,024643264;NA;NA
89;REGIONAL;01/03/21;2021;9;ARS Norte;All;47722;6942;0;54664;250452;95050;10;345512;0,070049881;0,026584899;NA;NA
90;REGIONAL;08/03/21;2021;10;ARS Norte;All;25216;13846;0;39062;275668;108896;10;384574;0,07710264;0,03045754;NA;NA
91;REGIONAL;15/03/21;2021;11;ARS Norte;All;26539;42156;4;68699;302207;151052;14;453273;0,084525435;0,042248313;NA;NA
92;REGIONAL;22/03/21;2021;12;ARS Norte;All;88362;2156;0;90518;390569;153208;14;543791;0,109239742;0,042851333;NA;NA
93;REGIONAL;29/03/21;2021;13;ARS Norte;All;53693;32475;1;86169;444262;185683;15;629960;0,124257343;0,051934391;NA;NA
94;REGIONAL;05/04/21;2021;14;ARS Norte;All;81983;13426;2;95411;526245;199109;17;725371;0,147187483;0,05568956;NA;NA
95;REGIONAL;12/04/21;2021;15;ARS Norte;All;135251;18984;1;154236;661496;218093;18;879607;0,185016354;0,060999268;NA;NA
96;REGIONAL;19/04/21;2021;16;ARS Norte;All;64495;46209;0;110704;725991;264302;18;990311;0,203055208;0,07392364;NA;NA
97;REGIONAL;26/04/21;2021;17;ARS Norte;All;125772;36474;0;162246;851763;300776;18;1152557;0,238232861;0,084125193;NA;NA
98;REGIONAL;03/05/21;2021;18;ARS Norte;All;154436;72675;2;227113;1006199;373451;20;1379670;0,281427658;0,104451943;NA;NA
99;REGIONAL;10/05/21;2021;19;ARS Norte;All;98747;100306;7;199060;1104946;473757;27;1578730;0,309046585;0,132506913;NA;NA
100;REGIONAL;17/05/21;2021;20;ARS Norte;All;109543;70369;6;179918;1214489;544126;33;1758648;0,339685087;0,152188688;NA;NA
101;REGIONAL;24/05/21;2021;21;ARS Norte;All;72132;127708;15;199855;1286621;671834;48;1958503;0,359859963;0,187907829;NA;NA
102;REGIONAL;31/05/21;2021;22;ARS Norte;All;54201;171013;34;225248;1340822;842847;82;2183751;0,375019648;0,235739111;NA;NA
103;REGIONAL;08/02/21;2021;6;RA_Madeira;All;3160;1086;0;4246;10997;4775;0;15772;0,043252024;0,018780432;NA;NA
104;REGIONAL;15/02/21;2021;7;RA_Madeira;All;2495;638;0;3133;13492;5413;0;18905;0,053065045;0,021289734;NA;NA
105;REGIONAL;22/02/21;2021;8;RA_Madeira;All;2257;2155;0;4412;15749;7568;0;23317;0,061941995;0,02976551;NA;NA
106;REGIONAL;01/03/21;2021;9;RA_Madeira;All;1432;3116;0;4548;17181;10684;0;27865;0,067574158;0,042020971;NA;NA
107;REGIONAL;08/03/21;2021;10;RA_Madeira;All;4885;2399;0;7284;22066;13083;0;35149;0,086787229;0,051456418;NA;NA
108;REGIONAL;15/03/21;2021;11;RA_Madeira;All;3104;2348;0;5452;25170;15431;0;40601;0,098995493;0,060691277;NA;NA
109;REGIONAL;22/03/21;2021;12;RA_Madeira;All;5275;181;0;5456;30445;15612;0;46057;0,119742462;0,061403164;NA;NA
110;REGIONAL;29/03/21;2021;13;RA_Madeira;All;1205;1260;0;2465;31650;16872;0;48522;0,124481817;0,066358838;NA;NA
111;REGIONAL;05/04/21;2021;14;RA_Madeira;All;10214;1299;0;11513;41864;18171;0;60035;0,164654243;0,071467902;NA;NA
112;REGIONAL;12/04/21;2021;15;RA_Madeira;All;8429;1299;0;9728;50293;19470;0;69763;0,197806131;0,076576966;NA;NA
113;REGIONAL;19/04/21;2021;16;RA_Madeira;All;9811;2128;0;11939;60104;21598;0;81702;0,236393528;0,08494655;NA;NA
114;REGIONAL;26/04/21;2021;17;RA_Madeira;All;8822;802;0;9624;68926;22400;0;91326;0,271091114;0,088100876;NA;NA
115;REGIONAL;03/05/21;2021;18;RA_Madeira;All;7603;5287;0;12890;76529;27687;0;104216;0,300994281;0,108895042;NA;NA
116;REGIONAL;10/05/21;2021;19;RA_Madeira;All;11598;6432;0;18030;88127;34119;0;122246;0,346610083;0,134192579;NA;NA
117;REGIONAL;17/05/21;2021;20;RA_Madeira;All;2328;7610;0;9938;90455;41729;0;132184;0,355766281;0,164123278;NA;NA
118;REGIONAL;24/05/21;2021;21;RA_Madeira;All;3436;8970;0;12406;93891;50699;0;144590;0,369280326;0,199402959;NA;NA
119;REGIONAL;31/05/21;2021;22;RA_Madeira;All;7557;10932;0;18489;101448;61631;0;163079;0,399002572;0,242399333;NA;NA
120;REGIONAL;08/02/21;2021;6;RA_Acores;All;1051;1;0;1052;8653;5334;0;13987;0,035638973;0,02196906;NA;NA
121;REGIONAL;15/02/21;2021;7;RA_Acores;All;2057;322;0;2379;10710;5656;0;16366;0,044111106;0,023295277;NA;NA
122;REGIONAL;22/02/21;2021;8;RA_Acores;All;1466;1611;8;3085;12176;7267;8;19451;0,050149096;0,029930477;NA;NA
123;REGIONAL;01/03/21;2021;9;RA_Acores;All;755;1155;14;1924;12931;8422;22;21375;0,053258703;0,034687557;NA;NA
124;REGIONAL;08/03/21;2021;10;RA_Acores;All;2599;2053;0;4652;15530;10475;22;26027;0,063963162;0,043143215;NA;NA
125;REGIONAL;15/03/21;2021;11;RA_Acores;All;2522;1438;0;3960;18052;11913;22;29987;0,074350484;0,049065882;NA;NA
126;REGIONAL;22/03/21;2021;12;RA_Acores;All;4104;726;0;4830;22156;12639;22;34817;0,091253563;0,052056047;NA;NA
127;REGIONAL;29/03/21;2021;13;RA_Acores;All;1964;758;0;2722;24120;13397;22;37539;0,099342658;0,05517801;NA;NA
128;REGIONAL;05/04/21;2021;14;RA_Acores;All;3837;2327;0;6164;27957;15724;22;43703;0,115146049;0,064762187;NA;NA
129;REGIONAL;12/04/21;2021;15;RA_Acores;All;4215;2404;0;6619;32172;18128;22;50322;0,132506302;0,074663504;NA;NA
130;REGIONAL;19/04/21;2021;16;RA_Acores;All;7820;1054;0;8874;39992;19182;22;59196;0,16471441;0,079004596;NA;NA
131;REGIONAL;26/04/21;2021;17;RA_Acores;All;9066;2612;1;11679;49058;21794;23;70875;0,2020544;0,089762599;NA;NA
132;REGIONAL;03/05/21;2021;18;RA_Acores;All;9017;2727;0;11744;58075;24521;23;82619;0,239192573;0,10099425;NA;NA
133;REGIONAL;10/05/21;2021;19;RA_Acores;All;8238;2242;0;10480;66313;26763;23;93099;0,273122292;0,11022834;NA;NA
134;REGIONAL;17/05/21;2021;20;RA_Acores;All;11022;4131;0;15153;77335;30894;23;108252;0,318518427;0,127242623;NA;NA
135;REGIONAL;24/05/21;2021;21;RA_Acores;All;4802;7164;3;11969;82137;38058;26;120221;0,338296348;0,156748876;NA;NA
136;REGIONAL;31/05/21;2021;22;RA_Acores;All;3721;8451;2;12174;85858;46509;28;132395;0,353621971;0,191555874;NA;NA
137;AGES;08/02/21;2021;6;All;0-17 anos;37;67;0;104;173;71;0;244;0,000100754;4,13E-05;NA;NA
138;AGES;08/02/21;2021;6;All;18-24 anos;1453;3040;0;4493;12176;6790;0;18966;0,01569677;0,008753373;NA;NA
139;AGES;08/02/21;2021;6;All;25-49 anos;13705;30712;5;44422;144311;91291;10;235612;0,042941357;0,027164661;NA;NA
140;AGES;08/02/21;2021;6;All;50-64 anos;6793;22174;1;28968;84288;52346;3;136637;0,038984663;0,024210934;NA;NA
141;AGES;08/02/21;2021;6;All;65-79 anos;3632;11444;3;15079;35483;18661;3;54147;0,022113837;0,011629972;NA;NA
142;AGES;08/02/21;2021;6;All;80 ou mais anos;14821;31499;2;46322;84169;45771;2;129942;0,124535594;0,067722305;NA;NA
143;AGES;08/02/21;2021;6;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
144;AGES;15/02/21;2021;7;All;0-17 anos;30;16;0;46;203;87;0;290;0,000118226;5,07E-05;NA;NA
145;AGES;15/02/21;2021;7;All;18-24 anos;2308;1727;0;4035;14484;8517;0;23001;0,018672143;0,010979746;NA;NA
146;AGES;15/02/21;2021;7;All;25-49 anos;22195;18908;4;41107;166506;110199;14;276719;0,049545728;0,032790949;NA;NA
147;AGES;15/02/21;2021;7;All;50-64 anos;25015;12891;1;37907;109303;65237;4;174544;0,050554535;0,030173245;NA;NA
148;AGES;15/02/21;2021;7;All;65-79 anos;5001;7185;2;12188;40484;25846;5;66335;0,025230577;0,016107833;NA;NA
149;AGES;15/02/21;2021;7;All;80 ou mais anos;48605;9234;2;57841;132774;55005;4;187783;0,196451056;0,081384837;NA;NA
150;AGES;15/02/21;2021;7;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
151;AGES;22/02/21;2021;8;All;0-17 anos;21;32;0;53;224;119;0;343;0,000130456;6,93E-05;NA;NA
152;AGES;22/02/21;2021;8;All;18-24 anos;1261;692;0;1953;15745;9209;0;24954;0,020297769;0,011871842;NA;NA
153;AGES;22/02/21;2021;8;All;25-49 anos;11259;7224;7;18490;177765;117423;21;295209;0,05289597;0,034940531;NA;NA
154;AGES;22/02/21;2021;8;All;50-64 anos;49654;4920;3;54577;158957;70157;7;229121;0,073520372;0,032448831;NA;NA
155;AGES;22/02/21;2021;8;All;65-79 anos;11548;2404;0;13952;52032;28250;5;80287;0,032427561;0,017606062;NA;NA
156;AGES;22/02/21;2021;8;All;80 ou mais anos;102517;5184;0;107701;235291;60189;4;295484;0,348134163;0,08905503;NA;NA
157;AGES;22/02/21;2021;8;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
158;AGES;01/03/21;2021;9;All;0-17 anos;8;28;0;36;232;147;0;379;0,000135115;8,56E-05;NA;NA
159;AGES;01/03/21;2021;9;All;18-24 anos;881;1021;0;1902;16626;10230;0;26856;0,021433516;0,013188071;NA;NA
160;AGES;01/03/21;2021;9;All;25-49 anos;7201;9839;8;17048;184966;127262;29;312257;0,055038708;0,037868236;NA;NA
161;AGES;01/03/21;2021;9;All;50-64 anos;29899;5902;5;35806;188856;76059;12;264927;0,087349179;0,035178608;NA;NA
162;AGES;01/03/21;2021;9;All;65-79 anos;13035;3721;2;16758;65067;31971;7;97045;0,040551279;0,019925076;NA;NA
163;AGES;01/03/21;2021;9;All;80 ou mais anos;87136;12720;1;99857;322427;72909;5;395341;0,4770597;0,107875413;NA;NA
164;AGES;01/03/21;2021;9;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
165;AGES;08/03/21;2021;10;All;0-17 anos;12;24;0;36;244;171;0;415;0,000142104;9,96E-05;NA;NA
166;AGES;08/03/21;2021;10;All;18-24 anos;1302;626;0;1928;17928;10856;0;28784;0,023111998;0,013995083;NA;NA
167;AGES;08/03/21;2021;10;All;25-49 anos;15755;5918;0;21673;200721;133180;29;333930;0,059726785;0,039629203;NA;NA
168;AGES;08/03/21;2021;10;All;50-64 anos;21738;4164;0;25902;210594;80223;12;290829;0,097403381;0,03710453;NA;NA
169;AGES;08/03/21;2021;10;All;65-79 anos;15450;3461;0;18911;80517;35432;7;115956;0,05018008;0,022082052;NA;NA
170;AGES;08/03/21;2021;10;All;80 ou mais anos;40066;37237;2;77305;362493;110146;7;472646;0,536340945;0,162970898;NA;NA
171;AGES;08/03/21;2021;10;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
172;AGES;15/03/21;2021;11;All;0-17 anos;1;23;0;24;245;194;0;439;0,000142687;0,000112984;NA;NA
173;AGES;15/03/21;2021;11;All;18-24 anos;227;368;1;596;18155;11224;1;29380;0,023404637;0,014469493;NA;NA
174;AGES;15/03/21;2021;11;All;25-49 anos;4071;2953;0;7024;204792;136133;29;340954;0,060938157;0,040507901;NA;NA
175;AGES;15/03/21;2021;11;All;50-64 anos;4022;2239;0;6261;214616;82462;12;297090;0,099263626;0,038140107;NA;NA
176;AGES;15/03/21;2021;11;All;65-79 anos;17918;6735;2;24655;98435;42167;9;140611;0,061346998;0,026279462;NA;NA
177;AGES;15/03/21;2021;11;All;80 ou mais anos;54328;97313;4;151645;416821;207459;11;624291;0,616724099;0,30695422;NA;NA
178;AGES;15/03/21;2021;11;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
179;AGES;22/03/21;2021;12;All;0-17 anos;24;7;0;31;269;201;0;470;0,000156664;0,000117061;NA;NA
180;AGES;22/03/21;2021;12;All;18-24 anos;3105;113;0;3218;21260;11337;1;32598;0,027407468;0,014615167;NA;NA
181;AGES;22/03/21;2021;12;All;25-49 anos;41386;1188;0;42574;246178;137321;29;383528;0,073253026;0,040861404;NA;NA
182;AGES;22/03/21;2021;12;All;50-64 anos;33724;868;0;34592;248340;83330;12;331682;0,114861562;0,038541572;NA;NA
183;AGES;22/03/21;2021;12;All;65-79 anos;52372;2081;0;54453;150807;44248;9;195064;0,093986455;0,02757639;NA;NA
184;AGES;22/03/21;2021;12;All;80 ou mais anos;124490;16857;2;141349;541311;224316;13;765640;0,800918233;0,331895665;NA;NA
185;AGES;22/03/21;2021;12;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
186;AGES;29/03/21;2021;13;All;0-17 anos;7;12;0;19;276;213;0;489;0,000160741;0,00012405;NA;NA
187;AGES;29/03/21;2021;13;All;18-24 anos;617;64;1;682;21877;11401;2;33280;0,028202877;0,014697673;NA;NA
188;AGES;29/03/21;2021;13;All;25-49 anos;4186;736;1;4923;250364;138057;30;388451;0,074498617;0,041080409;NA;NA
189;AGES;29/03/21;2021;13;All;50-64 anos;7446;646;1;8093;255786;83976;13;339775;0,118305466;0,038840358;NA;NA
190;AGES;29/03/21;2021;13;All;65-79 anos;87800;7216;1;95017;238607;51464;10;290081;0,148705471;0,03207357;NA;NA
191;AGES;29/03/21;2021;13;All;80 ou mais anos;36715;75294;3;112012;578026;299610;16;877652;0,855241373;0,4432999;NA;NA
192;AGES;29/03/21;2021;13;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
193;AGES;05/04/21;2021;14;All;0-17 anos;14;1;0;15;290;214;0;504;0,000168894;0,000124632;NA;NA
194;AGES;05/04/21;2021;14;All;18-24 anos;708;105;0;813;22585;11506;2;34093;0,0291156;0,014833035;NA;NA
195;AGES;05/04/21;2021;14;All;25-49 anos;8465;844;0;9309;258829;138901;30;397760;0,077017472;0,041331551;NA;NA
196;AGES;05/04/21;2021;14;All;50-64 anos;14828;741;0;15569;270614;84717;13;355344;0,125163673;0,039183083;NA;NA
197;AGES;05/04/21;2021;14;All;65-79 anos;200922;5139;0;206061;439529;56603;10;496142;0,273924768;0,035276315;NA;NA
198;AGES;05/04/21;2021;14;All;80 ou mais anos;30358;45739;3;76100;608384;345349;19;953752;0,90015876;0,510974857;NA;NA
199;AGES;05/04/21;2021;14;All;Desconhecido;0;0;0;0;0;0;0;0;NA;NA;NA;NA
200;AGES;12/04/21;2021;15;All;0-17 anos;37;2;0;39;327;216;0;543;0,000190443;0,000125797;NA;NA
201;AGES;12/04/21;2021;15;All;18-24 anos;4239;55;0;4294;26824;11561;2;38387;0,034580334;0,014903939;NA;NA
202;AGES;12/04/21;2021;15;All;25-49 anos;88695;474;0;89169;347524;139375;30;486929;0,103409665;0,041472595;NA;NA
203;AGES;12/04/21;2021;15;All;50-64 anos;87565;391;0;87956;358179;85108;13;443300;0,165664006;0,039363928;NA;NA
