;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
1;REGIONAL;08/02/21;2021;6;Outro;All;69;120;0;189;692;444;1;1137;NA;NA;NA;NA
2;REGIONAL;15/02/21;2021;7;Outro;All;147;106;1;254;839;550;2;1391;NA;NA;NA;NA
3;REGIONAL;22/02/21;2021;8;Outro;All;73;19;0;92;912;569;2;1483;NA;NA;NA;NA
4;REGIONAL;01/03/21;2021;9;Outro;All;55;41;0;96;967;610;2;1579;NA;NA;NA;NA
5;REGIONAL;08/03/21;2021;10;Outro;All;276;13;0;289;1243;623;2;1868;NA;NA;NA;NA
6;REGIONAL;15/03/21;2021;11;Outro;All;19;27;0;46;1262;650;2;1914;NA;NA;NA;NA
7;REGIONAL;22/03/21;2021;12;Outro;All;312;4;0;316;1574;654;2;2230;NA;NA;NA;NA
8;REGIONAL;29/03/21;2021;13;Outro;All;317;11;0;328;1891;665;2;2558;NA;NA;NA;NA
9;REGIONAL;05/04/21;2021;14;Outro;All;59;16;0;75;1950;681;2;2633;NA;NA;NA;NA
10;REGIONAL;12/04/21;2021;15;Outro;All;248;8;0;256;2198;689;2;2889;NA;NA;NA;NA
11;REGIONAL;19/04/21;2021;16;Outro;All;89;25;0;114;2287;714;2;3003;NA;NA;NA;NA
12;REGIONAL;26/04/21;2021;17;Outro;All;183;15;0;198;2470;729;2;3201;NA;NA;NA;NA
13;REGIONAL;03/05/21;2021;18;Outro;All;110;66;0;176;2580;795;2;3377;NA;NA;NA;NA
14;REGIONAL;10/05/21;2021;19;Outro;All;123;271;0;394;2703;1066;2;3771;NA;NA;NA;NA
15;REGIONAL;17/05/21;2021;20;Outro;All;113;192;0;305;2816;1258;2;4076;NA;NA;NA;NA
16;REGIONAL;24/05/21;2021;21;Outro;All;139;193;0;332;2955;1451;2;4408;NA;NA;NA;NA
17;REGIONAL;08/02/21;2021;6;ARS Alentejo;All;3336;8777;1;12114;27555;17362;1;44918;0,059043476;0,037202426;NA;NA
18;REGIONAL;15/02/21;2021;7;ARS Alentejo;All;4054;2807;0;6861;31609;20169;1;51779;0,067730185;0,043217125;NA;NA
19;REGIONAL;22/02/21;2021;8;ARS Alentejo;All;12033;1647;0;13680;43642;21816;1;65459;0,093513896;0,046746234;NA;NA
20;REGIONAL;01/03/21;2021;9;ARS Alentejo;All;10431;2828;0;13259;54073;24644;1;78718;0,115864921;0,052805931;NA;NA
21;REGIONAL;08/03/21;2021;10;ARS Alentejo;All;5791;1670;0;7461;59864;26314;1;86179;0,128273586;0,056384324;NA;NA
22;REGIONAL;15/03/21;2021;11;ARS Alentejo;All;3679;7721;0;11400;63543;34035;1;97579;0,136156764;0,072928496;NA;NA
23;REGIONAL;22/03/21;2021;12;ARS Alentejo;All;11857;2098;0;13955;75400;36133;1;111534;0,16156335;0,077423986;NA;NA
24;REGIONAL;29/03/21;2021;13;ARS Alentejo;All;6117;6264;0;12381;81517;42397;1;123915;0,174670552;0,090846172;NA;NA
25;REGIONAL;05/04/21;2021;14;ARS Alentejo;All;14021;4287;0;18308;95538;46684;1;142223;0,20471405;0,100032141;NA;NA
26;REGIONAL;12/04/21;2021;15;ARS Alentejo;All;21831;2950;0;24781;117369;49634;1;167004;0,251492425;0,106353254;NA;NA
27;REGIONAL;19/04/21;2021;16;ARS Alentejo;All;11299;5941;2;17242;128668;55575;3;184246;0,275703358;0,119083332;NA;NA
28;REGIONAL;26/04/21;2021;17;ARS Alentejo;All;20145;2759;0;22904;148813;58334;3;207150;0,318869057;0,124995179;NA;NA
29;REGIONAL;03/05/21;2021;18;ARS Alentejo;All;13600;14273;1;27874;162413;72607;4;235024;0,348010457;0,15557865;NA;NA
30;REGIONAL;10/05/21;2021;19;ARS Alentejo;All;17322;15204;0;32526;179735;87811;4;267550;0,385127172;0,188157021;NA;NA
31;REGIONAL;17/05/21;2021;20;ARS Alentejo;All;13141;12163;1;25305;192876;99974;5;292855;0,41328505;0,214219289;NA;NA
32;REGIONAL;24/05/21;2021;21;ARS Alentejo;All;7118;18367;1;25486;199994;118341;6;318341;0,428537145;0,253575178;NA;NA
33;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2381;2896;1;5278;12745;6307;1;19053;0,029071226;0,014386208;NA;NA
34;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3178;2114;0;5292;15923;8421;1;24345;0,036320215;0,019208223;NA;NA
35;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8477;1065;0;9542;24400;9486;1;33887;0,055656173;0,021637478;NA;NA
36;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4613;549;0;5162;29013;10035;1;39049;0,066178383;0,022889741;NA;NA
37;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5063;1535;0;6598;34076;11570;1;45647;0,077727038;0,026391062;NA;NA
38;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2651;2993;0;5644;36727;14563;1;51291;0,083773945;0,033218067;NA;NA
39;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9353;4284;0;13637;46080;18847;1;64928;0,105108051;0,042989831;NA;NA
40;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4193;2906;0;7099;50273;21753;1;72027;0,114672244;0,04961839;NA;NA
41;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8605;1765;0;10370;58878;23518;1;82397;0,134300169;0,053644339;NA;NA
42;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13581;2141;0;15722;72459;25659;1;98119;0,165278304;0,05852794;NA;NA
43;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7167;5480;0;12647;79626;31139;1;110766;0,181626164;0,071027769;NA;NA
44;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16311;3224;0;19535;95937;34363;1;130301;0,218831403;0,078381683;NA;NA
45;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16425;8888;1;25314;112362;43251;2;155615;0,256296675;0,098655128;NA;NA
46;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9636;11258;0;20894;121998;54509;2;176509;0,278276301;0,124334521;NA;NA
47;REGIONAL;17/05/21;2021;20;ARS Algarve;All;11907;10844;2;22753;133905;65353;4;199262;0,305436057;0,149069584;NA;NA
48;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7509;18683;4;26196;141414;84036;8;225458;0,322564016;0,191685333;NA;NA
49;REGIONAL;08/02/21;2021;6;ARS Centro;All;7479;27102;4;34585;79884;51033;8;130925;0,049129423;0,031385783;NA;NA
50;REGIONAL;15/02/21;2021;7;ARS Centro;All;25462;9950;3;35415;105346;60983;11;166340;0,064788796;0,037505128;NA;NA
51;REGIONAL;22/02/21;2021;8;ARS Centro;All;38326;3077;1;41404;143672;64060;12;207744;0,088359653;0,039397512;NA;NA
52;REGIONAL;01/03/21;2021;9;ARS Centro;All;28379;5882;1;34262;172051;69942;13;242006;0,105813009;0,043014998;NA;NA
53;REGIONAL;08/03/21;2021;10;ARS Centro;All;17460;13461;0;30921;189511;83403;13;272927;0,116551076;0,051293642;NA;NA
54;REGIONAL;15/03/21;2021;11;ARS Centro;All;16476;24084;2;40562;205987;107487;15;313489;0,126683973;0,066105532;NA;NA
55;REGIONAL;22/03/21;2021;12;ARS Centro;All;47555;4249;0;51804;253542;111736;15;365293;0,155930752;0,068718708;NA;NA
56;REGIONAL;29/03/21;2021;13;ARS Centro;All;24179;16630;2;40811;277721;128366;17;406104;0,170801068;0,078946316;NA;NA
57;REGIONAL;05/04/21;2021;14;ARS Centro;All;49739;10098;0;59837;327460;138464;17;465941;0,201391029;0,085156683;NA;NA
58;REGIONAL;12/04/21;2021;15;ARS Centro;All;77458;11898;1;89357;404918;150362;18;555298;0,249028439;0,092474067;NA;NA
59;REGIONAL;19/04/21;2021;16;ARS Centro;All;29897;24078;6;53981;434815;174440;24;609279;0,267415379;0,107282267;NA;NA
