;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER_INIT;COVER_COMPLETE;COVER_LEAST
1;REGIONAL;04/01/2021;2021;1;ARS Alentejo;All;3484;1;0;3485;4712;1;0;4713;4711;1;4712;0,010051152;0,010049019;2,13E-06;0,010051152
2;REGIONAL;11/01/2021;2021;2;ARS Alentejo;All;5360;12;0;5372;10072;13;0;10085;10058;14;10072;0,02148455;0,021454687;2,99E-05;0,02148455
3;REGIONAL;18/01/2021;2021;3;ARS Alentejo;All;10434;1133;0;11567;20506;1146;0;21652;19355;1151;20506;0,043741281;0,041286087;0,002455194;0,043741281
4;REGIONAL;25/01/2021;2021;4;ARS Alentejo;All;2300;3122;0;5422;22806;4268;0;27074;18530;4276;22806;0,048647403;0,039526282;0,009121121;0,048647403
5;REGIONAL;01/02/2021;2021;5;ARS Alentejo;All;1455;4344;0;5799;24261;8612;0;32873;15640;8621;24261;0,051751059;0,033361632;0,018389427;0,051751059
6;REGIONAL;08/02/2021;2021;6;ARS Alentejo;All;3337;8785;0;12122;27598;17397;0;44995;10188;17410;27598;0,058869203;0,021731989;0,037137214;0,058869203
7;REGIONAL;15/02/2021;2021;7;ARS Alentejo;All;4061;2812;0;6873;31659;20209;0;51868;11437;20222;31659;0,067531708;0,024396227;0,043135482;0,067531708
8;REGIONAL;22/02/2021;2021;8;ARS Alentejo;All;12037;1653;0;13690;43696;21862;0;65558;21817;21879;43696;0,093207793;0,046537771;0,046670023;0,093207793
9;REGIONAL;01/03/2021;2021;9;ARS Alentejo;All;10465;2836;1;13302;54161;24698;1;78860;29441;24720;54161;0,11553065;0,0628005;0,05273015;0,11553065
10;REGIONAL;08/03/2021;2021;10;ARS Alentejo;All;5837;1675;0;7512;59998;26373;1;86372;33594;26404;59998;0,127981536;0,071659251;0,056322285;0,127981536
11;REGIONAL;15/03/2021;2021;11;ARS Alentejo;All;3715;7740;0;11455;63713;34113;1;97827;29569;34145;63714;0,13590599;0,063073536;0,072834587;0,135908123
12;REGIONAL;22/03/2021;2021;12;ARS Alentejo;All;11918;2114;0;14032;75631;36227;1;111859;39372;36261;75633;0,161328237;0,083984283;0,07734822;0,161332503
13;REGIONAL;29/03/2021;2021;13;ARS Alentejo;All;6157;6296;0;12453;81788;42523;1;124312;39230;42560;81790;0,174461713;0,083681384;0,090784596;0,174465979
14;REGIONAL;05/04/2021;2021;14;ARS Alentejo;All;14057;4315;0;18372;95845;46838;1;142684;48969;46880;95849;0,204446653;0,104455612;0,099999573;0,204455186
15;REGIONAL;12/04/2021;2021;15;ARS Alentejo;All;21913;2970;0;24883;117758;49808;1;167567;67909;49854;117763;0,251189201;0,144856464;0,106343403;0,251199867
16;REGIONAL;19/04/2021;2021;16;ARS Alentejo;All;11376;5965;1;17342;129134;55773;2;184909;73317;55822;129139;0,275455309;0,156392251;0,119073724;0,275465975
17;REGIONAL;26/04/2021;2021;17;ARS Alentejo;All;20224;2785;0;23009;149358;58558;2;207918;90759;58610;149369;0,318595057;0,193597724;0,125020798;0,318618521
18;REGIONAL;03/05/2021;2021;18;ARS Alentejo;All;13682;14331;1;28014;163040;72889;3;235932;93215;72951;166166;0,347780086;0,198836609;0,155611537;0,354448147
19;REGIONAL;10/05/2021;2021;19;ARS Alentejo;All;17437;15276;0;32713;180477;88165;3;268645;95864;88245;184109;0,384974893;0,204487182;0,188235118;0,392722301
