;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
154;REGIONAL;01/03/21;2021;9;ARS Norte;All;47872;7004;2;54878;251042;95654;20;346716;155396;95654;251050;0,070518386;0,026869471;0,043651163;0,026869471;0,070520634
155;REGIONAL;08/03/21;2021;10;ARS Norte;All;25443;14088;0;39531;276485;109742;20;386247;166757;109742;276499;0,077665395;0,030826829;0,046842499;0,030826829;0,077669327
156;REGIONAL;15/03/21;2021;11;ARS Norte;All;26700;42259;4;68963;303185;152001;24;455210;151200;152001;303201;0,085165498;0,042697498;0,042472495;0,042697498;0,085169993
157;REGIONAL;22/03/21;2021;12;ARS Norte;All;88839;2252;0;91091;392024;154253;24;546301;237791;154253;392044;0,110120617;0,043330091;0,066796144;0,043330091;0,110126235
158;REGIONAL;29/03/21;2021;13;ARS Norte;All;53991;32577;1;86569;446015;186830;25;632870;259223;186830;446053;0,125286837;0,052481059;0,072816452;0,052481059;0,125297511
159;REGIONAL;05/04/21;2021;14;ARS Norte;All;82272;13545;5;95822;528287;200375;30;728692;327975;200375;528350;0,148397267;0,056285887;0,092129077;0,056285887;0,148414964
160;REGIONAL;12/04/21;2021;15;ARS Norte;All;135703;19069;3;154775;663990;219444;33;883467;444612;219444;664056;0,186516612;0,061642421;0,12489273;0,061642421;0,186535152
161;REGIONAL;19/04/21;2021;16;ARS Norte;All;64898;46318;2;111218;728888;265762;35;994685;463193;265762;728955;0,204746638;0,074653275;0,130112184;0,074653275;0,204765459
162;REGIONAL;26/04/21;2021;17;ARS Norte;All;126230;36635;3;162868;855118;302397;38;1157553;552808;302397;855205;0,240204992;0,084944147;0,155285283;0,084944147;0,24022943
163;REGIONAL;03/05/21;2021;18;ARS Norte;All;154902;73009;4;227915;1010020;375406;42;1385468;634892;375406;1010298;0,283717388;0,105452575;0,178342904;0,105452575;0,283795479
164;REGIONAL;10/05/21;2021;19;ARS Norte;All;99336;100690;8;200034;1109356;476096;50;1585502;640233;476096;1116329;0,311621143;0,133736672;0,179843206;0,133736672;0,313579878
165;REGIONAL;17/05/21;2021;20;ARS Norte;All;110291;70788;6;181085;1219647;546884;56;1766587;687311;546884;1234195;0,342602188;0,153621216;0,193067545;0,153621216;0,346688761
166;REGIONAL;24/05/21;2021;21;ARS Norte;All;72595;128473;22;201090;1292242;675357;78;1967677;651478;675357;1326835;0,362994322;0,189709634;0,183001957;0,189709634;0,372711591
167;REGIONAL;31/05/21;2021;22;ARS Norte;All;54464;171968;35;226467;1346706;847325;113;2194144;558094;847325;1405419;0,378293409;0,238015917;0,156770135;0,238015917;0,394786052
168;REGIONAL;07/06/21;2021;23;ARS Norte;All;105998;105956;13;211967;1452704;953281;126;2406111;565717;953281;1518998;0,408068538;0,267779248;0,158911457;0,267779248;0,426690704
169;REGIONAL;14/06/21;2021;24;ARS Norte;All;104257;151353;15;255625;1556961;1104634;141;2661736;533784;1104634;1638418;0,437354615;0,31029472;0,14994139;0,31029472;0,46023611
170;REGIONAL;21/06/21;2021;25;ARS Norte;All;145153;104270;7;249430;1702114;1208904;148;2911166;590698;1208904;1799602;0,478128491;0,339584449;0,165928688;0,339584449;0,505513138
171;REGIONAL;28/06/21;2021;26;ARS Norte;All;161739;115400;13;277152;1863853;1324304;161;3188318;642454;1324304;1966758;0,52356142;0,372000626;0,180467091;0,372000626;0,552467717
172;REGIONAL;05/07/21;2021;27;ARS Norte;All;173948;156380;22;330350;2037801;1480684;183;3518668;673881;1480684;2154565;0,57242389;0,415928197;0,189295021;0,415928197;0,605223218
173;REGIONAL;12/07/21;2021;28;ARS Norte;All;103863;154557;19;258439;2141664;1635241;202;3777107;671545;1635241;2306786;0,601599292;0,459343682;0,188638832;0,459343682;0,647982514
174;REGIONAL;19/07/21;2021;29;ARS Norte;All;50975;187359;11;238345;2192639;1822600;213;4015452;585938;1822600;2408538;0,615918309;0,511973339;0,164591591;0,511973339;0,67656493
175;REGIONAL;04/01/21;2021;1;RA_Madeira;All;1726;0;0;1726;2366;0;0;2366;2366;0;2366;0,009317785;0;0,009317785;0;0,009317785
176;REGIONAL;11/01/21;2021;2;RA_Madeira;All;1762;0;0;1762;4128;0;0;4128;4128;0;4128;0,016256897;0;0,016256897;0;0,016256897
177;REGIONAL;18/01/21;2021;3;RA_Madeira;All;1081;539;0;1620;5209;539;0;5748;4670;539;5209;0,020514093;0,002122691;0,018391402;0,002122691;0,020514093
178;REGIONAL;25/01/21;2021;4;RA_Madeira;All;410;1632;0;2042;5619;2171;0;7790;3448;2171;5619;0,022128756;0,008549836;0,01357892;0,008549836;0,022128756
179;REGIONAL;01/02/21;2021;5;RA_Madeira;All;2236;1521;0;3757;7855;3692;0;11547;4163;3692;7855;0,030934575;0,014539841;0,016394734;0,014539841;0,030934575
180;REGIONAL;08/02/21;2021;6;RA_Madeira;All;3164;1088;0;4252;11019;4780;0;15799;6239;4780;11019;0,043395045;0,018824604;0,024570441;0,018824604;0,043395045
181;REGIONAL;15/02/21;2021;7;RA_Madeira;All;2502;639;0;3141;13521;5419;0;18940;8102;5419;13521;0,053248426;0,021341115;0,03190731;0,021341115;0,053248426
182;REGIONAL;22/02/21;2021;8;RA_Madeira;All;2259;2156;0;4415;15780;7575;0;23355;8205;7575;15780;0,062144823;0,029831878;0,032312945;0,029831878;0,062144823
183;REGIONAL;01/03/21;2021;9;RA_Madeira;All;1437;3120;0;4557;17217;10695;0;27912;6523;10695;17218;0,067804019;0,042119068;0,02568889;0,042119068;0,067807958
184;REGIONAL;08/03/21;2021;10;RA_Madeira;All;4906;2399;0;7305;22123;13094;0;35217;9030;13094;22124;0,087124837;0,051566814;0,035561962;0,051566814;0,087128775
185;REGIONAL;15/03/21;2021;11;RA_Madeira;All;3122;2352;0;5474;25245;15446;0;40691;9800;15446;25246;0,099419903;0,060829464;0,038594377;0,060829464;0,099423841
186;REGIONAL;22/03/21;2021;12;RA_Madeira;All;5295;183;0;5478;30540;15629;0;46169;14912;15629;30541;0,120272681;0,061550155;0,058726464;0,061550155;0,120276619
187;REGIONAL;29/03/21;2021;13;RA_Madeira;All;1213;1264;0;2477;31753;16893;0;48646;14861;16893;31754;0,12504972;0,066528042;0,058525616;0,066528042;0,125053658
188;REGIONAL;05/04/21;2021;14;RA_Madeira;All;10225;1303;0;11528;41978;18196;0;60174;23783;18196;41979;0,165317833;0,071659519;0,093662252;0,071659519;0,165321771
189;REGIONAL;12/04/21;2021;15;RA_Madeira;All;8444;1306;0;9750;50422;19502;0;69924;30921;19502;50423;0,198572008;0,07680281;0,121773136;0,07680281;0,198575946
190;REGIONAL;19/04/21;2021;16;RA_Madeira;All;9834;2132;0;11966;60256;21634;0;81890;38624;21634;60258;0,237300284;0,085199056;0,152109104;0,085199056;0,23730816
191;REGIONAL;26/04/21;2021;17;RA_Madeira;All;8834;808;0;9642;69090;22442;0;91532;46651;22442;69093;0,272090358;0,088381123;0,183721049;0,088381123;0,272102173
192;REGIONAL;03/05/21;2021;18;RA_Madeira;All;7622;5294;0;12916;76712;27736;0;104448;48979;27736;76715;0,302107332;0,109229963;0,192889183;0,109229963;0,302119146
193;REGIONAL;10/05/21;2021;19;RA_Madeira;All;11614;6444;0;18058;88326;34180;0;122506;54151;34180;88331;0,347845607;0,134607735;0,213257562;0,134607735;0,347865298
194;REGIONAL;17/05/21;2021;20;RA_Madeira;All;2347;7619;0;9966;90673;41799;0;132472;48879;41799;90678;0,357088566;0,164612894;0,192495363;0,164612894;0,357108257
195;REGIONAL;24/05/21;2021;21;RA_Madeira;All;3455;8983;0;12438;94128;50782;0;144910;43353;50782;94135;0,370695053;0,199989761;0,17073286;0,199989761;0,370722621
196;REGIONAL;31/05/21;2021;22;RA_Madeira;All;7575;10940;0;18515;101703;61722;0;163425;40298;61722;102020;0,400526931;0,243073688;0,158701654;0,243073688;0,401775341
197;REGIONAL;07/06/21;2021;23;RA_Madeira;All;3613;15307;0;18920;105316;77029;0;182345;30703;77029;107732;0,414755654;0,303355742;0,120914608;0,303355742;0,42427035
198;REGIONAL;14/06/21;2021;24;RA_Madeira;All;3516;8101;0;11617;108832;85130;0;193962;28638;85130;113768;0,428602372;0,335259114;0,112782221;0,335259114;0,448041335
199;REGIONAL;21/06/21;2021;25;RA_Madeira;All;12571;3700;0;16271;121403;88830;0;210233;37653;88830;126483;0,478109506;0,34983046;0,14828511;0,34983046;0,49811557
200;REGIONAL;28/06/21;2021;26;RA_Madeira;All;9936;12284;0;22220;131339;101114;0;232453;35480;101114;136594;0,517239478;0,398207331;0,139727398;0,398207331;0,537934728
201;REGIONAL;05/07/21;2021;27;RA_Madeira;All;12437;6886;0;19323;143776;108000;0;251776;41411;108000;149411;0,566218893;0,425325788;0,163084872;0,425325788;0,58841066
202;REGIONAL;12/07/21;2021;28;RA_Madeira;All;10371;5556;0;15927;154147;113556;0;267703;47465;113556;161021;0,607061983;0,447206437;0,186926746;0,447206437;0,634133182
203;REGIONAL;19/07/21;2021;29;RA_Madeira;All;4159;14645;0;18804;158306;128201;0;286507;39344;128201;167545;0,623440964;0,504881401;0,154944609;0,504881401;0,65982601
204;REGIONAL;04/01/21;2021;1;RA_Acores;All;3642;3;0;3645;5624;3;0;5627;5621;3;5624;0,023220383;1,24E-05;0,023207997;1,23864E-05;0,023220383
205;REGIONAL;11/01/21;2021;2;RA_Acores;All;1;0;0;1;5625;3;0;5628;5622;3;5625;0,023224512;1,24E-05;0,023212125;1,23864E-05;0,023224512
206;REGIONAL;18/01/21;2021;3;RA_Acores;All;27;1921;7;1955;5652;1924;7;7583;3728;1924;5652;0,02333599;0,007943815;0,015392174;0,007943815;0,02333599
207;REGIONAL;25/01/21;2021;4;RA_Acores;All;279;3494;47;3820;5931;5418;54;11403;513;5418;5931;0,024487925;0,02236985;0,002118075;0,02236985;0,024487925
208;REGIONAL;01/02/21;2021;5;RA_Acores;All;1878;17;0;1895;7809;5435;54;13298;2374;5435;7809;0,032241816;0,022440039;0,009801776;0,022440039;0,032241816
209;REGIONAL;08/02/21;2021;6;RA_Acores;All;1059;2;0;1061;8868;5437;54;14359;3431;5437;8868;0,036614217;0,022448297;0,01416592;0,022448297;0,036614217
210;REGIONAL;15/02/21;2021;7;RA_Acores;All;2073;322;3;2398;10941;5759;57;16757;5182;5759;10941;0,045173224;0,023777771;0,021395453;0,023777771;0,045173224
211;REGIONAL;22/02/21;2021;8;RA_Acores;All;1476;1609;13;3098;12417;7368;70;19855;5049;7368;12417;0,051267336;0,030421014;0,020846322;0,030421014;0,051267336
212;REGIONAL;01/03/21;2021;9;RA_Acores;All;755;1155;8;1918;13172;8523;78;21773;4649;8523;13172;0,054384581;0,03518978;0,019194801;0,03518978;0,054384581
213;REGIONAL;08/03/21;2021;10;RA_Acores;All;2627;2053;9;4689;15799;10576;87;26462;5223;10576;15799;0,065230945;0,043666211;0,021564733;0,043666211;0,065230945
214;REGIONAL;15/03/21;2021;11;RA_Acores;All;2531;1436;8;3975;18330;12012;95;30437;6319;12012;18331;0,075680943;0,049595171;0,026089901;0,049595171;0,075685071
215;REGIONAL;22/03/21;2021;12;RA_Acores;All;4115;730;0;4845;22445;12742;95;35282;9704;12742;22446;0,092670963;0,052609196;0,040065896;0,052609196;0,092675092
216;REGIONAL;29/03/21;2021;13;RA_Acores;All;1969;764;0;2733;24414;13506;95;38015;10910;13506;24416;0,100800575;0,055763601;0,045045231;0,055763601;0,100808832
217;REGIONAL;05/04/21;2021;14;RA_Acores;All;3889;2358;0;6247;28303;15864;95;44262;12443;15864;28307;0,116857486;0,065499317;0,051374685;0,065499317;0,116874001
218;REGIONAL;12/04/21;2021;15;RA_Acores;All;4242;2407;0;6649;32545;18271;95;50911;14278;18271;32549;0,134371865;0,075437343;0,058951037;0,075437343;0,13438838
219;REGIONAL;19/04/21;2021;16;RA_Acores;All;7995;1061;0;9056;40540;19332;95;59967;21212;19332;40544;0,167381638;0,079818002;0,08758015;0,079818002;0,167398153
220;REGIONAL;26/04/21;2021;17;RA_Acores;All;9271;2964;1;12236;49811;22296;96;72203;27521;22296;49817;0,205659762;0,092055772;0,113628763;0,092055772;0,205684535
221;REGIONAL;03/05/21;2021;18;RA_Acores;All;9754;2834;0;12588;59565;25130;96;84791;34443;25130;59573;0,245932098;0,103756797;0,142208331;0,103756797;0,245965128
222;REGIONAL;10/05/21;2021;19;RA_Acores;All;9461;2309;1;11771;69026;27439;97;96562;41595;27439;69034;0,284994694;0,113290201;0,171737524;0,113290201;0,285027725
223;REGIONAL;17/05/21;2021;20;RA_Acores;All;12171;5083;0;17254;81197;32522;97;113816;48684;32522;81206;0,335246345;0,134276902;0,201006602;0,134276902;0,335283504
224;REGIONAL;24/05/21;2021;21;RA_Acores;All;5668;8206;0;13874;86865;40728;97;127690;46146;40728;86874;0,358648395;0,168157852;0,190527702;0,168157852;0,358685555
225;REGIONAL;31/05/21;2021;22;RA_Acores;All;5492;10131;1;15624;92357;50859;98;143314;41509;50859;92368;0,381323777;0,209986747;0,171382447;0,209986747;0,381369193
226;REGIONAL;07/06/21;2021;23;RA_Acores;All;7915;11994;4;19913;100272;62853;102;163227;37430;62853;100283;0,414003245;0,259507599;0,154541063;0,259507599;0,414048662
227;REGIONAL;14/06/21;2021;24;RA_Acores;All;9308;7709;2;17019;109580;70562;104;180246;39503;70562;110065;0,452434135;0,291336535;0,16310007;0,291336535;0,454436604
228;REGIONAL;21/06/21;2021;25;RA_Acores;All;7546;10138;3;17687;117126;80700;107;197933;39726;80700;120426;0,483590076;0,33319433;0,164020793;0,33319433;0,497215123
229;REGIONAL;28/06/21;2021;26;RA_Acores;All;6698;12527;7;19232;123824;93227;114;217165;35445;93227;128672;0,511244793;0,384915834;0,146345391;0,384915834;0,531261225
230;REGIONAL;05/07/21;2021;27;RA_Acores;All;6056;16127;8;22191;129880;109354;122;239356;27108;109354;136462;0,536248818;0,451501026;0,111923568;0,451501026;0,563424594
231;REGIONAL;12/07/21;2021;28;RA_Acores;All;2792;11335;3;14130;132672;120689;125;253486;20189;120689;140878;0,547776434;0,498300998;0,083356386;0,498300998;0,581657384
232;REGIONAL;19/07/21;2021;29;RA_Acores;All;5682;8769;3;14454;138354;129458;128;267940;18885;129458;148343;0,571236287;0,534506464;0,077972428;0,534506464;0,612478891
233;AGES;04/01/21;2021;1;All;0-17 anos;4;0;0;4;6;0;0;6;6;0;6;3,53E-06;0;3,53E-06;0;3,52591E-06
234;AGES;04/01/21;2021;1;All;18-24 anos;1787;2;0;1789;3142;2;0;3144;3140;2;3142;0,004022146;2,56E-06;0,004019586;2,56025E-06;0,004022146
235;AGES;04/01/21;2021;1;All;25-49 anos;27458;36;0;27494;51178;40;0;51218;51142;40;51182;0,015361568;1,20E-05;0,015350762;1,20064E-05;0,015362768
236;AGES;04/01/21;2021;1;All;50-64 anos;12975;8;0;12983;22180;8;0;22188;22173;8;22181;0,010201543;3,68E-06;0,010198323;3,67955E-06;0,010202003
237;AGES;04/01/21;2021;1;All;65-79 anos;2306;0;0;2306;3258;0;0;3258;3258;0;3258;0,002001157;0;0,002001157;0;0,002001157
238;AGES;04/01/21;2021;1;All;80 ou mais anos;3811;3;0;3814;4079;3;0;4082;4076;3;4079;0,005984536;4,40E-06;0,005980135;4,40147E-06;0,005984536
239;AGES;04/01/21;2021;1;All;Desconhecido;1;0;0;1;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
240;AGES;11/01/21;2021;2;All;0-17 anos;15;0;0;15;21;0;0;21;21;0;21;1,23E-05;0;1,23E-05;0;1,23407E-05
241;AGES;11/01/21;2021;2;All;18-24 anos;1399;56;0;1455;4541;58;0;4599;4483;58;4541;0,005813038;7,42E-05;0,005738791;7,42471E-05;0,005813038
242;AGES;11/01/21;2021;2;All;25-49 anos;16403;783;0;17186;67581;823;0;68404;66762;823;67585;0,020285086;0,000247031;0,020039255;0,000247031;0,020286286
243;AGES;11/01/21;2021;2;All;50-64 anos;11659;302;0;11961;33839;310;0;34149;33530;310;33840;0,015564022;0,000142582;0,015421899;0,000142582;0,015564482
244;AGES;11/01/21;2021;2;All;65-79 anos;5521;27;0;5548;8779;27;0;8806;8752;27;8779;0,005392314;1,66E-05;0,00537573;1,65842E-05;0,005392314
245;AGES;11/01/21;2021;2;All;80 ou mais anos;14475;0;1;14476;18554;3;1;18558;18551;3;18554;0,027221644;4,40E-06;0,027217242;4,40147E-06;0,027221644
246;AGES;11/01/21;2021;2;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
247;AGES;18/01/21;2021;3;All;0-17 anos;69;1;0;70;90;1;0;91;89;1;90;5,29E-05;5,88E-07;5,23E-05;5,87652E-07;5,28887E-05
248;AGES;18/01/21;2021;3;All;18-24 anos;3807;1195;0;5002;8348;1253;0;9601;7095;1253;8348;0,010686466;0,001603994;0,009082472;0,001603994;0,010686466
249;AGES;18/01/21;2021;3;All;25-49 anos;37328;21698;5;59031;104909;22521;5;127435;82392;22521;104913;0,031489443;0,006759894;0,024730749;0,006759894;0,031490644
250;AGES;18/01/21;2021;3;All;50-64 anos;27373;8567;2;35942;61212;8877;2;70091;52336;8877;61213;0,02815405;0,004082917;0,024071593;0,004082917;0,02815451
251;AGES;18/01/21;2021;3;All;65-79 anos;14061;908;1;14970;22840;935;1;23776;21905;935;22840;0,014028984;0,000574304;0,01345468;0,000574304;0,014028984
252;AGES;18/01/21;2021;3;All;80 ou mais anos;39025;259;2;39286;57579;262;3;57844;57317;262;57579;0,084477472;0,000384395;0,084093076;0,000384395;0,084477472
253;AGES;18/01/21;2021;3;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
254;AGES;25/01/21;2021;4;All;0-17 anos;14;3;0;17;104;4;0;108;100;4;104;6,11E-05;2,35E-06;5,88E-05;2,35061E-06;6,11158E-05
255;AGES;25/01/21;2021;4;All;18-24 anos;1367;1624;1;2992;9715;2877;1;12593;6839;2877;9716;0,012436394;0,003682914;0,00875476;0,003682914;0,012437674
256;AGES;25/01/21;2021;4;All;25-49 anos;15536;26033;19;41588;120445;48554;24;169023;71895;48554;120449;0,036152722;0,014573949;0,021579974;0,014573949;0,036153923
257;AGES;25/01/21;2021;4;All;50-64 anos;10728;12396;11;23135;71940;21273;13;93226;50668;21273;71941;0,033088322;0,009784374;0,023304407;0,009784374;0,033088781
258;AGES;25/01/21;2021;4;All;65-79 anos;6477;2139;14;8630;29317;3074;15;32406;26243;3074;29317;0,018007344;0,001888139;0,016119205;0,001888139;0,018007344
259;AGES;25/01/21;2021;4;All;80 ou mais anos;7354;3385;23;10762;64933;3647;26;68606;61286;3647;64933;0,095266949;0,005350724;0,089916225;0,005350724;0,095266949
260;AGES;25/01/21;2021;4;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
261;AGES;01/02/21;2021;5;All;0-17 anos;34;4;0;38;138;8;0;146;130;8;138;8,11E-05;4,70E-06;7,64E-05;4,70122E-06;8,1096E-05
262;AGES;01/02/21;2021;5;All;18-24 anos;973;934;0;1907;10688;3811;1;14500;6878;3811;10689;0,013681953;0,004878548;0,008804685;0,004878548;0,013683234
263;AGES;01/02/21;2021;5;All;25-49 anos;9946;12502;1;22449;130391;61056;25;191472;69342;61056;130398;0,03913811;0,018326544;0,020813667;0,018326544;0,039140211
264;AGES;01/02/21;2021;5;All;50-64 anos;5515;9198;1;14714;77455;30471;14;107940;46985;30471;77456;0,035624909;0,014014933;0,021610436;0,014014933;0,035625369
265;AGES;01/02/21;2021;5;All;65-79 anos;2708;4170;0;6878;32025;7244;15;39284;24782;7244;32026;0,019670675;0,004449473;0,015221816;0,004449473;0,019671289
266;AGES;01/02/21;2021;5;All;80 ou mais anos;4519;10640;0;15159;69452;14287;26;83765;55165;14287;69452;0,101897035;0,020961282;0,080935753;0,020961282;0,101897035
267;AGES;01/02/21;2021;5;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
268;AGES;08/02/21;2021;6;All;0-17 anos;36;67;0;103;174;75;0;249;99;75;174;0,000102251;4,41E-05;5,82E-05;4,40739E-05;0,000102251
269;AGES;08/02/21;2021;6;All;18-24 anos;1453;3045;0;4498;12141;6856;1;18998;5286;6856;12142;0,015541972;0,008776523;0,00676673;0,008776523;0,015543252
270;AGES;08/02/21;2021;6;All;25-49 anos;13774;30755;4;44533;144165;91811;29;236005;52361;91811;144172;0,043272508;0,027557953;0,015716657;0,027557953;0,043274609
271;AGES;08/02/21;2021;6;All;50-64 anos;6846;22240;3;29089;84301;52711;17;137029;31591;52711;84302;0,038773681;0,024244072;0,014530069;0,024244072;0,038774141
272;AGES;08/02/21;2021;6;All;65-79 anos;3701;11492;2;15195;35726;18736;17;54479;16991;18736;35727;0,021943936;0,01150819;0,01043636;0,01150819;0,02194455
273;AGES;08/02/21;2021;6;All;80 ou mais anos;14892;31537;2;46431;84344;45824;28;130196;38520;45824;84344;0,123745947;0,067231033;0,056514914;0,067231033;0,123745947
274;AGES;08/02/21;2021;6;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
275;AGES;15/02/21;2021;7;All;0-17 anos;32;16;0;48;206;91;0;297;115;91;206;0,000121056;5,35E-05;6,76E-05;5,34763E-05;0,000121056
276;AGES;15/02/21;2021;7;All;18-24 anos;2288;1728;0;4016;14429;8584;1;23014;5846;8584;14430;0,018470893;0,010988575;0,007483598;0,010988575;0,018472173
277;AGES;15/02/21;2021;7;All;25-49 anos;22193;18927;7;41127;166358;110738;36;277132;55627;110738;166365;0,04993395;0,033239073;0,016696978;0,033239073;0,049936051
278;AGES;15/02/21;2021;7;All;50-64 anos;25041;12930;2;37973;109342;65641;19;175002;43702;65641;109343;0,050291121;0,030191139;0,020100442;0,030191139;0,050291581
279;AGES;15/02/21;2021;7;All;65-79 anos;5034;7208;3;12245;40760;25944;20;66724;14817;25944;40761;0,025035963;0,01593555;0,009101027;0,01593555;0,025036577
280;AGES;15/02/21;2021;7;All;80 ou mais anos;48665;9246;2;57913;133009;55070;30;188109;77939;55070;133009;0,195145175;0,080796373;0,114348802;0,080796373;0,195145175
281;AGES;15/02/21;2021;7;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
282;AGES;22/02/21;2021;8;All;0-17 anos;21;32;0;53;227;123;0;350;104;123;227;0,000133397;7,23E-05;6,11E-05;7,22812E-05;0,000133397
283;AGES;22/02/21;2021;8;All;18-24 anos;1290;695;1;1986;15719;9279;2;25000;6441;9279;15720;0,020122252;0,01187826;0,008245272;0,01187826;0,020123532
284;AGES;22/02/21;2021;8;All;25-49 anos;11412;7258;7;18677;177770;117996;43;295809;59781;117996;177777;0,053359371;0,035417632;0,017943841;0,035417632;0,053361472
285;AGES;22/02/21;2021;8;All;50-64 anos;49722;4954;2;54678;159064;70595;21;229680;88470;70595;159065;0,073160422;0,032469698;0,040691184;0,032469698;0,073160882
286;AGES;22/02/21;2021;8;All;65-79 anos;11603;2428;2;14033;52363;28372;22;80757;23992;28372;52364;0,032162859;0,017426898;0,014736576;0,017426898;0,032163473
287;AGES;22/02/21;2021;8;All;80 ou mais anos;102615;5185;4;107804;235624;60255;34;295913;175369;60255;235624;0,34569756;0,088403586;0,257293974;0,088403586;0,34569756
288;AGES;22/02/21;2021;8;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
289;AGES;01/03/21;2021;9;All;0-17 anos;10;29;0;39;237;152;0;389;85;152;237;0,000139274;8,93E-05;5,00E-05;8,93231E-05;0,000139274
290;AGES;01/03/21;2021;9;All;18-24 anos;891;1020;1;1912;16610;10299;3;26912;6313;10299;16612;0,021262841;0,013183986;0,008081416;0,013183986;0,021265401
291;AGES;01/03/21;2021;9;All;25-49 anos;7398;9903;5;17306;185168;127899;48;313115;57282;127899;185181;0,055579952;0,038390112;0,017193742;0,038390112;0,055583854
292;AGES;01/03/21;2021;9;All;50-64 anos;30021;5943;4;35968;189085;76538;25;265648;112551;76538;189089;0,08696838;0,035203141;0,051767079;0,035203141;0,08697022
293;AGES;01/03/21;2021;9;All;65-79 anos;13146;3769;2;16917;65509;32141;24;97674;33372;32141;65513;0,04023751;0,019741926;0,020498041;0,019741926;0,040239967
294;AGES;01/03/21;2021;9;All;80 ou mais anos;87223;12797;1;100021;322847;73052;35;395934;249795;73052;322847;0,473667454;0,107178803;0,366488652;0,107178803;0,473667454
295;AGES;01/03/21;2021;9;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
296;AGES;08/03/21;2021;10;All;0-17 anos;14;25;0;39;251;177;0;428;74;177;251;0,000147501;0,000104014;4,35E-05;0,000104014;0,000147501
297;AGES;08/03/21;2021;10;All;18-24 anos;1328;638;1;1967;17938;10937;4;28879;7006;10937;17943;0,022962844;0,014000704;0,008968541;0,014000704;0,022969245
298;AGES;08/03/21;2021;10;All;25-49 anos;16021;6124;7;22152;201189;134023;55;335267;67189;134023;201212;0,060388809;0,040228289;0,020167423;0,040228289;0,060395712
299;AGES;08/03/21;2021;10;All;50-64 anos;21953;4259;1;26213;211038;80797;26;291861;130248;80797;211045;0,097065516;0,037162039;0,059906696;0,037162039;0,097068735
300;AGES;08/03/21;2021;10;All;65-79 anos;15695;3493;1;19189;81204;35634;25;116863;45578;35634;81212;0,04987783;0,021887427;0,027995317;0,021887427;0,049882744
301;AGES;08/03/21;2021;10;All;80 ou mais anos;40147;37315;3;77465;362994;110367;38;473399;252627;110367;362994;0,532569433;0,161925791;0,370643642;0,161925791;0,532569433
302;AGES;08/03/21;2021;10;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
303;AGES;15/03/21;2021;11;All;0-17 anos;2;23;0;25;253;200;0;453;53;200;253;0,000148676;0,00011753;3,11E-05;0,00011753;0,000148676
304;AGES;15/03/21;2021;11;All;18-24 anos;247;379;1;627;18185;11316;5;29506;6875;11316;18191;0,023279035;0,014485871;0,008800845;0,014485871;0,023286716
305;AGES;15/03/21;2021;11;All;25-49 anos;4373;3096;3;7472;205562;137119;58;342739;68470;137119;205589;0,061701407;0,041157583;0,020551927;0,041157583;0,061709511
306;AGES;15/03/21;2021;11;All;50-64 anos;4270;2273;3;6546;215308;83070;29;298407;132250;83070;215320;0,099029474;0,038207491;0,060827502;0,038207491;0,099034993
307;AGES;15/03/21;2021;11;All;65-79 anos;18035;6785;4;24824;99239;42419;29;141687;56832;42419;99251;0,060955445;0,026054969;0,034907847;0,026054969;0,060962816
308;AGES;15/03/21;2021;11;All;80 ou mais anos;54381;97421;8;151810;417375;207788;46;625209;209587;207788;417375;0,612354935;0,304857759;0,307497176;0,304857759;0,612354935
309;AGES;15/03/21;2021;11;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
310;AGES;22/03/21;2021;12;All;0-17 anos;26;9;0;35;279;209;0;488;70;209;279;0,000163955;0,000122819;4,11E-05;0,000122819;0,000163955
311;AGES;22/03/21;2021;12;All;18-24 anos;3114;125;0;3239;21299;11441;5;32745;9865;11441;21306;0,027265337;0,014645886;0,012628412;0,014645886;0,027274298
312;AGES;22/03/21;2021;12;All;25-49 anos;41863;1353;1;43217;247425;138472;59;385956;108983;138472;247455;0,074266988;0,041563699;0,032712293;0,041563699;0,074275993
