;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
1;REGIONAL;08/02/2021;2021;6;Outro;All;69;119;0;188;692;443;1;1136;NA;NA;NA;NA
2;REGIONAL;15/02/2021;2021;7;Outro;All;146;106;1;253;838;549;2;1389;NA;NA;NA;NA
3;REGIONAL;22/02/2021;2021;8;Outro;All;73;19;0;92;911;568;2;1481;NA;NA;NA;NA
4;REGIONAL;01/03/2021;2021;9;Outro;All;55;41;0;96;966;609;2;1577;NA;NA;NA;NA
5;REGIONAL;08/03/2021;2021;10;Outro;All;277;13;0;290;1243;622;2;1867;NA;NA;NA;NA
6;REGIONAL;15/03/2021;2021;11;Outro;All;19;27;0;46;1262;649;2;1913;NA;NA;NA;NA
7;REGIONAL;22/03/2021;2021;12;Outro;All;312;4;0;316;1574;653;2;2229;NA;NA;NA;NA
8;REGIONAL;29/03/2021;2021;13;Outro;All;317;11;0;328;1891;664;2;2557;NA;NA;NA;NA
9;REGIONAL;05/04/2021;2021;14;Outro;All;56;16;0;72;1947;680;2;2629;NA;NA;NA;NA
10;REGIONAL;12/04/2021;2021;15;Outro;All;245;8;0;253;2192;688;2;2882;NA;NA;NA;NA
11;REGIONAL;19/04/2021;2021;16;Outro;All;85;24;0;109;2277;712;2;2991;NA;NA;NA;NA
12;REGIONAL;26/04/2021;2021;17;Outro;All;177;15;0;192;2454;727;2;3183;NA;NA;NA;NA
13;REGIONAL;03/05/2021;2021;18;Outro;All;113;63;0;176;2567;790;2;3359;NA;NA;NA;NA
14;REGIONAL;08/02/2021;2021;6;ARS Alentejo;All;3337;8775;1;12113;27553;17360;1;44914;0,059039191;0,03719814;NA;NA
15;REGIONAL;15/02/2021;2021;7;ARS Alentejo;All;4042;2807;0;6849;31595;20167;1;51763;0,067700186;0,043212839;NA;NA
16;REGIONAL;22/02/2021;2021;8;ARS Alentejo;All;12006;1647;0;13653;43601;21814;1;65416;0,093426043;0,046741949;NA;NA
17;REGIONAL;01/03/2021;2021;9;ARS Alentejo;All;10411;2827;0;13238;54012;24641;1;78654;0,115734213;0,052799503;NA;NA
18;REGIONAL;08/03/2021;2021;10;ARS Alentejo;All;5790;1671;0;7461;59802;26312;1;86115;0,128140736;0,056380038;NA;NA
19;REGIONAL;15/03/2021;2021;11;ARS Alentejo;All;3678;7720;0;11398;63480;34032;1;97513;0,13602177;0,072922068;NA;NA
20;REGIONAL;22/03/2021;2021;12;ARS Alentejo;All;11854;2097;0;13951;75334;36129;1;111464;0,161421929;0,077415415;NA;NA
21;REGIONAL;29/03/2021;2021;13;ARS Alentejo;All;6116;6262;0;12378;81450;42391;1;123842;0,174526988;0,090833315;NA;NA
22;REGIONAL;05/04/2021;2021;14;ARS Alentejo;All;14022;4286;0;18308;95472;46677;1;142150;0,204572629;0,100017142;NA;NA
23;REGIONAL;12/04/2021;2021;15;ARS Alentejo;All;21777;2950;0;24727;117249;49627;1;166877;0,251235295;0,106338255;NA;NA
24;REGIONAL;19/04/2021;2021;16;ARS Alentejo;All;11261;5939;2;17202;128510;55566;3;184079;0,275364803;0,119064047;NA;NA
25;REGIONAL;26/04/2021;2021;17;ARS Alentejo;All;20058;2758;0;22816;148568;58324;3;206895;0,318344083;0,124973751;NA;NA
26;REGIONAL;03/05/2021;2021;18;ARS Alentejo;All;16653;11012;1;27666;165221;69336;4;234561;0,354027299;0,148569714;NA;NA
27;REGIONAL;08/02/2021;2021;6;ARS Algarve;All;2378;2896;1;5275;12737;6304;1;19042;0,029052978;0,014379365;NA;NA
28;REGIONAL;15/02/2021;2021;7;ARS Algarve;All;3171;2111;0;5282;15908;8415;1;24324;0,036286;0,019194537;NA;NA
29;REGIONAL;22/02/2021;2021;8;ARS Algarve;All;8442;1065;0;9507;24350;9480;1;33831;0,055542123;0,021623792;NA;NA
30;REGIONAL;01/03/2021;2021;9;ARS Algarve;All;4600;549;0;5149;28950;10029;1;38980;0,06603468;0,022876056;NA;NA
31;REGIONAL;08/03/2021;2021;10;ARS Algarve;All;5052;1535;0;6587;34002;11564;1;45567;0,077558245;0,026377376;NA;NA
32;REGIONAL;15/03/2021;2021;11;ARS Algarve;All;2641;2993;0;5634;36643;14557;1;51201;0,083582341;0,033204381;NA;NA
33;REGIONAL;22/03/2021;2021;12;ARS Algarve;All;9348;4281;0;13629;45991;18838;1;64830;0,104905042;0,042969302;NA;NA
34;REGIONAL;29/03/2021;2021;13;ARS Algarve;All;4185;2905;0;7090;50176;21743;1;71920;0,114450988;0,04959558;NA;NA
35;REGIONAL;05/04/2021;2021;14;ARS Algarve;All;8597;1761;0;10358;58773;23504;1;82278;0,134060665;0,053612405;NA;NA
36;REGIONAL;12/04/2021;2021;15;ARS Algarve;All;13540;2139;0;15679;72313;25643;1;97957;0,164945279;0,058491444;NA;NA
37;REGIONAL;19/04/2021;2021;16;ARS Algarve;All;7132;5478;0;12610;79445;31121;1;110567;0,181213305;0,070986711;NA;NA
38;REGIONAL;26/04/2021;2021;17;ARS Algarve;All;16260;3220;0;19480;95705;34341;1;130047;0,218302213;0,078331501;NA;NA
39;REGIONAL;03/05/2021;2021;18;ARS Algarve;All;16959;8329;1;25289;112664;42670;2;155336;0,256985534;0,097329872;NA;NA
40;REGIONAL;08/02/2021;2021;6;ARS Centro;All;7478;27097;4;34579;79880;51015;8;130903;0,049126963;0,031374712;NA;NA
41;REGIONAL;15/02/2021;2021;7;ARS Centro;All;25390;9943;3;35336;105270;60958;11;166239;0,064742056;0,037489752;NA;NA
42;REGIONAL;22/02/2021;2021;8;ARS Centro;All;38222;3074;1;41297;143492;64032;12;207536;0,088248951;0,039380292;NA;NA
43;REGIONAL;01/03/2021;2021;9;ARS Centro;All;28316;5881;1;34198;171808;69913;13;241734;0,105663561;0,042997163;NA;NA
44;REGIONAL;08/03/2021;2021;10;ARS Centro;All;17444;13459;0;30903;189252;83372;13;272637;0,116391788;0,051274577;NA;NA
45;REGIONAL;15/03/2021;2021;11;ARS Centro;All;16452;24081;2;40535;205704;107453;15;313172;0,126509925;0,066084622;NA;NA
46;REGIONAL;22/03/2021;2021;12;ARS Centro;All;47537;4244;0;51781;253241;111697;15;364953;0,155745635;0,068694722;NA;NA
47;REGIONAL;29/03/2021;2021;13;ARS Centro;All;24159;16614;3;40776;277400;128311;18;405729;0,17060365;0,078912491;NA;NA
48;REGIONAL;05/04/2021;2021;14;ARS Centro;All;49729;10083;0;59812;327129;138394;18;465541;0,20118746;0,085113632;NA;NA
49;REGIONAL;12/04/2021;2021;15;ARS Centro;All;77287;11888;1;89176;404416;150282;19;554717;0,248719704;0,092424866;NA;NA
50;REGIONAL;19/04/2021;2021;16;ARS Centro;All;29798;24056;6;53860;434214;174338;25;608577;0,267045759;0,107219536;NA;NA
51;REGIONAL;26/04/2021;2021;17;ARS Centro;All;57582;16544;0;74126;491796;190882;25;682703;0,302459239;0,117394254;NA;NA
52;REGIONAL;03/05/2021;2021;18;ARS Centro;All;65388;42915;1;108304;557184;233797;26;791007;0,342673483;0,143787389;NA;NA
53;REGIONAL;08/02/2021;2021;6;ARS Lisboa e Vale do Tejo;All;14269;30284;1;44554;114754;60730;2;175486;0,031078145;0,016447146;NA;NA
54;REGIONAL;15/02/2021;2021;7;ARS Lisboa e Vale do Tejo;All;32681;18987;2;51670;147435;79717;4;227156;0,039928947;0,021589282;NA;NA
55;REGIONAL;22/02/2021;2021;8;ARS Lisboa e Vale do Tejo;All;48904;6655;0;55559;196339;86372;4;282715;0,053173327;0,023391616;NA;NA
56;REGIONAL;01/03/2021;2021;9;ARS Lisboa e Vale do Tejo;All;44671;12713;1;57385;241010;99085;5;340100;0,065271309;0,026834603;NA;NA
57;REGIONAL;08/03/2021;2021;10;ARS Lisboa e Vale do Tejo;All;32829;16447;2;49278;273839;115532;7;389378;0,074162192;0,031288846;NA;NA
58;REGIONAL;15/03/2021;2021;11;ARS Lisboa e Vale do Tejo;All;25452;28823;1;54276;299291;144355;8;443654;0,081055206;0,039094808;NA;NA
59;REGIONAL;22/03/2021;2021;12;ARS Lisboa e Vale do Tejo;All;88221;7409;1;95631;387512;151764;9;539285;0,104947577;0,041101344;NA;NA
60;REGIONAL;29/03/2021;2021;13;ARS Lisboa e Vale do Tejo;All;45050;23636;5;68691;432562;175400;14;607976;0,117148201;0,047502542;NA;NA
61;REGIONAL;05/04/2021;2021;14;ARS Lisboa e Vale do Tejo;All;86770;19333;1;106104;519332;194733;15;714080;0,140647605;0,052738383;NA;NA
62;REGIONAL;12/04/2021;2021;15;ARS Lisboa e Vale do Tejo;All;162333;14015;0;176348;681665;208748;15;890428;0,184611289;0,056533983;NA;NA
63;REGIONAL;19/04/2021;2021;16;ARS Lisboa e Vale do Tejo;All;78083;53281;3;131367;759748;262029;18;1021795;0,205758045;0,07096376;NA;NA
