;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST;RECEIVED;DISTRIBUTED
29;REGIONAL;01/11/2021;2021;2;ARS Algarve;All;1350;3;0;1353;3649;3;0;3652;3646;3;3649;0,008331621;6,85E-06;0,008324771;6,85E-06;0,008331621;NA;NA
30;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3392;946;0;4338;7041;949;0;7990;6092;949;7041;0,016076444;0,002166815;0,013909629;0,002166815;0,016076444;NA;NA
31;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2144;1223;1;3368;9185;2172;1;11358;7013;2172;9185;0,020971756;0,004959244;0,016012512;0,004959244;0,020971756;NA;NA
32;REGIONAL;02/01/2021;2021;5;ARS Algarve;All;1209;1243;0;2452;10394;3415;1;13810;6980;3415;10395;0,023732219;0,007797338;0,015937165;0,007797338;0,023734502;NA;NA
33;REGIONAL;02/08/2021;2021;6;ARS Algarve;All;2389;2899;1;5289;12783;6314;2;19099;6470;6314;12784;0,029186931;0,014416513;0,014772701;0,014416513;0,029189214;NA;NA
34;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3181;2117;0;5298;15964;8431;2;24397;7534;8431;15965;0,036449985;0,019250177;0,017202091;0,019250177;0,036452268;NA;NA
35;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8487;1068;0;9555;24451;9499;2;33952;14953;9499;24452;0,055828025;0,0216887;0,034141608;0,0216887;0,055830308;NA;NA
36;REGIONAL;03/01/2021;2021;9;ARS Algarve;All;4631;554;0;5185;29082;10053;2;39137;19030;10053;29083;0,066401808;0,022953627;0,043450465;0,022953627;0,066404092;NA;NA
37;REGIONAL;03/08/2021;2021;10;ARS Algarve;All;5098;1538;0;6636;34180;11591;2;45773;22590;11591;34181;0,078041875;0,026465283;0,051578875;0,026465283;0,078044158;NA;NA
38;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2681;3001;0;5682;36861;14592;2;51455;22270;14592;36862;0,084163299;0,033317351;0,050848232;0,033317351;0,084165582;NA;NA
39;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9402;4289;0;13691;46263;18881;2;65146;27383;18881;46264;0,105630523;0,043110259;0,062522547;0,043110259;0,105632806;NA;NA
40;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4214;2909;0;7123;50477;21790;2;72269;28688;21790;50478;0,115252186;0,049752266;0,065502203;0,049752266;0,115254469;NA;NA
41;REGIONAL;04/05/2021;2021;14;ARS Algarve;All;8650;1780;0;10430;59127;23570;2;82699;35559;23570;59129;0,135002397;0,053816471;0,081190492;0,053816471;0,135006964;NA;NA
42;REGIONAL;04/12/2021;2021;15;ARS Algarve;All;13644;2150;0;15794;72771;25720;2;98493;47053;25720;72773;0,166155216;0,058725483;0,107434299;0,058725483;0,166159783;NA;NA
43;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7235;5495;0;12730;80006;31215;2;111223;48794;31215;80009;0,182674612;0,071272005;0,111409457;0,071272005;0,182681462;NA;NA
44;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16380;3237;0;19617;96386;34452;2;130840;61939;34452;96391;0,220074434;0,078662922;0,141422929;0,078662922;0,220085851;NA;NA
45;REGIONAL;05/03/2021;2021;18;ARS Algarve;All;16552;8909;1;25462;112938;43361;3;156302;70130;43361;113491;0,257866977;0,099004498;0,160125123;0,099004498;0,259129621;NA;NA
46;REGIONAL;05/10/2021;2021;19;ARS Algarve;All;9712;11277;0;20989;122650;54638;3;177291;70526;54638;125164;0,280042012;0,124752837;0,161029294;0,124752837;0,285782131;NA;NA
47;REGIONAL;17/05/21;2021;20;ARS Algarve;All;11994;10864;2;22860;134644;65502;5;200151;74184;65502;139686;0,307427449;0,149558189;0,169381464;0,149558189;0,318939653;NA;NA
48;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7571;18769;7;26347;142215;84271;12;226498;68768;84271;153039;0,324714022;0,192412722;0,157015321;0,192412722;0,349428043;NA;NA
49;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8144;12729;0;20873;150359;97000;12;247371;72698;97000;169698;0,343308902;0,221476357;0,165988538;0,221476357;0,387464895;NA;NA
50;REGIONAL;06/07/2021;2021;23;ARS Algarve;All;17052;6300;0;23352;167411;103300;12;270723;84800;103300;188100;0,382243076;0,235860904;0,193620568;0,235860904;0,429481471;NA;NA
51;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15285;13353;1;28639;182696;116653;13;299362;86948;116653;203601;0,417142727;0,266349293;0,198525013;0,266349293;0,464874306;NA;NA
52;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19312;10096;1;29409;202008;126749;14;328771;97480;126749;224229;0,461237071;0,289401101;0,222572322;0,289401101;0,511973423;NA;NA
53;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17209;16295;7;33511;219217;143044;21;362282;100779;143044;243823;0,500529717;0,326606845;0,230104802;0,326606845;0,556711647;NA;NA
54;REGIONAL;07/05/2021;2021;27;ARS Algarve;All;19144;31618;1;50763;238361;174662;22;413045;89532;174662;264194;0,544240473;0,398799004;0,204424961;0,398799004;0,603223965;NA;NA
55;REGIONAL;01/04/2021;2021;1;ARS Centro;All;8991;4;0;8995;15585;4;0;15589;15582;4;15586;0,009400554;2,41E-06;0,009398745;2,41E-06;0,009401157;NA;NA
56;REGIONAL;01/11/2021;2021;2;ARS Centro;All;12616;22;0;12638;28201;26;0;28227;28176;26;28202;0,017010268;1,57E-05;0,016995188;1,57E-05;0,017010871;NA;NA
57;REGIONAL;18/01/21;2021;3;ARS Centro;All;36750;6295;3;43048;64951;6321;3;71275;58631;6321;64952;0,039177118;0,003812698;0,035365023;0,003812698;0,039177721;NA;NA
58;REGIONAL;25/01/21;2021;4;ARS Centro;All;4856;8485;3;13344;69807;14806;6;84619;55002;14806;69808;0,042106158;0,008930677;0,033176084;0,008930677;0,042106762;NA;NA
59;REGIONAL;02/01/2021;2021;5;ARS Centro;All;2672;9151;0;11823;72479;23957;6;96442;48523;23957;72480;0,043717854;0,014450374;0,029268084;0,014450374;0,043718457;NA;NA
60;REGIONAL;02/08/2021;2021;6;ARS Centro;All;7492;27120;4;34616;79971;51077;10;131058;28895;51077;79972;0,048236876;0,030808604;0,017428875;0,030808604;0,048237479;NA;NA
61;REGIONAL;15/02/21;2021;7;ARS Centro;All;25482;9971;4;35457;105453;61048;14;166515;44406;61048;105454;0,063607098;0,036822908;0,026784793;0,036822908;0,063607702;NA;NA
62;REGIONAL;22/02/21;2021;8;ARS Centro;All;38349;3085;1;41435;143802;64133;15;207950;79670;64133;143803;0,086738433;0,038683717;0,048055319;0,038683717;0,086739036;NA;NA
63;REGIONAL;03/01/2021;2021;9;ARS Centro;All;28432;5894;1;34327;172234;70027;16;242277;102212;70027;172239;0,103888035;0,042238858;0,061652193;0,042238858;0,103891051;NA;NA
64;REGIONAL;03/08/2021;2021;10;ARS Centro;All;17567;13482;0;31049;189801;83509;16;273326;106298;83509;189807;0,114484091;0,050370925;0,064116785;0,050370925;0,114487711;NA;NA
65;REGIONAL;15/03/21;2021;11;ARS Centro;All;16567;24110;2;40679;206368;107619;18;314005;98758;107619;206377;0,124476968;0,064913585;0,059568811;0,064913585;0,124482397;NA;NA
66;REGIONAL;22/03/21;2021;12;ARS Centro;All;47766;4277;0;52043;254134;111896;18;366048;142249;111896;254145;0,153288445;0,067493385;0,085801695;0,067493385;0,15329508;NA;NA
67;REGIONAL;29/03/21;2021;13;ARS Centro;All;24311;16663;2;40976;278445;128559;20;407024;149899;128559;278458;0,167952344;0,077544166;0,090416019;0,077544166;0,167960185;NA;NA
68;REGIONAL;04/05/2021;2021;14;ARS Centro;All;49821;10128;0;59949;328266;138687;20;466973;189597;138687;328284;0,198003355;0,083653169;0,114361043;0,083653169;0,198014212;NA;NA
69;REGIONAL;04/12/2021;2021;15;ARS Centro;All;77627;11948;1;89576;405893;150635;21;556549;255278;150635;405913;0,244826378;0,090859959;0,153978482;0,090859959;0,244838441;NA;NA
70;REGIONAL;19/04/21;2021;16;ARS Centro;All;29988;24110;6;54104;435881;174745;27;610653;261156;174745;435901;0,262914528;0,105402619;0,157523972;0,105402619;0,262926591;NA;NA
71;REGIONAL;26/04/21;2021;17;ARS Centro;All;56676;17868;1;74545;492557;192613;28;685198;301235;192613;493848;0,297100335;0,116180232;0,181698807;0,116180232;0,29787904;NA;NA
72;REGIONAL;05/03/2021;2021;18;ARS Centro;All;59994;49049;3;109046;552551;241662;31;794244;318024;241662;559686;0,333287492;0,145765589;0,191825589;0,145765589;0,337591178;NA;NA
73;REGIONAL;05/10/2021;2021;19;ARS Centro;All;50714;55601;0;106315;603265;297263;31;900559;319186;297263;616449;0,363877142;0,179302978;0,192526484;0,179302978;0,371829462;NA;NA
74;REGIONAL;17/05/21;2021;20;ARS Centro;All;44873;41612;4;86489;648138;338875;35;987048;330195;338875;669070;0,39094362;0,204402487;0,199166888;0,204402487;0,403569376;NA;NA
75;REGIONAL;24/05/21;2021;21;ARS Centro;All;24148;56227;12;80387;672286;395102;47;1067435;306451;395102;701553;0,405509201;0,238317467;0,184844992;0,238317467;0,423162459;NA;NA
76;REGIONAL;31/05/21;2021;22;ARS Centro;All;44264;37631;3;81898;716550;432733;50;1149333;315434;432733;748167;0,432208343;0,261015718;0,190263354;0,261015718;0,451279073;NA;NA
77;REGIONAL;06/07/2021;2021;23;ARS Centro;All;58224;40691;2;98917;774774;473424;52;1248250;334724;473424;808148;0,467327872;0,285559699;0,201898689;0,285559699;0,487458388;NA;NA
78;REGIONAL;14/06/21;2021;24;ARS Centro;All;51709;65587;10;117306;826483;539011;62;1365556;326706;539011;865717;0,498517686;0,32512044;0,197062395;0,32512044;0,522182835;NA;NA
79;REGIONAL;21/06/21;2021;25;ARS Centro;All;59321;47607;3;106931;885804;586618;65;1472487;344713;586618;931331;0,534298903;0,353836011;0,20792385;0,353836011;0,561759861;NA;NA
80;REGIONAL;28/06/21;2021;26;ARS Centro;All;49638;76810;3;126451;935442;663428;68;1598938;319685;663428;983113;0,564239532;0,400166236;0,192827471;0,400166236;0,592993707;NA;NA
81;REGIONAL;07/05/2021;2021;27;ARS Centro;All;59159;104520;13;163692;994601;767948;81;1762630;282226;767948;1050174;0,599923034;0,463210568;0,170232966;0,463210568;0,633443534;NA;NA
82;REGIONAL;01/04/2021;2021;1;ARS Lisboa e Vale do Tejo;All;12655;5;0;12660;23331;5;0;23336;23326;5;23331;0,006333478;1,36E-06;0,006332121;1,36E-06;0,006333478;NA;NA
83;REGIONAL;01/11/2021;2021;2;ARS Lisboa e Vale do Tejo;All;13185;1100;0;14285;36516;1105;0;37621;35411;1105;36516;0,009912703;0,000299965;0,009612738;0,000299965;0,009912703;NA;NA
84;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37839;9045;0;46884;74355;10150;0;84505;64205;10150;74355;0,020184551;0,002755338;0,017429212;0,002755338;0,020184551;NA;NA
85;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17684;11424;0;29108;92039;21574;0;113613;70465;21574;92039;0,024985083;0,005856519;0,019128564;0,005856519;0,024985083;NA;NA
86;REGIONAL;02/01/2021;2021;5;ARS Lisboa e Vale do Tejo;All;8656;8922;1;17579;100695;30496;1;131192;70199;30496;100695;0,027334858;0,008278503;0,019056355;0,008278503;0,027334858;NA;NA
87;REGIONAL;02/08/2021;2021;6;ARS Lisboa e Vale do Tejo;All;14332;30426;0;44758;115027;60922;1;175950;54105;60922;115027;0,03122545;0,016538003;0,014687447;0,016538003;0,03122545;NA;NA
88;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32962;19027;2;51991;147989;79949;3;227941;68040;79949;147989;0,040173377;0,021703109;0,018470269;0,021703109;0,040173377;NA;NA
89;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49116;6681;0;55797;197105;86630;3;283738;110475;86630;197105;0,053506501;0,023516746;0,029989755;0,023516746;0,053506501;NA;NA
90;REGIONAL;03/01/2021;2021;9;ARS Lisboa e Vale do Tejo;All;44901;12777;1;57679;242006;99407;4;341417;142604;99407;242011;0,065695412;0,026985215;0,038711555;0,026985215;0,065696769;NA;NA
91;REGIONAL;03/08/2021;2021;10;ARS Lisboa e Vale do Tejo;All;33254;16497;2;49753;275260;115904;6;391170;159366;115904;275270;0,074722607;0,031463522;0,043261799;0,031463522;0,074725321;NA;NA
92;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;25715;28914;7;54636;300975;144818;13;445806;156170;144818;300988;0,08170325;0,039312572;0,042394207;0,039312572;0,081706779;NA;NA
93;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;88857;7452;2;96311;389832;152270;15;542117;237576;152270;389846;0,105824541;0,041335506;0,064492836;0,041335506;0,105828342;NA;NA
94;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45328;23723;5;69056;435160;175993;20;611173;259184;175993;435177;0,118129367;0,047775397;0,070358585;0,047775397;0,118133982;NA;NA
95;REGIONAL;04/05/2021;2021;14;ARS Lisboa e Vale do Tejo;All;87144;19430;3;106577;522304;195423;23;717750;326917;195423;522340;0,141785644;0,053049902;0,088745515;0,053049902;0,141795417;NA;NA
96;REGIONAL;04/12/2021;2021;15;ARS Lisboa e Vale do Tejo;All;163372;14130;1;177503;685676;209553;24;895253;476161;209553;685714;0,18613492;0,056885659;0,129259577;0,056885659;0,186145235;NA;NA
97;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;78848;53460;7;132315;764524;263013;31;1027568;501550;263013;764563;0,207539149;0,071398013;0,136151723;0,071398013;0,207549736;NA;NA
98;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107201;25371;6;132578;871725;288384;37;1160146;583398;288384;871782;0,236640138;0,078285273;0,158370338;0,078285273;0,236655611;NA;NA
99;REGIONAL;05/03/2021;2021;18;ARS Lisboa e Vale do Tejo;All;107307;64784;9;172100;979032;353168;46;1332246;628606;353168;981774;0,265769901;0,095871661;0,170642588;0,095871661;0,26651425;NA;NA
100;REGIONAL;05/10/2021;2021;19;ARS Lisboa e Vale do Tejo;All;90027;112373;12;202412;1069059;465541;58;1534658;608830;465541;1074371;0,290208803;0,126376651;0,165274158;0,126376651;0,291650809;NA;NA
101;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;109519;70573;7;180099;1178578;536114;65;1714757;650371;536114;1186485;0,319939041;0,145534533;0,176550957;0,145534533;0,32208549;NA;NA
102;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110316;88227;53;198596;1288894;624341;118;1913353;685433;624341;1309774;0,349885633;0,169484803;0,186068955;0,169484803;0,355553758;NA;NA
103;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;91861;86128;18;178007;1380755;710469;136;2091360;711868;710469;1422337;0,374822396;0,192865275;0,19324505;0,192865275;0,386110325;NA;NA
104;REGIONAL;06/07/2021;2021;23;ARS Lisboa e Vale do Tejo;All;151526;53286;9;204821;1532281;763755;145;2296181;824645;763755;1588400;0,415955934;0,207330395;0,223859711;0,207330395;0,431190105;NA;NA
105;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;146509;120488;10;267007;1678790;884243;155;2563188;859744;884243;1743987;0,455727548;0,240038298;0,233387752;0,240038298;0,47342605;NA;NA
106;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;119279;152720;25;272024;1798069;1036963;180;2835212;840718;1036963;1877681;0,488107254;0,281495961;0,228222918;0,281495961;0,509718879;NA;NA
107;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;129642;165201;15;294858;1927711;1202164;195;3130070;815863;1202164;2018027;0,523300119;0,326341741;0,221475732;0,326341741;0,547817473;NA;NA
108;REGIONAL;07/05/2021;2021;27;ARS Lisboa e Vale do Tejo;All;143097;270623;20;413740;2070808;1472787;215;3543810;699645;1472787;2172432;0,562145505;0,399805579;0,189926971;0,399805579;0,58973255;NA;NA
109;REGIONAL;01/04/2021;2021;1;ARS Norte;All;16509;5;0;16514;29787;9;0;29796;29780;9;29789;0,00836725;2,53E-06;0,008365284;2,53E-06;0,008367812;NA;NA
110;REGIONAL;01/11/2021;2021;2;ARS Norte;All;15106;26;0;15132;44893;35;0;44928;44860;35;44895;0,012610567;9,83E-06;0,012601297;9,83E-06;0,012611129;NA;NA
111;REGIONAL;18/01/21;2021;3;ARS Norte;All;31933;12692;1;44626;76826;12727;1;89554;64101;12727;76828;0,021580634;0,003575049;0,018006147;0,003575049;0,021581196;NA;NA
112;REGIONAL;25/01/21;2021;4;ARS Norte;All;14419;15448;1;29868;91245;28175;2;119422;63072;28175;91247;0,025630971;0,007914435;0,017717098;0,007914435;0,025631533;NA;NA
113;REGIONAL;02/01/2021;2021;5;ARS Norte;All;5506;12186;0;17692;96751;40361;2;137114;56393;40361;96754;0,027177621;0,011337516;0,015840948;0,011337516;0,027178464;NA;NA
114;REGIONAL;02/08/2021;2021;6;ARS Norte;All;8757;28622;6;37385;105508;68983;8;174499;36528;68983;105511;0,029637487;0,019377514;0,010260815;0,019377514;0,029638329;NA;NA
115;REGIONAL;15/02/21;2021;7;ARS Norte;All;32900;15059;3;47962;138408;84042;11;222461;54369;84042;138411;0,038879187;0,023607628;0,015272401;0,023607628;0,03888003;NA;NA
116;REGIONAL;22/02/21;2021;8;ARS Norte;All;64657;4239;1;68897;203065;88281;12;291358;114787;88281;203068;0,057041515;0,024798375;0,032243983;0,024798375;0,057042358;NA;NA
117;REGIONAL;03/01/2021;2021;9;ARS Norte;All;47805;6976;0;54781;250870;95257;12;346139;155617;95257;250874;0,070470071;0,026757953;0,043713242;0,026757953;0,070471195;NA;NA
118;REGIONAL;03/08/2021;2021;10;ARS Norte;All;25340;13988;0;39328;276210;109245;12;385467;166971;109245;276216;0,077588147;0,03068722;0,046902612;0,03068722;0,077589832;NA;NA
119;REGIONAL;15/03/21;2021;11;ARS Norte;All;26641;42211;4;68856;302851;151456;16;454323;151401;151456;302857;0,085071677;0,042544406;0,042528956;0,042544406;0,085073362;NA;NA
120;REGIONAL;22/03/21;2021;12;ARS Norte;All;88755;2192;1;90948;391606;153648;17;545271;237967;153648;391615;0,110003199;0,043160145;0,066845583;0,043160145;0,110005728;NA;NA
121;REGIONAL;29/03/21;2021;13;ARS Norte;All;53892;32523;1;86416;445498;186171;18;631687;259344;186171;445515;0,12514161;0,052295945;0,072850441;0,052295945;0,125146385;NA;NA
122;REGIONAL;04/05/2021;2021;14;ARS Norte;All;82179;13481;4;95664;527677;199652;22;727351;328051;199652;527703;0,148225917;0,056082794;0,092150426;0,056082794;0,14823322;NA;NA
123;REGIONAL;04/12/2021;2021;15;ARS Norte;All;135603;19033;3;154639;663280;218685;25;881990;444621;218685;663306;0,186317171;0,061429216;0,124895258;0,061429216;0,186324475;NA;NA
124;REGIONAL;19/04/21;2021;16;ARS Norte;All;64729;46265;0;110994;728009;264950;25;992984;463085;264950;728035;0,204499725;0,074425182;0,130081847;0,074425182;0,204507028;NA;NA
125;REGIONAL;26/04/21;2021;17;ARS Norte;All;126058;36568;1;162627;854067;301518;26;1155611;552593;301518;854111;0,239909763;0,084697233;0,155224889;0,084697233;0,239922123;NA;NA
126;REGIONAL;05/03/2021;2021;18;ARS Norte;All;154722;72864;3;227589;1008789;374382;29;1383200;634634;374382;1009016;0,283371597;0,105164931;0,178270431;0,105164931;0,283435362;NA;NA
127;REGIONAL;05/10/2021;2021;19;ARS Norte;All;99229;100490;7;199726;1108018;474872;36;1582926;640050;474872;1114922;0,311245295;0,133392847;0,179791801;0,133392847;0,313184648;NA;NA
128;REGIONAL;17/05/21;2021;20;ARS Norte;All;110177;70593;7;180777;1218195;545465;43;1763703;687195;545465;1232660;0,342194317;0,153222615;0,19303496;0,153222615;0,346257575;NA;NA
129;REGIONAL;24/05/21;2021;21;ARS Norte;All;72502;128175;19;200696;1290697;673640;62;1964399;651537;673640;1325177;0,362560327;0,189227324;0,18301853;0,189227324;0,372245854;NA;NA
130;REGIONAL;31/05/21;2021;22;ARS Norte;All;54363;171703;34;226100;1345060;845343;96;2190499;558284;845343;1403627;0,377831043;0,237459167;0,156823507;0,237459167;0,394282674;NA;NA
131;REGIONAL;06/07/2021;2021;23;ARS Norte;All;105779;105671;12;211462;1450839;951014;108;2401961;565954;951014;1516968;0,407544654;0,267142441;0,158978031;0,267142441;0,426120472;NA;NA
132;REGIONAL;14/06/21;2021;24;ARS Norte;All;103399;151006;12;254417;1554238;1102020;120;2656378;533460;1102020;1635480;0,436589717;0,309560441;0,149850377;0,309560441;0,459410818;NA;NA
133;REGIONAL;21/06/21;2021;25;ARS Norte;All;144506;104017;8;248531;1698744;1206037;128;2904909;589942;1206037;1795979;0,477181849;0,338779101;0,165716326;0,338779101;0,504495427;NA;NA
134;REGIONAL;28/06/21;2021;26;ARS Norte;All;161540;115026;12;276578;1860284;1321063;140;3181487;641799;1321063;1962862;0,522558878;0,37109022;0,180283099;0,37109022;0,551373319;NA;NA
135;REGIONAL;07/05/2021;2021;27;ARS Norte;All;173838;155822;19;329679;2034122;1476885;159;3511166;673468;1476885;2150353;0,571390449;0,414861047;0,189179008;0,414861047;0,604040056;NA;NA
136;REGIONAL;01/04/2021;2021;1;Outro;All;13;0;0;13;14;0;0;14;14;0;14;NA;NA;NA;NA;NA;NA;NA
