"";"TYPE";"DATE";"YEAR";"WEEK";"REGION";"AGEGROUP";"TOTAL_VAC_1";"TOTAL_VAC_2";"TOTAL_VAC_UNK";"TOTAL";"CUMUL_VAC_1";"CUMUL_VAC_2";"CUMUL_VAC_UNK";"CUMUL";"CUMUL_VAC_INIT";"CUMUL_VAC_COMPLETE";"CUMUL_VAC_LEAST";"COVER_1_VAC";"COVER_INIT";"COVER_COMPLETE";"COVER_LEAST"
"13";"REGIONAL";2021-03-29;2021;13;"ARS Alentejo";"All";6164;6309;0;12473;81864;42568;1;124433;39260;42606;81866;0,174623828396637;0,0837453765128988;0,0908827180771413;0,17462809459004
"14";"REGIONAL";2021-04-05;2021;14;"ARS Alentejo";"All";14061;4325;0;18386;95925;46893;1;142819;48993;46936;95929;0,204617301120729;0,104506806711575;0,100119026795961;0,204625833507536
"15";"REGIONAL";2021-04-12;2021;15;"ARS Alentejo";"All";21914;2978;0;24892;117839;49871;1;167711;67926;49918;117844;0,251361982244103;0,144892726566866;0,106479921160746;0,251372647727612
"16";"REGIONAL";2021-04-19;2021;16;"ARS Alentejo";"All";11381;5983;1;17365;129220;55854;2;185076;73321;55904;129225;0,275638755807356;0,156400783273109;0,119248638017756;0,275649421290865
"17";"REGIONAL";2021-04-26;2021;17;"ARS Alentejo";"All";20235;2794;0;23029;149455;58648;2;208105;90765;58701;149466;0,318801967568398;0,193610522139411;0,125214909492707;0,318825431632118
"18";"REGIONAL";2021-05-03;2021;18;"ARS Alentejo";"All";13692;14352;1;28045;163147;73000;3;236150;93208;73065;166273;0,348008327609524;0,198821677381922;0,155854710517447;0,354676387899369
"19";"REGIONAL";2021-05-10;2021;19;"ARS Alentejo";"All";17442;15299;0;32741;180589;88299;3;268891;95838;88383;184221;0,385213800282422;0,204431721707672;0,188529485795709;0,392961207503381
"20";"REGIONAL";2021-05-17;2021;20;"ARS Alentejo";"All";13231;12250;1;25482;193820;100549;4;294373;100118;100748;200866;0,413436802744016;0,213561375591401;0,214905226513539;0,42846660210494
"21";"REGIONAL";2021-05-24;2021;21;"ARS Alentejo";"All";7205;18567;0;25772;201025;119116;4;320145;90436;119765;210201;0,428805764480527;0,192908733324517;0,255470326491781;0,448379059816298
"22";"REGIONAL";2021-05-31;2021;22;"ARS Alentejo";"All";17413;7331;0;24744;218438;126447;4;344889;100106;127850;227956;0,465949377349073;0,213535778430979;0,272716413325882;0,486252191756861
"23";"REGIONAL";2021-06-07;2021;23;"ARS Alentejo";"All";13831;15297;0;29128;232269;141744;4;374017;98679;143744;242423;0,49545223783175;0,210491849437502;0,306619852304384;0,517111701741887
"24";"REGIONAL";2021-06-14;2021;24;"ARS Alentejo";"All";10251;19273;1;29525;242520;161017;5;403542;90866;163484;254350;0,517318612121962;0,193825964906293;0,348727181198032;0,542553146104325
"25";"REGIONAL";2021-06-21;2021;25;"ARS Alentejo";"All";10562;14224;1;24787;253082;175241;6;428329;89295;178404;267699;0,539848379486436;0,190474869987756;0,380552983988976;0,571027853976732
"26";"REGIONAL";2021-06-28;2021;26;"ARS Alentejo";"All";10998;28810;3;39811;264080;204051;9;468140;72924;207868;280792;0,563308177012897;0,155553943882492;0,443402545210985;0,598956489093477
"27";"REGIONAL";2021-07-05;2021;27;"ARS Alentejo";"All";15342;27900;1;43243;279422;231951;10;511383;59688;237152;296840;0,596034146612002;0,127320275937389;0,505868149026668;0,633188424964057
"28";"REGIONAL";2021-07-12;2021;28;"ARS Alentejo";"All";8205;20359;1;28565;287627;252310;11;539948;49546;258984;308530;0,61353620505032;0,105686409187674;0,552437916220494;0,658124325408168
"29";"REGIONAL";2021-07-19;2021;29;"ARS Alentejo";"All";3528;16772;3;20303;291155;269082;14;560251;39379;277025;316404;0,621061770214291;0,0839992150204137;0,590921113817774;0,674920328838188
"30";"REGIONAL";2021-07-26;2021;30;"ARS Alentejo";"All";2255;16542;0;18797;293410;285624;14;579048;28698;294586;323284;0,625871903276863;0,0612156091484251;0,628380424998187;0,689596034146612
"31";"REGIONAL";2021-08-02;2021;31;"ARS Alentejo";"All";4961;20018;13;24992;298371;305642;27;604040;18613;315725;334338;0,636454196014522;0,0397033289107128;0,673471956177661;0,713175285088374
"32";"REGIONAL";2021-08-09;2021;32;"ARS Alentejo";"All";14874;14443;0;29317;313245;320085;27;633357;24692;331827;356519;0,668181876357183;0,0526704237609908;0,70781907927014;0,76048950303113
"33";"REGIONAL";2021-08-16;2021;33;"ARS Alentejo";"All";22215;6589;0;28804;335460;326674;27;662161;41934;340620;382554;0,7155686195878;0,0894492770935278;0,726575398569119;0,816024675662646
"34";"REGIONAL";2021-08-23;2021;34;"ARS Alentejo";"All";12973;4610;0;17583;348433;331284;27;679744;51014;346648;397662;0,743241283100328;0,108817795145925;0,739433705487605;0,84825150063353
"35";"REGIONAL";2021-08-30;2021;35;"ARS Alentejo";"All";4749;15829;2;20580;353182;347113;29;700324;40612;363425;404037;0,753371359337204;0,0866293232537404;0,775220668853802;0,861849992107542
"36";"REGIONAL";2021-09-06;2021;36;"ARS Alentejo";"All";2607;15196;5;17808;355789;362309;34;718132;27610;379120;406730;0,758932342438812;0,0588947999368603;0,808699621588645;0,867594421525505
"37";"REGIONAL";2021-09-13;2021;37;"ARS Alentejo";"All";1823;15815;4;17642;357612;378124;38;735774;13404;395178;408582;0,762820977726204;0,028592028191006;0,842952888426244;0,87154491661725
"38";"REGIONAL";2021-09-20;2021;38;"ARS Alentejo";"All";1600;3608;6;5214;359212;381732;44;740988;11143;399055;410198;0,766233932449094;0,0237690965482229;0,851222904339145;0,874992000887368
"39";"REGIONAL";2021-09-27;2021;39;"ARS Alentejo";"All";1115;2401;5;3521;360327;384133;49;744509;9567;401821;411388;0,768612335271607;0,0204073361461769;0,85712304981634;0,877530385962517
"40";"REGIONAL";2021-01-04;2021;1;"ARS Algarve";"All";1264;3;0;1267;2334;3;0;2337;2330;4;2334;0,00499256676541995;0,00498401052417673;8,55624124322185e-06;0,00499256676541995
"41";"REGIONAL";2021-01-11;2021;2;"ARS Algarve";"All";1368;5;0;1373;3702;8;0;3710;3691;11;3702;0,00791880127060183;0,00789527160718296;2,35296634188601e-05;0,00791880127060183
"42";"REGIONAL";2021-01-18;2021;3;"ARS Algarve";"All";3413;947;0;4360;7115;955;0;8070;6157;958;7115;0,0152194141113809;0,0131701943336292;0,00204921977775163;0,0152194141113809
"43";"REGIONAL";2021-01-25;2021;4;"ARS Algarve";"All";2161;1235;0;3396;9276;2190;0;11466;7083;2193;9276;0,0198419234430315;0,0151509641814351;0,00469095926159638;0,0198419234430315
"44";"REGIONAL";2021-02-01;2021;5;"ARS Algarve";"All";1233;1249;0;2482;10509;3439;0;13948;7068;3442;10510;0,0224793848062546;0,015118878276773;0,0073626455897924;0,0224815238665654
"45";"REGIONAL";2021-02-08;2021;6;"ARS Algarve";"All";2417;2901;0;5318;12926;6340;0;19266;6582;6345;12927;0,0276494935774714;0,0140792949657216;0,0135723376720607;0,0276516326377822
"46";"REGIONAL";2021-02-15;2021;7;"ARS Algarve";"All";3218;2120;0;5338;16144;8460;0;24604;7677;8468;16145;0,0345329896576434;0,0164215660060535;0,0181135627119007;0,0345351287179542
"47";"REGIONAL";2021-02-22;2021;8;"ARS Algarve";"All";8529;1070;1;9600;24673;9530;1;34204;15127;9547;24674;0,0527770350485032;0,0323575653215542;0,0204216087872598;0,052779174108814
"48";"REGIONAL";2021-03-01;2021;9;"ARS Algarve";"All";4675;566;0;5241;29348;10096;1;39445;19230;10120;29350;0,0627771420015187;0,0411341297767891;0,0216472903453513;0,0627814201221403
"49";"REGIONAL";2021-03-08;2021;10;"ARS Algarve";"All";5150;1557;0;6707;34498;11653;1;46152;22824;11677;34501;0,0737933026021669;0,0488219125338239;0,0249778072492754;0,0737997197830993
"50";"REGIONAL";2021-03-15;2021;11;"ARS Algarve";"All";2735;3022;0;5757;37233;14675;1;51909;22537;14699;37236;0,0796436325522198;0,0482080022246227;0,0314420475085295;0,0796500497331522
"51";"REGIONAL";2021-03-22;2021;12;"ARS Algarve";"All";9463;4325;0;13788;46696;19000;1;65697;27670;19029;46699;0,0998855602733719;0,0591877987999872;0,0407041786543172;0,0998919774543043
"52";"REGIONAL";2021-03-29;2021;13;"ARS Algarve";"All";4245;2942;0;7187;50941;21942;1;72884;28974;21971;50945;0,108965871292741;0,0619771334452775;0,0469972940887068;0,108974427533984
"53";"REGIONAL";2021-04-05;2021;14;"ARS Algarve";"All";8686;1824;0;10510;59627;23766;1;83394;35840;23797;59637;0,127545749152397;0,0766639215392678;0,0509032182162376;0,127567139755505
"54";"REGIONAL";2021-04-12;2021;15;"ARS Algarve";"All";13690;2189;0;15879;73317;25955;1;99273;47342;25986;73328;0,156829484807324;0,101267393234152;0,0555856212365908;0,156853014470743
"55";"REGIONAL";2021-04-19;2021;16;"ARS Algarve";"All";7283;5539;0;12822;80600;31494;1;112095;49083;31529;80612;0,17240826105092;0,104991497235265;0,0674424325393854;0,17243392977465
"56";"REGIONAL";2021-04-26;2021;17;"ARS Algarve";"All";16409;3283;0;19692;97009;34777;1;131787;62197;34829;97026;0,207508101690927;0,133043134151167;0,0745013315650435;0,207544465716211
"57";"REGIONAL";2021-05-03;2021;18;"ARS Algarve";"All";16586;8981;2;25569;113595;43758;3;157356;70342;43823;114165;0,242986556005947;0,150465780382678;0,0937400400004278;0,244205820383106
"58";"REGIONAL";2021-05-10;2021;19;"ARS Algarve";"All";9752;11352;0;21104;123347;55110;3;178460;70701;55183;125884;0,263846672156921;0,151233703034257;0,118039765131178;0,269273468165435
"59";"REGIONAL";2021-05-17;2021;20;"ARS Algarve";"All";12053;10927;2;22982;135400;66037;5;201442;74303;66164;140467;0,28962876608306;0,158938598273778;0,141528786404133;0,300467384677911
"60";"REGIONAL";2021-05-24;2021;21;"ARS Algarve";"All";7650;18833;0;26483;143050;84870;5;227925;68812;85094;153906;0,305992577460722;0,147193018107146;0,18202119808768;0,329214216194826
"61";"REGIONAL";2021-05-31;2021;22;"ARS Algarve";"All";8201;12777;2;20980;151251;97647;7;248905;72638;97966;170604;0,323535011069637;0,155377062856287;0,209555182408368;0,364932245264655
"62";"REGIONAL";2021-06-07;2021;23;"ARS Algarve";"All";17087;6370;0;23457;168338;104017;7;272362;84399;104647;189046;0,36008513460037;0,18053455117167;0,223846244344859;0,40438079551653
"63";"REGIONAL";2021-06-14;2021;24;"ARS Algarve";"All";15387;13472;0;28859;183725;117489;7;301221;86324;118337;204661;0,392998855602734;0,184652242269971;0,253129979999786;0,437782222269757
"64";"REGIONAL";2021-06-21;2021;25;"ARS Algarve";"All";19389;10264;2;29655;203114;127753;9;330876;96351;129077;225428;0,434473095968941;0,206100600006417;0,276103487737837;0,482204087744254
"65";"REGIONAL";2021-06-28;2021;26;"ARS Algarve";"All";17222;16507;7;33736;220336;144260;16;364612;99125;145990;245115;0,471311992641633;0,212034353308592;0,31228141477449;0,524315768083081
"66";"REGIONAL";2021-07-05;2021;27;"ARS Algarve";"All";19212;31812;1;51025;239548;176072;17;415637;87135;178445;265580;0,512407619332827;0,186387020182034;0,381704617161681;0,568091637343715
"67";"REGIONAL";2021-07-12;2021;28;"ARS Algarve";"All";9837;27040;4;36881;249385;203112;21;452518;75916;206003;281919;0,53344955561022;0,162388902555108;0,440652841206858;0,603041743761965
"68";"REGIONAL";2021-07-19;2021;29;"ARS Algarve";"All";4358;27269;1;31628;253743;230381;22;484146;58145;233907;292052;0,542771580444711;0,124375661771784;0,500341180119574;0,624716841891357
"69";"REGIONAL";2021-07-26;2021;30;"ARS Algarve";"All";4005;24780;3;28788;257748;255161;25;512934;41391;259316;300707;0,551338516989487;0,0885378453245489;0,554692563556829;0,643230408881378
"70";"REGIONAL";2021-08-02;2021;31;"ARS Algarve";"All";3950;22672;1;26623;261698;277833;26;539557;26003;282648;308651;0,559787805217168;0,0556219852618745;0,604601118728542;0,660223103990417
"71";"REGIONAL";2021-08-09;2021;32;"ARS Algarve";"All";11476;14046;3;25525;273174;291879;29;565082;28143;297623;325766;0,584335661343972;0,0601995743269981;0,636633546882854;0,696833121209853
"72";"REGIONAL";2021-08-16;2021;33;"ARS Algarve";"All";16665;7794;3;24462;289839;299673;32;589544;39365;306589;345954;0,619983101423545;0,0842041091348571;0,655812361629536;0,740016470764393
"73";"REGIONAL";2021-08-23;2021;34;"ARS Algarve";"All";13583;5315;0;18898;303422;304988;32;608442;48133;313040;361173;0,649037957625215;0,102959389939999;0,669611439694542;0,772570829634542
"74";"REGIONAL";2021-08-30;2021;35;"ARS Algarve";"All";6495;12163;4;18662;309917;317151;36;627104;42527;326325;368852;0,662931154343897;0,0909678178376239;0,698028855923593;0,788996673761217
"75";"REGIONAL";2021-09-06;2021;36;"ARS Algarve";"All";3299;15742;1;19042;313216;332893;37;646146;30288;342512;372800;0,669987914309244;0,0647878586936759;0,732653825174601;0,797441683868277
"76";"REGIONAL";2021-09-13;2021;37;"ARS Algarve";"All";2258;12071;4;14333;315474;344964;41;660479;21210;354883;376093;0,674817912491043;0,0453694691921839;0,759116140279575;0,804485609471759
"77";"REGIONAL";2021-09-20;2021;38;"ARS Algarve";"All";1856;6655;7;8518;317330;351619;48;668997;16938;361791;378729;0,678788008427898;0,0362314035444229;0,773892768906619;0,810124172451042
"78";"REGIONAL";2021-09-27;2021;39;"ARS Algarve";"All";1150;3884;5;5039;318480;355503;53;674036;14385;365948;380333;0,681247927785324;0,0307703825709366;0,782784842618638;0,813555225189574
"79";"REGIONAL";2021-01-04;2021;1;"ARS Centro";"All";9094;18;0;9112;15772;20;0;15792;15753;21;15774;0,00950177721549491;0,00949033074281583;1,26513645400325e-05;0,00950298210735587
"80";"REGIONAL";2021-01-11;2021;2;"ARS Centro";"All";12712;26;1;12739;28484;46;1;28531;28428;58;28486;0,0171600698837279;0,0171263329116212;3,49418639677089e-05;0,0171612747755889
"81";"REGIONAL";2021-01-18;2021;3;"ARS Centro";"All";36821;6326;2;43149;65305;6372;3;71680;58895;6412;65307;0,0393427314898488;0,0354810530754865;0,00386288330622327;0,0393439363817097
"82";"REGIONAL";2021-01-25;2021;4;"ARS Centro";"All";4905;8554;3;13462;70210;14926;6;85142;55242;14970;70212;0,0422977287788421;0,0332803180914513;0,00901861557925176;0,0422989336707031
"83";"REGIONAL";2021-02-01;2021;5;"ARS Centro";"All";2739;9174;0;11913;72949;24100;6;97055;48804;24148;72952;0,0439478281824206;0,0294017711910356;0,0145478643291765;0,0439496355202121
"84";"REGIONAL";2021-02-08;2021;6;"ARS Centro";"All";7573;27156;5;34734;80522;51256;11;131789;29194;51331;80525;0,0485101512139285;0,0175878064943671;0,0309241520573529;0,04851195855172
"85";"REGIONAL";2021-02-15;2021;7;"ARS Centro";"All";25571;10025;3;35599;106093;61281;14;167388;44644;61452;106096;0,0639152961021748;0,0268955961202482;0,0370215073197181;0,0639171034399663
"86";"REGIONAL";2021-02-22;2021;8;"ARS Centro";"All";38447;3166;1;41614;144540;64447;15;209002;79886;64657;144543;0,0870775347912525;0,0481269956021447;0,0389523465268992;0,0870793421290439
"87";"REGIONAL";2021-03-01;2021;9;"ARS Centro";"All";28582;5964;1;34547;173122;70411;16;243549;102484;70652;173136;0,104296644376167;0,0617410687390807;0,0425640098801133;0,104305078619194
"88";"REGIONAL";2021-03-08;2021;10;"ARS Centro";"All";17770;13594;0;31364;190892;84005;16;274913;106637;84284;190921;0,115002108560757;0,0642430266883547;0,0507765528043858;0,115019579492741
"89";"REGIONAL";2021-03-15;2021;11;"ARS Centro";"All";16752;24295;2;41049;207644;108300;18;315962;99095;108591;207686;0,12509428278812;0,0596993794806916;0,0654202060365082;0,1251195855172
"90";"REGIONAL";2021-03-22;2021;12;"ARS Centro";"All";47940;4447;1;52388;255584;112747;19;368350;142483;113151;255634;0,153975540695223;0,0858383035122598;0,0681673594794867;0,154005662991746
"91";"REGIONAL";2021-03-29;2021;13;"ARS Centro";"All";24452;16893;2;41347;280036;129640;21;409697;150029;130075;280104;0,168706548587264;0,0903843605036448;0,078363154406892;0,168747514910537
"92";"REGIONAL";2021-04-05;2021;14;"ARS Centro";"All";49942;10327;1;60270;329978;139967;22;469967;189578;140486;330064;0,198793903247184;0,114210494608109;0,0846352189890957;0,198845713597205
"93";"REGIONAL";2021-04-12;2021;15;"ARS Centro";"All";77702;12113;2;89817;407680;152080;24;559784;254986;152787;407773;0,245605156937165;0,153615278028797;0,0920459063799024;0,245661184408699
"94";"REGIONAL";2021-04-19;2021;16;"ARS Centro";"All";30094;24291;8;54393;437774;176371;32;614177;260642;177228;437870;0,263735164768962;0,157022712211579;0,106770287366709;0,263792999578288
"95";"REGIONAL";2021-04-26;2021;17;"ARS Centro";"All";56681;18000;0;74681;494455;194371;32;688858;300420;195408;495828;0,297882402554371;0,180986806434123;0,117722754382794;0,298709560816917
"96";"REGIONAL";2021-05-03;2021;18;"ARS Centro";"All";60034;49258;1;109293;554489;243629;33;798151;316806;244902;561708;0,334049641544671;0,190858485450931;0,147540213265859;0,33839869871679
"97";"REGIONAL";2021-05-10;2021;19;"ARS Centro";"All";50733;55853;1;106587;605222;299482;34;904738;317536;300942;618478;0,364613530935599;0,19129827098018;0,181301283209832;0,372599554190011
"98";"REGIONAL";2021-05-17;2021;20;"ARS Centro";"All";44955;41819;3;86777;650177;341301;37;991515;327648;343560;671208;0,391696487740225;0,19739020422917;0,206976323874932;0,404366528104103
"99";"REGIONAL";2021-05-24;2021;21;"ARS Centro";"All";24278;56391;6;80675;674455;397692;43;1072190;302863;400965;703828;0,406322670040364;0,18245858184228;0,241559732514007;0,424018314356287
"100";"REGIONAL";2021-05-31;2021;22;"ARS Centro";"All";44369;37874;0;82243;718824;435566;43;1154433;308794;441766;750560;0,433052593529731;0,186031688655943;0,266140128923429;0,452171817579372
"101";"REGIONAL";2021-06-07;2021;23;"ARS Centro";"All";58459;40982;1;99442;777283;476548;44;1253875;325493;485297;810790;0,468270980179529;0,196091933248991;0,292365202723056;0,488457135972046
"102";"REGIONAL";2021-06-14;2021;24;"ARS Centro";"All";52063;65906;8;117977;829346;542454;52;1371852;315096;553661;868757;0,499636122657991;0,189828302909814;0,333550816314236;0,52337911922405
"103";"REGIONAL";2021-06-21;2021;25;"ARS Centro";"All";59628;47837;3;107468;888974;590291;55;1479320;329676;605038;934714;0,535558768600518;0,198611964576179;0,364502680884391;0,56311464546057
"104";"REGIONAL";2021-06-28;2021;26;"ARS Centro";"All";49984;77288;2;127274;938958;667579;57;1606594;301234;685703;986937;0,565671425989517;0,181477197421531;0,413098981866378;0,594576179287909
"105";"REGIONAL";2021-07-05;2021;27;"ARS Centro";"All";59543;105102;9;164654;998501;772681;66;1771248;259289;795236;1054525;0,601542864027954;0,156207602867643;0,479086691969396;0,635294294837038
"106";"REGIONAL";2021-07-12;2021;28;"ARS Centro";"All";28610;82282;6;110898;1027111;854963;72;1882146;215720;881816;1097536;0,618778842098922;0,129959636122658;0,531246460630158;0,661206096752816
"107";"REGIONAL";2021-07-19;2021;29;"ARS Centro";"All";16923;80839;15;97777;1044034;935802;87;1979923;162877;967147;1130024;0,628974034580396;0,0981245858184228;0,582653774323754;0,680778360142177
"108";"REGIONAL";2021-07-26;2021;30;"ARS Centro";"All";14424;69097;4;83525;1058458;1004899;91;2063448;116082;1041440;1157522;0,637663714681607;0,069933128501717;0,627411289836737;0,697344418338454
"109";"REGIONAL";2021-08-02;2021;31;"ARS Centro";"All";19278;75253;5;94536;1077736;1080152;96;2157984;74386;1121531;1195917;0,649277667329357;0,0448135429845171;0,67566178685463;0,720475329839147
"110";"REGIONAL";2021-08-09;2021;32;"ARS Centro";"All";50567;47011;6;97584;1128303;1127163;102;2255568;92677;1177249;1269926;0,679741550695825;0,0558328814988855;0,709228869208989;0,765061750707874
"111";"REGIONAL";2021-08-16;2021;33;"ARS Centro";"All";61372;36071;7;97450;1189675;1163234;109;2353018;131116;1221066;1352182;0,716714862341105;0,0789903006205193;0,735626242544732;0,814616543165251
"112";"REGIONAL";2021-08-23;2021;34;"ARS Centro";"All";51143;18448;3;69594;1240818;1181682;112;2422612;163455;1245608;1409063;0,747525754563528;0,0984727995662389;0,750411470570516;0,848884270136755
"113";"REGIONAL";2021-08-30;2021;35;"ARS Centro";"All";20717;48280;2;68999;1261535;1229962;114;2491611;132959;1298404;1431363;0,760006626905235;0,0801006084703898;0,782218205916019;0,862318814386409
"114";"REGIONAL";2021-09-06;2021;36;"ARS Centro";"All";7779;50997;9;58785;1269314;1280959;123;2550396;88781;1350839;1439620;0,764693053798422;0,0534857521537442;0,813807458280619;0,867293210434363
"115";"REGIONAL";2021-09-13;2021;37;"ARS Centro";"All";5862;42605;8;48475;1275176;1323564;131;2598871;51190;1394509;1445699;0,768224591842882;0,0308392071811555;0,840116272064582;0,870955479245738
"116";"REGIONAL";2021-09-20;2021;38;"ARS Centro";"All";4032;18673;8;22713;1279208;1342237;139;2621584;35943;1413865;1449808;0,770653653834568;0,0216537140791614;0,851777215494909;0,873430929574071
"117";"REGIONAL";2021-09-27;2021;39;"ARS Centro";"All";2871;9780;8;12659;1282079;1352017;147;2634243;28491;1424328;1452819;0,77238327610097;0,0171642870052413;0,858080607265498;0,875244894270739
"118";"REGIONAL";2021-01-04;2021;1;"ARS Lisboa e Vale do Tejo";"All";12786;26;0;12812;23565;31;0;23596;23536;31;23567;0,00640078270721193;0,00639290565656439;8,42029551977805e-06;0,00640132595208417
"119";"REGIONAL";2021-01-11;2021;2;"ARS Lisboa e Vale do Tejo";"All";13297;1117;0;14414;36862;1148;0;38010;35703;1161;36864;0,0100125462403245;0,00969773583685922;0,000315353648337494;0,0100130894851967
"120";"REGIONAL";2021-01-18;2021;3;"ARS Lisboa e Vale do Tejo";"All";37918;9065;0;46983;74780;10213;0;84993;64434;10349;74783;0,0203119257731936;0,0175017200490767;0,00281102059142526;0,020312740640502
"121";"REGIONAL";2021-01-25;2021;4;"ARS Lisboa e Vale do Tejo";"All";17359;11909;1;29269;92139;22122;1;114262;69819;22324;92143;0,0250270196418332;0,018964406867593;0,00606369926398468;0,0250281061315777
"122";"REGIONAL";2021-02-01;2021;5;"ARS Lisboa e Vale do Tejo";"All";8782;8942;0;17724;100921;31064;1;131986;69644;31284;100928;0,0274124078758555;0,0189168729412717;0,00849743629163666;0,0274143092329084
"123";"REGIONAL";2021-02-08;2021;6;"ARS Lisboa e Vale do Tejo";"All";14454;30460;0;44914;115375;61524;1;176900;53445;61938;115383;0,0313384385675611;0,0145168610985335;0,0168237504485165;0,03134061154705
"124";"REGIONAL";2021-02-15;2021;7;"ARS Lisboa e Vale do Tejo";"All";33068;19096;0;52164;148443;80620;1;229064;67266;81185;148451;0,0403204492852391;0,0182709547881739;0,0220516674765542;0,0403226222647281
"125";"REGIONAL";2021-02-22;2021;8;"ARS Lisboa e Vale do Tejo";"All";49471;6692;0;56163;197914;87312;1;285227;109731;88191;197922;0,0537578828226243;0,0298054015380892;0,0239546542640241;0,0537600558021133
"126";"REGIONAL";2021-03-01;2021;9;"ARS Lisboa e Vale do Tejo";"All";45299;12867;0;58166;243213;100179;1;343393;141946;101284;243230;0,066062107556509;0,0385557183177553;0,0275110068201677;0,0660667251379231
"127";"REGIONAL";2021-03-08;2021;10;"ARS Lisboa e Vale do Tejo";"All";34043;16631;1;50675;277256;116810;2;394068;159271;118015;277286;0,0753089501494059;0,0432615770235668;0,0320555217989228;0,0753170988224896
"128";"REGIONAL";2021-03-15;2021;11;"ARS Lisboa e Vale do Tejo";"All";26374;29090;1;55465;303630;145900;3;449533;156495;147176;303671;0,0824727202796842;0,0425075531408925;0,0399763036586727;0,0824838567995652
"129";"REGIONAL";2021-03-22;2021;12;"ARS Lisboa e Vale do Tejo";"All";89617;7743;0;97360;393247;153643;3;546893;238109;155190;393299;0,106814708137618;0,064675746642543;0,0421530858617534;0,106828832504296
"130";"REGIONAL";2021-03-29;2021;13;"ARS Lisboa e Vale do Tejo";"All";45785;24037;0;69822;439032;177680;3;616715;259791;179309;439100;0,119250941375458;0,0705650643025374;0,0487043473985769;0,119269411701114
"131";"REGIONAL";2021-04-05;2021;14;"ARS Lisboa e Vale do Tejo";"All";87628;19808;1;107437;526660;197488;4;724152;327482;199304;526786;0,143052672207945;0,0889514586260631;0,0541354380088337;0,143086896634897
"132";"REGIONAL";2021-04-12;2021;15;"ARS Lisboa e Vale do Tejo";"All";163845;14479;1;178325;690505;211967;5;902477;476724;213924;690648;0,187556650254334;0,129488934237764;0,0581065580249355;0,187595492262699
"133";"REGIONAL";2021-04-19;2021;16;"ARS Lisboa e Vale do Tejo";"All";79451;53903;1;133355;769956;265870;6;1035832;502018;268084;770102;0,209137324426653;0,13635935213703;0,0728176291652961;0,209176981302326
