;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST;RECEIVED;DISTRIBUTED
33;REGIONAL;11/01/21;2021;2;ARS Algarve;All;1352;3;0;1355;3660;5;0;3665;3655;5;3660;0,008356737;1,14E-05;0,00834532;1,14163E-05;0,008356737;NA;NA
34;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3389;945;0;4334;7049;950;0;7999;6099;950;7049;0,01609471;0,002169098;0,013925611;0,002169098;0,01609471;NA;NA
35;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2138;1229;0;3367;9187;2179;0;11366;7008;2179;9187;0,020976323;0,004975227;0,016001096;0,004975227;0,020976323;NA;NA
36;REGIONAL;01/02/21;2021;5;ARS Algarve;All;1213;1242;0;2455;10400;3421;0;13821;6980;3421;10401;0,023745919;0,007811037;0,015937165;0,007811037;0,023748202;NA;NA
37;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2396;2896;0;5292;12796;6317;0;19113;6480;6317;12797;0,029216613;0,014423362;0,014795534;0,014423362;0,029218896;NA;NA
38;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3191;2112;0;5303;15987;8429;0;24416;7559;8429;15988;0,0365025;0,01924561;0,017259173;0,01924561;0,036504783;NA;NA
39;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8499;1065;0;9564;24486;9494;0;33980;14993;9494;24487;0,055907939;0,021677284;0,034232938;0,021677284;0,055910222;NA;NA
40;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4646;560;0;5206;29132;10054;0;39186;19079;10054;29133;0,066515971;0,02295591;0,043562344;0,02295591;0,066518255;NA;NA
41;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5120;1544;0;6664;34252;11598;0;45850;22655;11598;34253;0,07820627;0,026481266;0,051727287;0,026481266;0,078208553;NA;NA
42;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2696;3007;0;5703;36948;14605;0;51553;22344;14605;36949;0,084361943;0,033347033;0,051017193;0,033347033;0,084364226;NA;NA
43;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9419;4301;0;13720;46367;18906;0;65273;27462;18906;46368;0,105867982;0,04316734;0,062702925;0,04316734;0,105870265;NA;NA
44;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4223;2918;0;7141;50590;21824;0;72414;28768;21824;50592;0,115510195;0,049829897;0,065684864;0,049829897;0,115514761;NA;NA
45;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8661;1795;0;10456;59251;23619;0;82870;35637;23619;59256;0,135285522;0,053928351;0,081368587;0,053928351;0,135296938;NA;NA
46;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13659;2157;0;15816;72910;25776;0;98686;47139;25776;72915;0,166472589;0,058853346;0,10763066;0,058853346;0,166484006;NA;NA
47;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7252;5506;0;12758;80162;31282;0;111444;48886;31282;80168;0,183030801;0,071424983;0,111619517;0,071424983;0,183044501;NA;NA
48;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16376;3247;0;19623;96538;34529;0;131067;62019;34529;96548;0,22042149;0,078838733;0,141605589;0,078838733;0,220444323;NA;NA
49;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16551;8931;2;25484;113089;43460;2;156551;70188;43460;113648;0,25821175;0,099230541;0,160257552;0,099230541;0,259488093;NA;NA
50;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9715;11298;0;21013;122804;54758;2;177564;70568;54758;125326;0,280393634;0,125026828;0,161125191;0,125026828;0,28615202;NA;NA
51;REGIONAL;17/05/21;2021;20;ARS Algarve;All;11993;10884;2;22879;134797;65642;4;200443;74199;65642;139841;0,307776788;0,149877846;0,169415713;0,149877846;0,319293559;NA;NA
52;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7597;18786;5;26388;142394;84428;9;226831;68787;84428;153215;0,325122725;0,192771194;0,157058703;0,192771194;0,349829897;NA;NA
53;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8145;12719;1;20865;150539;97147;10;247696;72698;97147;169845;0,343719889;0,221811996;0,165988538;0,221811996;0,387800534;NA;NA
54;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17023;6320;0;23343;167562;103467;10;271039;84752;103467;188219;0,382587848;0,236242208;0,193510971;0,236242208;0,429753179;NA;NA
55;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15331;13402;1;28734;182893;116869;11;299773;86901;116869;203770;0,417592529;0,266842478;0,1984177;0,266842478;0,465260178;NA;NA
56;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19323;10168;2;29493;202216;127037;13;329266;97426;127037;224463;0,461711989;0,29005868;0,222449026;0,29005868;0,512507706;NA;NA
57;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17160;16388;7;33555;219376;143425;20;362821;100652;143425;244077;0,500892755;0,327476768;0,229814827;0,327476768;0,557291595;NA;NA
58;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19154;31633;1;50788;238530;175058;21;413609;89407;175058;264465;0,544626344;0,399703176;0,204139553;0,399703176;0,603842729;NA;NA
59;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9712;26896;5;36613;248242;201954;26;450222;78705;201954;280659;0,566801379;0,461113775;0,179704089;0,461113775;0,640817864;NA;NA
60;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4317;27132;1;31450;252559;229086;27;481672;61648;229086;290734;0,576658219;0,523063224;0,140758499;0,523063224;0,663821723;NA;NA
61;REGIONAL;26/07/21;2021;30;ARS Algarve;All;3952;24655;3;28610;256511;253741;30;510282;45576;253741;299317;0,585681668;0,579357034;0,104061922;0,579357034;0,683418956;NA;NA
62;REGIONAL;02/08/21;2021;31;ARS Algarve;All;3901;22523;1;26425;260412;276264;31;536707;30906;276264;307170;0,59458867;0,63078293;0,070566477;0,63078293;0,701349407;NA;NA
63;REGIONAL;04/01/21;2021;1;ARS Centro;All;9012;7;0;9019;15622;8;0;15630;15615;8;15623;0,009422872;4,83E-06;0,009418649;4,82544E-06;0,009423475;NA;NA
64;REGIONAL;11/01/21;2021;2;ARS Centro;All;12610;22;1;12633;28232;30;1;28263;28203;30;28233;0,017028966;1,81E-05;0,017011474;1,80954E-05;0,01702957;NA;NA
65;REGIONAL;18/01/21;2021;3;ARS Centro;All;36720;6311;2;43033;64952;6341;3;71296;58612;6341;64953;0,039177721;0,003824762;0,035353563;0,003824762;0,039178325;NA;NA
66;REGIONAL;25/01/21;2021;4;ARS Centro;All;4850;8535;3;13388;69802;14876;6;84684;54927;14876;69803;0,042103143;0,0089729;0,033130846;0,0089729;0,042103746;NA;NA
67;REGIONAL;01/02/21;2021;5;ARS Centro;All;2696;9151;0;11847;72498;24027;6;96531;48472;24027;72499;0,043729315;0,014492596;0,029237322;0,014492596;0,043729918;NA;NA
68;REGIONAL;08/02/21;2021;6;ARS Centro;All;7522;27105;4;34631;80020;51132;10;131162;28889;51132;80021;0,048266432;0,030841779;0,017425255;0,030841779;0,048267035;NA;NA
69;REGIONAL;15/02/21;2021;7;ARS Centro;All;25507;9987;3;35497;105527;61119;13;166659;44409;61119;105528;0,063651734;0,036865734;0,026786603;0,036865734;0,063652337;NA;NA
70;REGIONAL;22/02/21;2021;8;ARS Centro;All;38394;3112;2;41508;143921;64231;15;208167;79691;64231;143922;0,086810211;0,038742829;0,048067986;0,038742829;0,086810815;NA;NA
71;REGIONAL;01/03/21;2021;9;ARS Centro;All;28482;5917;1;34400;172403;70148;16;242567;102264;70148;172412;0,103989973;0,042311843;0,061683559;0,042311843;0,103995401;NA;NA
72;REGIONAL;08/03/21;2021;10;ARS Centro;All;17668;13518;0;31186;190071;83666;16;273753;106420;83666;190086;0,11464695;0,050465624;0,064190373;0,050465624;0,114655998;NA;NA
73;REGIONAL;15/03/21;2021;11;ARS Centro;All;16642;24168;2;40812;206713;107834;18;314565;98901;107834;206735;0,124685065;0,065043269;0,059655066;0,065043269;0,124698335;NA;NA
74;REGIONAL;22/03/21;2021;12;ARS Centro;All;47805;4334;0;52139;254518;112168;18;366704;142377;112168;254545;0,153520066;0,067657449;0,085878902;0,067657449;0,153536352;NA;NA
75;REGIONAL;29/03/21;2021;13;ARS Centro;All;24343;16742;2;41087;278861;128910;20;407791;149988;128910;278898;0,168203267;0,077755882;0,090469702;0,077755882;0,168225584;NA;NA
76;REGIONAL;05/04/21;2021;14;ARS Centro;All;49852;10193;0;60045;328713;139103;20;467836;189657;139103;328760;0,198272976;0,083904092;0,114397234;0,083904092;0,198301326;NA;NA
77;REGIONAL;12/04/21;2021;15;ARS Centro;All;77612;12011;2;89625;406325;151114;22;557461;255261;151114;406375;0,245086951;0,091148882;0,153968228;0,091148882;0,24511711;NA;NA
78;REGIONAL;19/04/21;2021;16;ARS Centro;All;29993;24154;6;54153;436318;175268;28;611614;261100;175268;436368;0,263178117;0,105718082;0,157490194;0,105718082;0,263208276;NA;NA
79;REGIONAL;26/04/21;2021;17;ARS Centro;All;56537;17913;3;74453;492855;193181;31;686067;300998;193181;494179;0,297280082;0,116522838;0,181555854;0,116522838;0,298078692;NA;NA
80;REGIONAL;03/05/21;2021;18;ARS Centro;All;59911;49104;2;109017;552766;242285;33;795084;317646;242285;559931;0,333417175;0,14614137;0,191597588;0,14614137;0,337738957;NA;NA
81;REGIONAL;10/05/21;2021;19;ARS Centro;All;50581;55698;0;106279;603347;297983;33;901363;318555;297983;616538;0,363926603;0,179737267;0,192145878;0,179737267;0,371883145;NA;NA
82;REGIONAL;17/05/21;2021;20;ARS Centro;All;44782;41685;4;86471;648129;339668;37;987834;329403;339668;669071;0,390938192;0,204880809;0,19868917;0,204880809;0,403569979;NA;NA
83;REGIONAL;24/05/21;2021;21;ARS Centro;All;24110;56189;12;80311;672239;395857;49;1068145;305647;395857;701504;0,405480852;0,238772867;0,184360035;0,238772867;0,423132903;NA;NA
84;REGIONAL;31/05/21;2021;22;ARS Centro;All;44171;37679;1;81851;716410;433536;50;1149996;314490;433536;748026;0,432123898;0,261500071;0,189693953;0,261500071;0,451194024;NA;NA
85;REGIONAL;07/06/21;2021;23;ARS Centro;All;58221;40739;2;98962;774631;474275;52;1248958;333733;474275;808008;0,467241617;0,286073005;0,201300938;0,286073005;0,487373943;NA;NA
86;REGIONAL;14/06/21;2021;24;ARS Centro;All;51867;65628;8;117503;826498;539903;60;1366461;325860;539903;865763;0,498526734;0,325658476;0,196552105;0,325658476;0,522210581;NA;NA
87;REGIONAL;21/06/21;2021;25;ARS Centro;All;59448;47590;3;107041;885946;587493;63;1473502;344023;587493;931516;0,534384555;0,354363793;0,207507656;0,354363793;0,561871449;NA;NA
88;REGIONAL;28/06/21;2021;26;ARS Centro;All;49797;76945;2;126744;935743;664438;65;1600246;319076;664438;983514;0,564421089;0,400775448;0,192460134;0,400775448;0,593235582;NA;NA
89;REGIONAL;05/07/21;2021;27;ARS Centro;All;59373;104681;9;164063;995116;769119;74;1764309;281764;769119;1050883;0,600233672;0,463916892;0,169954297;0,463916892;0,633871189;NA;NA
90;REGIONAL;12/07/21;2021;28;ARS Centro;All;28373;81849;8;110230;1023489;850968;82;1874539;242638;850968;1093606;0,617347687;0,513286539;0,146354292;0,513286539;0,659640831;NA;NA
91;REGIONAL;19/07/21;2021;29;ARS Centro;All;16775;80446;16;97237;1040264;931414;98;1971776;194459;931414;1125873;0,627466024;0,561809925;0,117293702;0,561809925;0,679103627;NA;NA
92;REGIONAL;26/07/21;2021;30;ARS Centro;All;14298;68725;5;83028;1054562;1000139;103;2054804;153065;1000139;1153204;0,636090286;0,603263443;0,092325686;0,603263443;0,695589129;NA;NA
93;REGIONAL;02/08/21;2021;31;ARS Centro;All;19159;74776;5;93940;1073721;1074915;108;2148744;116471;1074915;1191386;0,647646604;0,648366801;0,070252931;0,648366801;0,718619732;NA;NA
94;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12692;22;0;12714;23402;23;0;23425;23379;23;23402;0,006352752;6,24E-06;0,006346508;6,24362E-06;0,006352752;NA;NA
95;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13184;1106;0;14290;36586;1129;0;37715;35457;1129;36586;0,009931706;0,000306481;0,009625225;0,000306481;0,009931706;NA;NA
96;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37716;9059;0;46775;74302;10188;0;84490;64115;10188;74303;0,020170163;0,002765654;0,017404781;0,002765654;0,020170435;NA;NA
97;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17237;11882;10;29129;91539;22070;10;113619;69471;22070;91541;0,024849352;0,005991164;0,018858731;0,005991164;0,024849895;NA;NA
98;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8665;8925;0;17590;100204;30995;10;131209;69212;30995;100207;0,02720157;0,008413962;0,018788422;0,008413962;0,027202384;NA;NA
99;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14331;30370;0;44701;114535;61365;10;175910;53173;61365;114538;0,03109189;0,01665826;0,014434444;0,01665826;0,031092705;NA;NA
100;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32951;19047;3;52001;147486;80412;13;227911;67077;80412;147489;0,040036832;0,021828795;0,018208851;0,021828795;0,040037646;NA;NA
101;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49287;6659;0;55946;196773;87071;13;283857;109705;87071;196776;0,053416375;0,02363646;0,029780729;0,02363646;0,05341719;NA;NA
102;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;45029;12792;1;57822;241802;99863;14;341679;141947;99863;241810;0,065640034;0,027109001;0,038533204;0,027109001;0,065642206;NA;NA
103;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;33654;16539;0;50193;275456;116402;14;391872;159072;116402;275474;0,074775813;0,03159871;0,04318199;0,03159871;0,074780699;NA;NA
104;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;25954;28966;3;54923;301410;145368;17;446795;156066;145368;301434;0,081821336;0,039461876;0,042365975;0,039461876;0,081827851;NA;NA
105;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89199;7562;2;96763;390609;152930;19;543558;237709;152930;390639;0,106035467;0,041514671;0,06452894;0,041514671;0,106043611;NA;NA
106;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45500;23822;3;69325;436109;176752;22;612883;259396;176752;436148;0,118386984;0,047981436;0,070416135;0,047981436;0,118397571;NA;NA
107;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87354;19584;2;106940;523463;196336;24;719823;327211;196336;523547;0,142100268;0,053297746;0,088825325;0,053297746;0,142123071;NA;NA
108;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163550;14247;2;177799;687013;210583;26;897622;476522;210583;687105;0,186497864;0,057165264;0,129357575;0,057165264;0,186522839;NA;NA
109;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79157;53611;6;132774;766170;264194;32;1030396;502070;264194;766264;0,207985975;0,071718609;0,136292884;0,071718609;0,208011493;NA;NA
110;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107522;25534;5;133061;873692;289728;37;1163457;584086;289728;873814;0,237174103;0,078650118;0,158557104;0,078650118;0,237207222;NA;NA
111;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;107674;65259;8;172941;981366;354987;45;1336398;629199;354987;984186;0,266403493;0,096365451;0,170803565;0,096365451;0,267169016;NA;NA
112;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90343;112882;12;203237;1071709;467869;57;1539635;609237;467869;1077106;0,290928177;0,127008615;0,165384643;0,127008615;0,292393257;NA;NA
113;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;109826;70958;3;180787;1181535;538827;60;1720422;650725;538827;1189552;0,320741753;0,146271009;0,176647054;0,146271009;0,322918064;NA;NA
114;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110521;88625;43;199189;1292056;627452;103;1919611;685639;627452;1313091;0,350743996;0,170329321;0,186124876;0,170329321;0,356454197;NA;NA
115;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92019;86538;20;178577;1384075;713990;123;2098188;711850;713990;1425840;0,37572365;0,193821092;0,193240164;0,193821092;0,387061256;NA;NA
116;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;151754;53695;9;205458;1535829;767685;132;2303646;824428;767685;1592113;0,416919081;0,20839724;0,223800803;0,20839724;0,432198043;NA;NA
117;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147296;120977;11;268284;1683125;888662;143;2571930;859849;888662;1748511;0,456904335;0,241237888;0,233416256;0,241237888;0,474654144;NA;NA
118;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;119697;153286;22;273005;1802822;1041948;165;2844935;840781;1041948;1882729;0,489397512;0,282849199;0,22824002;0,282849199;0,511089219;NA;NA
119;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;130092;166044;15;296151;1932914;1207992;180;3141086;815849;1207992;2023841;0,524712535;0,327923821;0,221471932;0,327923821;0,549395753;NA;NA
120;REGIONAL;05/07/21;2021;27;ARS Lisboa e Vale do Tejo;All;143461;272816;12;416289;2076375;1480808;192;3557375;698016;1480808;2178824;0,563656733;0,401982975;0,18948476;0,401982975;0,591467735;NA;NA
121;REGIONAL;12/07/21;2021;28;ARS Lisboa e Vale do Tejo;All;79301;214879;21;294201;2155676;1695687;213;3851576;600783;1695687;2296470;0,585183934;0,46031444;0,163089704;0,46031444;0,623404143;NA;NA
122;REGIONAL;19/07/21;2021;29;ARS Lisboa e Vale do Tejo;All;56709;184771;13;241493;2212385;1880458;226;4093069;523604;1880458;2404062;0,600578268;0,510472729;0,142138544;0,510472729;0,652611274;NA;NA
123;REGIONAL;26/07/21;2021;30;ARS Lisboa e Vale do Tejo;All;36113;179594;26;215733;2248498;2060052;252;4308802;417916;2060052;2477968;0,610381572;0,55922566;0,113448278;0,55922566;0,672673938;NA;NA
124;REGIONAL;02/08/21;2021;31;ARS Lisboa e Vale do Tejo;All;45183;177320;17;222520;2293681;2237372;269;4531322;328902;2237372;2566274;0,622647036;0,607361287;0,089284367;0,607361287;0,696645654;NA;NA
125;REGIONAL;04/01/21;2021;1;ARS Norte;All;16606;21;0;16627;29923;24;0;29947;29904;24;29928;0,008405453;6,74E-06;0,008400116;6,74167E-06;0,008406857;NA;NA
126;REGIONAL;11/01/21;2021;2;ARS Norte;All;15318;31;0;15349;45241;55;0;45296;45191;55;45246;0,012708321;1,54E-05;0,012694276;1,54497E-05;0,012709725;NA;NA
127;REGIONAL;18/01/21;2021;3;ARS Norte;All;32399;12734;1;45134;77640;12789;1;90430;64856;12789;77645;0,021809289;0,003592465;0,018218228;0,003592465;0,021810693;NA;NA
128;REGIONAL;25/01/21;2021;4;ARS Norte;All;14360;15708;6;30074;92000;28497;7;120504;63508;28497;92005;0,025843052;0,008004885;0,017839571;0,008004885;0,025844457;NA;NA
129;REGIONAL;01/02/21;2021;5;ARS Norte;All;5633;12279;1;17913;97633;40776;8;138417;56866;40776;97642;0,027425377;0,01145409;0,015973815;0,01145409;0,027427906;NA;NA
130;REGIONAL;08/02/21;2021;6;ARS Norte;All;8905;28933;6;37844;106538;69709;14;176261;36838;69709;106547;0,029926816;0,019581449;0,010347895;0,019581449;0,029929345;NA;NA
131;REGIONAL;15/02/21;2021;7;ARS Norte;All;33009;15194;3;48206;139547;84903;17;224467;54653;84903;139556;0,039199135;0,023849486;0,015352178;0,023849486;0,039201663;NA;NA
132;REGIONAL;22/02/21;2021;8;ARS Norte;All;64805;4337;1;69143;204352;89240;18;293610;115121;89240;204361;0,057403037;0,025067761;0,032337805;0,025067761;0,057405565;NA;NA
133;REGIONAL;01/03/21;2021;9;ARS Norte;All;48018;7082;2;55102;252370;96322;20;348712;156062;96322;252384;0,070891425;0,027057114;0,043838244;0,027057114;0,070895358;NA;NA
134;REGIONAL;08/03/21;2021;10;ARS Norte;All;25631;14157;0;39788;278001;110479;20;388500;167546;110479;278025;0,078091243;0,031033854;0,047064131;0,031033854;0,078097985;NA;NA
135;REGIONAL;15/03/21;2021;11;ARS Norte;All;26851;42337;4;69192;304852;152816;24;457692;152063;152816;304879;0,085633763;0,042926434;0,042714914;0,042926434;0,085641347;NA;NA
