;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST;RECEIVED;DISTRIBUTED
322;AGES;26/04/21;2021;17;All;18-24 anos;2571;90;0;2661;30492;11703;5;42200;18796;11703;30499;0,039033507;0,014981278;0,02406119;0,014981278;0,039042468;NA;NA
323;AGES;26/04/21;2021;17;All;25-49 anos;10221;657;1;10879;368160;140521;48;508729;227678;140521;368199;0,110506756;0,042178726;0,068339736;0,042178726;0,110518463;NA;NA
324;AGES;26/04/21;2021;17;All;50-64 anos;32508;2796;0;35304;405636;89733;22;495391;316182;89733;405915;0,186569563;0,041272093;0,145425795;0,041272093;0,186697888;NA;NA
325;AGES;26/04/21;2021;17;All;65-79 anos;292759;46215;2;338976;1142558;119537;35;1262130;1024031;119537;1143568;0,701791951;0,07342306;0,628989262;0,07342306;0,702412322;NA;NA
326;AGES;26/04/21;2021;17;All;80 ou mais anos;6144;39736;5;45885;634047;558039;74;1192160;76019;558039;634058;0,930246923;0,818731202;0,111531859;0,818731202;0,930263061;NA;NA
327;AGES;26/04/21;2021;17;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
328;AGES;03/05/21;2021;18;All;0-17 anos;99;8;0;107;501;246;0;747;255;246;501;0,000294414;0,000144562;0,000149851;0,000144562;0,000294414;NA;NA
329;AGES;03/05/21;2021;18;All;18-24 anos;1759;726;0;2485;32251;12429;5;44685;19832;12429;32261;0,041285243;0,015910647;0,025387397;0,015910647;0,041298045;NA;NA
330;AGES;03/05/21;2021;18;All;25-49 anos;9401;7494;0;16895;377561;148015;48;525624;229602;148015;377617;0,113328557;0,044428122;0,068917243;0,044428122;0,113345366;NA;NA
331;AGES;03/05/21;2021;18;All;50-64 anos;150797;14308;1;165106;556433;104041;23;660497;458303;104041;562344;0,255927634;0,047852962;0,210793398;0,047852962;0,258646359;NA;NA
332;AGES;03/05/21;2021;18;All;65-79 anos;201979;163630;7;365616;1344537;283167;42;1627746;1068896;283167;1352063;0,825853256;0,173929307;0,656546634;0,173929307;0,830475941;NA;NA
333;AGES;03/05/21;2021;18;All;80 ou mais anos;5093;31745;4;36842;639140;589784;78;1229002;49514;589784;639298;0,937719157;0,865306122;0,072644845;0,865306122;0,937950968;NA;NA
334;AGES;03/05/21;2021;18;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
335;AGES;10/05/21;2021;19;All;0-17 anos;135;32;0;167;636;278;0;914;358;278;636;0,000373747;0,000163367;0,000210379;0,000163367;0,000373747;NA;NA
336;AGES;10/05/21;2021;19;All;18-24 anos;2124;5301;2;7427;34375;17730;7;52112;16665;17730;34395;0,044004224;0,022696579;0,021333248;0,022696579;0,044029827;NA;NA
337;AGES;10/05/21;2021;19;All;25-49 anos;24405;99333;4;123742;401966;247348;52;649366;154748;247348;402096;0,120653952;0,074243875;0,046449097;0,074243875;0,120692972;NA;NA
338;AGES;10/05/21;2021;19;All;50-64 anos;166046;109011;7;275064;722479;213052;30;935561;525002;213052;738054;0,332299381;0,097991842;0,241471156;0,097991842;0,339462998;NA;NA
339;AGES;10/05/21;2021;19;All;65-79 anos;91304;79986;5;171295;1435841;363153;47;1799041;1088015;363153;1451168;0,881934796;0,223059006;0,668290073;0,223059006;0,89134908;NA;NA
340;AGES;10/05/21;2021;19;All;80 ou mais anos;3769;9966;2;13737;642909;599750;80;1242739;43518;599750;643268;0,943248874;0,879927816;0,063847768;0,879927816;0,943775584;NA;NA
341;AGES;10/05/21;2021;19;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
342;AGES;17/05/21;2021;20;All;0-17 anos;277;19;0;296;913;297;0;1210;616;297;913;0,000536526;0,000174533;0,000361994;0,000174533;0,000536526;NA;NA
343;AGES;17/05/21;2021;20;All;18-24 anos;1978;2368;1;4347;36353;20098;8;56459;16277;20098;36375;0,046536307;0,02572791;0,02083656;0,02572791;0,04656447;NA;NA
344;AGES;17/05/21;2021;20;All;25-49 anos;31679;21217;3;52899;433645;268565;55;702265;165302;268565;433867;0,130162708;0,080612362;0,049616981;0,080612362;0,130229343;NA;NA
345;AGES;17/05/21;2021;20;All;50-64 anos;224280;75036;5;299321;946759;288088;35;1234882;692395;288088;980483;0,435455466;0,132504148;0,318462446;0,132504148;0,450966594;NA;NA
346;AGES;17/05/21;2021;20;All;65-79 anos;41149;111419;10;152578;1476990;474572;57;1951619;1022904;474572;1497476;0,907209694;0,291495758;0,628297026;0,291495758;0,919792784;NA;NA
347;AGES;17/05/21;2021;20;All;80 ou mais anos;4740;8351;1;13092;647649;608101;81;1255831;40341;608101;648442;0,950203201;0,89218005;0,059186608;0,89218005;0,951366657;NA;NA
348;AGES;17/05/21;2021;20;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
349;AGES;24/05/21;2021;21;All;0-17 anos;248;36;0;284;1161;333;0;1494;828;333;1161;0,000682264;0,000195688;0,000486576;0,000195688;0,000682264;NA;NA
350;AGES;24/05/21;2021;21;All;18-24 anos;2148;3143;5;5296;38501;23241;13;61755;15294;23241;38535;0,049286011;0,029751336;0,0195782;0,029751336;0,049329536;NA;NA
351;AGES;24/05/21;2021;21;All;25-49 anos;25387;17631;26;43044;459032;286196;81;745309;173290;286196;459486;0,137782859;0,085904475;0,052014656;0,085904475;0,137919132;NA;NA
352;AGES;24/05/21;2021;21;All;50-64 anos;174922;97682;34;272638;1121681;385770;69;1507520;813526;385770;1199296;0,515909669;0,17743233;0,374175839;0,17743233;0,551608169;NA;NA
353;AGES;24/05/21;2021;21;All;65-79 anos;23521;202050;21;225592;1500511;676622;78;2177211;848977;676622;1525599;0,921656968;0,415600673;0,521466066;0,415600673;0,937066738;NA;NA
354;AGES;24/05/21;2021;21;All;80 ou mais anos;4440;6323;0;10763;652089;614424;81;1266594;38931;614424;653355;0,956717381;0,901456888;0,057117915;0,901456888;0,958574803;NA;NA
355;AGES;24/05/21;2021;21;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
356;AGES;31/05/21;2021;22;All;0-17 anos;250;92;0;342;1411;425;0;1836;986;425;1411;0,000829177;0,000249752;0,000579425;0,000249752;0,000829177;NA;NA
357;AGES;31/05/21;2021;22;All;18-24 anos;2161;2484;2;4647;40662;25725;15;66402;14973;25725;40698;0,052052357;0,032931161;0,01916728;0,032931161;0,052098441;NA;NA
358;AGES;31/05/21;2021;22;All;25-49 anos;41523;22899;11;64433;500555;309095;92;809742;192228;309095;501323;0,150246386;0,09277783;0,057699079;0,09277783;0,150476909;NA;NA
359;AGES;31/05/21;2021;22;All;50-64 anos;163332;167819;14;331165;1285013;553589;83;1838685;858744;553589;1412333;0,591033129;0,254619556;0,394973556;0,254619556;0,649593111;NA;NA
360;AGES;31/05/21;2021;22;All;65-79 anos;18573;137061;24;155658;1519084;813683;102;2332869;736155;813683;1549838;0,933065038;0,499787477;0,452167552;0,499787477;0,951955029;NA;NA
361;AGES;31/05/21;2021;22;All;80 ou mais anos;3046;5981;4;9031;655135;620405;85;1275625;36594;620405;656999;0,961186344;0,910231958;0,053689168;0,910231958;0,963921126;NA;NA
362;AGES;31/05/21;2021;22;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
363;AGES;07/06/21;2021;23;All;0-17 anos;375;131;0;506;1786;556;0;2342;1231;556;1787;0,001049547;0,000326735;0,0007234;0,000326735;0,001050134;NA;NA
364;AGES;07/06/21;2021;23;All;18-24 anos;2633;2743;0;5376;43295;28468;15;71778;14878;28468;43346;0,055422921;0,036442538;0,019045668;0,036442538;0,055488207;NA;NA
365;AGES;07/06/21;2021;23;All;25-49 anos;126097;30999;7;157103;626652;340094;99;966845;289338;340094;629432;0,18809561;0,102082477;0,086847577;0,102082477;0,188930054;NA;NA
366;AGES;07/06/21;2021;23;All;50-64 anos;208415;138246;12;346673;1493428;691835;95;2185358;952315;691835;1644150;0,686892214;0,318204878;0,438010911;0,318204878;0,756215789;NA;NA
367;AGES;07/06/21;2021;23;All;65-79 anos;15962;71303;4;87269;1535046;884986;106;2420138;682920;884986;1567906;0,942869357;0,543583828;0,419469085;0,543583828;0,963052913;NA;NA
368;AGES;07/06/21;2021;23;All;80 ou mais anos;2742;4801;1;7544;657877;625206;86;1283169;34916;625206;660122;0,96520929;0,917275782;0,051227277;0,917275782;0,968503059;NA;NA
369;AGES;07/06/21;2021;23;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
370;AGES;07/06/21;2021;23;All;NA;1;0;0;1;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
371;AGES;14/06/21;2021;24;All;0-17 anos;542;293;0;835;2328;849;0;3177;1481;849;2330;0,001368054;0,000498917;0,000870313;0,000498917;0,001369229;NA;NA
372;AGES;14/06/21;2021;24;All;18-24 anos;2637;4349;3;6989;45932;32817;18;78767;13400;32817;46217;0,058798605;0,042009793;0,017153647;0,042009793;0,05916344;NA;NA
373;AGES;14/06/21;2021;24;All;25-49 anos;237521;83702;12;321235;864173;423796;111;1288080;459833;423796;883629;0,259389818;0,127206436;0,138023287;0,127206436;0,265229723;NA;NA
374;AGES;14/06/21;2021;24;All;50-64 anos;85511;229591;17;315119;1578939;921426;112;2500477;824461;921426;1745887;0,726222426;0,423803722;0,379205319;0,423803722;0,803009041;NA;NA
375;AGES;14/06/21;2021;24;All;65-79 anos;10788;62200;4;72992;1545834;947186;110;2493130;632833;947186;1580019;0,949495657;0,581788855;0,388704211;0,581788855;0,970493066;NA;NA
376;AGES;14/06/21;2021;24;All;80 ou mais anos;2606;4712;0;7318;660483;629918;86;1290487;33082;629918;663000;0,969032703;0,924189029;0,04853651;0,924189029;0,972725539;NA;NA
377;AGES;14/06/21;2021;24;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
378;AGES;14/06/21;2021;24;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
379;AGES;21/06/21;2021;25;All;0-17 anos;369;249;1;619;2697;1098;1;3796;1605;1098;2703;0,001584898;0,000645242;0,000943182;0,000645242;0,001588424;NA;NA
380;AGES;21/06/21;2021;25;All;18-24 anos;2301;2583;1;4885;48233;35400;19;83652;13369;35400;48769;0,061744167;0,04531635;0,017113963;0,04531635;0,062430313;NA;NA
381;AGES;21/06/21;2021;25;All;25-49 anos;268503;53657;16;322176;1132676;477453;127;1610256;698487;477453;1175940;0,339983569;0,143312099;0,209657575;0,143312099;0,352969674;NA;NA
382;AGES;21/06/21;2021;25;All;50-64 anos;85916;182809;16;268741;1664855;1104235;128;2769218;743493;1104235;1847728;0,765738915;0,507885498;0,341964629;0,507885498;0,849850127;NA;NA
383;AGES;21/06/21;2021;25;All;65-79 anos;10240;96721;8;106969;1556074;1043907;118;2600099;548250;1043907;1592157;0,955785359;0,641197672;0,336750902;0,641197672;0,977948574;NA;NA
384;AGES;21/06/21;2021;25;All;80 ou mais anos;3372;4729;3;8104;663855;634647;89;1298591;32170;634647;666817;0,973979959;0,931127217;0,047198462;0,931127217;0,97832568;NA;NA
385;AGES;21/06/21;2021;25;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
386;AGES;21/06/21;2021;25;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
387;AGES;28/06/21;2021;26;All;0-17 anos;167;261;0;428;2864;1359;1;4224;1511;1359;2870;0,001683036;0,000798619;0,000887942;0,000798619;0,001686562;NA;NA
388;AGES;28/06/21;2021;26;All;18-24 anos;1439;2515;0;3954;49672;37915;19;87606;12359;37915;50274;0,063586264;0,048535859;0,015821039;0,048535859;0,064356898;NA;NA
389;AGES;28/06/21;2021;26;All;25-49 anos;311656;57387;15;369058;1444332;534840;142;1979314;966853;534840;1501693;0,433530108;0,160537358;0,290210205;0,160537358;0,450747562;NA;NA
390;AGES;28/06/21;2021;26;All;50-64 anos;58796;177305;14;236115;1723651;1281540;142;3005333;631704;1281540;1913244;0,792781742;0,589435746;0,290548027;0,589435746;0,879983773;NA;NA
391;AGES;28/06/21;2021;26;All;65-79 anos;8936;181224;13;190173;1565010;1225131;131;2790272;377320;1225131;1602451;0,961274107;0,75251066;0,231760785;0,75251066;0,984271445;NA;NA
392;AGES;28/06/21;2021;26;All;80 ou mais anos;3128;5248;1;8377;666983;639895;90;1306968;30448;639895;670343;0,978569228;0,938826861;0,044672017;0,938826861;0,983498878;NA;NA
393;AGES;28/06/21;2021;26;All;Desconhecido;1;0;0;1;2;0;0;2;2;0;2;NA;NA;NA;NA;NA;NA;NA
394;AGES;28/06/21;2021;26;All;NA;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA;NA;NA
395;GENERAL;04/01/21;2021;1;All;All;48137;13;0;48150;83530;18;0;83548;83513;18;83531;0,008111085;1,75E-06;0,008109434;1,75E-06;0,008111182;NA;NA
396;GENERAL;11/01/21;2021;2;All;All;49350;1159;0;50509;132880;1177;0;134057;131704;1177;132881;0,012903161;0,000114291;0,012788967;0,000114291;0,012903258;NA;NA
397;GENERAL;18/01/21;2021;3;All;All;121448;32516;11;153975;254328;33693;11;288032;220636;33693;254329;0,02469623;0,00327172;0,021424607;0,00327172;0,024696327;NA;NA
398;GENERAL;25/01/21;2021;4;All;All;42070;44716;51;86837;296398;78409;62;374869;217990;78409;296399;0,028781389;0,007613816;0,02116767;0,007613816;0,028781486;NA;NA
399;GENERAL;01/02/21;2021;5;All;All;23577;37374;1;60952;319975;115783;63;435821;204195;115783;319978;0,031070807;0,011242976;0,019828122;0,011242976;0,031071098;NA;NA
400;GENERAL;08/02/21;2021;6;All;All;40574;98912;12;139498;360549;214695;75;575319;145857;214695;360552;0,035010699;0,020847713;0,014163277;0,020847713;0,03501099;NA;NA
401;GENERAL;15/02/21;2021;7;All;All;103176;49930;10;153116;463725;264625;85;728435;199103;264625;463728;0,045029487;0,025696108;0,019333669;0,025696108;0,045029778;651900;571981
402;GENERAL;22/02/21;2021;8;All;All;176396;20473;14;196883;640121;285098;99;925318;355026;285098;640124;0,062158219;0,027684116;0,034474394;0,027684116;0,06215851;830730;718143
403;GENERAL;01/03/21;2021;9;All;All;138369;33360;10;171739;778490;318458;109;1097057;460043;318458;778501;0,075594382;0,0309235;0,04467195;0,0309235;0,075595451;1002999;933847
404;GENERAL;08/03/21;2021;10;All;All;94479;51645;10;146134;872969;370103;119;1243191;502883;370103;872986;0,084768658;0,035938429;0,048831879;0,035938429;0,084770309;1186389;1095103
405;GENERAL;15/03/21;2021;11;All;All;80883;109774;21;190678;953852;479877;140;1433869;473998;479877;953875;0,092622709;0,046597908;0,046027034;0,046597908;0,092624943;1468929;1264093
406;GENERAL;22/03/21;2021;12;All;All;255973;21188;3;277164;1209825;501065;143;1711033;708788;501065;1209853;0,117478675;0,048655345;0,068826049;0,048655345;0,117481394;1713540;1462079
407;GENERAL;29/03/21;2021;13;All;All;137020;84105;8;221133;1346845;585170;151;1932166;761714;585170;1346884;0,130783846;0,056822265;0,073965368;0,056822265;0,130787633;1883850;1753999
408;GENERAL;05/04/21;2021;14;All;All;255904;52739;7;308650;1602749;637909;158;2240816;964907;637909;1602816;0,155633111;0,061943425;0,093696192;0,061943425;0,155639617;2344530;1996561
409;GENERAL;12/04/21;2021;15;All;All;424478;53908;5;478391;2027227;691817;163;2719207;1335478;691817;2027295;0,196851563;0,0671781;0,129680066;0,0671781;0,196858166;2684460;2360167
410;GENERAL;19/04/21;2021;16;All;All;209822;138444;13;348279;2237049;830261;176;3067486;1406858;830261;2237119;0,217226088;0,080621546;0,136611339;0,080621546;0,217232886;2983590;2679813
411;GENERAL;26/04/21;2021;17;All;All;344247;89510;8;433765;2581296;919771;184;3501251;1662871;919771;2582642;0,2506538;0,089313313;0,161471189;0,089313313;0,250784502;3400260;3039329
412;GENERAL;03/05/21;2021;18;All;All;369128;217911;12;587051;2950424;1137682;196;4088302;1826403;1137682;2964085;0,286497553;0,110473311;0,177350778;0,110473311;0,287824089;4128420;3581288
413;GENERAL;10/05/21;2021;19;All;All;287783;303629;20;591432;3238207;1441311;216;4679734;1828307;1441311;3269618;0,314442393;0,139956859;0,177535663;0,139956859;0,317492522;4655370;4171038
414;GENERAL;17/05/21;2021;20;All;All;304103;218410;20;522533;3542310;1659721;236;5202267;1937836;1659721;3597557;0,343971967;0,161165312;0,188171352;0,161165312;0,349336664;5197920;4686071
415;GENERAL;24/05/21;2021;21;All;All;230666;326865;86;557617;3772976;1986586;322;5759884;1890847;1986586;3877433;0,366370526;0,192905165;0,183608539;0,192905165;0,376513703;5728470;5126418
416;GENERAL;31/05/21;2021;22;All;All;228885;336336;55;565276;4001861;2322922;377;6325160;1839681;2322922;4162603;0,388596142;0,225564688;0,178640123;0,225564688;0,404204811;6254220;5644760
417;GENERAL;07/06/21;2021;23;All;All;356225;248223;24;604472;4358086;2571145;401;6929632;1975600;2571145;4546745;0,423186964;0,249668099;0,191838382;0,249668099;0,441506481;7263540;6299315
418;GENERAL;14/06/21;2021;24;All;All;339605;384847;36;724488;4697691;2955992;437;7654120;1965092;2955992;4921084;0,45616392;0,287038227;0,190818015;0,287038227;0,477856242;7880400;6896272
419;GENERAL;21/06/21;2021;25;All;All;370701;340748;45;711494;5068392;3296740;482;8365614;2037376;3296740;5334116;0,492160417;0,320126173;0,19783707;0,320126173;0,517963243;8604606;7566600
420;GENERAL;28/06/21;2021;26;All;All;384123;423940;43;808106;5452515;3720680;525;9173720;2020198;3720680;5740878;0,529460242;0,361292382;0,19616902;0,361292382;0,557461402;9519240;8357319
