;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
1;REGIONAL;04/01/21;2021;1;ARS Alentejo;All;3472;1;0;3473;4696;1;0;4697;4695;1;4696;0,010152021;2,16E-06;0,010149859;2,16E-06;0,010152021
2;REGIONAL;11/01/21;2021;2;ARS Alentejo;All;5352;10;0;5362;10048;11;0;10059;10037;11;10048;0,021722212;2,38E-05;0,021698431;2,38E-05;0,021722212
3;REGIONAL;18/01/21;2021;3;ARS Alentejo;All;10429;1133;0;11562;20477;1144;0;21621;19333;1144;20477;0,044268086;0,00247315;0,041794936;0,00247315;0,044268086
4;REGIONAL;25/01/21;2021;4;ARS Alentejo;All;2293;3122;0;5415;22770;4266;0;27036;18504;4266;22770;0,049225195;0,009222428;0,040002767;0,009222428;0,049225195
5;REGIONAL;01/02/21;2021;5;ARS Alentejo;All;1448;4338;0;5786;24218;8604;0;32822;15614;8604;24218;0,052355546;0,018600508;0,033755037;0,018600508;0,052355546
6;REGIONAL;08/02/21;2021;6;ARS Alentejo;All;3334;8777;0;12111;27552;17381;0;44933;10171;17381;27552;0,059563135;0,037575016;0,021988119;0,037575016;0,059563135
7;REGIONAL;15/02/21;2021;7;ARS Alentejo;All;4057;2812;0;6869;31609;20193;0;51802;11416;20193;31609;0,068333737;0,043654122;0,024679615;0,043654122;0,068333737
8;REGIONAL;22/02/21;2021;8;ARS Alentejo;All;12033;1651;0;13684;43642;21844;0;65486;21798;21844;43642;0,094347209;0,047223327;0,047123882;0,047223327;0,094347209
9;REGIONAL;01/03/21;2021;9;ARS Alentejo;All;10455;2831;1;13287;54097;24675;1;78773;29422;24675;54097;0,116949292;0,053343508;0,063605783;0,053343508;0,116949292
10;REGIONAL;08/03/21;2021;10;ARS Alentejo;All;5827;1669;0;7496;59924;26344;1;86269;33580;26344;59924;0,129546359;0,056951627;0,072594732;0,056951627;0,129546359
11;REGIONAL;15/03/21;2021;11;ARS Alentejo;All;3703;7728;0;11431;63627;34072;1;97700;29556;34072;63628;0,137551668;0,073658359;0,063895471;0,073658359;0,13755383
12;REGIONAL;22/03/21;2021;12;ARS Alentejo;All;11905;2107;0;14012;75532;36179;1;111712;39355;36179;75534;0,163288425;0,078213365;0,085079383;0,078213365;0,163292748
13;REGIONAL;29/03/21;2021;13;ARS Alentejo;All;6156;6277;0;12433;81688;42456;1;124145;39234;42456;81690;0,176596738;0,091783262;0,0848178;0,091783262;0,176601062
14;REGIONAL;05/04/21;2021;14;ARS Alentejo;All;14050;4302;0;18352;95738;46758;1;142497;48984;46758;95742;0,206970651;0,101083516;0,105895782;0,101083516;0,206979298
15;REGIONAL;12/04/21;2021;15;ARS Alentejo;All;21906;2964;0;24870;117644;49722;1;167367;67927;49722;117649;0,254328012;0,107491223;0,146847599;0,107491223;0,254338822
16;REGIONAL;19/04/21;2021;16;ARS Alentejo;All;11368;5957;1;17326;129012;55679;2;184693;73338;55679;129017;0,278903858;0,120369329;0,158545338;0,120369329;0,278914668
17;REGIONAL;26/04/21;2021;17;ARS Alentejo;All;20213;2775;0;22988;149225;58454;2;207681;90782;58454;149236;0,322601218;0,126368447;0,19625655;0,126368447;0,322624998
18;REGIONAL;03/05/21;2021;18;ARS Alentejo;All;13669;14310;1;27980;162894;72764;3;235661;93252;72764;166016;0,352151467;0,15730444;0,201596306;0,15730444;0,358900745
19;REGIONAL;10/05/21;2021;19;ARS Alentejo;All;17428;15250;0;32678;180322;88014;3;268339;95936;88014;183950;0,38982809;0,190272565;0,207398696;0,190272565;0,397671261
20;REGIONAL;17/05/21;2021;20;ARS Alentejo;All;13211;12206;1;25418;193533;100220;4;293757;100354;100220;200574;0,418388215;0,216660037;0,216949724;0,216660037;0,433609761
21;REGIONAL;24/05/21;2021;21;ARS Alentejo;All;7184;18506;1;25691;200717;118726;5;319448;91159;118726;209885;0,433918905;0,256667128;0,197071566;0,256667128;0,453738694
22;REGIONAL;31/05/21;2021;22;ARS Alentejo;All;17384;7290;1;24675;218101;126016;6;344123;101594;126016;227610;0,471500406;0,272426973;0,219630411;0,272426973;0,492057384
23;REGIONAL;07/06/21;2021;23;ARS Alentejo;All;13790;15248;0;29038;231891;141264;6;373161;100769;141264;242033;0,501312239;0,305390775;0,21784689;0,305390775;0,523237665
24;REGIONAL;14/06/21;2021;24;ARS Alentejo;All;10208;19217;1;29426;242099;160481;7;402587;93431;160481;253912;0,523380346;0,346934937;0,201983276;0,346934937;0,548918213
25;REGIONAL;21/06/21;2021;25;ARS Alentejo;All;10541;14161;1;24703;252640;174642;8;427290;92573;174642;267215;0,546168347;0,377548814;0,200128414;0,377548814;0,577677228
26;REGIONAL;28/06/21;2021;26;ARS Alentejo;All;10961;28725;3;39689;263601;203367;11;466979;76903;203367;280270;0,569864323;0,439647792;0,166252313;0,439647792;0,605900105
27;REGIONAL;05/07/21;2021;27;ARS Alentejo;All;15329;27775;1;43105;278930;231142;12;510084;65154;231142;296296;0,603003234;0,499693018;0,140852804;0,499693018;0,640545822
28;REGIONAL;12/07/21;2021;28;ARS Alentejo;All;8167;20278;1;28446;287097;251420;13;538530;56520;251420;307940;0,620659017;0,543530897;0,122187441;0,543530897;0,665718338
29;REGIONAL;19/07/21;2021;29;ARS Alentejo;All;3491;16695;2;20188;290588;268115;15;558718;47647;268115;315762;0,628206015;0,579622888;0,103005396;0,579622888;0,682628284
30;REGIONAL;26/07/21;2021;30;ARS Alentejo;All;2231;16461;0;18692;292819;284576;15;577410;38021;284576;322597;0,63302909;0,615209007;0,082195483;0,615209007;0,69740449
31;REGIONAL;02/08/21;2021;31;ARS Alentejo;All;4928;19910;13;24851;297747;304486;28;602261;29101;304486;333587;0,643682659;0,658251327;0,062911831;0,658251327;0,721163159
32;REGIONAL;09/08/21;2021;32;ARS Alentejo;All;14792;14360;0;29152;312539;318846;28;631413;36811;318846;355657;0,67566066;0,689295412;0,079579651;0,689295412;0,768875063
33;REGIONAL;04/01/21;2021;1;ARS Algarve;All;1249;2;0;1251;2306;2;0;2308;2304;2;2306;0,005265201;4,57E-06;0,005260634;4,56652E-06;0,005265201
34;REGIONAL;11/01/21;2021;2;ARS Algarve;All;1354;3;0;1357;3660;5;0;3665;3655;5;3660;0,008356737;1,14E-05;0,00834532;1,14163E-05;0,008356737
35;REGIONAL;18/01/21;2021;3;ARS Algarve;All;3392;945;0;4337;7052;950;0;8002;6102;950;7052;0,016101559;0,002169098;0,013932461;0,002169098;0,016101559
36;REGIONAL;25/01/21;2021;4;ARS Algarve;All;2141;1229;0;3370;9193;2179;0;11372;7014;2179;9193;0,020990022;0,004975227;0,016014796;0,004975227;0,020990022
37;REGIONAL;01/02/21;2021;5;ARS Algarve;All;1213;1242;0;2455;10406;3421;0;13827;6986;3421;10407;0,023759618;0,007811037;0,015950864;0,007811037;0,023761902
38;REGIONAL;08/02/21;2021;6;ARS Algarve;All;2398;2896;0;5294;12804;6317;0;19121;6488;6317;12805;0,029234879;0,014423362;0,0148138;0,014423362;0,029237162
39;REGIONAL;15/02/21;2021;7;ARS Algarve;All;3194;2112;0;5306;15998;8429;0;24427;7570;8429;15999;0,036527616;0,01924561;0,017284289;0,01924561;0,036529899
40;REGIONAL;22/02/21;2021;8;ARS Algarve;All;8503;1065;0;9568;24501;9494;0;33995;15008;9494;24502;0,055942188;0,021677284;0,034267187;0,021677284;0,055944471
41;REGIONAL;01/03/21;2021;9;ARS Algarve;All;4653;561;0;5214;29154;10055;0;39209;19100;10055;29155;0,066566203;0,022958193;0,043610293;0,022958193;0,066568486
42;REGIONAL;08/03/21;2021;10;ARS Algarve;All;5127;1544;0;6671;34281;11599;0;45880;22683;11599;34282;0,078272484;0,026483549;0,051791219;0,026483549;0,078274768
43;REGIONAL;15/03/21;2021;11;ARS Algarve;All;2702;3008;0;5710;36983;14607;0;51590;22377;14607;36984;0,084441857;0,033351599;0,051092541;0,033351599;0,08444414
44;REGIONAL;22/03/21;2021;12;ARS Algarve;All;9426;4305;0;13731;46409;18912;0;65321;27498;18912;46410;0,105963879;0,04318104;0,062785122;0,04318104;0,105966162
45;REGIONAL;29/03/21;2021;13;ARS Algarve;All;4226;2921;0;7147;50635;21833;0;72468;28804;21833;50637;0,115612942;0,049850446;0,065767062;0,049850446;0,115617508
46;REGIONAL;05/04/21;2021;14;ARS Algarve;All;8662;1796;0;10458;59297;23629;0;82926;35673;23629;59302;0,135390552;0,053951184;0,081450784;0,053951184;0,135401968
47;REGIONAL;12/04/21;2021;15;ARS Algarve;All;13665;2161;0;15826;72962;25790;0;98752;47177;25790;72967;0,166591319;0,058885312;0,107717424;0,058885312;0,166602735
48;REGIONAL;19/04/21;2021;16;ARS Algarve;All;7260;5508;0;12768;80222;31298;0;111520;48930;31298;80228;0,183167797;0,071461516;0,111719981;0,071461516;0,183181496
49;REGIONAL;26/04/21;2021;17;ARS Algarve;All;16379;3248;0;19627;96601;34546;0;131147;62065;34546;96611;0,220565336;0,078877549;0,141710619;0,078877549;0,220588168
50;REGIONAL;03/05/21;2021;18;ARS Algarve;All;16559;8938;2;25499;113160;43484;2;156646;70235;43484;113719;0,258373861;0,099285339;0,160364865;0,099285339;0,259650204
51;REGIONAL;10/05/21;2021;19;ARS Algarve;All;9719;11311;0;21030;122879;54795;2;177676;70607;54795;125402;0,280564879;0,125111309;0,161214238;0,125111309;0,286325547
52;REGIONAL;17/05/21;2021;20;ARS Algarve;All;12000;10889;3;22892;134879;65684;5;200568;74243;65684;139927;0,307964016;0,149973742;0,169516177;0,149973742;0,319489919
53;REGIONAL;24/05/21;2021;21;ARS Algarve;All;7602;18791;2;26395;142481;84475;7;226963;68832;84475;153307;0,325321369;0,192878508;0,157161449;0,192878508;0,350039957
54;REGIONAL;31/05/21;2021;22;ARS Algarve;All;8148;12727;1;20876;150629;97202;8;247839;72742;97202;169944;0,343925383;0,221937576;0,166089002;0,221937576;0,388026577
55;REGIONAL;07/06/21;2021;23;ARS Algarve;All;17032;6327;0;23359;167661;103529;8;271198;84798;103529;188327;0,382813891;0,236383771;0,193616001;0,236383771;0,429999772
56;REGIONAL;14/06/21;2021;24;ARS Algarve;All;15337;13408;0;28745;182998;116937;8;299943;86948;116937;203885;0,417832272;0,26699774;0,198525013;0,26699774;0,465522753
57;REGIONAL;21/06/21;2021;25;ARS Algarve;All;19327;10174;2;29503;202325;127111;10;329446;97471;127111;224582;0,461960865;0,290227641;0,222551773;0,290227641;0,512779414
58;REGIONAL;28/06/21;2021;26;ARS Algarve;All;17165;16397;7;33569;219490;143508;17;363015;100693;143508;244201;0,501153047;0,327666279;0,229908441;0,327666279;0,55757472
59;REGIONAL;05/07/21;2021;27;ARS Algarve;All;19167;31652;1;50820;238657;175160;18;413835;89444;175160;264604;0,544916318;0,399936069;0,204224034;0,399936069;0,604160102
60;REGIONAL;12/07/21;2021;28;ARS Algarve;All;9803;26919;4;36726;248460;202079;22;450561;78816;202079;280895;0,56729913;0,461399183;0,179957531;0,461399183;0,641356714
61;REGIONAL;19/07/21;2021;29;ARS Algarve;All;4321;27159;1;31481;252781;229238;23;482042;61740;229238;290978;0,577165103;0,523410279;0,140968559;0,523410279;0,664378839
62;REGIONAL;26/07/21;2021;30;ARS Algarve;All;3955;24669;3;28627;256736;253907;26;510669;45658;253907;299565;0,586195402;0,579736055;0,104249149;0,579736055;0,683985204
63;REGIONAL;02/08/21;2021;31;ARS Algarve;All;3915;22570;1;26486;260651;276477;27;537155;30976;276477;307453;0,59513437;0,631269265;0,070726305;0,631269265;0,70199557
64;REGIONAL;09/08/21;2021;32;ARS Algarve;All;11391;13964;2;25357;272042;290441;29;562512;34019;290441;324460;0,621143001;0,663152727;0,07767427;0,663152727;0,740826997
65;REGIONAL;04/01/21;2021;1;ARS Centro;All;9021;7;0;9028;15639;8;0;15647;15633;8;15641;0,009433126;4,83E-06;0,009429507;4,82544E-06;0,009434332
66;REGIONAL;11/01/21;2021;2;ARS Centro;All;12620;22;1;12643;28259;30;1;28290;28231;30;28261;0,017045252;1,81E-05;0,017028363;1,80954E-05;0,017046459
67;REGIONAL;18/01/21;2021;3;ARS Centro;All;36734;6311;2;43047;64993;6341;3;71337;58654;6341;64995;0,039202452;0,003824762;0,035378896;0,003824762;0,039203658
68;REGIONAL;25/01/21;2021;4;ARS Centro;All;4860;8538;3;13401;69853;14879;6;84738;54976;14879;69855;0,042133905;0,008974709;0,033160402;0,008974709;0,042135111
69;REGIONAL;01/02/21;2021;5;ARS Centro;All;2705;9151;0;11856;72558;24030;6;96594;48530;24030;72560;0,043765505;0,014494406;0,029272306;0,014494406;0,043766712
70;REGIONAL;08/02/21;2021;6;ARS Centro;All;7527;27108;4;34639;80085;51138;10;131233;28949;51138;80087;0,048305638;0,030845398;0,017461446;0,030845398;0,048306845
71;REGIONAL;15/02/21;2021;7;ARS Centro;All;25517;9990;3;35510;105602;61128;13;166743;44476;61128;105604;0,063696972;0,036871163;0,026827016;0,036871163;0,063698179
72;REGIONAL;22/02/21;2021;8;ARS Centro;All;38408;3114;1;41523;144010;64242;14;208266;79770;64242;144012;0,086863894;0,038749464;0,048115637;0,038749464;0,086865101
73;REGIONAL;01/03/21;2021;9;ARS Centro;All;28498;5929;1;34428;172508;70171;15;242694;102347;70171;172518;0,104053307;0,042325716;0,061733623;0,042325716;0,104059338
74;REGIONAL;08/03/21;2021;10;ARS Centro;All;17702;13531;0;31233;190210;83702;15;273927;106529;83702;190231;0,114730792;0,050487339;0,06425612;0,050487339;0,114743459
75;REGIONAL;15/03/21;2021;11;ARS Centro;All;16654;24177;2;40833;206864;107879;17;314760;99014;107879;206893;0,124776145;0,065070412;0,059723225;0,065070412;0,124793637
76;REGIONAL;22/03/21;2021;12;ARS Centro;All;47825;4349;1;52175;254689;112228;18;366935;142497;112228;254725;0,153623209;0,06769364;0,085951284;0,06769364;0,153644924
77;REGIONAL;29/03/21;2021;13;ARS Centro;All;24366;16766;2;41134;279055;128994;20;408069;150109;128994;279103;0,168320284;0,077806549;0,090542687;0,077806549;0,168349236
78;REGIONAL;05/04/21;2021;14;ARS Centro;All;49868;10216;0;60084;328923;139210;20;468153;189773;139210;328983;0,198399644;0,083968632;0,114467202;0,083968632;0,198435835
79;REGIONAL;12/04/21;2021;15;ARS Centro;All;77632;12023;2;89657;406555;151233;22;557810;255385;151233;406618;0,245225683;0,091220661;0,154043022;0,091220661;0,245263683
80;REGIONAL;19/04/21;2021;16;ARS Centro;All;30020;24171;6;54197;436575;175404;28;612007;261236;175404;436640;0,263333134;0,105800115;0,157572226;0,105800115;0,263372341
81;REGIONAL;26/04/21;2021;17;ARS Centro;All;56563;17932;3;74498;493138;193336;31;686505;301143;193336;494479;0,297450782;0,116616331;0,181643315;0,116616331;0,298259646
82;REGIONAL;03/05/21;2021;18;ARS Centro;All;59936;49126;2;109064;553074;242462;33;795569;317795;242462;560257;0,333602955;0,146248132;0,191687461;0,146248132;0,337935594
83;REGIONAL;10/05/21;2021;19;ARS Centro;All;50611;55727;0;106338;603685;298189;33;901907;318708;298189;616897;0,364130477;0,179861522;0,192238164;0,179861522;0,372099686
84;REGIONAL;17/05/21;2021;20;ARS Centro;All;44809;41702;3;86514;648494;339891;36;988421;329568;339891;669459;0,391158352;0,205015318;0,198788695;0,205015318;0,403804012
85;REGIONAL;24/05/21;2021;21;ARS Centro;All;24138;56225;7;80370;672632;396116;43;1068791;305808;396116;701924;0,405717901;0,238929091;0,184457147;0,238929091;0,423386238
86;REGIONAL;31/05/21;2021;22;ARS Centro;All;44210;37708;0;81918;716842;433824;43;1150709;314663;433824;748487;0,432384472;0,261673787;0,189798303;0,261673787;0,45147209
87;REGIONAL;07/06/21;2021;23;ARS Centro;All;58267;40783;1;99051;775109;474607;44;1249760;333910;474607;808517;0,467529937;0,286273261;0,201407701;0,286273261;0,487680961
88;REGIONAL;14/06/21;2021;24;ARS Centro;All;51902;65669;7;117578;827011;540276;51;1367338;326032;540276;866308;0,498836165;0,325883462;0,196655852;0,325883462;0,522539314
89;REGIONAL;21/06/21;2021;25;ARS Centro;All;59475;47637;3;107115;886486;587913;54;1474453;344180;587913;932093;0,534710272;0,354617129;0,207602355;0,354617129;0,562219484
90;REGIONAL;28/06/21;2021;26;ARS Centro;All;49839;77000;2;126841;936325;664913;56;1601294;319230;664913;984143;0,56477214;0,401061958;0,192553024;0,401061958;0,593614982
91;REGIONAL;05/07/21;2021;27;ARS Centro;All;59418;104734;9;164161;995743;769647;65;1765455;281919;769647;1051566;0,600611865;0,46423537;0,17004779;0,46423537;0,63428316
92;REGIONAL;12/07/21;2021;28;ARS Centro;All;28519;81942;7;110468;1024262;851589;72;1875923;242864;851589;1094453;0,617813944;0,513661113;0,146490611;0,513661113;0,660151724
93;REGIONAL;19/07/21;2021;29;ARS Centro;All;16806;80552;15;97373;1041068;932141;87;1973296;194637;932141;1126778;0,627950981;0,562248436;0,117401068;0,562248436;0,679649504
94;REGIONAL;26/07/21;2021;30;ARS Centro;All;14309;68783;4;83096;1055377;1000924;91;2056392;153204;1000924;1154128;0,636581878;0,603736939;0,092409528;0,603736939;0,696146466
95;REGIONAL;02/08/21;2021;31;ARS Centro;All;19182;74878;5;94065;1074559;1075802;96;2150457;116558;1075802;1192360;0,648152069;0,648901821;0,070305408;0,648901821;0,719207229
96;REGIONAL;09/08/21;2021;32;ARS Centro;All;50273;46727;5;97005;1124832;1122529;101;2247462;143457;1122529;1265986;0,678475717;0,677086594;0,086530336;0,677086594;0,763616930
97;REGIONAL;04/01/21;2021;1;ARS Lisboa e Vale do Tejo;All;12707;21;0;12728;23421;22;0;23443;23399;22;23421;0,00635791;5,97E-06;0,006351937;5,97216E-06;0,00635791
98;REGIONAL;11/01/21;2021;2;ARS Lisboa e Vale do Tejo;All;13201;1106;0;14307;36622;1128;0;37750;35494;1128;36622;0,009941478;0,000306209;0,009635269;0,000306209;0,009941478
99;REGIONAL;18/01/21;2021;3;ARS Lisboa e Vale do Tejo;All;37747;9060;0;46807;74369;10188;0;84557;64182;10188;74370;0,020188351;0,002765654;0,017422969;0,002765654;0,020188623
100;REGIONAL;25/01/21;2021;4;ARS Lisboa e Vale do Tejo;All;17255;11889;6;29150;91624;22077;6;113707;69549;22077;91626;0,024872426;0,005993065;0,018879905;0,005993065;0,024872969
101;REGIONAL;01/02/21;2021;5;ARS Lisboa e Vale do Tejo;All;8681;8926;0;17607;100305;31003;6;131314;69306;31003;100309;0,027228987;0,008416134;0,018813939;0,008416134;0,027230073
102;REGIONAL;08/02/21;2021;6;ARS Lisboa e Vale do Tejo;All;14347;30381;0;44728;114652;61384;6;176042;53272;61384;114656;0,031123651;0,016663418;0,014461319;0,016663418;0,031124737
103;REGIONAL;15/02/21;2021;7;ARS Lisboa e Vale do Tejo;All;32972;19053;1;52026;147624;80437;7;228068;67191;80437;147628;0,040074294;0,021835582;0,018239798;0,021835582;0,04007538
104;REGIONAL;22/02/21;2021;8;ARS Lisboa e Vale do Tejo;All;49319;6659;0;55978;196943;87096;7;284046;109851;87096;196947;0,053462524;0,023643247;0,029820363;0,023643247;0,05346361
105;REGIONAL;01/03/21;2021;9;ARS Lisboa e Vale do Tejo;All;45061;12800;1;57862;242004;99896;8;341908;142117;99896;242013;0,065694869;0,027117959;0,038579353;0,027117959;0,065697312
106;REGIONAL;08/03/21;2021;10;ARS Lisboa e Vale do Tejo;All;33730;16550;0;50280;275734;116446;8;392188;159307;116446;275753;0,07485128;0,031610654;0,043245783;0,031610654;0,074856437
107;REGIONAL;15/03/21;2021;11;ARS Lisboa e Vale do Tejo;All;26026;28985;2;55013;301760;145431;10;447201;156354;145431;301785;0,081916347;0,039478978;0,042444156;0,039478978;0,081923134
108;REGIONAL;22/03/21;2021;12;ARS Lisboa e Vale do Tejo;All;89272;7584;2;96858;391032;153015;12;544059;238048;153015;391063;0,106150295;0,041537745;0,064620966;0,041537745;0,106158711
109;REGIONAL;29/03/21;2021;13;ARS Lisboa e Vale do Tejo;All;45545;23844;0;69389;436577;176859;12;613448;259758;176859;436617;0,118514028;0,048010483;0,070514404;0,048010483;0,118524887
110;REGIONAL;05/04/21;2021;14;ARS Lisboa e Vale do Tejo;All;87402;19623;2;107027;523979;196482;14;720475;327586;196482;524068;0,142240343;0,05333738;0,088927123;0,05333738;0,142264503
111;REGIONAL;12/04/21;2021;15;ARS Lisboa e Vale do Tejo;All;163590;14284;2;177876;687569;210766;16;898351;476903;210766;687669;0,186648797;0,057214942;0,129461002;0,057214942;0,186675943
112;REGIONAL;19/04/21;2021;16;ARS Lisboa e Vale do Tejo;All;79212;53650;4;132866;766781;264416;20;1031217;502467;264416;766883;0,208151838;0,071778874;0,136400654;0,071778874;0,208179528
113;REGIONAL;26/04/21;2021;17;ARS Lisboa e Vale do Tejo;All;107593;25551;4;133148;874374;289967;24;1164365;584538;289967;874505;0,23735924;0,078714997;0,158679805;0,078714997;0,237394802
114;REGIONAL;03/05/21;2021;18;ARS Lisboa e Vale do Tejo;All;107767;65357;7;173131;982141;355324;31;1337496;629654;355324;984978;0,266613876;0,096456933;0,17092708;0,096456933;0,267384014
115;REGIONAL;10/05/21;2021;19;ARS Lisboa e Vale do Tejo;All;90415;112989;7;203411;1072556;468313;38;1540907;609660;468313;1077973;0,291158105;0,127129144;0,165499471;0,127129144;0,292628615
116;REGIONAL;17/05/21;2021;20;ARS Lisboa e Vale do Tejo;All;109930;71047;2;180979;1182486;539360;40;1721886;651168;539360;1190528;0,320999914;0,146415698;0,176767312;0,146415698;0,32318301
117;REGIONAL;24/05/21;2021;21;ARS Lisboa e Vale do Tejo;All;110608;88713;11;199332;1293094;628073;51;1921218;686099;628073;1314172;0,351025773;0,170497899;0,186249748;0,170497899;0,356747647
118;REGIONAL;31/05/21;2021;22;ARS Lisboa e Vale do Tejo;All;92083;86634;13;178730;1385177;714707;64;2099948;712294;714707;1427001;0,376022801;0,194015731;0,193360693;0,194015731;0,387376424
119;REGIONAL;07/06/21;2021;23;ARS Lisboa e Vale do Tejo;All;151883;53794;6;205683;1537060;768501;70;2305631;824916;768501;1593417;0,417253251;0,208618753;0,223933277;0,208618753;0,43255203
120;REGIONAL;14/06/21;2021;24;ARS Lisboa e Vale do Tejo;All;147419;121097;6;268522;1684479;889598;76;2574153;860352;889598;1749950;0,457271895;0,241491976;0,233552801;0,241491976;0,475044778
121;REGIONAL;21/06/21;2021;25;ARS Lisboa e Vale do Tejo;All;119805;153404;17;273226;1804284;1043002;93;2847379;841293;1043002;1884295;0,489794389;0,28313532;0,228379009;0,28313532;0,511514329
122;REGIONAL;28/06/21;2021;26;ARS Lisboa e Vale do Tejo;All;130199;166199;11;296409;1934483;1209201;104;3143788;816327;1209201;2025528;0,525138459;0,328252019;0,22160169;0,328252019;0,549853709
123;REGIONAL;05/07/21;2021;27;ARS Lisboa e Vale do Tejo;All;143577;273031;10;416618;2078060;1482232;114;3560406;698426;1482232;2180658;0,564114146;0,402369537;0,189596059;0,402369537;0,591965596
124;REGIONAL;12/07/21;2021;28;ARS Lisboa e Vale do Tejo;All;79728;215157;15;294900;2157788;1697389;129;3855306;601428;1697389;2298817;0,585757262;0,460776468;0,163264796;0,460776468;0,624041264
125;REGIONAL;19/07/21;2021;29;ARS Lisboa e Vale do Tejo;All;56781;185053;12;241846;2214569;1882442;141;4097152;524109;1882442;2406551;0,601171141;0,51101131;0,142275633;0,51101131;0,653286942
126;REGIONAL;26/07/21;2021;30;ARS Lisboa e Vale do Tejo;All;36127;179804;24;215955;2250696;2062246;165;4313107;418266;2062246;2480512;0,610978246;0,559821248;0,113543289;0,559821248;0,673364537
127;REGIONAL;02/08/21;2021;31;ARS Lisboa e Vale do Tejo;All;45237;177582;15;222834;2295933;2239828;180;4535941;329130;2239828;2568958;0,623258368;0,608027997;0,08934626;0,608027997;0,697374257
128;REGIONAL;09/08/21;2021;32;ARS Lisboa e Vale do Tejo;All;106821;110342;3;217166;2402754;2350170;183;4753107;368572;2350170;2718742;0,652256201;0,637981648;0,100053261;0,637981648;0,738034909
129;REGIONAL;04/01/21;2021;1;ARS Norte;All;16650;25;0;16675;29989;28;0;30017;29967;28;29995;0,008423992;7,87E-06;0,008417812;7,86528E-06;0,008425678
130;REGIONAL;11/01/21;2021;2;ARS Norte;All;15354;32;0;15386;45343;60;0;45403;45289;60;45349;0,012736973;1,69E-05;0,012721804;1,68542E-05;0,012738658
131;REGIONAL;18/01/21;2021;3;ARS Norte;All;32429;12738;1;45168;77772;12798;1;90571;64980;12798;77778;0,021846368;0,003594993;0,01825306;0,003594993;0,021848054
132;REGIONAL;25/01/21;2021;4;ARS Norte;All;14382;15715;5;30102;92154;28513;6;120673;63647;28513;92160;0,025886311;0,00800938;0,017878617;0,00800938;0,025887997
133;REGIONAL;01/02/21;2021;5;ARS Norte;All;5649;12282;1;17932;97803;40795;7;138605;57018;40795;97813;0,027473131;0,011459427;0,016016513;0,011459427;0,02747594
134;REGIONAL;08/02/21;2021;6;ARS Norte;All;8921;28942;6;37869;106724;69737;13;176474;36997;69737;106734;0,029979064;0,019589315;0,010392559;0,019589315;0,029981873
135;REGIONAL;15/02/21;2021;7;ARS Norte;All;33028;15201;3;48232;139752;84938;16;224706;54824;84938;139762;0,03925672;0,023859317;0,015400212;0,023859317;0,039259529
136;REGIONAL;22/02/21;2021;8;ARS Norte;All;64833;4345;0;69178;204585;89283;16;293884;115312;89283;204595;0,057468488;0,02507984;0,032391457;0,02507984;0,057471297
137;REGIONAL;01/03/21;2021;9;ARS Norte;All;48050;7103;2;55155;252635;96386;18;349039;156264;96386;252650;0,070965864;0,027075092;0,043894986;0,027075092;0,070970078
138;REGIONAL;08/03/21;2021;10;ARS Norte;All;25695;14172;0;39867;278330;110558;18;388906;167800;110558;278358;0,07818366;0,031056045;0,04713548;0,031056045;0,078191526
139;REGIONAL;15/03/21;2021;11;ARS Norte;All;26900;42366;4;69270;305230;152924;22;458176;152340;152924;305264;0,085739944;0,042956771;0,042792724;0,042956771;0,085749495
140;REGIONAL;22/03/21;2021;12;ARS Norte;All;89073;2378;0;91451;394303;155302;22;549627;239041;155302;394343;0,110760794;0,043624758;0,067147273;0,043624758;0,11077203
141;REGIONAL;29/03/21;2021;13;ARS Norte;All;54147;32703;1;86851;448450;188005;23;636478;260506;188005;448511;0,125970835;0,05281112;0,07317685;0,05281112;0,12598797
142;REGIONAL;05/04/21;2021;14;ARS Norte;All;82477;13672;5;96154;530927;201677;28;732632;329350;201677;531027;0,149138851;0,056651622;0,092515318;0,056651622;0,149166941
143;REGIONAL;12/04/21;2021;15;ARS Norte;All;136031;19181;3;155215;666958;220858;31;887847;446207;220858;667065;0,187350332;0,062039618;0,12534077;0,062039618;0,187380388
144;REGIONAL;19/04/21;2021;16;ARS Norte;All;65232;46466;2;111700;732190;267324;33;999547;464974;267324;732298;0,205674179;0,075092045;0,130612472;0,075092045;0,205704517
145;REGIONAL;26/04/21;2021;17;ARS Norte;All;126821;36748;2;163571;859011;304072;35;1163118;555072;304072;859144;0,241298546;0,085414659;0,155921247;0,085414659;0,241335906
146;REGIONAL;03/05/21;2021;18;ARS Norte;All;155644;73263;4;228911;1014655;377335;39;1392029;637664;377335;1014999;0,285019372;0,105994436;0,179121567;0,105994436;0,285116003
147;REGIONAL;10/05/21;2021;19;ARS Norte;All;99986;101036;9;201031;1114641;478371;48;1593060;643370;478371;1121741;0,313105714;0,134375726;0,180724398;0,134375726;0,315100124
