;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;CUMUL_VAC_INIT;CUMUL_VAC_COMPLETE;CUMUL_VAC_LEAST;COVER_1_VAC;COVER;COVER_INIT;COVER_COMPLETE;COVER_LEAST
148;REGIONAL;17/05/21;2021;20;ARS Norte;All;110959;71133;5;182097;1225600;549504;53;1775157;690825;549504;1240329;0,344274402;0,154357181;0,194054637;0,154357181;0,348411818
149;REGIONAL;24/05/21;2021;21;ARS Norte;All;73078;129130;12;202220;1298678;678634;65;1977377;654935;678634;1333569;0,364802212;0,190630152;0,183973038;0,190630152;0,37460319
150;REGIONAL;31/05/21;2021;22;ARS Norte;All;54969;172526;33;227528;1353647;851160;98;2204905;561642;851160;1412802;0,380243155;0,239093179;0,157766778;0,239093179;0,396859957
151;REGIONAL;07/06/21;2021;23;ARS Norte;All;106783;106590;11;213384;1460430;957750;109;2418289;569549;957750;1527299;0,410238793;0,269034602;0,159987876;0,269034602;0,429022478
152;REGIONAL;14/06/21;2021;24;ARS Norte;All;105110;152417;12;257539;1565540;1110167;121;2675828;537918;1110167;1648085;0,43976448;0,311848955;0,151102642;0,311848955;0,462951597
153;REGIONAL;21/06/21;2021;25;ARS Norte;All;146254;105354;5;251613;1711794;1215521;126;2927441;595372;1215521;1810893;0,48084763;0,341443183;0,167241628;0,341443183;0,508684811
154;REGIONAL;28/06/21;2021;26;ARS Norte;All;163660;117233;10;280903;1875454;1332754;136;3208344;648224;1332754;1980978;0,526820173;0,374374254;0,1820879;0,374374254;0,556462154
155;REGIONAL;05/07/21;2021;27;ARS Norte;All;176018;157908;15;333941;2051472;1490662;151;3542285;680604;1490662;2171266;0,576264112;0,418731044;0,19118353;0,418731044;0,609914575
156;REGIONAL;12/07/21;2021;28;ARS Norte;All;105274;156798;19;262091;2156746;1647460;170;3804376;678509;1647460;2325969;0,605835867;0,462776033;0,190595039;0,462776033;0,653371072
157;REGIONAL;19/07/21;2021;29;ARS Norte;All;51563;189435;13;241011;2208309;1836895;183;4045387;592400;1836895;2429295;0,620320055;0,515988844;0,166406785;0,515988844;0,682395628
158;REGIONAL;26/07/21;2021;30;ARS Norte;All;35151;185230;17;220398;2243460;2022125;200;4265785;477960;2022125;2500085;0,630194067;0,568020459;0,134260275;0,568020459;0,702280734
159;REGIONAL;02/08/21;2021;31;ARS Norte;All;41589;189700;22;231311;2285049;2211825;222;4497096;368257;2211825;2580082;0,641876531;0,621307709;0,103444401;0,621307709;0,72475211
160;REGIONAL;09/08/21;2021;32;ARS Norte;All;118871;147756;5;266632;2403920;2359581;227;4763728;398745;2359581;2758326;0,675267721;0,662812775;0,112008564;0,662812775;0,774821339
161;REGIONAL;04/01/21;2021;1;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
162;REGIONAL;11/01/21;2021;2;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
163;REGIONAL;18/01/21;2021;3;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
164;REGIONAL;25/01/21;2021;4;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
165;REGIONAL;01/02/21;2021;5;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
166;REGIONAL;08/02/21;2021;6;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
167;REGIONAL;15/02/21;2021;7;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
168;REGIONAL;22/02/21;2021;8;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
169;REGIONAL;01/03/21;2021;9;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
170;REGIONAL;08/03/21;2021;10;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
171;REGIONAL;15/03/21;2021;11;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
172;REGIONAL;22/03/21;2021;12;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
173;REGIONAL;29/03/21;2021;13;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
174;REGIONAL;05/04/21;2021;14;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
175;REGIONAL;12/04/21;2021;15;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
176;REGIONAL;19/04/21;2021;16;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
177;REGIONAL;26/04/21;2021;17;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
178;REGIONAL;03/05/21;2021;18;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
179;REGIONAL;10/05/21;2021;19;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
180;REGIONAL;17/05/21;2021;20;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
181;REGIONAL;24/05/21;2021;21;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
182;REGIONAL;31/05/21;2021;22;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
183;REGIONAL;07/06/21;2021;23;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
184;REGIONAL;14/06/21;2021;24;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
185;REGIONAL;21/06/21;2021;25;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
186;REGIONAL;28/06/21;2021;26;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
187;REGIONAL;05/07/21;2021;27;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
188;REGIONAL;12/07/21;2021;28;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
189;REGIONAL;19/07/21;2021;29;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
190;REGIONAL;26/07/21;2021;30;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
191;REGIONAL;02/08/21;2021;31;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
192;REGIONAL;09/08/21;2021;32;Outro;All;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
193;REGIONAL;04/01/21;2021;1;RA_Madeira;All;1728;0;0;1728;2368;0;0;2368;2368;0;2368;0,009325662;0;0,009325662;0;0,009325662
194;REGIONAL;11/01/21;2021;2;RA_Madeira;All;1765;0;0;1765;4133;0;0;4133;4133;0;4133;0,016276588;0;0,016276588;0;0,016276588
195;REGIONAL;18/01/21;2021;3;RA_Madeira;All;1082;540;0;1622;5215;540;0;5755;4675;540;5215;0,020537722;0,002126629;0,018411093;0,002126629;0,020537722
196;REGIONAL;25/01/21;2021;4;RA_Madeira;All;416;1632;0;2048;5631;2172;0;7803;3459;2172;5631;0,022176014;0,008553774;0,01362224;0,008553774;0,022176014
197;REGIONAL;01/02/21;2021;5;RA_Madeira;All;2238;1521;0;3759;7869;3693;0;11562;4176;3693;7869;0,030989709;0,014543779;0,01644593;0,014543779;0,030989709
198;REGIONAL;08/02/21;2021;6;RA_Madeira;All;3167;1088;0;4255;11036;4781;0;15817;6255;4781;11036;0,043461994;0,018828543;0,024633452;0,018828543;0,043461994
199;REGIONAL;15/02/21;2021;7;RA_Madeira;All;2506;639;0;3145;13542;5420;0;18962;8122;5420;13542;0,053331128;0,021345053;0,031986075;0,021345053;0,053331128
200;REGIONAL;22/02/21;2021;8;RA_Madeira;All;2265;2158;0;4423;15807;7578;0;23385;8229;7578;15807;0,062251155;0,029843693;0,032407462;0,029843693;0,062251155
201;REGIONAL;01/03/21;2021;9;RA_Madeira;All;1440;3121;0;4561;17247;10699;0;27946;6549;10699;17248;0,067922165;0,04213482;0,025791283;0,04213482;0,067926104
202;REGIONAL;08/03/21;2021;10;RA_Madeira;All;4909;2399;0;7308;22156;13098;0;35254;9059;13098;22157;0,087254798;0,051582566;0,03567617;0,051582566;0,087258736
203;REGIONAL;15/03/21;2021;11;RA_Madeira;All;3127;2354;0;5481;25283;15452;0;40735;9832;15452;25284;0,099569555;0,060853093;0,038720399;0,060853093;0,099573493
204;REGIONAL;22/03/21;2021;12;RA_Madeira;All;5305;186;0;5491;30588;15638;0;46226;14951;15638;30589;0,120461715;0,061585599;0,058880054;0,061585599;0,120465653
205;REGIONAL;29/03/21;2021;13;RA_Madeira;All;1217;1267;0;2484;31805;16905;0;48710;14901;16905;31806;0,125254506;0,0665753;0,058683144;0,0665753;0,125258444
206;REGIONAL;05/04/21;2021;14;RA_Madeira;All;10228;1304;0;11532;42033;18209;0;60242;23825;18209;42034;0,165534434;0,071710715;0,093827656;0,071710715;0,165538372
207;REGIONAL;12/04/21;2021;15;RA_Madeira;All;8446;1309;0;9755;50479;19518;0;69997;30963;19518;50481;0,198796486;0,076865822;0,12193854;0,076865822;0,198804362
208;REGIONAL;19/04/21;2021;16;RA_Madeira;All;9840;2137;0;11977;60319;21655;0;81974;38667;21655;60322;0,237548391;0,085281759;0,152278447;0,085281759;0,237560205
209;REGIONAL;26/04/21;2021;17;RA_Madeira;All;8838;810;0;9648;69157;22465;0;91622;46696;22465;69161;0,272354218;0,088471702;0,183898268;0,088471702;0,27236997
210;REGIONAL;03/05/21;2021;18;RA_Madeira;All;7629;5298;0;12927;76786;27763;0;104549;49028;27763;76791;0,302398759;0,109336295;0,193082155;0,109336295;0,30241845
211;REGIONAL;10/05/21;2021;19;RA_Madeira;All;11620;6447;0;18067;88406;34210;0;122616;54203;34210;88413;0,348160663;0,134725881;0,213462349;0,134725881;0,34818823
212;REGIONAL;17/05/21;2021;20;RA_Madeira;All;2352;7623;0;9975;90758;41833;0;132591;48932;41833;90765;0,357423313;0,164746793;0,192704087;0,164746793;0,357450881
213;REGIONAL;24/05/21;2021;21;RA_Madeira;All;3463;8992;0;12455;94221;50825;0;145046;43405;50825;94230;0,371061306;0,200159103;0,170937646;0,200159103;0,37109675
214;REGIONAL;31/05/21;2021;22;RA_Madeira;All;7581;10944;0;18525;101802;61769;0;163571;40352;61769;102121;0,400916813;0,243258783;0,158914317;0,243258783;0,4021731
215;REGIONAL;07/06/21;2021;23;RA_Madeira;All;3628;15314;0;18942;105430;77083;0;182513;30765;77083;107848;0,415204609;0,303568405;0,121158776;0,303568405;0,424727181
216;REGIONAL;14/06/21;2021;24;RA_Madeira;All;3523;8114;0;11637;108953;85197;0;194150;28694;85197;113891;0,429078894;0,335522973;0,113002761;0,335522973;0,448525734
217;REGIONAL;21/06/21;2021;25;RA_Madeira;All;12578;3704;0;16282;121531;88901;0;210432;37712;88901;126613;0,478613595;0,350110073;0,148517464;0,350110073;0,498627537
218;REGIONAL;28/06/21;2021;26;RA_Madeira;All;10006;12291;0;22297;131537;101192;0;232729;35602;101192;136794;0,518019242;0,39851451;0,140207858;0,39851451;0,538722369
219;REGIONAL;05/07/21;2021;27;RA_Madeira;All;12504;6893;0;19397;144041;108085;0;252126;41595;108085;149680;0,567262517;0,425660535;0,163809501;0,425660535;0,589470036
220;REGIONAL;12/07/21;2021;28;RA_Madeira;All;10390;5564;0;15954;154431;113649;0;268080;47662;113649;161311;0,608180433;0,447572689;0,187702571;0,447572689;0,635275261
221;REGIONAL;19/07/21;2021;29;RA_Madeira;All;4169;14650;0;18819;158600;128299;0;286899;39549;128299;167848;0,624598796;0,505267345;0,155751941;0,505267345;0,661019285
222;REGIONAL;26/07/21;2021;30;RA_Madeira;All;5509;13627;0;19136;164109;141926;0;306035;34665;141926;176591;0,646294349;0,55893322;0,136517763;0,55893322;0,695450983
223;REGIONAL;02/08/21;2021;31;RA_Madeira;All;4369;14138;0;18507;168478;156064;0;324542;26962;156064;183026;0,663500352;0,614611516;0,106181795;0,614611516;0,720793311
224;REGIONAL;09/08/21;2021;32;RA_Madeira;All;5115;10948;0;16063;173593;167012;0;340605;22751;167012;189763;0,683644254;0,657726949;0,089598028;0,657726949;0,747324976
225;REGIONAL;04/01/21;2021;1;RA_Acores;All;3644;2;0;3646;5630;2;0;5632;5628;2;5630;0,023245156;8,26E-06;0,023236898;8,2576E-06;0,023245156
226;REGIONAL;11/01/21;2021;2;RA_Acores;All;1;0;0;1;5631;2;0;5633;5629;2;5631;0,023249285;8,26E-06;0,023241027;8,2576E-06;0,023249285
227;REGIONAL;18/01/21;2021;3;RA_Acores;All;29;1924;7;1960;5660;1926;7;7593;3734;1926;5660;0,02336902;0,007952073;0,015416947;0,007952073;0,02336902
228;REGIONAL;25/01/21;2021;4;RA_Acores;All;280;3500;47;3827;5940;5426;54;11420;514;5426;5940;0,024525085;0,02240288;0,002122204;0,02240288;0,024525085
229;REGIONAL;01/02/21;2021;5;RA_Acores;All;1879;17;0;1896;7819;5443;54;13316;2376;5443;7819;0,032283104;0,02247307;0,009810034;0,02247307;0,032283104
230;REGIONAL;08/02/21;2021;6;RA_Acores;All;1059;3;0;1062;8878;5446;54;14378;3432;5446;8878;0,036655505;0,022485456;0,014170049;0,022485456;0,036655505
231;REGIONAL;15/02/21;2021;7;RA_Acores;All;2079;322;3;2404;10957;5768;57;16782;5189;5768;10957;0,045239285;0,023814931;0,021424354;0,023814931;0,045239285
232;REGIONAL;22/02/21;2021;8;RA_Acores;All;1481;1614;13;3108;12438;7382;70;19890;5056;7382;12438;0,051354041;0,030478817;0,020875223;0,030478817;0,051354041
233;REGIONAL;01/03/21;2021;9;RA_Acores;All;758;1157;8;1923;13196;8539;78;21813;4657;8539;13196;0,054483673;0,035255841;0,019227831;0,035255841;0,054483673
234;REGIONAL;08/03/21;2021;10;RA_Acores;All;2621;2062;9;4692;15817;10601;87;26505;5216;10601;15817;0,065305263;0,043769431;0,021535832;0,043769431;0,065305263
235;REGIONAL;15/03/21;2021;11;RA_Acores;All;2537;1439;8;3984;18354;12040;95;30489;6315;12040;18355;0,075780034;0,049710777;0,026073385;0,049710777;0,075784163
236;REGIONAL;22/03/21;2021;12;RA_Acores;All;4115;738;0;4853;22469;12778;95;35342;9693;12778;22471;0,092770055;0,052757833;0,040020479;0,052757833;0,092778312
237;REGIONAL;29/03/21;2021;13;RA_Acores;All;1953;766;0;2719;24422;13544;95;38061;10881;13544;24425;0,100833605;0,055920496;0,044925496;0,055920496;0,100845992
238;REGIONAL;05/04/21;2021;14;RA_Acores;All;3894;2366;2;6262;28316;15910;97;44323;12414;15910;28324;0,116911161;0,065689242;0,051254949;0,065689242;0,116944191
239;REGIONAL;12/04/21;2021;15;RA_Acores;All;4247;2407;0;6654;32563;18317;97;50977;14254;18317;32571;0,134446183;0,075627268;0,058851945;0,075627268;0,134479214
240;REGIONAL;19/04/21;2021;16;RA_Acores;All;7998;1061;0;9059;40561;19378;97;60036;21191;19378;40569;0,167468342;0,080007927;0,087493446;0,080007927;0,167501373
241;REGIONAL;26/04/21;2021;17;RA_Acores;All;9280;2968;1;12249;49841;22346;98;72285;27506;22346;49852;0,205783626;0,092262212;0,113566831;0,092262212;0,205829043
242;REGIONAL;03/05/21;2021;18;RA_Acores;All;9757;2837;0;12594;59598;25183;98;84879;34429;25183;59612;0,246068348;0,103975624;0,142150528;0,103975624;0,246126151
243;REGIONAL;10/05/21;2021;19;RA_Acores;All;9466;2315;1;11782;69064;27498;99;96661;41581;27498;69079;0,285151589;0,1135338;0,171679721;0,1135338;0,285213521
244;REGIONAL;17/05/21;2021;20;RA_Acores;All;12179;5092;0;17271;81243;32590;99;113932;48672;32590;81262;0,33543627;0,134557661;0,200957056;0,134557661;0,335514717
245;REGIONAL;24/05/21;2021;21;RA_Acores;All;5676;8207;0;13883;86919;40797;99;127815;46141;40797;86938;0,358871351;0,16844274;0,190507058;0,16844274;0,358949798
246;REGIONAL;31/05/21;2021;22;RA_Acores;All;5494;10151;0;15645;92413;50948;99;143460;41487;50948;92435;0,381554989;0,21035421;0,171291613;0,21035421;0,381645823
247;REGIONAL;07/06/21;2021;23;RA_Acores;All;7918;12009;4;19931;100331;62957;103;163391;37397;62957;100354;0,414246845;0,259936994;0,154404813;0,259936994;0,414341807
248;REGIONAL;14/06/21;2021;24;RA_Acores;All;9312;7720;1;17033;109643;70677;104;180424;39465;70677;110142;0,45269425;0,291811347;0,162943175;0,291811347;0,454754522
249;REGIONAL;21/06/21;2021;25;RA_Acores;All;7553;10150;0;17703;117196;80827;104;198127;39687;80827;120514;0,483879092;0,333718688;0,163859769;0,333718688;0,497578458
250;REGIONAL;28/06/21;2021;26;RA_Acores;All;6713;12532;7;19252;123909;93359;111;217379;35417;93359;128776;0,511595741;0,385460836;0,146229784;0,385460836;0,531690621
251;REGIONAL;05/07/21;2021;27;RA_Acores;All;6172;16158;7;22337;130081;109517;118;239716;27168;109517;136685;0,537078707;0,452174021;0,112171296;0,452174021;0,564345316
252;REGIONAL;12/07/21;2021;28;RA_Acores;All;2845;11750;3;14598;132926;121267;121;254314;19889;121267;141156;0,548825149;0,500687446;0,082117745;0,500687446;0,582805191
253;REGIONAL;19/07/21;2021;29;RA_Acores;All;5724;8950;3;14677;138650;130217;124;268991;18451;130217;148668;0,572458413;0,537640224;0,076180528;0,537640224;0,613820752
254;REGIONAL;26/07/21;2021;30;RA_Acores;All;7156;8881;5;16042;145806;139098;129;285033;19472;139098;158570;0,602004121;0,574308116;0,080396035;0,574308116;0,654704151
255;REGIONAL;02/08/21;2021;31;RA_Acores;All;9732;6568;2;16302;155538;145666;131;301335;26292;145666;171958;0,642185623;0,601426088;0,108554465;0,601426088;0,709980553
256;REGIONAL;09/08/21;2021;32;RA_Acores;All;5015;6532;4;11551;160553;152198;135;312886;26354;152198;178552;0,662891565;0,628395424;0,108810451;0,628395424;0,737205874
257;AGES;04/01/21;2021;1;All;0-17 anos;4;0;0;4;6;0;0;6;6;0;6;3,53E-06;0;3,53E-06;0;3,52591E-06
258;AGES;04/01/21;2021;1;All;18-24 anos;1799;2;0;1801;3157;3;0;3160;3154;3;3157;0,004041348;3,84E-06;0,004037508;3,84037E-06;0,004041348
259;AGES;04/01/21;2021;1;All;25-49 anos;27576;42;0;27618;51362;46;0;51408;51322;46;51368;0,015416797;1,38E-05;0,015404791;1,38073E-05;0,015418598
260;AGES;04/01/21;2021;1;All;50-64 anos;12987;7;0;12994;22200;7;0;22207;22195;7;22202;0,010210741;3,22E-06;0,010208442;3,2196E-06;0,010211661
261;AGES;04/01/21;2021;1;All;65-79 anos;2308;1;0;2309;3260;1;0;3261;3259;1;3260;0,002002386;6,14E-07;0,002001771;6,14229E-07;0,002002386
262;AGES;04/01/21;2021;1;All;80 ou mais anos;3796;6;0;3802;4063;6;0;4069;4057;6;4063;0,005961062;8,80E-06;0,005952259;8,80295E-06;0,005961062
263;AGES;04/01/21;2021;1;All;Desconhecido;1;0;0;1;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
264;AGES;11/01/21;2021;2;All;0-17 anos;15;0;0;15;21;0;0;21;21;0;21;1,23E-05;0;1,23E-05;0;1,23407E-05
265;AGES;11/01/21;2021;2;All;18-24 anos;1417;56;0;1473;4574;59;0;4633;4515;59;4574;0,005855282;7,55E-05;0,005779755;7,55273E-05;0,005855282
266;AGES;11/01/21;2021;2;All;25-49 anos;16528;787;0;17315;67890;833;0;68723;67063;833;67896;0,020377835;0,000250033;0,020129603;0,000250033;0,020379636
267;AGES;11/01/21;2021;2;All;50-64 anos;11674;303;0;11977;33874;310;0;34184;33566;310;33876;0,01558012;0,000142582;0,015438457;0,000142582;0,015581039
268;AGES;11/01/21;2021;2;All;65-79 anos;5531;27;0;5558;8791;28;0;8819;8763;28;8791;0,005399685;1,72E-05;0,005382486;1,71984E-05;0,005399685
269;AGES;11/01/21;2021;2;All;80 ou mais anos;14482;0;1;14483;18545;6;1;18552;18539;6;18545;0,027208439;8,80E-06;0,027199636;8,80295E-06;0,027208439
270;AGES;11/01/21;2021;2;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
271;AGES;18/01/21;2021;3;All;0-17 anos;69;1;0;70;90;1;0;91;89;1;90;5,29E-05;5,88E-07;5,23E-05;5,87652E-07;5,28887E-05
272;AGES;18/01/21;2021;3;All;18-24 anos;3824;1196;0;5020;8398;1255;0;9653;7143;1255;8398;0,010750472;0,001606554;0,009143918;0,001606554;0,010750472
273;AGES;18/01/21;2021;3;All;25-49 anos;37460;21711;5;59176;105350;22544;5;127899;82813;22544;105357;0,031621813;0,006766798;0,024857117;0,006766798;0,031623914
274;AGES;18/01/21;2021;3;All;50-64 anos;27397;8575;2;35974;61271;8885;2;70158;52388;8885;61273;0,028181186;0,004086596;0,02409551;0,004086596;0,028182106
275;AGES;18/01/21;2021;3;All;65-79 anos;14078;911;1;14990;22869;939;1;23809;21930;939;22869;0,014046797;0,000576761;0,013470036;0,000576761;0,014046797
276;AGES;18/01/21;2021;3;All;80 ou mais anos;39014;257;2;39273;57559;263;3;57825;57296;263;57559;0,084448129;0,000385862;0,084062266;0,000385862;0,084448129
277;AGES;18/01/21;2021;3;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
278;AGES;25/01/21;2021;4;All;0-17 anos;14;3;0;17;104;4;0;108;100;4;104;6,11E-05;2,35E-06;5,88E-05;2,35061E-06;6,11158E-05
279;AGES;25/01/21;2021;4;All;18-24 anos;1372;1628;1;3001;9770;2883;1;12654;6888;2883;9771;0,012506801;0,003690594;0,008817486;0,003690594;0,012508081
280;AGES;25/01/21;2021;4;All;25-49 anos;15601;26078;14;41693;120951;48622;19;169592;72336;48622;120958;0,036304603;0,01459436;0,021712344;0,01459436;0,036306704
281;AGES;25/01/21;2021;4;All;50-64 anos;10756;12408;9;23173;72027;21293;11;93331;50736;21293;72029;0,033128337;0,009793573;0,023335684;0,009793573;0,033129256
282;AGES;25/01/21;2021;4;All;65-79 anos;6522;2138;14;8674;29391;3077;15;32483;26314;3077;29391;0,018052797;0,001889982;0,016162815;0,001889982;0,018052797
283;AGES;25/01/21;2021;4;All;80 ou mais anos;7362;3370;23;10755;64921;3633;26;68580;61288;3633;64921;0,095249343;0,005330184;0,08991916;0,005330184;0,095249343
284;AGES;25/01/21;2021;4;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
285;AGES;01/02/21;2021;5;All;0-17 anos;35;4;0;39;139;8;0;147;131;8;139;8,17E-05;4,70E-06;7,70E-05;4,70122E-06;8,16836E-05
286;AGES;01/02/21;2021;5;All;18-24 anos;976;940;0;1916;10746;3823;1;14570;6925;3823;10748;0,013756201;0,00489391;0,008864851;0,00489391;0,013758761
287;AGES;01/02/21;2021;5;All;25-49 anos;10006;12519;1;22526;130957;61141;20;192118;69828;61141;130969;0,039308;0,018352058;0,020959544;0,018352058;0,039311602
288;AGES;01/02/21;2021;5;All;50-64 anos;5533;9205;0;14738;77560;30498;11;108069;47065;30498;77563;0,035673203;0,014027351;0,021647232;0,014027351;0,035674583
289;AGES;01/02/21;2021;5;All;65-79 anos;2737;4168;0;6905;32128;7245;15;39388;24883;7245;32128;0,019733941;0,004450087;0,015283854;0,004450087;0,019733941
290;AGES;01/02/21;2021;5;All;80 ou mais anos;4526;10641;0;15167;69447;14274;26;83747;55173;14274;69447;0,101889699;0,020942209;0,08094749;0,020942209;0,101889699
291;AGES;01/02/21;2021;5;All;Desconhecido;0;0;0;0;1;0;0;1;1;0;1;NA;NA;NA;NA;NA
292;AGES;08/02/21;2021;6;All;0-17 anos;37;67;0;104;176;75;0;251;101;75;176;0,000103427;4,41E-05;5,94E-05;4,40739E-05;0,000103427
293;AGES;08/02/21;2021;6;All;18-24 anos;1459;3052;0;4511;12205;6875;1;19081;5332;6875;12207;0,0156239;0,008800845;0,006825615;0,008800845;0,01562646
294;AGES;08/02/21;2021;6;All;25-49 anos;13816;30788;3;44607;144773;91929;23;236725;52856;91929;144785;0,043455005;0,027593371;0,015865236;0,027593371;0,043458607
295;AGES;08/02/21;2021;6;All;50-64 anos;6872;22262;3;29137;84432;52760;14;137206;31675;52760;84435;0,038833933;0,024266609;0,014568704;0,024266609;0,038835313
296;AGES;08/02/21;2021;6;All;65-79 anos;3732;11506;2;15240;35860;18751;17;54628;17109;18751;35860;0,022026242;0,011517403;0,010508839;0,011517403;0,022026242
297;AGES;08/02/21;2021;6;All;80 ou mais anos;14836;31520;2;46358;84283;45794;28;130105;38489;45794;84283;0,12365645;0,067187019;0,056469432;0,067187019;0,12365645
298;AGES;08/02/21;2021;6;All;Desconhecido;1;0;0;1;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
299;AGES;15/02/21;2021;7;All;0-17 anos;32;16;0;48;208;91;0;299;117;91;208;0,000122232;5,35E-05;6,88E-05;5,34763E-05;0,000122232
300;AGES;15/02/21;2021;7;All;18-24 anos;2292;1731;0;4023;14497;8606;1;23104;5893;8606;14499;0,018557942;0,011016738;0,007543764;0,011016738;0,018560502
301;AGES;15/02/21;2021;7;All;25-49 anos;22257;18963;6;41226;167030;110892;29;277951;56150;110892;167042;0,050135657;0,033285298;0,016853961;0,033285298;0,050139259
302;AGES;15/02/21;2021;7;All;50-64 anos;25079;12947;2;38028;109511;65707;16;175234;43807;65707;109514;0,050368852;0,030221495;0,020148736;0,030221495;0,050370231
303;AGES;15/02/21;2021;7;All;65-79 anos;5085;7227;0;12312;40945;25978;17;66940;14967;25978;40945;0,025149595;0,015956434;0,009193161;0,015956434;0,025149595
304;AGES;15/02/21;2021;7;All;80 ou mais anos;48608;9245;2;57855;132891;55039;30;187960;77852;55039;132891;0,194972051;0,080750891;0,114221159;0,080750891;0,194972051
305;AGES;15/02/21;2021;7;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
306;AGES;22/02/21;2021;8;All;0-17 anos;23;32;0;55;231;123;0;354;108;123;231;0,000135748;7,23E-05;6,35E-05;7,22812E-05;0,000135748
307;AGES;22/02/21;2021;8;All;18-24 anos;1304;695;1;2000;15801;9301;2;25104;6502;9301;15803;0,020227222;0,011906423;0,008323359;0,011906423;0,020229782
308;AGES;22/02/21;2021;8;All;25-49 anos;11551;7285;5;18841;178581;118177;34;296792;60416;118177;178593;0,053602801;0,03547196;0,018134442;0,03547196;0,053606403
309;AGES;22/02/21;2021;8;All;50-64 anos;49785;4954;2;54741;159296;70661;18;229975;88638;70661;159299;0,073267129;0,032500054;0,040768455;0,032500054;0,073268509
310;AGES;22/02/21;2021;8;All;65-79 anos;11639;2452;2;14093;52584;28430;19;81033;24154;28430;52584;0,032298604;0,017462523;0,014836081;0,017462523;0,032298604
311;AGES;22/02/21;2021;8;All;80 ou mais anos;102540;5188;4;107732;235431;60227;34;295692;175204;60227;235431;0,345414399;0,088362505;0,257051893;0,088362505;0,345414399
312;AGES;22/02/21;2021;8;All;Desconhecido;0;0;0;0;2;0;0;2;2;0;2;NA;NA;NA;NA;NA
313;AGES;01/03/21;2021;9;All;0-17 anos;11;30;0;41;242;153;0;395;89;153;242;0,000142212;8,99E-05;5,23E-05;8,99108E-05;0,000142212
