;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
1;REGIONAL;08/02/2021;2021;6;ARS Alentejo;All;3332;8774;1;12107;27531;17355;1;44887;0,05899205;0,037187426;NA;NA
2;REGIONAL;15/02/2021;2021;7;ARS Alentejo;All;4038;2806;1;6845;31569;20161;2;51732;0,067644475;0,043199983;NA;NA
3;REGIONAL;22/02/2021;2021;8;ARS Alentejo;All;12006;1647;0;13653;43575;21808;2;65385;0,093370331;0,046729092;NA;NA
4;REGIONAL;01/03/2021;2021;9;ARS Alentejo;All;10407;2826;0;13233;53982;24634;2;78618;0,115669931;0,052784504;NA;NA
5;REGIONAL;08/03/2021;2021;10;ARS Alentejo;All;5788;1670;0;7458;59770;26304;2;86076;0,128072168;0,056362896;NA;NA
6;REGIONAL;15/03/2021;2021;11;ARS Alentejo;All;3666;7720;0;11386;63436;34024;2;97462;0,135927489;0,072904926;NA;NA
7;REGIONAL;22/03/2021;2021;12;ARS Alentejo;All;11808;2095;0;13903;75244;36119;2;111365;0,161229081;0,077393987;NA;NA
8;REGIONAL;29/03/2021;2021;13;ARS Alentejo;All;6096;6257;0;12353;81340;42376;2;123718;0,174291285;0,090801174;NA;NA
9;REGIONAL;05/04/2021;2021;14;ARS Alentejo;All;13970;4247;0;18217;95310;46623;2;141935;0,204225503;0,099901433;NA;NA
10;REGIONAL;08/02/2021;2021;6;ARS Algarve;All;2361;2896;1;5258;12712;6303;1;19016;0,028995954;0,014377084;NA;NA
11;REGIONAL;15/02/2021;2021;7;ARS Algarve;All;3168;2110;0;5278;15880;8413;1;24294;0,036222132;0,019189975;NA;NA
12;REGIONAL;22/02/2021;2021;8;ARS Algarve;All;8435;1064;0;9499;24315;9477;1;33793;0,055462288;0,021616949;NA;NA
13;REGIONAL;01/03/2021;2021;9;ARS Algarve;All;4598;548;0;5146;28913;10025;1;38939;0,065950284;0,022866932;NA;NA
14;REGIONAL;08/03/2021;2021;10;ARS Algarve;All;5047;1531;0;6578;33960;11556;1;45517;0,077462443;0,026359128;NA;NA
15;REGIONAL;15/03/2021;2021;11;ARS Algarve;All;2634;2992;0;5626;36594;14548;1;51143;0,083470573;0,033183852;NA;NA
16;REGIONAL;22/03/2021;2021;12;ARS Algarve;All;9307;4277;0;13584;45901;18825;1;64727;0,104699753;0,04293965;NA;NA
17;REGIONAL;29/03/2021;2021;13;ARS Algarve;All;4134;2901;0;7035;50035;21726;1;71762;0,114129369;0,049556804;NA;NA
18;REGIONAL;05/04/2021;2021;14;ARS Algarve;All;8555;1756;0;10311;58590;23482;1;82073;0,133643244;0,053562223;NA;NA
19;REGIONAL;08/02/2021;2021;6;ARS Centro;All;7461;27081;4;34546;79770;50991;8;130769;0,049059312;0,031359952;NA;NA
20;REGIONAL;15/02/2021;2021;7;ARS Centro;All;25311;9909;3;35223;105081;60900;11;165992;0,064625819;0,037454082;NA;NA
