;TYPE;DATE;YEAR;WEEK;REGION;AGEGROUP;TOTAL_VAC_1;TOTAL_VAC_2;TOTAL_VAC_UNK;TOTAL;CUMUL_VAC_1;CUMUL_VAC_2;CUMUL_VAC_UNK;CUMUL;COVER_1_VAC;COVER;RECEIVED;DISTRIBUTED
1;REGIONAL;08/02/21;2021;6;Outro;All;69;119;0;188;692;443;1;1136;NA;NA;NA;NA
2;REGIONAL;15/02/21;2021;7;Outro;All;147;106;1;254;839;549;2;1390;NA;NA;NA;NA
3;REGIONAL;22/02/21;2021;8;Outro;All;73;19;0;92;912;568;2;1482;NA;NA;NA;NA
4;REGIONAL;01/03/21;2021;9;Outro;All;55;41;0;96;967;609;2;1578;NA;NA;NA;NA
5;REGIONAL;08/03/21;2021;10;Outro;All;277;13;0;290;1244;622;2;1868;NA;NA;NA;NA
6;REGIONAL;15/03/21;2021;11;Outro;All;19;27;0;46;1263;649;2;1914;NA;NA;NA;NA
7;REGIONAL;22/03/21;2021;12;Outro;All;312;4;0;316;1575;653;2;2230;NA;NA;NA;NA
8;REGIONAL;29/03/21;2021;13;Outro;All;317;11;0;328;1892;664;2;2558;NA;NA;NA;NA
9;REGIONAL;05/04/21;2021;14;Outro;All;58;16;0;74;1950;680;2;2632;NA;NA;NA;NA
10;REGIONAL;12/04/21;2021;15;Outro;All;248;8;0;256;2198;688;2;2888;NA;NA;NA;NA
11;REGIONAL;19/04/21;2021;16;Outro;All;89;25;0;114;2287;713;2;3002;NA;NA;NA;NA
12;REGIONAL;26/04/21;2021;17;Outro;All;181;15;0;196;2468;728;2;3198;NA;NA;NA;NA
13;REGIONAL;03/05/21;2021;18;Outro;All;110;66;0;176;2578;794;2;3374;NA;NA;NA;NA
14;REGIONAL;10/05/21;2021;19;Outro;All;123;271;0;394;2701;1065;2;3768;NA;NA;NA;NA
15;REGIONAL;17/05/21;2021;20;Outro;All;111;192;0;303;2812;1257;2;4071;NA;NA;NA;NA
16;REGIONAL;08/02/21;2021;6;ARS Alentejo;All;3336;8776;1;12113;27555;17361;1;44917;0,059043476;0,037200283;NA;NA
17;REGIONAL;15/02/21;2021;7;ARS Alentejo;All;4054;2807;0;6861;31609;20168;1;51778;0,067730185;0,043214982;NA;NA
18;REGIONAL;22/02/21;2021;8;ARS Alentejo;All;12034;1647;0;13681;43643;21815;1;65459;0,093516038;0,046744091;NA;NA
19;REGIONAL;01/03/21;2021;9;ARS Alentejo;All;10413;2828;0;13241;54056;24643;1;78700;0,115828494;0,052803788;NA;NA
20;REGIONAL;08/03/21;2021;10;ARS Alentejo;All;5790;1671;0;7461;59846;26314;1;86161;0,128235017;0,056384324;NA;NA
21;REGIONAL;15/03/21;2021;11;ARS Alentejo;All;3679;7721;0;11400;63525;34035;1;97561;0,136118194;0,072928496;NA;NA
22;REGIONAL;22/03/21;2021;12;ARS Alentejo;All;11857;2098;0;13955;75382;36133;1;111516;0,161524781;0,077423986;NA;NA
23;REGIONAL;29/03/21;2021;13;ARS Alentejo;All;6117;6262;0;12379;81499;42395;1;123895;0,174631983;0,090841886;NA;NA
24;REGIONAL;05/04/21;2021;14;ARS Alentejo;All;14021;4287;0;18308;95520;46682;1;142203;0,204675481;0,100027856;NA;NA
25;REGIONAL;12/04/21;2021;15;ARS Alentejo;All;21829;2950;0;24779;117349;49632;1;166982;0,25144957;0,106348968;NA;NA
