cod_distrito,cod_concelho,nome_concelho,casos,dia
8,13,Silves,21,21-04-2020
15,13,Sines,,21-04-2020
11,11,Sintra,506,21-04-2020
11,12,Sobral de Monte Agraço,,21-04-2020
6,15,Soure,18,21-04-2020
12,15,Sousel,,21-04-2020
18,17,Sátão,7,21-04-2020
8,12,São Brás de Alportel,,21-04-2020
1,16,São João da Madeira,53,21-04-2020
18,15,São João da Pesqueira,,21-04-2020
18,16,São Pedro do Sul,7,21-04-2020
46,3,São Roque do Pico,3,21-04-2020
31,10,São Vicente,,21-04-2020
18,19,Tabuaço,,21-04-2020
18,20,Tarouca,,21-04-2020
8,14,Tavira,32,21-04-2020
3,10,Terras de Bouro,8,21-04-2020
14,18,Tomar,9,21-04-2020
18,21,Tondela,13,21-04-2020
4,9,Torre de Moncorvo,20,21-04-2020
14,19,Torres Novas,11,21-04-2020
11,13,Torres Vedras,28,21-04-2020
9,13,Trancoso,17,21-04-2020
13,18,Trofa,109,21-04-2020
6,16,Tábua,32,21-04-2020
1,18,Vagos,16,21-04-2020
1,19,Vale de Cambra,83,21-04-2020
16,8,Valença,7,21-04-2020
13,15,Valongo,598,21-04-2020
17,12,Valpaços,5,21-04-2020
45,2,Velas,6,21-04-2020
7,12,Vendas Novas,,21-04-2020
7,13,Viana do Alentejo,,21-04-2020
16,9,Viana do Castelo,131,21-04-2020
2,14,Vidigueira,,21-04-2020
3,11,Vieira do Minho,25,21-04-2020
4,10,Vila Flor,5,21-04-2020
11,14,Vila Franca de Xira,139,21-04-2020
42,6,Vila Franca do Campo,,21-04-2020
14,20,Vila Nova da Barquinha,3,21-04-2020
16,10,Vila Nova de Cerveira,6,21-04-2020
3,12,Vila Nova de Famalicão,288,21-04-2020
9,14,Vila Nova de Foz Côa,79,21-04-2020
13,17,Vila Nova de Gaia,1066,21-04-2020
18,22,Vila Nova de Paiva,,21-04-2020
6,17,Vila Nova de Poiares,4,21-04-2020
17,13,Vila Pouca de Aguiar,3,21-04-2020
17,14,Vila Real,144,21-04-2020
8,16,Vila Real de Santo António,14,21-04-2020
5,11,Vila Velha de Ródão,,21-04-2020
3,13,Vila Verde,131,21-04-2020
7,14,Vila Viçosa,,21-04-2020
5,10,Vila de Rei,,21-04-2020
8,15,Vila do Bispo,,21-04-2020
13,16,Vila do Conde,202,21-04-2020
41,1,Vila do Porto,,21-04-2020
4,11,Vimioso,7,21-04-2020
4,12,Vinhais,24,21-04-2020
18,23,Viseu,79,21-04-2020
3,14,Vizela,60,21-04-2020
18,24,Vouzela,5,21-04-2020
1,1,Águeda,40,21-04-2020
7,5,Évora,19,21-04-2020
1,10,Ílhavo,90,21-04-2020
10,12,Óbidos,3,21-04-2020
14,1,Abrantes,7,22-04-2020
9,1,Aguiar da Beira,,22-04-2020
7,1,Alandroal,,22-04-2020
1,2,Albergaria-a-Velha,58,22-04-2020
8,1,Albufeira,72,22-04-2020
14,2,Alcanena,5,22-04-2020
10,1,Alcobaça,20,22-04-2020
15,2,Alcochete,13,22-04-2020
8,2,Alcoutim,,22-04-2020
15,1,Alcácer do Sal,5,22-04-2020
11,1,Alenquer,16,22-04-2020
4,1,Alfândega da Fé,4,22-04-2020
17,1,Alijó,,22-04-2020
8,3,Aljezur,,22-04-2020
2,1,Aljustrel,,22-04-2020
15,3,Almada,160,22-04-2020
9,2,Almeida,6,22-04-2020
14,3,Almeirim,13,22-04-2020
2,2,Almodôvar,3,22-04-2020
14,4,Alpiarça,6,22-04-2020
12,1,Alter do Chão,,22-04-2020
10,2,Alvaiázere,26,22-04-2020
2,3,Alvito,,22-04-2020
11,15,Amadora,241,22-04-2020
13,1,Amarante,64,22-04-2020
3,1,Amares,39,22-04-2020
1,3,Anadia,23,22-04-2020
43,1,Angra do Heroísmo,,22-04-2020
10,3,Ansião,5,22-04-2020
16,1,Arcos de Valdevez,48,22-04-2020
6,1,Arganil,6,22-04-2020
18,1,Armamar,,22-04-2020
1,4,Arouca,30,22-04-2020
7,2,Arraiolos,,22-04-2020
12,2,Arronches,,22-04-2020
11,2,Arruda dos Vinhos,5,22-04-2020
1,5,Aveiro,240,22-04-2020
12,3,Avis,,22-04-2020
11,3,Azambuja,7,22-04-2020
13,2,Baião,7,22-04-2020
3,2,Barcelos,180,22-04-2020
2,4,Barrancos,,22-04-2020
15,4,Barreiro,84,22-04-2020
10,4,Batalha,4,22-04-2020
2,5,Beja,9,22-04-2020
5,1,Belmonte,,22-04-2020
14,5,Benavente,27,22-04-2020
10,5,Bombarral,3,22-04-2020
7,3,Borba,,22-04-2020
17,2,Boticas,,22-04-2020
3,3,Braga,903,22-04-2020
4,2,Bragança,98,22-04-2020
3,4,Cabeceiras de Basto,10,22-04-2020
11,4,Cadaval,5,22-04-2020
10,6,Caldas da Rainha,11,22-04-2020
31,1,Calheta (Madeira),,22-04-2020
45,1,Calheta (São Jorge),5,22-04-2020
16,2,Caminha,14,22-04-2020
12,4,Campo Maior,,22-04-2020
6,2,Cantanhede,39,22-04-2020
4,3,Carrazeda de Ansiães,5,22-04-2020
18,2,Carregal do Sal,12,22-04-2020
14,6,Cartaxo,21,22-04-2020
11,5,Cascais,289,22-04-2020
10,7,Castanheira de Pêra,,22-04-2020
5,2,Castelo Branco,5,22-04-2020
1,6,Castelo de Paiva,10,22-04-2020
12,5,Castelo de Vide,,22-04-2020
18,3,Castro Daire,99,22-04-2020
8,4,Castro Marim,3,22-04-2020
2,6,Castro Verde,,22-04-2020
9,3,Celorico da Beira,9,22-04-2020
3,5,Celorico de Basto,13,22-04-2020
14,7,Chamusca,7,22-04-2020
17,3,Chaves,23,22-04-2020
18,4,Cinfães,9,22-04-2020
6,3,Coimbra,363,22-04-2020
6,4,Condeixa-a-Nova,57,22-04-2020
14,8,Constância,,22-04-2020
14,9,Coruche,29,22-04-2020
49,1,Corvo,,22-04-2020
5,3,Covilhã,6,22-04-2020
12,6,Crato,,22-04-2020
2,7,Cuba,3,22-04-2020
31,2,Câmara de Lobos,35,22-04-2020
12,7,Elvas,6,22-04-2020
14,10,Entroncamento,,22-04-2020
1,7,Espinho,60,22-04-2020
3,6,Esposende,36,22-04-2020
1,8,Estarreja,52,22-04-2020
7,4,Estremoz,,22-04-2020
3,7,Fafe,63,22-04-2020
8,5,Faro,55,22-04-2020
13,3,Felgueiras,252,22-04-2020
2,8,Ferreira do Alentejo,,22-04-2020
14,11,Ferreira do Zêzere,,22-04-2020
6,5,Figueira da Foz,17,22-04-2020
9,4,Figueira de Castelo Rodrigo,3,22-04-2020
10,8,Figueiró dos Vinhos,4,22-04-2020
9,5,Fornos de Algodres,,22-04-2020
4,4,Freixo de Espada à Cinta,,22-04-2020
12,8,Fronteira,,22-04-2020
31,3,Funchal,30,22-04-2020
5,4,Fundão,,22-04-2020
12,9,Gavião,,22-04-2020
14,12,Golegã,,22-04-2020
13,4,Gondomar,854,22-04-2020
9,6,Gouveia,16,22-04-2020
15,5,Grândola,7,22-04-2020
9,7,Guarda,18,22-04-2020
3,8,Guimarães,419,22-04-2020
6,6,Góis,9,22-04-2020
47,1,Horta,6,22-04-2020
5,5,Idanha-a-Nova,,22-04-2020
8,6,Lagoa (Algarve),5,22-04-2020
42,1,Lagoa (São Miguel),,22-04-2020
8,7,Lagos,4,22-04-2020
48,1,Lajes das Flores,,22-04-2020
46,1,Lajes do Pico,,22-04-2020
18,5,Lamego,32,22-04-2020
10,9,Leiria,59,22-04-2020
11,6,Lisboa,1169,22-04-2020
8,8,Loulé,60,22-04-2020
11,7,Loures,292,22-04-2020
11,8,Lourinhã,4,22-04-2020
13,5,Lousada,148,22-04-2020
6,7,Lousã,8,22-04-2020
4,5,Macedo de Cavaleiros,19,22-04-2020
31,4,Machico,,22-04-2020
46,2,Madalena,5,22-04-2020
11,9,Mafra,61,22-04-2020
13,6,Maia,742,22-04-2020
18,6,Mangualde,59,22-04-2020
9,8,Manteigas,3,22-04-2020
13,7,Marco de Canaveses,56,22-04-2020
10,10,Marinha Grande,14,22-04-2020
12,10,Marvão,,22-04-2020
13,8,Matosinhos,885,22-04-2020
14,13,Mação,,22-04-2020
1,11,Mealhada,13,22-04-2020
9,9,Meda,,22-04-2020
16,3,Melgaço,31,22-04-2020
17,4,Mesão Frio,,22-04-2020
6,8,Mira,3,22-04-2020
6,9,Miranda do Corvo,12,22-04-2020
4,6,Miranda do Douro,7,22-04-2020
4,7,Mirandela,16,22-04-2020
4,8,Mogadouro,,22-04-2020
18,7,Moimenta da Beira,11,22-04-2020
15,6,Moita,61,22-04-2020
8,9,Monchique,,22-04-2020
17,5,Mondim de Basto,,22-04-2020
12,11,Monforte,,22-04-2020
17,6,Montalegre,,22-04-2020
7,6,Montemor-o-Novo,,22-04-2020
6,10,Montemor-o-Velho,16,22-04-2020
15,7,Montijo,39,22-04-2020
16,4,Monção,62,22-04-2020
7,7,Mora,,22-04-2020
18,8,Mortágua,4,22-04-2020
2,10,Moura,29,22-04-2020
7,8,Mourão,,22-04-2020
1,12,Murtosa,8,22-04-2020
17,7,Murça,9,22-04-2020
2,9,Mértola,,22-04-2020
10,11,Nazaré,,22-04-2020
18,9,Nelas,14,22-04-2020
12,12,Nisa,,22-04-2020
42,2,Nordeste,,22-04-2020
2,11,Odemira,,22-04-2020
11,16,Odivelas,174,22-04-2020
11,10,Oeiras,218,22-04-2020
5,6,Oleiros,,22-04-2020
8,10,Olhão,13,22-04-2020
1,13,Oliveira de Azeméis,147,22-04-2020
18,10,Oliveira de Frades,7,22-04-2020
1,14,Oliveira do Bairro,17,22-04-2020
6,11,Oliveira do Hospital,11,22-04-2020
2,12,Ourique,,22-04-2020
14,21,Ourém,28,22-04-2020
1,15,Ovar,516,22-04-2020
15,8,Palmela,19,22-04-2020
6,12,Pampilhosa da Serra,,22-04-2020
13,10,Paredes,236,22-04-2020
16,5,Paredes de Coura,7,22-04-2020
13,9,Paços de Ferreira,205,22-04-2020
10,13,Pedrógão Grande,3,22-04-2020
6,13,Penacova,13,22-04-2020
13,11,Penafiel,125,22-04-2020
18,11,Penalva do Castelo,,22-04-2020
5,7,Penamacor,,22-04-2020
18,12,Penedono,,22-04-2020
6,14,Penela,3,22-04-2020
10,14,Peniche,10,22-04-2020
17,8,Peso da Régua,52,22-04-2020
9,10,Pinhel,21,22-04-2020
10,15,Pombal,38,22-04-2020
42,3,Ponta Delgada,4,22-04-2020
31,5,Ponta do Sol,5,22-04-2020
16,6,Ponte da Barca,5,22-04-2020
16,7,Ponte de Lima,23,22-04-2020
12,13,Ponte de Sor,,22-04-2020
12,14,Portalegre,6,22-04-2020
7,9,Portel,3,22-04-2020
8,11,Portimão,33,22-04-2020
13,12,Porto,1102,22-04-2020
31,6,Porto Moniz,,22-04-2020
32,1,Porto Santo,5,22-04-2020
10,16,Porto de Mós,6,22-04-2020
42,4,Povoação,,22-04-2020
43,2,Praia da Vitória,7,22-04-2020
5,8,Proença-a-Nova,,22-04-2020
3,9,Póvoa de Lanhoso,32,22-04-2020
13,13,Póvoa de Varzim,90,22-04-2020
7,10,Redondo,,22-04-2020
7,11,Reguengos de Monsaraz,7,22-04-2020
18,13,Resende,60,22-04-2020
31,7,Ribeira Brava,,22-04-2020
42,5,Ribeira Grande,,22-04-2020
17,9,Ribeira de Pena,3,22-04-2020
14,14,Rio Maior,14,22-04-2020
17,10,Sabrosa,3,22-04-2020
9,11,Sabugal,,22-04-2020
14,15,Salvaterra de Magos,6,22-04-2020
18,14,Santa Comba Dão,8,22-04-2020
31,8,Santa Cruz,6,22-04-2020
44,1,Santa Cruz da Graciosa,,22-04-2020
48,2,Santa Cruz das Flores,,22-04-2020
1,9,Santa Maria da Feira,339,22-04-2020
17,11,Santa Marta de Penaguião,3,22-04-2020
31,9,Santana,,22-04-2020
14,16,Santarém,62,22-04-2020
15,9,Santiago do Cacém,13,22-04-2020
13,14,Santo Tirso,257,22-04-2020
14,17,Sardoal,,22-04-2020
9,12,Seia,8,22-04-2020
15,10,Seixal,137,22-04-2020
18,18,Sernancelhe,,22-04-2020
2,13,Serpa,18,22-04-2020
5,9,Sertã,4,22-04-2020
15,11,Sesimbra,19,22-04-2020
15,12,Setúbal,62,22-04-2020
1,17,Sever do Vouga,28,22-04-2020
8,13,Silves,21,22-04-2020
15,13,Sines,,22-04-2020
11,11,Sintra,507,22-04-2020
11,12,Sobral de Monte Agraço,,22-04-2020
6,15,Soure,18,22-04-2020
12,15,Sousel,,22-04-2020
18,17,Sátão,7,22-04-2020
8,12,São Brás de Alportel,,22-04-2020
1,16,São João da Madeira,53,22-04-2020
18,15,São João da Pesqueira,,22-04-2020
18,16,São Pedro do Sul,7,22-04-2020
46,3,São Roque do Pico,3,22-04-2020
31,10,São Vicente,,22-04-2020
18,19,Tabuaço,,22-04-2020
18,20,Tarouca,,22-04-2020
8,14,Tavira,32,22-04-2020
3,10,Terras de Bouro,8,22-04-2020
14,18,Tomar,9,22-04-2020
18,21,Tondela,13,22-04-2020
4,9,Torre de Moncorvo,20,22-04-2020
14,19,Torres Novas,11,22-04-2020
11,13,Torres Vedras,28,22-04-2020
9,13,Trancoso,17,22-04-2020
13,18,Trofa,109,22-04-2020
6,16,Tábua,32,22-04-2020
1,18,Vagos,16,22-04-2020
1,19,Vale de Cambra,83,22-04-2020
16,8,Valença,7,22-04-2020
13,15,Valongo,597,22-04-2020
17,12,Valpaços,5,22-04-2020
45,2,Velas,6,22-04-2020
7,12,Vendas Novas,,22-04-2020
7,13,Viana do Alentejo,,22-04-2020
16,9,Viana do Castelo,134,22-04-2020
2,14,Vidigueira,,22-04-2020
3,11,Vieira do Minho,24,22-04-2020
4,10,Vila Flor,5,22-04-2020
11,14,Vila Franca de Xira,139,22-04-2020
42,6,Vila Franca do Campo,,22-04-2020
14,20,Vila Nova da Barquinha,3,22-04-2020
16,10,Vila Nova de Cerveira,6,22-04-2020
3,12,Vila Nova de Famalicão,288,22-04-2020
9,14,Vila Nova de Foz Côa,79,22-04-2020
13,17,Vila Nova de Gaia,1066,22-04-2020
18,22,Vila Nova de Paiva,,22-04-2020
6,17,Vila Nova de Poiares,4,22-04-2020
17,13,Vila Pouca de Aguiar,3,22-04-2020
17,14,Vila Real,145,22-04-2020
8,16,Vila Real de Santo António,14,22-04-2020
5,11,Vila Velha de Ródão,,22-04-2020
3,13,Vila Verde,132,22-04-2020
7,14,Vila Viçosa,,22-04-2020
5,10,Vila de Rei,,22-04-2020
8,15,Vila do Bispo,,22-04-2020
13,16,Vila do Conde,202,22-04-2020
41,1,Vila do Porto,,22-04-2020
4,11,Vimioso,7,22-04-2020
4,12,Vinhais,24,22-04-2020
18,23,Viseu,78,22-04-2020
3,14,Vizela,60,22-04-2020
18,24,Vouzela,6,22-04-2020
1,1,Águeda,40,22-04-2020
7,5,Évora,23,22-04-2020
1,10,Ílhavo,90,22-04-2020
10,12,Óbidos,3,22-04-2020
14,1,Abrantes,7,23-04-2020
9,1,Aguiar da Beira,,23-04-2020
7,1,Alandroal,,23-04-2020
1,2,Albergaria-a-Velha,61,23-04-2020
8,1,Albufeira,68,23-04-2020
14,2,Alcanena,5,23-04-2020
10,1,Alcobaça,24,23-04-2020
15,2,Alcochete,14,23-04-2020
8,2,Alcoutim,,23-04-2020
15,1,Alcácer do Sal,5,23-04-2020
11,1,Alenquer,16,23-04-2020
4,1,Alfândega da Fé,4,23-04-2020
17,1,Alijó,,23-04-2020
8,3,Aljezur,,23-04-2020
2,1,Aljustrel,,23-04-2020
15,3,Almada,166,23-04-2020
9,2,Almeida,6,23-04-2020
14,3,Almeirim,13,23-04-2020
2,2,Almodôvar,3,23-04-2020
14,4,Alpiarça,9,23-04-2020
12,1,Alter do Chão,,23-04-2020
10,2,Alvaiázere,26,23-04-2020
2,3,Alvito,,23-04-2020
11,15,Amadora,251,23-04-2020
13,1,Amarante,74,23-04-2020
3,1,Amares,41,23-04-2020
1,3,Anadia,27,23-04-2020
43,1,Angra do Heroísmo,,23-04-2020
10,3,Ansião,5,23-04-2020
16,1,Arcos de Valdevez,50,23-04-2020
6,1,Arganil,7,23-04-2020
18,1,Armamar,,23-04-2020
1,4,Arouca,30,23-04-2020
7,2,Arraiolos,,23-04-2020
12,2,Arronches,,23-04-2020
11,2,Arruda dos Vinhos,5,23-04-2020
1,5,Aveiro,243,23-04-2020
12,3,Avis,,23-04-2020
11,3,Azambuja,7,23-04-2020
13,2,Baião,9,23-04-2020
3,2,Barcelos,190,23-04-2020
2,4,Barrancos,,23-04-2020
15,4,Barreiro,86,23-04-2020
10,4,Batalha,4,23-04-2020
2,5,Beja,9,23-04-2020
5,1,Belmonte,,23-04-2020
14,5,Benavente,27,23-04-2020
10,5,Bombarral,3,23-04-2020
7,3,Borba,,23-04-2020
17,2,Boticas,,23-04-2020
3,3,Braga,950,23-04-2020
4,2,Bragança,99,23-04-2020
3,4,Cabeceiras de Basto,10,23-04-2020
11,4,Cadaval,5,23-04-2020
10,6,Caldas da Rainha,15,23-04-2020
31,1,Calheta (Madeira),,23-04-2020
45,1,Calheta (São Jorge),5,23-04-2020
16,2,Caminha,14,23-04-2020
12,4,Campo Maior,,23-04-2020
6,2,Cantanhede,43,23-04-2020
4,3,Carrazeda de Ansiães,5,23-04-2020
18,2,Carregal do Sal,12,23-04-2020
14,6,Cartaxo,22,23-04-2020
11,5,Cascais,298,23-04-2020
10,7,Castanheira de Pêra,,23-04-2020
5,2,Castelo Branco,5,23-04-2020
1,6,Castelo de Paiva,9,23-04-2020
12,5,Castelo de Vide,,23-04-2020
18,3,Castro Daire,100,23-04-2020
8,4,Castro Marim,3,23-04-2020
2,6,Castro Verde,,23-04-2020
9,3,Celorico da Beira,9,23-04-2020
3,5,Celorico de Basto,16,23-04-2020
14,7,Chamusca,8,23-04-2020
17,3,Chaves,23,23-04-2020
18,4,Cinfães,8,23-04-2020
6,3,Coimbra,367,23-04-2020
6,4,Condeixa-a-Nova,61,23-04-2020
14,8,Constância,,23-04-2020
14,9,Coruche,33,23-04-2020
49,1,Corvo,,23-04-2020
5,3,Covilhã,7,23-04-2020
12,6,Crato,,23-04-2020
2,7,Cuba,3,23-04-2020
31,2,Câmara de Lobos,34,23-04-2020
12,7,Elvas,8,23-04-2020
14,10,Entroncamento,,23-04-2020
1,7,Espinho,63,23-04-2020
3,6,Esposende,38,23-04-2020
1,8,Estarreja,52,23-04-2020
7,4,Estremoz,,23-04-2020
3,7,Fafe,71,23-04-2020
8,5,Faro,56,23-04-2020
13,3,Felgueiras,275,23-04-2020
2,8,Ferreira do Alentejo,,23-04-2020
14,11,Ferreira do Zêzere,,23-04-2020
6,5,Figueira da Foz,17,23-04-2020
9,4,Figueira de Castelo Rodrigo,3,23-04-2020
10,8,Figueiró dos Vinhos,4,23-04-2020
9,5,Fornos de Algodres,,23-04-2020
4,4,Freixo de Espada à Cinta,,23-04-2020
12,8,Fronteira,,23-04-2020
31,3,Funchal,30,23-04-2020
5,4,Fundão,,23-04-2020
12,9,Gavião,,23-04-2020
14,12,Golegã,,23-04-2020
13,4,Gondomar,894,23-04-2020
9,6,Gouveia,15,23-04-2020
15,5,Grândola,7,23-04-2020
9,7,Guarda,20,23-04-2020
3,8,Guimarães,458,23-04-2020
6,6,Góis,9,23-04-2020
47,1,Horta,6,23-04-2020
5,5,Idanha-a-Nova,,23-04-2020
8,6,Lagoa (Algarve),7,23-04-2020
42,1,Lagoa (São Miguel),,23-04-2020
8,7,Lagos,4,23-04-2020
48,1,Lajes das Flores,,23-04-2020
46,1,Lajes do Pico,,23-04-2020
18,5,Lamego,33,23-04-2020
10,9,Leiria,61,23-04-2020
11,6,Lisboa,1266,23-04-2020
8,8,Loulé,60,23-04-2020
11,7,Loures,301,23-04-2020
11,8,Lourinhã,5,23-04-2020
13,5,Lousada,162,23-04-2020
6,7,Lousã,12,23-04-2020
4,5,Macedo de Cavaleiros,19,23-04-2020
31,4,Machico,,23-04-2020
46,2,Madalena,5,23-04-2020
11,9,Mafra,63,23-04-2020
13,6,Maia,763,23-04-2020
18,6,Mangualde,62,23-04-2020
9,8,Manteigas,3,23-04-2020
13,7,Marco de Canaveses,59,23-04-2020
10,10,Marinha Grande,14,23-04-2020
12,10,Marvão,,23-04-2020
13,8,Matosinhos,929,23-04-2020
14,13,Mação,,23-04-2020
1,11,Mealhada,14,23-04-2020
9,9,Meda,,23-04-2020
16,3,Melgaço,32,23-04-2020
17,4,Mesão Frio,,23-04-2020
6,8,Mira,4,23-04-2020
6,9,Miranda do Corvo,13,23-04-2020
4,6,Miranda do Douro,7,23-04-2020
4,7,Mirandela,17,23-04-2020
4,8,Mogadouro,,23-04-2020
18,7,Moimenta da Beira,11,23-04-2020
15,6,Moita,61,23-04-2020
8,9,Monchique,3,23-04-2020
17,5,Mondim de Basto,,23-04-2020
12,11,Monforte,,23-04-2020
17,6,Montalegre,3,23-04-2020
7,6,Montemor-o-Novo,4,23-04-2020
6,10,Montemor-o-Velho,16,23-04-2020
15,7,Montijo,40,23-04-2020
16,4,Monção,66,23-04-2020
7,7,Mora,,23-04-2020
18,8,Mortágua,4,23-04-2020
2,10,Moura,29,23-04-2020
7,8,Mourão,,23-04-2020
1,12,Murtosa,8,23-04-2020
17,7,Murça,10,23-04-2020
2,9,Mértola,,23-04-2020
10,11,Nazaré,,23-04-2020
18,9,Nelas,14,23-04-2020
12,12,Nisa,,23-04-2020
42,2,Nordeste,,23-04-2020
2,11,Odemira,,23-04-2020
11,16,Odivelas,187,23-04-2020
11,10,Oeiras,218,23-04-2020
5,6,Oleiros,,23-04-2020
8,10,Olhão,15,23-04-2020
1,13,Oliveira de Azeméis,149,23-04-2020
18,10,Oliveira de Frades,8,23-04-2020
1,14,Oliveira do Bairro,17,23-04-2020
6,11,Oliveira do Hospital,12,23-04-2020
2,12,Ourique,,23-04-2020
14,21,Ourém,29,23-04-2020
1,15,Ovar,532,23-04-2020
15,8,Palmela,18,23-04-2020
6,12,Pampilhosa da Serra,,23-04-2020
13,10,Paredes,250,23-04-2020
16,5,Paredes de Coura,7,23-04-2020
13,9,Paços de Ferreira,219,23-04-2020
10,13,Pedrógão Grande,3,23-04-2020
6,13,Penacova,13,23-04-2020
13,11,Penafiel,134,23-04-2020
18,11,Penalva do Castelo,,23-04-2020
5,7,Penamacor,,23-04-2020
18,12,Penedono,,23-04-2020
6,14,Penela,3,23-04-2020
10,14,Peniche,10,23-04-2020
17,8,Peso da Régua,52,23-04-2020
9,10,Pinhel,22,23-04-2020
10,15,Pombal,38,23-04-2020
42,3,Ponta Delgada,4,23-04-2020
31,5,Ponta do Sol,5,23-04-2020
16,6,Ponte da Barca,5,23-04-2020
16,7,Ponte de Lima,24,23-04-2020
12,13,Ponte de Sor,,23-04-2020
12,14,Portalegre,6,23-04-2020
7,9,Portel,3,23-04-2020
8,11,Portimão,33,23-04-2020
13,12,Porto,1099,23-04-2020
31,6,Porto Moniz,,23-04-2020
32,1,Porto Santo,5,23-04-2020
10,16,Porto de Mós,6,23-04-2020
42,4,Povoação,,23-04-2020
43,2,Praia da Vitória,7,23-04-2020
5,8,Proença-a-Nova,,23-04-2020
3,9,Póvoa de Lanhoso,35,23-04-2020
13,13,Póvoa de Varzim,95,23-04-2020
7,10,Redondo,,23-04-2020
7,11,Reguengos de Monsaraz,6,23-04-2020
18,13,Resende,61,23-04-2020
31,7,Ribeira Brava,,23-04-2020
42,5,Ribeira Grande,,23-04-2020
17,9,Ribeira de Pena,3,23-04-2020
14,14,Rio Maior,14,23-04-2020
17,10,Sabrosa,4,23-04-2020
9,11,Sabugal,,23-04-2020
14,15,Salvaterra de Magos,6,23-04-2020
18,14,Santa Comba Dão,9,23-04-2020
31,8,Santa Cruz,6,23-04-2020
44,1,Santa Cruz da Graciosa,,23-04-2020
48,2,Santa Cruz das Flores,,23-04-2020
1,9,Santa Maria da Feira,356,23-04-2020
17,11,Santa Marta de Penaguião,,23-04-2020
31,9,Santana,,23-04-2020
14,16,Santarém,65,23-04-2020
15,9,Santiago do Cacém,13,23-04-2020
13,14,Santo Tirso,280,23-04-2020
14,17,Sardoal,,23-04-2020
9,12,Seia,8,23-04-2020
15,10,Seixal,147,23-04-2020
18,18,Sernancelhe,,23-04-2020
2,13,Serpa,18,23-04-2020
5,9,Sertã,4,23-04-2020
15,11,Sesimbra,19,23-04-2020
15,12,Setúbal,59,23-04-2020
1,17,Sever do Vouga,29,23-04-2020
8,13,Silves,21,23-04-2020
15,13,Sines,,23-04-2020
11,11,Sintra,514,23-04-2020
11,12,Sobral de Monte Agraço,,23-04-2020
6,15,Soure,19,23-04-2020
12,15,Sousel,,23-04-2020
18,17,Sátão,7,23-04-2020
8,12,São Brás de Alportel,,23-04-2020
1,16,São João da Madeira,55,23-04-2020
18,15,São João da Pesqueira,,23-04-2020
18,16,São Pedro do Sul,8,23-04-2020
46,3,São Roque do Pico,3,23-04-2020
31,10,São Vicente,,23-04-2020
18,19,Tabuaço,,23-04-2020
18,20,Tarouca,,23-04-2020
8,14,Tavira,32,23-04-2020
3,10,Terras de Bouro,9,23-04-2020
14,18,Tomar,10,23-04-2020
18,21,Tondela,12,23-04-2020
4,9,Torre de Moncorvo,21,23-04-2020
14,19,Torres Novas,11,23-04-2020
11,13,Torres Vedras,28,23-04-2020
9,13,Trancoso,17,23-04-2020
13,18,Trofa,114,23-04-2020
6,16,Tábua,34,23-04-2020
1,18,Vagos,17,23-04-2020
1,19,Vale de Cambra,85,23-04-2020
16,8,Valença,7,23-04-2020
13,15,Valongo,655,23-04-2020
17,12,Valpaços,5,23-04-2020
45,2,Velas,6,23-04-2020
7,12,Vendas Novas,7,23-04-2020
7,13,Viana do Alentejo,,23-04-2020
16,9,Viana do Castelo,132,23-04-2020
2,14,Vidigueira,,23-04-2020
3,11,Vieira do Minho,24,23-04-2020
4,10,Vila Flor,5,23-04-2020
11,14,Vila Franca de Xira,147,23-04-2020
42,6,Vila Franca do Campo,,23-04-2020
14,20,Vila Nova da Barquinha,3,23-04-2020
16,10,Vila Nova de Cerveira,6,23-04-2020
3,12,Vila Nova de Famalicão,305,23-04-2020
9,14,Vila Nova de Foz Côa,79,23-04-2020
13,17,Vila Nova de Gaia,1161,23-04-2020
18,22,Vila Nova de Paiva,,23-04-2020
6,17,Vila Nova de Poiares,4,23-04-2020
17,13,Vila Pouca de Aguiar,3,23-04-2020
17,14,Vila Real,145,23-04-2020
8,16,Vila Real de Santo António,14,23-04-2020
5,11,Vila Velha de Ródão,,23-04-2020
3,13,Vila Verde,135,23-04-2020
7,14,Vila Viçosa,,23-04-2020
5,10,Vila de Rei,,23-04-2020
8,15,Vila do Bispo,,23-04-2020
13,16,Vila do Conde,212,23-04-2020
41,1,Vila do Porto,,23-04-2020
4,11,Vimioso,7,23-04-2020
4,12,Vinhais,24,23-04-2020
18,23,Viseu,81,23-04-2020
3,14,Vizela,68,23-04-2020
18,24,Vouzela,6,23-04-2020
1,1,Águeda,42,23-04-2020
7,5,Évora,19,23-04-2020
1,10,Ílhavo,95,23-04-2020
10,12,Óbidos,3,23-04-2020
14,1,Abrantes,7,24-04-2020
9,1,Aguiar da Beira,,24-04-2020
7,1,Alandroal,,24-04-2020
1,2,Albergaria-a-Velha,61,24-04-2020
8,1,Albufeira,68,24-04-2020
14,2,Alcanena,5,24-04-2020
10,1,Alcobaça,24,24-04-2020
15,2,Alcochete,14,24-04-2020
8,2,Alcoutim,,24-04-2020
15,1,Alcácer do Sal,5,24-04-2020
11,1,Alenquer,16,24-04-2020
4,1,Alfândega da Fé,4,24-04-2020
17,1,Alijó,,24-04-2020
8,3,Aljezur,,24-04-2020
2,1,Aljustrel,,24-04-2020
15,3,Almada,167,24-04-2020
9,2,Almeida,6,24-04-2020
14,3,Almeirim,13,24-04-2020
2,2,Almodôvar,3,24-04-2020
