cod_distrito,cod_concelho,nome_concelho,casos,dia
42,1,Lagoa (São Miguel),,03-04-2020
8,7,Lagos,,03-04-2020
48,1,Lajes das Flores,,03-04-2020
46,1,Lajes do Pico,,03-04-2020
18,5,Lamego,8,03-04-2020
10,9,Leiria,21,03-04-2020
11,6,Lisboa,634,03-04-2020
8,8,Loulé,26,03-04-2020
11,7,Loures,117,03-04-2020
11,8,Lourinhã,,03-04-2020
13,5,Lousada,60,03-04-2020
6,7,Lousã,7,03-04-2020
4,5,Macedo de Cavaleiros,8,03-04-2020
31,4,Machico,,03-04-2020
46,2,Madalena,4,03-04-2020
11,9,Mafra,37,03-04-2020
13,6,Maia,390,03-04-2020
18,6,Mangualde,,03-04-2020
9,8,Manteigas,,03-04-2020
13,7,Marco de Canaveses,24,03-04-2020
10,10,Marinha Grande,9,03-04-2020
12,10,Marvão,,03-04-2020
13,8,Matosinhos,368,03-04-2020
14,13,Mação,,03-04-2020
1,11,Mealhada,7,03-04-2020
9,9,Meda,,03-04-2020
16,3,Melgaço,7,03-04-2020
17,4,Mesão Frio,,03-04-2020
6,8,Mira,,03-04-2020
6,9,Miranda do Corvo,6,03-04-2020
4,6,Miranda do Douro,,03-04-2020
4,7,Mirandela,11,03-04-2020
4,8,Mogadouro,,03-04-2020
18,7,Moimenta da Beira,,03-04-2020
15,6,Moita,29,03-04-2020
8,9,Monchique,,03-04-2020
17,5,Mondim de Basto,,03-04-2020
12,11,Monforte,,03-04-2020
17,6,Montalegre,,03-04-2020
7,6,Montemor-o-Novo,,03-04-2020
6,10,Montemor-o-Velho,14,03-04-2020
15,7,Montijo,22,03-04-2020
16,4,Monção,5,03-04-2020
7,7,Mora,,03-04-2020
18,8,Mortágua,3,03-04-2020
2,10,Moura,,03-04-2020
7,8,Mourão,,03-04-2020
1,12,Murtosa,7,03-04-2020
17,7,Murça,,03-04-2020
2,9,Mértola,,03-04-2020
10,11,Nazaré,,03-04-2020
18,9,Nelas,8,03-04-2020
12,12,Nisa,,03-04-2020
42,2,Nordeste,,03-04-2020
2,11,Odemira,,03-04-2020
11,16,Odivelas,86,03-04-2020
11,10,Oeiras,100,03-04-2020
5,6,Oleiros,,03-04-2020
8,10,Olhão,7,03-04-2020
1,13,Oliveira de Azeméis,75,03-04-2020
18,10,Oliveira de Frades,7,03-04-2020
1,14,Oliveira do Bairro,10,03-04-2020
6,11,Oliveira do Hospital,,03-04-2020
2,12,Ourique,,03-04-2020
14,21,Ourém,10,03-04-2020
1,15,Ovar,220,03-04-2020
15,8,Palmela,11,03-04-2020
6,12,Pampilhosa da Serra,,03-04-2020
13,10,Paredes,56,03-04-2020
16,5,Paredes de Coura,3,03-04-2020
13,9,Paços de Ferreira,64,03-04-2020
10,13,Pedrógão Grande,,03-04-2020
6,13,Penacova,7,03-04-2020
13,11,Penafiel,39,03-04-2020
18,11,Penalva do Castelo,,03-04-2020
5,7,Penamacor,,03-04-2020
18,12,Penedono,,03-04-2020
6,14,Penela,,03-04-2020
10,14,Peniche,5,03-04-2020
17,8,Peso da Régua,9,03-04-2020
9,10,Pinhel,,03-04-2020
10,15,Pombal,36,03-04-2020
42,3,Ponta Delgada,,03-04-2020
31,5,Ponta do Sol,5,03-04-2020
16,6,Ponte da Barca,,03-04-2020
16,7,Ponte de Lima,,03-04-2020
12,13,Ponte de Sor,,03-04-2020
12,14,Portalegre,,03-04-2020
7,9,Portel,,03-04-2020
8,11,Portimão,23,03-04-2020
13,12,Porto,606,03-04-2020
31,6,Porto Moniz,,03-04-2020
32,1,Porto Santo,4,03-04-2020
10,16,Porto de Mós,,03-04-2020
42,4,Povoação,,03-04-2020
43,2,Praia da Vitória,7,03-04-2020
5,8,Proença-a-Nova,,03-04-2020
3,9,Póvoa de Lanhoso,17,03-04-2020
13,13,Póvoa de Varzim,27,03-04-2020
7,10,Redondo,,03-04-2020
7,11,Reguengos de Monsaraz,,03-04-2020
18,13,Resende,37,03-04-2020
31,7,Ribeira Brava,,03-04-2020
42,5,Ribeira Grande,,03-04-2020
17,9,Ribeira de Pena,,03-04-2020
14,14,Rio Maior,4,03-04-2020
17,10,Sabrosa,,03-04-2020
9,11,Sabugal,,03-04-2020
14,15,Salvaterra de Magos,3,03-04-2020
18,14,Santa Comba Dão,,03-04-2020
31,8,Santa Cruz,4,03-04-2020
44,1,Santa Cruz da Graciosa,,03-04-2020
48,2,Santa Cruz das Flores,,03-04-2020
1,9,Santa Maria da Feira,187,03-04-2020
17,11,Santa Marta de Penaguião,,03-04-2020
31,9,Santana,,03-04-2020
14,16,Santarém,29,03-04-2020
15,9,Santiago do Cacém,6,03-04-2020
13,14,Santo Tirso,58,03-04-2020
14,17,Sardoal,,03-04-2020
9,12,Seia,,03-04-2020
15,10,Seixal,92,03-04-2020
18,18,Sernancelhe,,03-04-2020
2,13,Serpa,3,03-04-2020
5,9,Sertã,,03-04-2020
15,11,Sesimbra,10,03-04-2020
15,12,Setúbal,34,03-04-2020
1,17,Sever do Vouga,,03-04-2020
8,13,Silves,7,03-04-2020
15,13,Sines,3,03-04-2020
11,11,Sintra,242,03-04-2020
11,12,Sobral de Monte Agraço,,03-04-2020
6,15,Soure,8,03-04-2020
12,15,Sousel,,03-04-2020
18,17,Sátão,,03-04-2020
8,12,São Brás de Alportel,,03-04-2020
1,16,São João da Madeira,31,03-04-2020
18,15,São João da Pesqueira,,03-04-2020
18,16,São Pedro do Sul,4,03-04-2020
46,3,São Roque do Pico,3,03-04-2020
31,10,São Vicente,,03-04-2020
18,19,Tabuaço,,03-04-2020
18,20,Tarouca,,03-04-2020
8,14,Tavira,3,03-04-2020
3,10,Terras de Bouro,,03-04-2020
14,18,Tomar,4,03-04-2020
18,21,Tondela,,03-04-2020
4,9,Torre de Moncorvo,,03-04-2020
14,19,Torres Novas,3,03-04-2020
11,13,Torres Vedras,16,03-04-2020
9,13,Trancoso,,03-04-2020
13,18,Trofa,45,03-04-2020
6,16,Tábua,,03-04-2020
1,18,Vagos,7,03-04-2020
1,19,Vale de Cambra,25,03-04-2020
16,8,Valença,3,03-04-2020
13,15,Valongo,308,03-04-2020
17,12,Valpaços,3,03-04-2020
45,2,Velas,5,03-04-2020
7,12,Vendas Novas,,03-04-2020
7,13,Viana do Alentejo,,03-04-2020
16,9,Viana do Castelo,38,03-04-2020
2,14,Vidigueira,,03-04-2020
3,11,Vieira do Minho,6,03-04-2020
4,10,Vila Flor,,03-04-2020
11,14,Vila Franca de Xira,34,03-04-2020
42,6,Vila Franca do Campo,,03-04-2020
14,20,Vila Nova da Barquinha,,03-04-2020
16,10,Vila Nova de Cerveira,,03-04-2020
3,12,Vila Nova de Famalicão,110,03-04-2020
9,14,Vila Nova de Foz Côa,,03-04-2020
13,17,Vila Nova de Gaia,449,03-04-2020
18,22,Vila Nova de Paiva,,03-04-2020
6,17,Vila Nova de Poiares,3,03-04-2020
17,13,Vila Pouca de Aguiar,3,03-04-2020
17,14,Vila Real,124,03-04-2020
8,16,Vila Real de Santo António,11,03-04-2020
5,11,Vila Velha de Ródão,,03-04-2020
3,13,Vila Verde,41,03-04-2020
7,14,Vila Viçosa,,03-04-2020
5,10,Vila de Rei,,03-04-2020
8,15,Vila do Bispo,,03-04-2020
13,16,Vila do Conde,40,03-04-2020
41,1,Vila do Porto,,03-04-2020
4,11,Vimioso,4,03-04-2020
4,12,Vinhais,5,03-04-2020
18,23,Viseu,24,03-04-2020
3,14,Vizela,11,03-04-2020
18,24,Vouzela,,03-04-2020
1,1,Águeda,22,03-04-2020
7,5,Évora,15,03-04-2020
1,10,Ílhavo,25,03-04-2020
10,12,Óbidos,,03-04-2020
14,1,Abrantes,,04-04-2020
9,1,Aguiar da Beira,,04-04-2020
7,1,Alandroal,,04-04-2020
1,2,Albergaria-a-Velha,53,04-04-2020
8,1,Albufeira,39,04-04-2020
14,2,Alcanena,,04-04-2020
10,1,Alcobaça,5,04-04-2020
15,2,Alcochete,7,04-04-2020
8,2,Alcoutim,,04-04-2020
15,1,Alcácer do Sal,,04-04-2020
11,1,Alenquer,9,04-04-2020
4,1,Alfândega da Fé,,04-04-2020
17,1,Alijó,,04-04-2020
8,3,Aljezur,,04-04-2020
2,1,Aljustrel,,04-04-2020
15,3,Almada,111,04-04-2020
9,2,Almeida,,04-04-2020
14,3,Almeirim,8,04-04-2020
2,2,Almodôvar,,04-04-2020
14,4,Alpiarça,3,04-04-2020
12,1,Alter do Chão,,04-04-2020
10,2,Alvaiázere,22,04-04-2020
2,3,Alvito,,04-04-2020
11,15,Amadora,91,04-04-2020
13,1,Amarante,15,04-04-2020
3,1,Amares,17,04-04-2020
1,3,Anadia,10,04-04-2020
43,1,Angra do Heroísmo,,04-04-2020
10,3,Ansião,3,04-04-2020
16,1,Arcos de Valdevez,19,04-04-2020
6,1,Arganil,,04-04-2020
18,1,Armamar,,04-04-2020
1,4,Arouca,15,04-04-2020
7,2,Arraiolos,,04-04-2020
12,2,Arronches,,04-04-2020
11,2,Arruda dos Vinhos,,04-04-2020
1,5,Aveiro,140,04-04-2020
12,3,Avis,,04-04-2020
11,3,Azambuja,,04-04-2020
13,2,Baião,5,04-04-2020
3,2,Barcelos,83,04-04-2020
2,4,Barrancos,,04-04-2020
15,4,Barreiro,54,04-04-2020
10,4,Batalha,4,04-04-2020
2,5,Beja,3,04-04-2020
5,1,Belmonte,,04-04-2020
14,5,Benavente,22,04-04-2020
10,5,Bombarral,3,04-04-2020
7,3,Borba,,04-04-2020
17,2,Boticas,,04-04-2020
3,3,Braga,333,04-04-2020
4,2,Bragança,52,04-04-2020
3,4,Cabeceiras de Basto,4,04-04-2020
11,4,Cadaval,,04-04-2020
10,6,Caldas da Rainha,,04-04-2020
31,1,Calheta (Madeira),,04-04-2020
45,1,Calheta (São Jorge),4,04-04-2020
16,2,Caminha,6,04-04-2020
12,4,Campo Maior,,04-04-2020
6,2,Cantanhede,22,04-04-2020
4,3,Carrazeda de Ansiães,3,04-04-2020
18,2,Carregal do Sal,,04-04-2020
14,6,Cartaxo,10,04-04-2020
11,5,Cascais,187,04-04-2020
10,7,Castanheira de Pêra,,04-04-2020
5,2,Castelo Branco,,04-04-2020
1,6,Castelo de Paiva,,04-04-2020
12,5,Castelo de Vide,,04-04-2020
18,3,Castro Daire,6,04-04-2020
8,4,Castro Marim,,04-04-2020
2,6,Castro Verde,,04-04-2020
9,3,Celorico da Beira,,04-04-2020
3,5,Celorico de Basto,4,04-04-2020
14,7,Chamusca,,04-04-2020
17,3,Chaves,13,04-04-2020
18,4,Cinfães,3,04-04-2020
6,3,Coimbra,216,04-04-2020
6,4,Condeixa-a-Nova,29,04-04-2020
14,8,Constância,,04-04-2020
14,9,Coruche,9,04-04-2020
49,1,Corvo,,04-04-2020
5,3,Covilhã,,04-04-2020
12,6,Crato,,04-04-2020
2,7,Cuba,,04-04-2020
31,2,Câmara de Lobos,7,04-04-2020
12,7,Elvas,,04-04-2020
14,10,Entroncamento,,04-04-2020
1,7,Espinho,28,04-04-2020
3,6,Esposende,14,04-04-2020
1,8,Estarreja,34,04-04-2020
7,4,Estremoz,,04-04-2020
3,7,Fafe,10,04-04-2020
8,5,Faro,36,04-04-2020
13,3,Felgueiras,72,04-04-2020
2,8,Ferreira do Alentejo,,04-04-2020
14,11,Ferreira do Zêzere,,04-04-2020
6,5,Figueira da Foz,9,04-04-2020
9,4,Figueira de Castelo Rodrigo,,04-04-2020
10,8,Figueiró dos Vinhos,,04-04-2020
9,5,Fornos de Algodres,,04-04-2020
4,4,Freixo de Espada à Cinta,,04-04-2020
12,8,Fronteira,,04-04-2020
31,3,Funchal,20,04-04-2020
5,4,Fundão,,04-04-2020
12,9,Gavião,,04-04-2020
14,12,Golegã,,04-04-2020
13,4,Gondomar,447,04-04-2020
9,6,Gouveia,,04-04-2020
15,5,Grândola,3,04-04-2020
9,7,Guarda,4,04-04-2020
3,8,Guimarães,120,04-04-2020
6,6,Góis,4,04-04-2020
47,1,Horta,6,04-04-2020
5,5,Idanha-a-Nova,,04-04-2020
8,6,Lagoa (Algarve),,04-04-2020
42,1,Lagoa (São Miguel),,04-04-2020
8,7,Lagos,,04-04-2020
48,1,Lajes das Flores,,04-04-2020
46,1,Lajes do Pico,,04-04-2020
18,5,Lamego,8,04-04-2020
10,9,Leiria,22,04-04-2020
11,6,Lisboa,654,04-04-2020
8,8,Loulé,26,04-04-2020
11,7,Loures,,04-04-2020
11,8,Lourinhã,,04-04-2020
13,5,Lousada,64,04-04-2020
6,7,Lousã,7,04-04-2020
4,5,Macedo de Cavaleiros,8,04-04-2020
31,4,Machico,,04-04-2020
46,2,Madalena,4,04-04-2020
11,9,Mafra,39,04-04-2020
13,6,Maia,404,04-04-2020
18,6,Mangualde,,04-04-2020
9,8,Manteigas,,04-04-2020
13,7,Marco de Canaveses,26,04-04-2020
10,10,Marinha Grande,9,04-04-2020
12,10,Marvão,,04-04-2020
13,8,Matosinhos,386,04-04-2020
14,13,Mação,,04-04-2020
1,11,Mealhada,7,04-04-2020
9,9,Meda,,04-04-2020
16,3,Melgaço,7,04-04-2020
17,4,Mesão Frio,,04-04-2020
6,8,Mira,,04-04-2020
6,9,Miranda do Corvo,6,04-04-2020
4,6,Miranda do Douro,,04-04-2020
4,7,Mirandela,12,04-04-2020
4,8,Mogadouro,,04-04-2020
18,7,Moimenta da Beira,,04-04-2020
15,6,Moita,30,04-04-2020
8,9,Monchique,,04-04-2020
17,5,Mondim de Basto,,04-04-2020
12,11,Monforte,,04-04-2020
17,6,Montalegre,,04-04-2020
7,6,Montemor-o-Novo,,04-04-2020
6,10,Montemor-o-Velho,14,04-04-2020
15,7,Montijo,22,04-04-2020
16,4,Monção,6,04-04-2020
7,7,Mora,,04-04-2020
18,8,Mortágua,,04-04-2020
2,10,Moura,,04-04-2020
7,8,Mourão,,04-04-2020
1,12,Murtosa,6,04-04-2020
17,7,Murça,,04-04-2020
2,9,Mértola,,04-04-2020
10,11,Nazaré,,04-04-2020
18,9,Nelas,9,04-04-2020
12,12,Nisa,,04-04-2020
42,2,Nordeste,,04-04-2020
2,11,Odemira,,04-04-2020
11,16,Odivelas,93,04-04-2020
11,10,Oeiras,116,04-04-2020
5,6,Oleiros,,04-04-2020
8,10,Olhão,7,04-04-2020
1,13,Oliveira de Azeméis,82,04-04-2020
18,10,Oliveira de Frades,7,04-04-2020
1,14,Oliveira do Bairro,11,04-04-2020
6,11,Oliveira do Hospital,,04-04-2020
2,12,Ourique,,04-04-2020
14,21,Ourém,14,04-04-2020
1,15,Ovar,222,04-04-2020
15,8,Palmela,11,04-04-2020
6,12,Pampilhosa da Serra,,04-04-2020
13,10,Paredes,66,04-04-2020
16,5,Paredes de Coura,3,04-04-2020
13,9,Paços de Ferreira,69,04-04-2020
10,13,Pedrógão Grande,,04-04-2020
6,13,Penacova,7,04-04-2020
13,11,Penafiel,42,04-04-2020
18,11,Penalva do Castelo,,04-04-2020
5,7,Penamacor,,04-04-2020
18,12,Penedono,,04-04-2020
6,14,Penela,,04-04-2020
10,14,Peniche,5,04-04-2020
17,8,Peso da Régua,9,04-04-2020
9,10,Pinhel,,04-04-2020
10,15,Pombal,35,04-04-2020
42,3,Ponta Delgada,,04-04-2020
31,5,Ponta do Sol,6,04-04-2020
16,6,Ponte da Barca,,04-04-2020
16,7,Ponte de Lima,5,04-04-2020
12,13,Ponte de Sor,,04-04-2020
12,14,Portalegre,,04-04-2020
7,9,Portel,,04-04-2020
8,11,Portimão,22,04-04-2020
13,12,Porto,643,04-04-2020
31,6,Porto Moniz,,04-04-2020
32,1,Porto Santo,4,04-04-2020
10,16,Porto de Mós,,04-04-2020
42,4,Povoação,,04-04-2020
43,2,Praia da Vitória,7,04-04-2020
5,8,Proença-a-Nova,,04-04-2020
3,9,Póvoa de Lanhoso,21,04-04-2020
13,13,Póvoa de Varzim,30,04-04-2020
7,10,Redondo,,04-04-2020
7,11,Reguengos de Monsaraz,7,04-04-2020
18,13,Resende,42,04-04-2020
31,7,Ribeira Brava,,04-04-2020
42,5,Ribeira Grande,,04-04-2020
17,9,Ribeira de Pena,,04-04-2020
14,14,Rio Maior,9,04-04-2020
17,10,Sabrosa,,04-04-2020
9,11,Sabugal,,04-04-2020
14,15,Salvaterra de Magos,4,04-04-2020
18,14,Santa Comba Dão,,04-04-2020
31,8,Santa Cruz,,04-04-2020
44,1,Santa Cruz da Graciosa,,04-04-2020
48,2,Santa Cruz das Flores,,04-04-2020
1,9,Santa Maria da Feira,212,04-04-2020
17,11,Santa Marta de Penaguião,,04-04-2020
31,9,Santana,,04-04-2020
14,16,Santarém,38,04-04-2020
15,9,Santiago do Cacém,6,04-04-2020
13,14,Santo Tirso,64,04-04-2020
14,17,Sardoal,,04-04-2020
9,12,Seia,,04-04-2020
15,10,Seixal,96,04-04-2020
18,18,Sernancelhe,,04-04-2020
2,13,Serpa,3,04-04-2020
5,9,Sertã,,04-04-2020
15,11,Sesimbra,12,04-04-2020
15,12,Setúbal,36,04-04-2020
1,17,Sever do Vouga,4,04-04-2020
8,13,Silves,10,04-04-2020
15,13,Sines,4,04-04-2020
11,11,Sintra,254,04-04-2020
11,12,Sobral de Monte Agraço,,04-04-2020
6,15,Soure,8,04-04-2020
12,15,Sousel,,04-04-2020
18,17,Sátão,,04-04-2020
8,12,São Brás de Alportel,,04-04-2020
1,16,São João da Madeira,32,04-04-2020
18,15,São João da Pesqueira,,04-04-2020
18,16,São Pedro do Sul,6,04-04-2020
46,3,São Roque do Pico,3,04-04-2020
31,10,São Vicente,,04-04-2020
18,19,Tabuaço,,04-04-2020
18,20,Tarouca,,04-04-2020
8,14,Tavira,6,04-04-2020
3,10,Terras de Bouro,,04-04-2020
14,18,Tomar,4,04-04-2020
18,21,Tondela,,04-04-2020
4,9,Torre de Moncorvo,,04-04-2020
14,19,Torres Novas,4,04-04-2020
11,13,Torres Vedras,19,04-04-2020
9,13,Trancoso,,04-04-2020
13,18,Trofa,43,04-04-2020
6,16,Tábua,,04-04-2020
1,18,Vagos,7,04-04-2020
1,19,Vale de Cambra,31,04-04-2020
16,8,Valença,3,04-04-2020
13,15,Valongo,320,04-04-2020
17,12,Valpaços,3,04-04-2020
45,2,Velas,5,04-04-2020
7,12,Vendas Novas,,04-04-2020
7,13,Viana do Alentejo,,04-04-2020
16,9,Viana do Castelo,39,04-04-2020
2,14,Vidigueira,,04-04-2020
3,11,Vieira do Minho,8,04-04-2020
4,10,Vila Flor,,04-04-2020
11,14,Vila Franca de Xira,35,04-04-2020
42,6,Vila Franca do Campo,,04-04-2020
14,20,Vila Nova da Barquinha,,04-04-2020
16,10,Vila Nova de Cerveira,,04-04-2020
3,12,Vila Nova de Famalicão,121,04-04-2020
9,14,Vila Nova de Foz Côa,,04-04-2020
13,17,Vila Nova de Gaia,468,04-04-2020
18,22,Vila Nova de Paiva,,04-04-2020
6,17,Vila Nova de Poiares,3,04-04-2020
17,13,Vila Pouca de Aguiar,3,04-04-2020
17,14,Vila Real,127,04-04-2020
8,16,Vila Real de Santo António,15,04-04-2020
5,11,Vila Velha de Ródão,,04-04-2020
3,13,Vila Verde,41,04-04-2020
7,14,Vila Viçosa,,04-04-2020
5,10,Vila de Rei,,04-04-2020
8,15,Vila do Bispo,,04-04-2020
13,16,Vila do Conde,47,04-04-2020
41,1,Vila do Porto,,04-04-2020
4,11,Vimioso,4,04-04-2020
4,12,Vinhais,5,04-04-2020
18,23,Viseu,29,04-04-2020
3,14,Vizela,,04-04-2020
18,24,Vouzela,,04-04-2020
1,1,Águeda,24,04-04-2020
7,5,Évora,15,04-04-2020
1,10,Ílhavo,45,04-04-2020
10,12,Óbidos,,04-04-2020
14,1,Abrantes,,05-04-2020
9,1,Aguiar da Beira,,05-04-2020
7,1,Alandroal,,05-04-2020
1,2,Albergaria-a-Velha,54,05-04-2020
8,1,Albufeira,40,05-04-2020
14,2,Alcanena,,05-04-2020
10,1,Alcobaça,5,05-04-2020
15,2,Alcochete,7,05-04-2020
8,2,Alcoutim,,05-04-2020
15,1,Alcácer do Sal,,05-04-2020
11,1,Alenquer,9,05-04-2020
4,1,Alfândega da Fé,,05-04-2020
17,1,Alijó,,05-04-2020
8,3,Aljezur,,05-04-2020
2,1,Aljustrel,,05-04-2020
15,3,Almada,121,05-04-2020
9,2,Almeida,,05-04-2020
14,3,Almeirim,8,05-04-2020
2,2,Almodôvar,,05-04-2020
14,4,Alpiarça,3,05-04-2020
12,1,Alter do Chão,,05-04-2020
10,2,Alvaiázere,22,05-04-2020
2,3,Alvito,,05-04-2020
11,15,Amadora,99,05-04-2020
13,1,Amarante,21,05-04-2020
3,1,Amares,18,05-04-2020
1,3,Anadia,11,05-04-2020
43,1,Angra do Heroísmo,,05-04-2020
10,3,Ansião,3,05-04-2020
16,1,Arcos de Valdevez,21,05-04-2020
6,1,Arganil,,05-04-2020
18,1,Armamar,,05-04-2020
1,4,Arouca,15,05-04-2020
7,2,Arraiolos,,05-04-2020
12,2,Arronches,,05-04-2020
11,2,Arruda dos Vinhos,,05-04-2020
1,5,Aveiro,141,05-04-2020
12,3,Avis,,05-04-2020
11,3,Azambuja,,05-04-2020
13,2,Baião,7,05-04-2020
3,2,Barcelos,,05-04-2020
2,4,Barrancos,,05-04-2020
15,4,Barreiro,54,05-04-2020
10,4,Batalha,4,05-04-2020
2,5,Beja,3,05-04-2020
5,1,Belmonte,,05-04-2020
14,5,Benavente,23,05-04-2020
10,5,Bombarral,3,05-04-2020
7,3,Borba,,05-04-2020
17,2,Boticas,,05-04-2020
3,3,Braga,349,05-04-2020
4,2,Bragança,64,05-04-2020
3,4,Cabeceiras de Basto,5,05-04-2020
11,4,Cadaval,,05-04-2020
10,6,Caldas da Rainha,,05-04-2020
31,1,Calheta (Madeira),,05-04-2020
45,1,Calheta (São Jorge),4,05-04-2020
16,2,Caminha,7,05-04-2020
12,4,Campo Maior,,05-04-2020
6,2,Cantanhede,22,05-04-2020
4,3,Carrazeda de Ansiães,3,05-04-2020
18,2,Carregal do Sal,,05-04-2020
14,6,Cartaxo,12,05-04-2020
11,5,Cascais,190,05-04-2020
10,7,Castanheira de Pêra,,05-04-2020
5,2,Castelo Branco,,05-04-2020
1,6,Castelo de Paiva,4,05-04-2020
12,5,Castelo de Vide,,05-04-2020
18,3,Castro Daire,8,05-04-2020
8,4,Castro Marim,,05-04-2020
2,6,Castro Verde,,05-04-2020
9,3,Celorico da Beira,,05-04-2020
3,5,Celorico de Basto,6,05-04-2020
14,7,Chamusca,,05-04-2020
17,3,Chaves,16,05-04-2020
18,4,Cinfães,3,05-04-2020
6,3,Coimbra,216,05-04-2020
6,4,Condeixa-a-Nova,29,05-04-2020
14,8,Constância,,05-04-2020
14,9,Coruche,9,05-04-2020
49,1,Corvo,,05-04-2020
5,3,Covilhã,,05-04-2020
12,6,Crato,,05-04-2020
2,7,Cuba,,05-04-2020
31,2,Câmara de Lobos,7,05-04-2020
12,7,Elvas,,05-04-2020
14,10,Entroncamento,,05-04-2020
1,7,Espinho,31,05-04-2020
3,6,Esposende,14,05-04-2020
1,8,Estarreja,36,05-04-2020
7,4,Estremoz,,05-04-2020
3,7,Fafe,12,05-04-2020
8,5,Faro,37,05-04-2020
13,3,Felgueiras,91,05-04-2020
2,8,Ferreira do Alentejo,,05-04-2020
14,11,Ferreira do Zêzere,,05-04-2020
6,5,Figueira da Foz,9,05-04-2020
9,4,Figueira de Castelo Rodrigo,,05-04-2020
10,8,Figueiró dos Vinhos,,05-04-2020
9,5,Fornos de Algodres,,05-04-2020
4,4,Freixo de Espada à Cinta,,05-04-2020
12,8,Fronteira,,05-04-2020
31,3,Funchal,20,05-04-2020
5,4,Fundão,,05-04-2020
12,9,Gavião,,05-04-2020
14,12,Golegã,,05-04-2020
13,4,Gondomar,478,05-04-2020
9,6,Gouveia,,05-04-2020
15,5,Grândola,3,05-04-2020
9,7,Guarda,4,05-04-2020
3,8,Guimarães,127,05-04-2020
6,6,Góis,4,05-04-2020
47,1,Horta,6,05-04-2020
5,5,Idanha-a-Nova,,05-04-2020
8,6,Lagoa (Algarve),3,05-04-2020
42,1,Lagoa (São Miguel),,05-04-2020
8,7,Lagos,3,05-04-2020
48,1,Lajes das Flores,,05-04-2020
46,1,Lajes do Pico,,05-04-2020
18,5,Lamego,9,05-04-2020
10,9,Leiria,22,05-04-2020
11,6,Lisboa,681,05-04-2020
8,8,Loulé,33,05-04-2020
11,7,Loures,131,05-04-2020
11,8,Lourinhã,,05-04-2020
13,5,Lousada,81,05-04-2020
6,7,Lousã,7,05-04-2020
4,5,Macedo de Cavaleiros,10,05-04-2020
31,4,Machico,,05-04-2020
46,2,Madalena,4,05-04-2020
11,9,Mafra,42,05-04-2020
13,6,Maia,422,05-04-2020
18,6,Mangualde,,05-04-2020
9,8,Manteigas,,05-04-2020
13,7,Marco de Canaveses,27,05-04-2020
10,10,Marinha Grande,10,05-04-2020
12,10,Marvão,,05-04-2020
13,8,Matosinhos,395,05-04-2020
14,13,Mação,,05-04-2020
1,11,Mealhada,8,05-04-2020
9,9,Meda,,05-04-2020
16,3,Melgaço,7,05-04-2020
17,4,Mesão Frio,,05-04-2020
6,8,Mira,,05-04-2020
6,9,Miranda do Corvo,6,05-04-2020
4,6,Miranda do Douro,,05-04-2020
4,7,Mirandela,14,05-04-2020
4,8,Mogadouro,,05-04-2020
18,7,Moimenta da Beira,3,05-04-2020
15,6,Moita,31,05-04-2020
8,9,Monchique,,05-04-2020
17,5,Mondim de Basto,,05-04-2020
12,11,Monforte,,05-04-2020
17,6,Montalegre,,05-04-2020
7,6,Montemor-o-Novo,,05-04-2020
6,10,Montemor-o-Velho,14,05-04-2020
15,7,Montijo,23,05-04-2020
16,4,Monção,6,05-04-2020
7,7,Mora,,05-04-2020
18,8,Mortágua,,05-04-2020
2,10,Moura,,05-04-2020
7,8,Mourão,,05-04-2020
1,12,Murtosa,6,05-04-2020
17,7,Murça,,05-04-2020
2,9,Mértola,,05-04-2020
10,11,Nazaré,,05-04-2020
18,9,Nelas,9,05-04-2020
12,12,Nisa,,05-04-2020
42,2,Nordeste,,05-04-2020
2,11,Odemira,,05-04-2020
11,16,Odivelas,95,05-04-2020
11,10,Oeiras,120,05-04-2020
5,6,Oleiros,,05-04-2020
8,10,Olhão,7,05-04-2020
1,13,Oliveira de Azeméis,84,05-04-2020
18,10,Oliveira de Frades,7,05-04-2020
1,14,Oliveira do Bairro,11,05-04-2020
6,11,Oliveira do Hospital,,05-04-2020
2,12,Ourique,,05-04-2020
14,21,Ourém,15,05-04-2020
1,15,Ovar,238,05-04-2020
15,8,Palmela,11,05-04-2020
6,12,Pampilhosa da Serra,,05-04-2020
13,10,Paredes,91,05-04-2020
16,5,Paredes de Coura,3,05-04-2020
13,9,Paços de Ferreira,84,05-04-2020
10,13,Pedrógão Grande,,05-04-2020
6,13,Penacova,7,05-04-2020
13,11,Penafiel,49,05-04-2020
18,11,Penalva do Castelo,,05-04-2020
5,7,Penamacor,,05-04-2020
18,12,Penedono,,05-04-2020
6,14,Penela,,05-04-2020
10,14,Peniche,5,05-04-2020
17,8,Peso da Régua,9,05-04-2020
9,10,Pinhel,,05-04-2020
10,15,Pombal,35,05-04-2020
42,3,Ponta Delgada,,05-04-2020
31,5,Ponta do Sol,6,05-04-2020
16,6,Ponte da Barca,,05-04-2020
16,7,Ponte de Lima,,05-04-2020
12,13,Ponte de Sor,,05-04-2020
12,14,Portalegre,,05-04-2020
7,9,Portel,,05-04-2020
8,11,Portimão,23,05-04-2020
13,12,Porto,660,05-04-2020
31,6,Porto Moniz,,05-04-2020
32,1,Porto Santo,5,05-04-2020
10,16,Porto de Mós,,05-04-2020
42,4,Povoação,,05-04-2020
43,2,Praia da Vitória,7,05-04-2020
