Período,n_cons_csp_gripe_alentejo,n_cons_csp_gripe_algarve,n_cons_csp_gripe_centro,n_cons_csp_gripe_lisboa,n_cons_csp_gripe_norte,n_cons_csp_p_alentejo,n_cons_csp_p_algarve,n_cons_csp_p_centro,n_cons_csp_p_lisboa,n_cons_csp_p_norte,n_cons_csp_np_alentejo,n_cons_csp_np_algarve,n_cons_csp_np_centro,n_cons_csp_np_lisboa,n_cons_csp_np_norte,n_cons_csp_gripe_alentejo,n_cons_csp_gripe_algarve,n_cons_csp_gripe_centro,n_cons_csp_gripe_lisboa,n_cons_csp_gripe_norte
2017-05-19,2.0,5.0,12.0,11.0,21.0,2961.0,1930.0,7019.0,14851.0,20344.0,3125.0,1929.0,10530.0,11013.0,22426.0,2.0,5.0,12.0,11.0,21.0
2017-05-20,6.0,2.0,7.0,7.0,4.0,87.0,92.0,60.0,25.0,113.0,803.0,248.0,1868.0,1888.0,2284.0,6.0,2.0,7.0,7.0,4.0
2017-05-21,5.0,0.0,8.0,10.0,10.0,61.0,28.0,0.0,0.0,0.0,689.0,284.0,1826.0,1306.0,2175.0,5.0,0.0,8.0,10.0,10.0
2017-05-22,3.0,2.0,19.0,11.0,27.0,3958.0,2620.0,11329.0,20840.0,29870.0,4942.0,2850.0,14294.0,15332.0,34283.0,3.0,2.0,19.0,11.0,27.0
2017-05-23,8.0,2.0,15.0,13.0,22.0,3916.0,2506.0,11422.0,19793.0,28462.0,4469.0,2307.0,13574.0,13380.0,29348.0,8.0,2.0,15.0,13.0,22.0
2017-05-24,4.0,3.0,11.0,16.0,15.0,3816.0,2057.0,10514.0,18952.0,25734.0,4394.0,1892.0,12056.0,12292.0,25509.0,4.0,3.0,11.0,16.0,15.0
2017-05-25,4.0,1.0,15.0,7.0,14.0,3194.0,2298.0,10280.0,16347.0,26019.0,3388.0,2070.0,11557.0,10700.0,25013.0,4.0,1.0,15.0,7.0,14.0
2017-05-26,1.0,1.0,5.0,4.0,25.0,2130.0,1061.0,5993.0,8446.0,14782.0,2619.0,1204.0,8351.0,5375.0,15651.0,1.0,1.0,5.0,4.0,25.0
2017-05-27,1.0,0.0,3.0,5.0,2.0,49.0,34.0,124.0,33.0,115.0,788.0,327.0,1961.0,2052.0,2608.0,1.0,0.0,3.0,5.0,2.0
2017-05-28,2.0,3.0,9.0,4.0,6.0,78.0,35.0,0.0,0.0,0.0,693.0,223.0,1812.0,1262.0,2214.0,2.0,3.0,9.0,4.0,6.0
2017-05-29,3.0,4.0,13.0,14.0,25.0,3971.0,2486.0,11553.0,20352.0,28707.0,5057.0,2848.0,15205.0,15873.0,35291.0,3.0,4.0,13.0,14.0,25.0
2017-05-30,2.0,4.0,11.0,15.0,22.0,3763.0,2499.0,12032.0,19864.0,28228.0,4107.0,2462.0,13971.0,13444.0,29907.0,2.0,4.0,11.0,15.0,22.0
2017-05-31,1.0,3.0,13.0,14.0,15.0,3981.0,2192.0,10932.0,19081.0,26997.0,4397.0,2033.0,12254.0,12539.0,27168.0,1.0,3.0,13.0,14.0,15.0
2017-06-01,2.0,3.0,7.0,20.0,14.0,3662.0,2091.0,10100.0,17080.0,25014.0,3831.0,2126.0,11334.0,11719.0,25616.0,2.0,3.0,7.0,20.0,14.0
2017-06-02,3.0,4.0,8.0,16.0,13.0,2772.0,1833.0,6985.0,14760.0,19577.0,3219.0,2042.0,9668.0,10595.0,22357.0,3.0,4.0,8.0,16.0,13.0
2017-06-03,0.0,3.0,1.0,6.0,8.0,53.0,28.0,101.0,32.0,115.0,786.0,248.0,1813.0,1717.0,2363.0,0.0,3.0,1.0,6.0,8.0
2017-06-04,0.0,1.0,8.0,18.0,8.0,87.0,40.0,0.0,0.0,0.0,611.0,202.0,1642.0,1269.0,2072.0,0.0,1.0,8.0,18.0,8.0
2017-06-05,5.0,2.0,17.0,19.0,25.0,3830.0,2422.0,11081.0,20324.0,27582.0,4730.0,2651.0,14271.0,15251.0,32467.0,5.0,2.0,17.0,19.0,25.0
2017-06-06,3.0,3.0,12.0,15.0,25.0,4121.0,2496.0,11510.0,19928.0,25453.0,4568.0,2234.0,13604.0,13364.0,27248.0,3.0,3.0,12.0,15.0,25.0
2017-06-07,9.0,4.0,7.0,13.0,13.0,3826.0,2297.0,10791.0,17808.0,25385.0,4148.0,2243.0,12169.0,11978.0,26851.0,9.0,4.0,7.0,13.0,13.0
2017-06-08,6.0,3.0,17.0,10.0,19.0,3655.0,2421.0,10472.0,18704.0,25171.0,3924.0,2164.0,11654.0,11572.0,25122.0,6.0,3.0,17.0,10.0,19.0
2017-06-09,4.0,5.0,12.0,8.0,19.0,2802.0,1930.0,7162.0,15350.0,19427.0,3194.0,1913.0,10185.0,10519.0,21394.0,4.0,5.0,12.0,8.0,19.0
2017-06-10,4.0,0.0,3.0,4.0,3.0,110.0,17.0,0.0,6.0,60.0,729.0,295.0,1697.0,1426.0,2309.0,4.0,0.0,3.0,4.0,3.0
2017-06-11,2.0,2.0,5.0,5.0,2.0,98.0,19.0,0.0,0.0,0.0,637.0,229.0,1771.0,1240.0,2092.0,2.0,2.0,5.0,5.0,2.0
2017-06-12,2.0,5.0,13.0,17.0,16.0,3666.0,2284.0,10081.0,16899.0,25050.0,4502.0,2633.0,13675.0,13225.0,30269.0,2.0,5.0,13.0,17.0,16.0
2017-06-13,1.0,0.0,6.0,10.0,12.0,3825.0,2395.0,9682.0,14376.0,22890.0,4263.0,2276.0,11932.0,10134.0,25229.0,1.0,0.0,6.0,10.0,12.0
2017-06-14,1.0,2.0,4.0,9.0,6.0,3385.0,2085.0,8894.0,15778.0,22173.0,4142.0,2038.0,10798.0,11091.0,23654.0,1.0,2.0,4.0,9.0,6.0
2017-06-15,1.0,3.0,2.0,1.0,2.0,31.0,64.0,0.0,0.0,0.0,728.0,195.0,1733.0,1134.0,2065.0,1.0,3.0,2.0,1.0,2.0
2017-06-16,2.0,6.0,2.0,10.0,11.0,2182.0,1325.0,5506.0,11373.0,15153.0,2986.0,1678.0,9290.0,9397.0,21638.0,2.0,6.0,2.0,10.0,11.0
2017-06-17,0.0,1.0,4.0,3.0,7.0,55.0,1.0,78.0,33.0,112.0,670.0,270.0,1868.0,1502.0,2362.0,0.0,1.0,4.0,3.0,7.0
2017-06-18,0.0,0.0,0.0,2.0,5.0,38.0,41.0,0.0,0.0,0.0,667.0,222.0,1787.0,1053.0,2273.0,0.0,0.0,0.0,2.0,5.0
2017-06-19,1.0,3.0,8.0,6.0,9.0,3849.0,2438.0,10784.0,17719.0,27339.0,4591.0,2599.0,14526.0,12442.0,33608.0,1.0,3.0,8.0,6.0,9.0
2017-06-20,0.0,3.0,3.0,8.0,18.0,3956.0,2510.0,10645.0,18193.0,25970.0,4301.0,2363.0,12724.0,12549.0,27781.0,0.0,3.0,3.0,8.0,18.0
2017-06-21,1.0,3.0,9.0,7.0,6.0,3563.0,2288.0,10226.0,18104.0,24739.0,4169.0,2048.0,12356.0,12300.0,25869.0,1.0,3.0,9.0,7.0,6.0
2017-06-22,2.0,1.0,5.0,11.0,14.0,3488.0,2228.0,10767.0,17691.0,24760.0,4053.0,2112.0,11987.0,11779.0,24271.0,2.0,1.0,5.0,11.0,14.0
2017-06-23,3.0,1.0,6.0,3.0,8.0,2531.0,1745.0,6750.0,13522.0,18258.0,3150.0,1695.0,9513.0,9809.0,19398.0,3.0,1.0,6.0,3.0,8.0
2017-06-24,0.0,0.0,6.0,3.0,2.0,98.0,91.0,56.0,22.0,85.0,769.0,258.0,1907.0,1761.0,2243.0,0.0,0.0,6.0,3.0,2.0
2017-06-25,3.0,0.0,0.0,5.0,4.0,39.0,75.0,0.0,0.0,0.0,681.0,210.0,1794.0,1251.0,2227.0,3.0,0.0,0.0,5.0,4.0
2017-06-26,5.0,1.0,14.0,10.0,14.0,3543.0,2362.0,10765.0,18866.0,25676.0,4348.0,2463.0,14301.0,14801.0,32028.0,5.0,1.0,14.0,10.0,14.0
2017-06-27,1.0,1.0,3.0,7.0,12.0,3676.0,2353.0,10876.0,18476.0,25436.0,4403.0,2026.0,13139.0,12698.0,28154.0,1.0,1.0,3.0,7.0,12.0
2017-06-28,1.0,2.0,8.0,12.0,11.0,3381.0,2186.0,9924.0,16749.0,23647.0,3997.0,2037.0,11935.0,11074.0,24635.0,1.0,2.0,8.0,12.0,11.0
2017-06-29,4.0,0.0,6.0,4.0,16.0,2984.0,2143.0,9396.0,14726.0,22188.0,3164.0,1867.0,11265.0,9583.0,22159.0,4.0,0.0,6.0,4.0,16.0
2017-06-30,6.0,0.0,10.0,4.0,10.0,2607.0,1849.0,6787.0,13716.0,18377.0,2974.0,1729.0,9692.0,9792.0,20501.0,6.0,0.0,10.0,4.0,10.0
2017-07-01,2.0,1.0,3.0,2.0,6.0,74.0,1.0,104.0,43.0,112.0,682.0,307.0,1774.0,1586.0,2089.0,2.0,1.0,3.0,2.0,6.0
2017-07-02,1.0,0.0,3.0,1.0,2.0,18.0,63.0,10.0,0.0,0.0,671.0,168.0,1603.0,1067.0,1941.0,1.0,0.0,3.0,1.0,2.0
2017-07-03,2.0,5.0,9.0,11.0,23.0,3358.0,2147.0,10368.0,18097.0,25773.0,4091.0,2582.0,13575.0,14007.0,31590.0,2.0,5.0,9.0,11.0,23.0
2017-07-04,0.0,1.0,6.0,10.0,8.0,3553.0,2231.0,9951.0,18134.0,25443.0,4229.0,2178.0,11313.0,13007.0,27085.0,0.0,1.0,6.0,10.0,8.0
2017-07-05,1.0,4.0,9.0,10.0,8.0,3366.0,1993.0,10075.0,17279.0,23489.0,3882.0,2005.0,12170.0,11991.0,25434.0,1.0,4.0,9.0,10.0,8.0
2017-07-06,2.0,1.0,9.0,9.0,20.0,3369.0,2027.0,9781.0,16903.0,23980.0,3488.0,1948.0,11254.0,11328.0,24043.0,2.0,1.0,9.0,9.0,20.0
2017-07-07,1.0,2.0,7.0,7.0,10.0,2542.0,1739.0,7139.0,13841.0,18983.0,3093.0,1751.0,9621.0,9814.0,21066.0,1.0,2.0,7.0,7.0,10.0
2017-07-08,2.0,0.0,4.0,4.0,6.0,83.0,17.0,75.0,30.0,106.0,689.0,334.0,1857.0,1630.0,2286.0,2.0,0.0,4.0,4.0,6.0
2017-07-09,0.0,2.0,0.0,2.0,3.0,105.0,17.0,0.0,0.0,0.0,593.0,244.0,1664.0,1081.0,1955.0,0.0,2.0,0.0,2.0,3.0
2017-07-10,3.0,4.0,4.0,6.0,9.0,3298.0,2159.0,10342.0,18493.0,25327.0,4345.0,2334.0,14477.0,14213.0,30579.0,3.0,4.0,4.0,6.0,9.0
2017-07-11,5.0,3.0,6.0,11.0,14.0,3589.0,2241.0,10558.0,17983.0,24712.0,4053.0,2189.0,12583.0,12564.0,27402.0,5.0,3.0,6.0,11.0,14.0
2017-07-12,1.0,4.0,6.0,13.0,6.0,3069.0,1853.0,9578.0,16995.0,23993.0,3449.0,1916.0,11918.0,11529.0,25277.0,1.0,4.0,6.0,13.0,6.0
2017-07-13,2.0,3.0,5.0,7.0,7.0,3007.0,2065.0,9993.0,16516.0,23803.0,3183.0,2020.0,10978.0,11115.0,23527.0,2.0,3.0,5.0,7.0,7.0
2017-07-14,0.0,1.0,7.0,12.0,9.0,2268.0,1663.0,6828.0,13626.0,19119.0,2723.0,1815.0,9385.0,9475.0,20238.0,0.0,1.0,7.0,12.0,9.0
2017-07-15,2.0,1.0,5.0,5.0,7.0,62.0,74.0,74.0,32.0,110.0,741.0,237.0,2016.0,1658.0,2324.0,2.0,1.0,5.0,5.0,7.0
2017-07-16,0.0,3.0,2.0,4.0,6.0,57.0,38.0,0.0,0.0,0.0,642.0,279.0,1650.0,1111.0,1954.0,0.0,3.0,2.0,4.0,6.0
2017-07-17,0.0,9.0,4.0,7.0,11.0,3196.0,2043.0,9434.0,17119.0,24039.0,3960.0,2418.0,13313.0,13565.0,29131.0,0.0,9.0,4.0,7.0,11.0
2017-07-18,1.0,3.0,9.0,11.0,12.0,3448.0,2149.0,9658.0,17189.0,24624.0,3970.0,2097.0,12132.0,12285.0,27018.0,1.0,3.0,9.0,11.0,12.0
2017-07-19,1.0,2.0,5.0,9.0,8.0,3241.0,1840.0,9021.0,16697.0,23397.0,3717.0,2091.0,11589.0,10932.0,24932.0,1.0,2.0,5.0,9.0,8.0
2017-07-20,2.0,1.0,12.0,9.0,12.0,3178.0,1988.0,9170.0,16332.0,22910.0,3535.0,2093.0,11324.0,10963.0,23304.0,2.0,1.0,12.0,9.0,12.0
2017-07-21,1.0,5.0,7.0,6.0,14.0,2529.0,1644.0,6596.0,13290.0,18409.0,2924.0,1771.0,9746.0,9450.0,20250.0,1.0,5.0,7.0,6.0,14.0
2017-07-22,2.0,1.0,1.0,7.0,2.0,114.0,42.0,97.0,30.0,130.0,680.0,323.0,1957.0,1734.0,2366.0,2.0,1.0,1.0,7.0,2.0
2017-07-23,0.0,1.0,0.0,3.0,10.0,80.0,0.0,0.0,0.0,0.0,626.0,270.0,1776.0,1124.0,1892.0,0.0,1.0,0.0,3.0,10.0
2017-07-24,2.0,5.0,9.0,6.0,8.0,3170.0,2031.0,8982.0,16513.0,23849.0,4072.0,2452.0,12630.0,13168.0,29427.0,2.0,5.0,9.0,6.0,8.0
2017-07-25,1.0,3.0,4.0,5.0,11.0,3334.0,2127.0,8674.0,15756.0,23111.0,3962.0,2158.0,11304.0,11486.0,25123.0,1.0,3.0,4.0,5.0,11.0
2017-07-26,1.0,2.0,2.0,10.0,12.0,3046.0,1968.0,8868.0,14621.0,22173.0,3527.0,1976.0,11281.0,10346.0,22929.0,1.0,2.0,2.0,10.0,12.0
2017-07-27,1.0,4.0,1.0,2.0,8.0,2966.0,1871.0,8788.0,15535.0,22263.0,3259.0,2020.0,11048.0,10902.0,21889.0,1.0,4.0,1.0,2.0,8.0
2017-07-28,1.0,1.0,6.0,7.0,7.0,2454.0,1746.0,6438.0,12870.0,17589.0,2790.0,1870.0,9150.0,9502.0,19251.0,1.0,1.0,6.0,7.0,7.0
2017-07-29,1.0,0.0,3.0,8.0,7.0,62.0,37.0,121.0,17.0,108.0,753.0,334.0,2025.0,1719.0,2331.0,1.0,0.0,3.0,8.0,7.0
2017-07-30,1.0,0.0,1.0,3.0,1.0,39.0,45.0,1.0,0.0,0.0,611.0,243.0,1758.0,1290.0,1982.0,1.0,0.0,1.0,3.0,1.0
2017-07-31,2.0,4.0,5.0,9.0,5.0,3004.0,1999.0,8651.0,15162.0,22181.0,3987.0,2496.0,12547.0,12391.0,28113.0,2.0,4.0,5.0,9.0,5.0
2017-08-01,0.0,1.0,12.0,6.0,7.0,3117.0,1875.0,9174.0,14893.0,22704.0,4070.0,2109.0,12105.0,11856.0,26103.0,0.0,1.0,12.0,6.0,7.0
2017-08-02,3.0,6.0,4.0,9.0,10.0,2974.0,1619.0,8747.0,14170.0,21261.0,3729.0,1960.0,11560.0,10595.0,23516.0,3.0,6.0,4.0,9.0,10.0
2017-08-03,2.0,1.0,7.0,7.0,16.0,2923.0,1666.0,8690.0,14419.0,21278.0,3499.0,2098.0,10666.0,10399.0,21744.0,2.0,1.0,7.0,7.0,16.0
2017-08-04,0.0,3.0,3.0,2.0,7.0,2471.0,1606.0,6293.0,11719.0,16785.0,2954.0,1799.0,9091.0,9093.0,19139.0,0.0,3.0,3.0,2.0,7.0
2017-08-05,2.0,1.0,3.0,5.0,3.0,61.0,41.0,90.0,21.0,110.0,677.0,307.0,1918.0,1669.0,2342.0,2.0,1.0,3.0,5.0,3.0
2017-08-06,3.0,1.0,3.0,2.0,0.0,34.0,56.0,0.0,0.0,0.0,629.0,218.0,1700.0,1056.0,1959.0,3.0,1.0,3.0,2.0,0.0
2017-08-07,0.0,3.0,10.0,10.0,15.0,2975.0,2016.0,8956.0,15952.0,22902.0,3860.0,2402.0,12789.0,12265.0,27741.0,0.0,3.0,10.0,10.0,15.0
2017-08-08,1.0,2.0,5.0,6.0,15.0,3268.0,2155.0,9140.0,15391.0,22556.0,4101.0,2219.0,11636.0,11328.0,25038.0,1.0,2.0,5.0,6.0,15.0
2017-08-09,0.0,4.0,2.0,12.0,15.0,3109.0,1823.0,8647.0,14321.0,21493.0,3684.0,2058.0,11261.0,10323.0,22527.0,0.0,4.0,2.0,12.0,15.0
2017-08-10,2.0,2.0,7.0,5.0,10.0,3120.0,1897.0,9056.0,14151.0,21027.0,3649.0,2065.0,11146.0,9584.0,21807.0,2.0,2.0,7.0,5.0,10.0
2017-08-11,3.0,1.0,5.0,12.0,10.0,2426.0,1701.0,6156.0,11672.0,16791.0,3066.0,1838.0,9469.0,8751.0,18652.0,3.0,1.0,5.0,12.0,10.0
2017-08-12,1.0,0.0,5.0,3.0,3.0,38.0,2.0,125.0,17.0,104.0,679.0,366.0,2052.0,1604.0,2391.0,1.0,0.0,5.0,3.0,3.0
2017-08-13,0.0,1.0,3.0,3.0,12.0,22.0,3.0,0.0,0.0,0.0,617.0,299.0,1773.0,1068.0,1917.0,0.0,1.0,3.0,3.0,12.0
2017-08-14,4.0,5.0,9.0,13.0,8.0,2091.0,1683.0,6341.0,12049.0,16944.0,3349.0,2172.0,10566.0,10493.0,24133.0,4.0,5.0,9.0,13.0,8.0
2017-08-15,2.0,3.0,9.0,5.0,2.0,60.0,22.0,12.0,0.0,0.0,701.0,332.0,1867.0,1023.0,1957.0,2.0,3.0,9.0,5.0,2.0
2017-08-16,0.0,5.0,11.0,11.0,16.0,2821.0,1716.0,7894.0,13785.0,19984.0,4130.0,2210.0,12643.0,11844.0,27931.0,0.0,5.0,11.0,11.0,16.0
2017-08-17,2.0,5.0,10.0,11.0,12.0,2920.0,1884.0,8319.0,13918.0,19808.0,3814.0,2175.0,11806.0,10185.0,23912.0,2.0,5.0,10.0,11.0,12.0
2017-08-18,2.0,3.0,1.0,5.0,6.0,2451.0,1766.0,5972.0,11176.0,16081.0,3074.0,1806.0,9606.0,8955.0,19940.0,2.0,3.0,1.0,5.0,6.0
2017-08-19,0.0,0.0,3.0,5.0,6.0,110.0,7.0,87.0,21.0,119.0,747.0,371.0,2077.0,1654.0,2488.0,0.0,0.0,3.0,5.0,6.0
2017-08-20,1.0,0.0,3.0,3.0,2.0,71.0,0.0,0.0,0.0,0.0,562.0,311.0,1820.0,1170.0,1899.0,1.0,0.0,3.0,3.0,2.0
2017-08-21,3.0,3.0,8.0,6.0,10.0,2943.0,2273.0,9106.0,15201.0,21519.0,3862.0,2407.0,13119.0,12576.0,28204.0,3.0,3.0,8.0,6.0,10.0
2017-08-22,2.0,2.0,5.0,8.0,6.0,3285.0,2165.0,9146.0,15349.0,21309.0,3891.0,2151.0,12179.0,11032.0,25329.0,2.0,2.0,5.0,8.0,6.0
2017-08-23,0.0,4.0,5.0,11.0,9.0,2973.0,1807.0,8730.0,14423.0,20167.0,3671.0,2055.0,11540.0,10411.0,22816.0,0.0,4.0,5.0,11.0,9.0
2017-08-24,4.0,5.0,2.0,4.0,5.0,2985.0,2033.0,8702.0,14257.0,19865.0,3512.0,2041.0,10748.0,10143.0,21607.0,4.0,5.0,2.0,4.0,5.0
2017-08-25,0.0,3.0,5.0,7.0,7.0,2247.0,1688.0,6223.0,11472.0,16200.0,2842.0,1727.0,9426.0,9231.0,19610.0,0.0,3.0,5.0,7.0,7.0
2017-08-26,1.0,1.0,3.0,9.0,4.0,40.0,68.0,111.0,27.0,117.0,805.0,315.0,2032.0,1756.0,2300.0,1.0,1.0,3.0,9.0,4.0
2017-08-27,0.0,0.0,4.0,3.0,7.0,43.0,58.0,11.0,0.0,0.0,669.0,238.0,1679.0,1141.0,1812.0,0.0,0.0,4.0,3.0,7.0
2017-08-28,1.0,2.0,6.0,15.0,10.0,3177.0,2245.0,9225.0,15668.0,21687.0,4012.0,2221.0,13099.0,12573.0,28694.0,1.0,2.0,6.0,15.0,10.0
2017-08-29,4.0,0.0,8.0,11.0,19.0,3506.0,1998.0,9269.0,15690.0,21875.0,3836.0,1973.0,12146.0,11662.0,25494.0,4.0,0.0,8.0,11.0,19.0
2017-08-30,3.0,0.0,11.0,11.0,11.0,2993.0,1946.0,8833.0,15046.0,20941.0,3683.0,1972.0,11212.0,10713.0,23678.0,3.0,0.0,11.0,11.0,11.0
2017-08-31,0.0,1.0,12.0,12.0,13.0,3089.0,1841.0,9176.0,15178.0,21361.0,3407.0,1942.0,10739.0,10331.0,22385.0,0.0,1.0,12.0,12.0,13.0
2017-09-01,3.0,1.0,5.0,8.0,7.0,2231.0,1601.0,6146.0,12033.0,16519.0,2833.0,1717.0,9330.0,9455.0,19662.0,3.0,1.0,5.0,8.0,7.0
2017-09-02,0.0,0.0,5.0,1.0,5.0,35.0,24.0,117.0,22.0,101.0,706.0,364.0,1720.0,1669.0,2078.0,0.0,0.0,5.0,1.0,5.0
2017-09-03,2.0,0.0,0.0,3.0,1.0,43.0,35.0,0.0,0.0,0.0,606.0,263.0,1615.0,1023.0,1803.0,2.0,0.0,0.0,3.0,1.0
2017-09-04,0.0,2.0,12.0,20.0,17.0,3183.0,1778.0,9538.0,16356.0,23615.0,4577.0,2359.0,13857.0,13106.0,32190.0,0.0,2.0,12.0,20.0,17.0
2017-09-05,5.0,0.0,11.0,5.0,13.0,3618.0,1921.0,9612.0,16719.0,23585.0,4254.0,2096.0,12434.0,11728.0,27707.0,5.0,0.0,11.0,5.0,13.0
2017-09-06,3.0,3.0,7.0,10.0,11.0,3099.0,1902.0,9259.0,15585.0,22380.0,3787.0,1900.0,11999.0,10822.0,24542.0,3.0,3.0,7.0,10.0,11.0
2017-09-07,2.0,2.0,2.0,9.0,14.0,3159.0,1494.0,9325.0,15549.0,22103.0,3646.0,1539.0,10850.0,10191.0,23246.0,2.0,2.0,2.0,9.0,14.0
2017-09-08,2.0,4.0,4.0,6.0,16.0,2299.0,1400.0,6164.0,12181.0,17102.0,2976.0,1700.0,9029.0,9336.0,19290.0,2.0,4.0,4.0,6.0,16.0
2017-09-09,0.0,0.0,5.0,5.0,4.0,73.0,30.0,108.0,20.0,122.0,718.0,354.0,1678.0,1683.0,2086.0,0.0,0.0,5.0,5.0,4.0
2017-09-10,4.0,0.0,2.0,6.0,4.0,81.0,0.0,0.0,0.0,0.0,620.0,291.0,1492.0,1144.0,1864.0,4.0,0.0,2.0,6.0,4.0
2017-09-11,1.0,4.0,7.0,8.0,17.0,3630.0,2167.0,10071.0,16347.0,24955.0,4327.0,2774.0,13893.0,13253.0,32180.0,1.0,4.0,7.0,8.0,17.0
2017-09-12,6.0,2.0,9.0,10.0,16.0,3753.0,2081.0,10375.0,16944.0,24222.0,4387.0,2250.0,12865.0,12401.0,26907.0,6.0,2.0,9.0,10.0,16.0
2017-09-13,2.0,5.0,12.0,17.0,25.0,3377.0,2005.0,9699.0,16562.0,23487.0,3886.0,2030.0,12038.0,11182.0,24930.0,2.0,5.0,12.0,17.0,25.0
2017-09-14,5.0,5.0,7.0,12.0,23.0,3626.0,2053.0,9815.0,17041.0,23109.0,3709.0,2173.0,11143.0,11186.0,23759.0,5.0,5.0,7.0,12.0,23.0
2017-09-15,3.0,3.0,14.0,10.0,32.0,2866.0,1803.0,6826.0,13180.0,18394.0,3152.0,2093.0,9699.0,9294.0,20143.0,3.0,3.0,14.0,10.0,32.0
2017-09-16,6.0,4.0,5.0,9.0,9.0,61.0,50.0,80.0,30.0,117.0,751.0,289.0,1745.0,1718.0,2032.0,6.0,4.0,5.0,9.0,9.0
2017-09-17,1.0,0.0,0.0,5.0,7.0,46.0,75.0,9.0,0.0,0.0,673.0,188.0,1636.0,1143.0,2027.0,1.0,0.0,0.0,5.0,7.0
2017-09-18,8.0,8.0,19.0,26.0,32.0,3670.0,2282.0,10613.0,18927.0,27002.0,4440.0,2602.0,14385.0,14427.0,32479.0,8.0,8.0,19.0,26.0,32.0
2017-09-19,8.0,3.0,19.0,27.0,41.0,3776.0,2160.0,11048.0,18374.0,27002.0,4361.0,2354.0,13331.0,12943.0,28970.0,8.0,3.0,19.0,27.0,41.0
2017-09-20,8.0,5.0,22.0,21.0,41.0,3585.0,2042.0,10067.0,17560.0,25491.0,4113.0,2187.0,12152.0,12370.0,26317.0,8.0,5.0,22.0,21.0,41.0
2017-09-21,4.0,4.0,22.0,19.0,44.0,3386.0,2170.0,9422.0,16520.0,24631.0,3674.0,2146.0,11145.0,11153.0,24925.0,4.0,4.0,22.0,19.0,44.0
2017-09-22,10.0,3.0,13.0,34.0,47.0,2630.0,1849.0,7226.0,13186.0,19541.0,2847.0,1903.0,10577.0,10011.0,22438.0,10.0,3.0,13.0,34.0,47.0
2017-09-23,1.0,3.0,2.0,19.0,23.0,59.0,0.0,110.0,30.0,118.0,756.0,333.0,1903.0,1976.0,2492.0,1.0,3.0,2.0,19.0,23.0
2017-09-24,2.0,3.0,17.0,6.0,29.0,71.0,84.0,6.0,0.0,0.0,678.0,204.0,1808.0,1300.0,2347.0,2.0,3.0,17.0,6.0,29.0
2017-09-25,13.0,11.0,19.0,47.0,74.0,3875.0,2348.0,11016.0,19489.0,27887.0,4693.0,2664.0,14767.0,15065.0,33013.0,13.0,11.0,19.0,47.0,74.0
2017-09-26,15.0,6.0,22.0,31.0,60.0,4041.0,2291.0,11322.0,18856.0,27728.0,4325.0,2416.0,13525.0,13326.0,29486.0,15.0,6.0,22.0,31.0,60.0
2017-09-27,12.0,7.0,27.0,55.0,70.0,3932.0,2281.0,10434.0,18390.0,26149.0,4195.0,2181.0,12207.0,13164.0,26741.0,12.0,7.0,27.0,55.0,70.0
2017-09-28,7.0,11.0,34.0,24.0,69.0,3695.0,2162.0,9628.0,17829.0,25669.0,3788.0,2010.0,10945.0,12105.0,25454.0,7.0,11.0,34.0,24.0,69.0
2017-09-29,11.0,5.0,33.0,40.0,56.0,2903.0,1957.0,6427.0,13861.0,20037.0,3084.0,1874.0,9489.0,10437.0,21497.0,11.0,5.0,33.0,40.0,56.0
2017-09-30,3.0,2.0,23.0,6.0,20.0,87.0,25.0,127.0,29.0,110.0,918.0,367.0,2002.0,2053.0,2684.0,3.0,2.0,23.0,6.0,20.0
2017-10-01,8.0,1.0,10.0,9.0,23.0,36.0,2.0,0.0,0.0,0.0,887.0,285.0,1963.0,1341.0,2444.0,8.0,1.0,10.0,9.0,23.0
2017-10-02,5.0,10.0,37.0,44.0,59.0,3891.0,2208.0,10317.0,17968.0,25072.0,4618.0,2665.0,14812.0,14888.0,31472.0,5.0,10.0,37.0,44.0,59.0
2017-10-03,19.0,6.0,42.0,45.0,86.0,4217.0,2300.0,10471.0,17837.0,25915.0,4846.0,2406.0,13529.0,13934.0,30595.0,19.0,6.0,42.0,45.0,86.0
2017-10-04,7.0,11.0,36.0,41.0,59.0,3969.0,2179.0,9206.0,17243.0,23580.0,4217.0,2137.0,12665.0,12919.0,26581.0,7.0,11.0,36.0,41.0,59.0
2017-10-05,5.0,1.0,17.0,19.0,17.0,44.0,34.0,2.0,0.0,0.0,956.0,314.0,1996.0,1209.0,2330.0,5.0,1.0,17.0,19.0,17.0
2017-10-06,13.0,3.0,27.0,26.0,52.0,2473.0,1602.0,5631.0,12028.0,16123.0,3310.0,1995.0,10491.0,11011.0,25446.0,13.0,3.0,27.0,26.0,52.0
2017-10-07,7.0,0.0,25.0,23.0,29.0,66.0,13.0,92.0,16.0,113.0,844.0,341.0,2016.0,1930.0,2699.0,7.0,0.0,25.0,23.0,29.0
2017-10-08,3.0,1.0,30.0,20.0,14.0,73.0,0.0,0.0,0.0,0.0,794.0,294.0,1916.0,1426.0,2384.0,3.0,1.0,30.0,20.0,14.0
2017-10-09,7.0,11.0,65.0,40.0,76.0,4238.0,2491.0,11577.0,20251.0,28973.0,5185.0,2792.0,17170.0,16598.0,37930.0,7.0,11.0,65.0,40.0,76.0
