data,data_dados,confirmados,confirmados_arsnorte,confirmados_arscentro,confirmados_arslvt,confirmados_arsalentejo,confirmados_arsalgarve,confirmados_acores,confirmados_madeira,confirmados_estrangeiro,confirmados_novos,recuperados,obitos,internados,internados_uci,lab,suspeitos,vigilancia,n_confirmados,cadeias_transmissao,transmissao_importada,confirmados_0_9_f,confirmados_0_9_m,confirmados_10_19_f,confirmados_10_19_m,confirmados_20_29_f,confirmados_20_29_m,confirmados_30_39_f,confirmados_30_39_m,confirmados_40_49_f,confirmados_40_49_m,confirmados_50_59_f,confirmados_50_59_m,confirmados_60_69_f,confirmados_60_69_m,confirmados_70_79_f,confirmados_70_79_m,confirmados_80_plus_f,confirmados_80_plus_m,sintomas_tosse,sintomas_febre,sintomas_dificuldade_respiratoria,sintomas_cefaleia,sintomas_dores_musculares,sintomas_fraqueza_generalizada,confirmados_f,confirmados_m,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,obitos_estrangeiro,recuperados_arsnorte,recuperados_arscentro,recuperados_arslvt,recuperados_arsalentejo,recuperados_arsalgarve,recuperados_acores,recuperados_madeira,recuperados_estrangeiro,obitos_0_9_f,obitos_0_9_m,obitos_10_19_f,obitos_10_19_m,obitos_20_29_f,obitos_20_29_m,obitos_30_39_f,obitos_30_39_m,obitos_40_49_f,obitos_40_49_m,obitos_50_59_f,obitos_50_59_m,obitos_60_69_f,obitos_60_69_m,obitos_70_79_f,obitos_70_79_m,obitos_80_plus_f,obitos_80_plus_m,obitos_f,obitos_m,confirmados_desconhecidos_m,confirmados_desconhecidos_f,ativos
16-08-2020,16-08-2020 00:00,54102,19473,4585,27931,823,975,185,130,,121,39697,1778,325,39,1226,468937,35742,413609,,767,932,1073,1357,1199,4467,3897,4640,4214,4904,4028,4601,3515,2842,2550,1972,1761,4092,1982,0.34,0.27,0.09,0.2,0.2,0.14,29839,24263,840,253,631,22,17,15,0,,,,,,,,,,0,0,0,0,1,1,3,1,10,11,17,40,49,110,135,212,668,520,883,895,44,32,
17-08-2020,17-08-2020 00:00,54234,19514,4591,27997,836,980,186,130,,132,39800,1779,336,39,,,35568,,,,935,1077,1360,1205,4477,3906,4651,4225,4911,4045,4604,3528,2854,2553,1976,1766,4099,1986,,,,,,,29899,24335,840,253,632,22,17,15,0,,,,,,,,,,0,0,0,0,1,1,3,1,10,11,17,40,49,110,135,212,668,521,883,896,,,12655
18-08-2020,18-08-2020 00:00,54448,19572,4603,28125,844,983,187,134,,214,39936,1784,336,38,,,35107,,,,937,1080,1367,1209,4491,3923,4666,4243,4927,4061,4621,3546,2863,2562,1982,1771,4130,1993,,,,,,,30016,24432,840,253,637,22,17,15,0,,,,,,,,,,0,0,0,0,1,1,3,1,10,11,17,40,49,110,136,212,672,521,888,896,,,12728
19-08-2020,19-08-2020 00:00,54701,19637,4620,28284,851,987,187,135,,253,40129,1786,329,35,,,34772,,,,944,1080,1379,1214,4516,3944,4688,4270,4948,4087,4640,3557,2873,2574,1991,1779,4141,2000,,,,,,,30152,24549,840,253,639,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,40,49,110,136,212,672,522,889,897,,,12786
20-08-2020,20-08-2020 00:00,54992,19730,4626,28454,863,996,188,135,,291,40264,1788,334,39,,,34422,,,,947,1085,1382,1227,4546,3969,4718,4297,4966,4116,4659,3574,2895,2593,1994,1793,4150,2005,,,,,,,30289,24703,841,253,640,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,40,49,110,136,213,672,523,889,899,,,12940
21-08-2020,21-08-2020 00:00,55211,19793,4634,28579,868,1007,192,138,,219,40473,1792,321,41,,,34233,,,,954,1089,1385,1236,4566,3996,4740,4313,4978,4143,4673,3583,2909,2600,2002,1803,4156,2009,,,,,,,30395,24816,842,253,643,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,136,213,674,524,891,901,,,12946
22-08-2020,22-08-2020 00:00,55452,19860,4648,28706,885,1014,199,140,,241,40652,1794,316,42,,,34182,,,,960,1095,1393,1240,4593,4017,4755,4340,4993,4163,4689,3600,2920,2614,2011,1806,4167,2019,,,,,,,30513,24939,842,253,645,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,136,214,674,525,891,903,,,13006
23-08-2020,23-08-2020 00:00,55597,19929,4661,28753,887,1028,199,140,,145,40774,1796,317,47,,,34413,,,,967,1098,1395,1248,4616,4030,4772,4352,5000,4178,4699,3608,2922,2621,2015,1809,4172,2018,,,,,,,30590,25007,843,253,646,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,136,214,675,526,892,904,,,13027
24-08-2020,24-08-2020 00:00,55720,19972,4669,28816,887,1034,202,140,,123,40880,1801,321,44,,,34388,,,,969,1099,1399,1254,4627,4045,4786,4363,5014,4180,4705,3613,2929,2625,2019,1812,4182,2022,,,,,,,30662,25058,845,253,649,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,136,217,677,526,894,907,,,13039
25-08-2020,25-08-2020 00:00,55912,20021,4677,28932,898,1039,204,141,,192,41021,1805,325,41,,,33821,,,,975,1107,1405,1258,4641,4059,4803,4380,5031,4199,4716,3620,2943,2636,2026,1818,4189,2029,,,,,,,30761,25151,846,253,652,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,137,219,677,527,895,910,,,13086
26-08-2020,26-08-2020 00:00,56274,20130,4702,29146,906,1044,205,141,,362,41184,1807,311,38,,,33782,,,,981,1113,1417,1265,4690,4081,4842,4401,5065,4209,4743,3639,2964,2656,2047,1826,4217,2040,,,,,,,30998,25276,846,253,654,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,137,219,678,528,896,911,,,13283
27-08-2020,27-08-2020 00:00,56671,20291,4728,29332,912,1052,208,148,,397,41357,1809,317,35,,,1809,,,,988,1120,1433,1285,4732,4125,4879,4431,5102,4232,4766,3663,2980,2677,2063,1838,4234,2047,,,,,,,31209,25464,846,253,656,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,137,219,679,529,897,912,,,13507
28-08-2020,28-08-2020 00:00,57074,20457,4757,29514,923,1062,208,153,,403,41556,1815,334,38,,,33930,,,,998,1133,1455,1301,4761,4161,4911,4473,5149,4255,4810,3685,2997,2694,2072,1846,4243,2052,,,,,,,31428,25646,848,253,660,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,138,220,681,531,900,915,,,13703
29-08-2020,29-08-2020 00:00,57448,20614,4780,29663,926,1099,209,157,,374,41766,1818,324,40,,,33965,,,,1008,1149,1464,1318,4788,4220,4954,4497,5185,4283,4835,3705,3014,2709,2076,1851,4255,2059,,,,,,,31611,25837,848,253,663,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,138,220,683,532,902,916,,,13864
30-08-2020,30-08-2020 00:00,57768,20776,4800,29784,937,1105,209,157,,320,41885,1819,341,41,,,34258,,,,1009,1154,1471,1332,4827,4251,4990,4513,5216,4300,4860,3720,3025,2720,2087,1862,4281,2068,,,,,,,31800,25968,849,253,663,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,139,220,683,532,903,916,,,14064
31-08-2020,31-08-2020 00:00,58012,20859,4807,29921,944,1112,212,157,,244,41961,1822,349,41,,,34196,,,,1013,1158,1473,1337,4837,4265,5015,4527,5235,4320,4883,3735,3036,2744,2099,1872,4304,2077,,,,,,,31929,26083,849,253,666,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,139,220,684,534,904,918,,,14229
01-09-2020,01-09-2020 00:00,58243,20941,4830,30040,947,1112,213,160,,231,42104,1824,350,44,,,33998,,,,1016,1169,1481,1343,4865,4298,5030,4542,5255,4332,4902,3746,3053,2750,2105,1879,4312,2083,,,,,,,32053,26190,849,253,668,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,139,220,685,535,905,919,,,14315
02-09-2020,02-09-2020 00:00,58633,21125,4853,30208,949,1123,214,161,,390,42233,1827,337,41,,,33914,,,,1026,1179,1497,1356,4912,4332,5067,4573,5279,4360,4930,3771,3075,2768,2112,1889,4329,2096,,,,,,,32261,26372,849,253,671,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,49,110,140,222,685,535,906,921,,,14573
03-09-2020,03-09-2020 00:00,59051,21302,4860,30415,952,1141,216,165,,418,42427,1829,334,44,,,34197,,,,1034,1191,1512,1367,4945,4371,5105,4609,5312,4391,4945,3807,3099,2796,2128,1902,4345,2110,,,,,,,32459,26592,849,253,673,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,140,222,686,535,908,921,,,14795
04-09-2020,04-09-2020 00:00,59457,21454,4903,30609,959,1150,216,166,,406,42576,1833,339,40,,,34266,,,,1047,1196,1529,1376,4986,4405,5135,4638,5350,4417,4981,3832,3118,2812,2144,1916,4374,2119,,,,,,,32698,26759,849,253,677,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,143,222,687,535,912,921,,,15048
05-09-2020,05-09-2020 00:00,59943,21654,4942,30839,964,1159,215,170,,486,42793,1838,345,41,,,34201,,,,1068,1211,1553,1398,5028,4443,5177,4668,5399,4451,5007,3862,3143,2838,2159,1929,4390,2137,,,,,,,32958,26985,849,254,681,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,144,223,688,537,914,924,,,15312
06-09-2020,06-09-2020 00:00,60258,21797,4961,30963,985,1165,217,170,,315,42953,1840,354,43,,,34240,,,,1073,1218,1568,1412,5048,4471,5207,4684,5426,4469,5033,3875,3157,2852,2169,1940,4415,2159,,,,,,,33130,27128,849,254,683,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,145,224,688,537,915,925,,,15465
07-09-2020,07-09-2020 00:00,60507,21930,4978,31048,987,1168,224,172,,249,43016,1843,381,49,,,34336,,,,1075,1226,1578,1423,5064,4487,5226,4709,5446,4483,5052,3884,3167,2871,2174,1952,4425,2163,,,,,,,33252,27255,849,254,686,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,145,224,691,537,918,925,,,15648
08-09-2020,08-09-2020 00:00,60895,22049,5004,31273,998,1171,227,173,,388,43146,1846,394,50,,,34466,,,,1082,1243,1596,1436,5095,4518,5260,4728,5475,4506,5085,3908,3193,2898,2185,1967,4441,2176,,,,,,,33458,27437,851,254,687,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,145,225,692,538,919,927,,,15903
09-09-2020,09-09-2020 00:00,61541,22325,5044,31563,1021,1186,228,174,,646,43284,1849,391,52,,,35151,,,,1102,1259,1635,1460,5157,4581,5312,4769,5530,4554,5135,3944,3218,2937,2206,1991,4456,2192,,,,,,,33797,27744,852,254,689,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,110,145,226,692,540,919,930,,,16408
10-09-2020,10-09-2020 00:00,62126,22593,5094,31802,1036,1192,229,180,,585,43441,1852,406,57,,,35181,,,,1123,1268,1654,1481,5202,4624,5377,4827,5573,4591,5180,3984,3256,2965,2221,2005,4468,2204,,,,,,,34109,28017,852,254,692,22,17,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,11,17,41,50,111,146,227,692,540,920,932,,,16833
11-09-2020,11-09-2020 00:00,62813,22819,5154,32170,1048,1207,234,181,,687,43644,1855,404,54,,,35712,,,,1135,1285,1678,1508,5270,4679,5426,4889,5637,4641,5233,4031,3283,3012,2238,2023,4497,2224,,,,,,,34453,28360,852,254,694,22,18,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,50,112,146,227,692,541,920,935,,,17314
12-09-2020,12-09-2020 00:00,63310,22997,5193,32413,1074,1214,236,183,,497,43894,1860,438,59,,,36055,,,,1148,1300,1702,1535,5320,4727,5461,4930,5668,4682,5279,4057,3305,3039,2249,2030,4514,2240,,,,,,,34702,28608,853,254,698,22,18,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,51,112,148,228,693,541,924,936,,,17556
13-09-2020,13-09-2020 00:00,63983,23233,5228,32732,1134,1234,238,184,,673,44069,1867,452,57,,,36398,,,,1169,1322,1728,1554,5406,4806,5516,4977,5720,4725,5314,4085,3326,3058,2273,2042,4578,2258,,,,,,,35089,28894,854,254,704,22,18,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,51,112,148,229,695,545,926,941,,,18047
14-09-2020,14-09-2020 00:00,64596,23411,5279,33070,1161,1244,239,192,,613,44185,1871,477,61,,,36758,,,,1182,1342,1752,1575,5467,4863,5573,5020,5774,4764,5374,4127,3359,3085,2288,2061,4601,2263,,,,,,,35429,29167,857,254,705,22,18,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,51,112,148,229,698,546,929,942,,,18540
15-09-2020,15-09-2020 00:00,65021,23528,5330,33297,1175,1259,240,192,,425,44362,1875,478,59,,,36955,,,,1187,1358,1763,1591,5513,4899,5607,5049,5807,4791,5396,4152,3383,3110,2301,2077,4628,2283,,,,,,,35644,29377,859,254,706,22,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,51,112,148,229,699,549,930,945,,,18784
16-09-2020,16-09-2020 00:00,65626,23729,5383,33587,1217,1277,240,193,,605,44528,1878,482,61,,,37287,,,,1203,1374,1783,1604,5573,4931,5664,5099,5865,4837,5442,4198,3423,3131,2319,2092,4646,2290,,,,,,,35989,29637,859,254,709,22,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,51,112,148,229,699,552,930,948,,,19220
17-09-2020,17-09-2020 00:00,66396,23984,5480,33960,1231,1304,241,196,,770,44794,1888,480,59,,,37804,,,,1216,1392,1815,1635,5637,4980,5742,5178,5960,4892,5507,4248,3453,3164,2343,2109,4662,2307,,,,,,,36409,29987,864,256,711,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,12,17,41,51,113,148,230,705,554,936,952,,,19714
18-09-2020,18-09-2020 00:00,67176,24234,5526,34386,1267,1324,241,198,,780,45053,1894,465,57,,,38721,,,,1242,1414,1844,1664,5719,5043,5810,5240,6014,4944,5569,4304,3498,3207,2371,2137,4696,2322,,,,,,,36828,30348,864,256,717,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,51,114,148,230,706,556,938,956,,,20229
19-09-2020,19-09-2020 00:00,68025,24522,5592,34825,1283,1359,241,203,,849,45404,1899,497,64,,,39388,,,,1266,1433,1879,1697,5807,5114,5879,5314,6101,5013,5636,4361,3543,3243,2394,2157,4724,2331,,,,,,,37290,30735,868,256,718,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,51,114,149,230,708,558,941,958,,,20722
20-09-2020,20-09-2020 00:00,68577,24795,5621,35004,1318,1392,243,204,,552,45596,1912,511,63,,,39362,,,,1278,1441,1915,1722,5846,5154,5921,5352,6143,5054,5680,4387,3569,3269,2419,2179,4750,2345,,,,,,,37592,30985,871,256,728,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,52,115,150,231,714,561,949,963,,,21069
21-09-2020,21-09-2020 00:00,69200,24908,5651,35443,1340,1401,252,205,,623,45736,1920,518,61,,,40465,,,,1293,1461,1945,1748,5897,5209,5984,5414,6201,5109,5715,4428,3591,3292,2438,2193,4776,2352,,,,,,,37912,31288,875,257,731,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,52,116,150,234,716,563,951,969,,,21544
22-09-2020,22-09-2020 00:00,69663,25099,5687,35641,1352,1422,254,208,,463,45974,1925,546,70,,,40418,,,,1305,1479,1965,1759,5931,5236,6018,5450,6239,5156,5748,4455,3622,3318,2457,2207,4796,2371,,,,,,,38152,31511,877,257,734,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,52,116,150,235,718,565,953,972,,,21764
23-09-2020,23-09-2020 00:00,70465,25339,5760,36078,1371,1450,257,210,,802,46290,1928,571,77,,,40765,,,,1328,1500,1995,1795,6009,5293,6097,5516,6304,5199,5812,4502,3661,3350,2488,2235,4833,2398,,,,,,,38600,31865,877,257,737,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,52,116,150,235,718,568,953,975,,,22247
24-09-2020,24-09-2020 00:00,71156,25606,5833,36399,1382,1466,259,211,,691,46676,1931,588,85,,,41696,,,,1348,1517,2029,1822,6054,5342,6145,5561,6371,5259,5865,4558,3696,3387,2516,2263,4861,2411,,,,,,,38959,32197,877,258,739,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,53,116,150,235,719,569,955,976,,,22549
25-09-2020,25-09-2020 00:00,72055,25869,5885,36904,1412,1513,261,211,,899,47003,1936,624,86,,,42785,,,,1379,1549,2062,1856,6114,5431,6228,5627,6446,5321,5949,4615,3741,3432,2543,2291,4891,2431,,,,,,,39425,32630,878,259,742,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,53,116,151,235,721,571,958,978,,,23116
26-09-2020,26-09-2020 00:00,72939,26161,5947,37376,1432,1543,266,214,,884,47380,1944,615,85,,,43583,,,,1403,1577,2107,1886,6184,5499,6305,5699,6518,5375,6003,4673,3776,3470,2581,2313,4963,2458,,,,,,,39912,33027,879,260,748,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,55,116,151,235,726,572,965,979,,,23615
27-09-2020,27-09-2020 00:00,73604,26407,6017,37628,1487,1581,267,217,,665,47647,1953,635,89,,,44274,,,,1417,1600,2128,1918,6241,5558,6367,5747,6563,5423,6039,4720,3806,3498,2600,2339,4978,2470,,,,,,,40233,33371,881,262,753,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,55,116,151,236,730,576,969,984,,,24004
28-09-2020,28-09-2020 00:00,74029,26575,6060,37816,1494,1600,267,217,,425,47884,1957,659,98,,,44171,,,,1437,1609,2153,1933,6274,5582,6409,5786,6610,5448,6059,4750,3826,3515,2619,2352,4996,2480,,,,,,,40476,33553,884,262,754,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,55,116,151,237,733,576,972,985,,,24188
29-09-2020,29-09-2020 00:00,74717,26735,6076,38294,1499,1622,269,222,,688,48193,1963,661,99,,,44231,,,,1460,1623,2180,1952,6334,5653,6472,5838,6659,5503,6090,4798,3852,3552,2643,2377,5030,2511,,,,,,,40812,33905,884,263,759,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,55,116,151,238,737,577,976,987,,,24561
30-09-2020,30-09-2020 00:00,75542,27029,6158,38692,1502,1663,274,224,,825,48530,1971,666,105,,,44758,,,,1480,1657,2225,1991,6407,5708,6544,5898,6732,5556,6154,4849,3884,3592,2677,2400,5069,2529,,,,,,,41264,34278,886,263,765,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,3,1,10,13,18,41,56,116,151,238,743,578,983,988,,,25041
01-10-2020,01-10-2020 00:00,76396,27369,6212,39107,1510,1693,275,230,,854,48937,1977,682,107,,,45184,,,,1507,1683,2263,2038,6468,5773,6622,5940,6827,5608,6202,4909,3923,3633,2709,2423,5115,2556,,,,,,,41731,34665,887,263,770,23,19,15,0,,,,,,,,,,1,0,0,0,1,1,1,1,10,13,19,41,56,116,152,239,745,579,987,990,,,25482
