data,rt_nacional,rt_95_inferior_nacional,rt_95_superior_nacional,rt_continente,rt_95_inferior_continente,rt_95_superior_continente,rt_arsnorte,rt_95_inferior_arsnorte,rt_95_superior_arsnorte,rt_arscentro,rt_95_inferior_arscentro,rt_95_superior_arscentro,rt_arslvt,rt_95_inferior_arslvt,rt_95_superior_arslvt,rt_arsalentejo,rt_95_inferior_arsalentejo,rt_95_superior_arsalentejo,rt_arsalgarve,rt_95_inferior_arsalgarve,rt_95_superior_arsalgarve,rt_açores,rt_95_inferior_açores,rt_95_superior_açores,rt_madeira,rt_95_inferior_madeira,rt_95_superior_madeira
2020-02-21,1.33863327503714,0.773076997957996,2.03843763206922,1.35620736107268,0.788171242917369,2.07577301839274,1.71227044347844,0.622206642545173,3.33877520916717,,,,1.28619128761742,0.641250633526737,2.15367545531826,,,,2.12851147660997,0.438441357092579,5.10120339651465,,,,,,
2020-02-22,1.50658254226332,0.92115613257304,2.20520042510875,1.52345237318196,0.930075281702325,2.23184576860776,2.00702649594433,0.886434776972049,3.57255973845019,,,,1.36929736138368,0.716377016486397,2.23740004192407,,,,2.44031580749658,0.67492671525175,5.45867859050151,,,,,,
2020-02-23,1.55742636795104,0.996461382780375,2.2707193641652,1.57155113899905,1.00067086582931,2.25912134611658,2.22468738421078,1.1094148698594,3.74786554632457,,,,1.30288920081151,0.665291637901696,2.15863255804225,,,,1.87581079073503,0.509185455308278,4.22088290638831,,,,,,
2020-02-24,1.36242656299163,0.853125716053349,1.96597017455357,1.36820476978002,0.868245314610901,1.9792141091869,1.82216105394943,0.943772035351493,3.02527652856943,1.75239883833439,0.497380396271125,3.90103240998287,1.35166563226872,0.73289041433941,2.15459144057879,1.25370216851103,0.141041924083685,3.48904777234943,2.06157833453211,0.67491852701762,4.17416508931838,,,,,,
2020-02-25,1.71125912023388,1.16947392654406,2.37343936559335,1.71852520394097,1.15989921288752,2.37361350976242,1.76991505136036,0.936054884859109,2.82888410183051,2.02709705365344,0.679268686728379,4.09476208561369,1.65396243534291,0.958373978277998,2.54379891829925,1.45046887002917,0.172190107210432,4.06107214438402,2.05561459322563,0.773777577103773,4.05077073720524,,,,,,
2020-02-26,2.14630620666563,1.57430075443599,2.79041602854846,2.11861641012219,1.52902666946564,2.79060101589869,2.24193739125851,1.39030136984869,3.35048203749234,2.36441719772436,0.956073741378448,4.45013420864418,1.8964609540042,1.18302123540676,2.74457441358911,2.34483249928515,0.49110778055238,5.55759745342926,1.92556360221038,0.761470302264964,3.66958011022282,,,,,,
2020-02-27,2.00889889679174,1.52522215004336,2.58758879573025,2.01815431758504,1.52267880460663,2.57922267410672,2.43785721528891,1.62031448570886,3.3842248696372,2.00637023454505,0.820118632370549,3.65575114285478,1.56531162322802,0.988080267108564,2.23778914293059,2.50377949628168,0.702431609347743,5.6203035453384,1.61300140668421,0.659148813961865,2.99009049957752,,,,,,
2020-02-28,1.88894348109716,1.46778484945831,2.35753499199487,1.9171903154971,1.49421009695198,2.40774659771806,2.13856825513441,1.49425635762273,2.89057532456062,2.02157709484045,0.992132175381294,3.44862873377956,1.53785116873967,1.02021062723411,2.17353046863436,1.88259723910799,0.50240544983604,4.10762640936155,1.45036010267453,0.580037261139885,2.72225329256625,1.75306499893846,0.571568152976331,3.57545002792481,,,
2020-02-29,1.82128396419753,1.44140465906438,2.24186842251738,1.8417116890999,1.46395321047509,2.26087707552003,1.77452727574272,1.26971579121968,2.36497364611821,2.25807226084746,1.25674748954046,3.56444895449508,1.66263081417378,1.12677443242383,2.28494219686547,1.64346261216577,0.435094959093141,3.65087476072747,1.36791023071072,0.537174184684405,2.54646315518973,1.57857667249418,0.535262629105827,3.24879928943974,,,
2020-03-01,2.15833672255654,1.782743500798,2.56396168606532,2.18576159596865,1.80768622417795,2.62636507271187,2.29238655512509,1.77277576862787,2.89788290684047,2.2805509739421,1.36580138924105,3.44057434340366,1.87652639266804,1.35200060265687,2.49156077456188,1.91089199487149,0.629777936468005,3.85343032040356,1.50593401189106,0.664553603543178,2.68316159202825,1.47751150308749,0.48283078827596,3.03078448084304,1.54141842474963,0.499153348119402,3.15951580808598
2020-03-02,2.06102298713813,1.73435591264163,2.41590772309914,2.0899081659001,1.7565033304596,2.45302767722999,2.20885009641008,1.74998450081497,2.74921072690684,2.10462694802079,1.34095655017814,3.04437697058933,1.86111078373359,1.38299261191129,2.39649637430338,1.96925417245405,0.719942995445803,3.84701860707138,1.37812339617135,0.590253900699177,2.46864010338181,1.69678908561152,0.638763824718551,3.24277310662682,1.737068722082,0.628804055862553,3.32956410235145
2020-03-03,1.92190513504486,1.64169278331779,2.22626284053454,1.95178642056726,1.6611880280565,2.27391856493176,2.10460923456306,1.70934796945997,2.55351628839948,1.86529654431153,1.23303205651583,2.63751175862176,1.73028002385587,1.32814539918352,2.20884047606571,1.86997550440263,0.755319261191739,3.50800002891631,1.45906077442522,0.668918137542737,2.56368269340899,1.48975918886074,0.536702060909394,2.88797608045429,1.52715574259756,0.574907410632116,2.94459276610289
2020-03-04,1.73831999230395,1.50793559499245,1.99537256839886,1.76982694101041,1.52463581037074,2.04284218469298,1.73218129213216,1.41856125939524,2.09297701942053,1.68534607571519,1.13604933377119,2.36048655480553,1.85857845796386,1.4698202884405,2.29464567002333,1.57415466583253,0.643950257291542,2.909671594094,1.33575325388759,0.605619874471527,2.3179386356147,1.60872564045954,0.637547129034278,2.96832047853665,1.43661780062675,0.537675312443679,2.78770911123031
2020-03-05,1.66027539444021,1.45428815690025,1.8823927616022,1.6800846247124,1.46113284904924,1.91621330355094,1.66944401828802,1.40649880959434,1.9645845713359,1.57399933203925,1.0778163333455,2.14922523759604,1.73919072271021,1.37975487757723,2.1302344614669,1.43186581226146,0.570698655740039,2.64402180113626,1.56436674014432,0.787385464378839,2.62530394409359,1.44579532383856,0.589924130093292,2.65785904096975,1.3453446704105,0.516139534680023,2.62863691721765
2020-03-06,1.59780593006081,1.4066838810221,1.79512675442141,1.61643853092598,1.42234550190132,1.82448210326157,1.59988903227312,1.35087250715944,1.875895363875,1.38452454017519,0.951434592243596,1.89183627410881,1.67751358025643,1.36247528293508,2.01863972369874,1.53922483648315,0.681019204083308,2.7748173865815,1.62001531072017,0.862412782248145,2.6157609694623,1.33946872921266,0.527441792743388,2.49066323784524,1.53484780378414,0.636119362146177,2.87321466066567
