data,doses,doses_novas,doses1,doses1_novas,doses2,doses2_novas,pessoas_vacinadas_completamente,pessoas_vacinadas_completamente_novas,pessoas_vacinadas_parcialmente,pessoas_vacinadas_parcialmente_novas,pessoas_inoculadas,pessoas_inoculadas_novas,pessoas_inoculadas_12mais,vacinas,vacinas_novas,pessoas_vacinadas_completamente_continente,pessoas_vacinadas_completamente_continente_novas,pessoas_reforço,pessoas_reforço_novas,pessoas_reforço_continente,pessoas_reforço_continente_novas,pessoas_gripe,pessoas_gripe_novas,vacinas_reforço_e_gripe_novas,reforço_80mais,reforço_80mais_novas,reforço_70_79,reforço_70_79_novas,reforço_65_69,reforço_65_69_novas,reforço_60_69,reforço_60_69_novas,reforço_50_59,reforço_50_59_novas,reforço_40_49,reforço_40_49_novas,reforço_30_39,reforço_30_39_novas,reforço_18_29,reforço_18_29_novas,vacinação_iniciada_05_11,vacinação_iniciada_05_11_novas,vacinação_completa_05_11,vacinação_completa_05_11_novas
10-01-2022,,,,,,,9141496,4538,,,,,,19834009,27720,8733311,4538,3397255,23182,3332566,23182,2472346,243,73114,588064,61,857452,157,,,930406,1459,538531,6888,,,,,,,300481,45151,,
11-01-2022,,,,,,,9147330,5834,411623,,9558953,,9258461,19941982,107973,8739145,5834,3499394,102139,3413675,81109,2479623,7277,94231,589875,1811,863703,6251,,,949007,18601,580955,42424,,,,,,,300492,11,,
12-01-2022,,,,,,,9152373,5043,,,,,,20030913,88931,8744188,5043,3583282,83888,3497563,83888,2489156,9533,98491,591779,1904,869393,5690,,,970515,21508,623948,42993,,,,,,,300519,27,,
13-01-2022,,,,,,,9156961,4588,,,,,,20118916,88003,8748776,4588,3666697,83415,3580978,83415,2495618,6462,94504,593739,1960,874467,5074,,,987740,17225,670958,47010,,,,,,,300558,39,,
14-01-2022,,,,,,,9160691,3730,,,,,,20200571,81655,8752506,3730,3744622,77925,3658903,77925,2502490,6872,88561,595622,1883,878868,4401,,,1005836,18096,711670,40712,,,,,,,300592,34,,
15-01-2022,,,,,,,9163934,3243,,,,,,20267534,66963,8755749,3243,3808342,63720,3722623,63720,2509651,7161,74156,597065,1443,882366,3498,,,1015642,9806,741972,30302,,,,,,,300624,32,,
16-01-2022,,,,,,,9166226,2292,,,,,,20329826,62292,8758041,2292,3868342,60000,3782623,60000,2512189,2538,65037,597897,832,884453,2087,,,1023605,7963,757814,15842,,,,,,,300831,207,,
17-01-2022,,,,,,,9167672,1446,,,,,,20402071,72245,8759487,1446,3939141,70799,3853422,70799,2516734,4545,76867,598460,563,886037,1584,,,1036606,13001,786108,28294,,,,,,,300908,77,,
18-01-2022,,,,,,,9170944,3272,410560,,9581504,,9280572,20516221,114150,8762759,3272,4050019,110878,3923626,70204,2521650,4916,78416,600359,1899,890841,4804,,,1048609,12003,813784,27676,,,,,,,300932,24,,
19-01-2022,,,,,,,9174153,3209,,,,,,20600765,84544,8765968,3209,4131354,81335,4004961,81335,2525687,4037,88590,601714,1355,894016,3175,,,1056648,8039,840507,26723,,,,,,,300941,9,,
20-01-2022,,,,,,,9177196,3043,,,,,,20682376,81611,8769011,3043,4209922,78568,4083529,78568,2529235,3548,85167,603425,1711,897156,3140,,,1064159,7511,864958,24451,,,,,,,300949,8,,
21-01-2022,,,,,,,9179866,2670,,,,,,20757099,74723,8771681,2670,4281975,72053,4155582,72053,2532466,3231,77955,604709,1284,899798,2642,,,1070890,6731,887494,22536,,,,,,,300950,1,,
22-01-2022,,,,,,,9181953,2087,,,,,,20840464,83365,8773768,2087,4363253,81278,4236860,81278,2535727,3261,86629,605722,1013,902134,2336,,,1077218,6328,907034,19540,,,,,,,300953,3,,
23-01-2022,,,,,,,9183854,1901,,,,,,20938066,97602,8775669,1901,4458954,95701,4332561,95701,2538698,2971,100619,606442,720,903819,1685,,,1083621,6403,936154,29120,,,,,,,300999,46,,
24-01-2022,,,,,,,9185301,1447,,,,,,21020144,82078,8777116,1447,4539585,80631,4413192,80631,2541950,3252,85331,606939,497,905243,1424,,,1088496,4875,961467,25313,,,,,,,301000,1,,
25-01-2022,,,,,,,9187807,2506,409591,,9597398,,9296390,21110337,90193,8779622,2506,4627272,87687,4483244,70052,2544899,2949,75515,607715,776,906956,1713,,,1092132,3636,974759,13292,,,,,,,301008,8,,
26-01-2022,,,,,,,9190468,2661,,,,,,21187257,76920,8782283,2661,4701531,74259,4557503,74259,2548752,3853,80786,608642,927,908933,1977,,,1096530,4398,987317,12558,,,,,,,301021,13,,
27-01-2022,,,,,,,9193262,2794,,,,,,21261740,74483,8785077,2794,4773220,71689,4629192,71689,2552730,3978,78464,609661,1019,910815,1882,,,1099612,3082,1000213,12896,,,,,,,301024,3,,
28-01-2022,,,,,,,9195316,2054,,,,,,21340755,79015,8787131,2054,4850181,76961,4706153,76961,2556442,3712,82743,610535,874,912362,1547,,,1102400,2788,1010696,10483,,,,,,,301040,16,,
29-01-2022,,,,,,,9197161,1845,,,,,,21417688,76933,8788976,1845,4925269,75088,4781241,75088,2559764,3322,80260,611274,739,913838,1476,,,1105172,2772,1020836,10140,,,,,,,301045,5,,
30-01-2022,,,,,,,9198943,1782,,,,,,21503483,85795,8790758,1782,5009282,84013,4865254,84013,2563741,3977,89783,611785,511,914940,1102,,,1109006,3834,1036626,15790,,,,,,,301056,11,,
31-01-2022,,,,,,,9200472,1529,,,,,,21572027,68544,8792287,1529,5076297,67015,4932269,67015,2565645,1904,70448,612089,304,915677,737,,,1110961,1955,1045445,8819,,,,,,,301056,0,,
01-02-2022,,,,,,,9203539,3067,404577,,9608116,,9307050,21657476,85449,8795354,3067,5158679,82382,4994364,62095,2568341,2696,67868,612553,464,916737,1060,,,1112806,1845,1051916,6471,,,,,,,301066,10,,
02-02-2022,,,,,,,9206227,2688,,,,,,21727610,70134,8798042,2688,5226125,67446,5061810,67446,2570723,2382,72529,613148,595,918048,1311,,,1114557,1751,1058488,6572,,,,,,,301079,13,,
03-02-2022,,,,,,,9209148,2921,,,,,,21796530,68920,8800963,2921,5292124,65999,5127809,65999,2572808,2085,71014,613880,732,919395,1347,,,1116886,2329,1064055,5567,,,,,,,301088,9,,
04-02-2022,,,,,,,9211344,2196,,,,,,21864464,67934,8803159,2196,5357862,65738,5193547,65738,2575119,2311,70262,614594,714,920757,1362,,,1119499,2613,1069789,5734,,,,,,,301105,17,,
05-02-2022,,,,,,,9213869,2525,,,,,,21935325,70861,8805684,2525,5426198,68336,5261883,68336,2577281,2162,73044,615247,653,922016,1259,,,1121522,2023,1077170,7381,,,,,,,301126,21,,
06-02-2022,,,,,,,9241348,27479,,,,,,22003282,67957,8833163,27479,5466676,40478,5302361,40478,2578242,961,85205,615455,208,922386,370,,,1122424,902,1082376,5206,,,,,,,317413,16287,52592,52592
07-02-2022,,,,,,,9269836,28488,,,,,,22063909,60627,8861651,28488,5498815,32139,5334500,32139,2579006,764,71642,615587,132,922664,278,,,1123047,623,1086667,4291,863549,,438738,,284248,,327664,10251,80031,27439
08-02-2022,,,,,,,9272935,3099,369452,,9642387,,9314680,22145631,81722,8864750,3099,5577438,78623,5389780,55280,2581030,2024,60446,616043,456,923778,1114,,,1124506,1459,1093274,6607,873054,9505,453765,15027,305360,21112,327707,43,80073,42
09-02-2022,,,,,,,9275578,2643,,,,,,22181805,36174,8867393,2643,5610969,33531,5446654,56874,2583071,2041,61577,616582,539,924768,990,,,1125986,1480,1100055,6781,882476,9422,467750,13985,329036,23676,327726,19,80081,8
10-02-2022,,,,,,,9277990,2412,,,,,,22236570,54765,8869805,2412,5663322,52353,5499007,52353,2584351,1280,56052,617202,620,925771,1003,,,1127387,1401,1103250,3195,892713,10237,479618,11868,353065,24029,327733,7,80086,5
11-02-2022,,,,,,,9279969,1979,,,,,,22281934,45364,8871784,1979,5706707,43385,5542392,43385,2585827,1476,46859,617767,565,926679,908,,,1128606,1219,1106415,3165,903273,10560,488816,9198,370835,17770,327752,19,80092,6
12-02-2022,,,,,,,9282320,2351,,,,,,22330416,48482,8874135,2351,5752838,46131,5588523,46131,2587397,1570,50185,618302,535,927498,819,,,1129665,1059,1109699,3284,913060,9787,499763,10947,390535,19700,327885,133,80109,17
13-02-2022,,,,,,,9284712,2392,,,,,,22391787,61371,8876527,2392,5811817,58979,5647502,58979,2588576,1179,62570,618750,448,928285,787,,,1130856,1191,1113688,3989,924618,11558,514576,14813,416728,26193,327905,20,80144,35
14-02-2022,,,,,,,9286079,1367,,,,,,22429153,37366,8877894,1367,5847816,35999,5683501,35999,2589217,641,38007,619003,253,928860,575,,,1131663,807,1116206,2518,933468,8850,525165,10589,429136,12408,327905,0,80147,3
15-02-2022,,,,,,,9288009,1930,361884,,9649893,,9321972,22521708,92555,8879824,1930,5938441,90625,5710724,27223,2590295,1078,30247,619366,363,929712,852,,,1132726,1063,1117945,1739,938987,5519,533925,8760,438063,8927,327921,16,80153,6
16-02-2022,,,,,,,9289886,1877,,,,,,22548492,26784,8881701,1877,5963348,24907,5735631,24907,2591264,969,27757,619805,439,930490,778,,,1133650,924,1119239,1294,943347,4360,541270,7345,447821,9758,327925,4,80154,1
17-02-2022,,,,,,,9291799,1913,,,,,,22574159,25667,8883614,1913,5987102,23754,5759385,23754,2592224,960,26640,620249,444,931150,660,,,1134696,1046,1120548,1309,946919,3572,547389,6119,458434,10613,327938,13,80161,7
18-02-2022,,,,,,,9293474,1675,,,,,,22599127,24968,8885289,1675,6010395,23293,5782678,23293,2593073,849,25821,620829,580,931987,837,,,1135724,1028,1121889,1341,950920,4001,553047,5658,468282,9848,327942,4,80175,14
19-02-2022,,,,,,,9295082,1608,,,,,,22622336,23209,8886897,1608,6031996,21601,5804279,21601,2593880,807,24020,621270,441,932703,716,,,1136707,983,1123160,1271,954129,3209,558395,5348,477915,9633,327946,4,80185,10
20-02-2022,,,,,,,9300234,5152,,,,,,22650137,27801,8892049,5152,6054645,22649,5826928,22649,2594269,389,30202,621493,223,933195,492,,,1137625,918,1124810,1650,957383,3254,563298,4903,489124,11209,329958,2012,83691,3506
21-02-2022,,,,,,,9301289,1055,,,,,,22671718,21581,8893104,1055,6075171,20526,5847454,20526,2594563,294,21913,621750,257,933458,263,,,1138203,578,1126018,1208,960474,3091,568490,5192,499061,9937,329996,38,83771,80
22-02-2022,,,,,,,9302568,1279,353924,,9656492,,9326492,22705280,33562,8894383,1279,6107454,32283,5858655,11201,2595121,558,13042,622062,312,933937,479,,,1138895,692,1126881,863,962436,1962,571040,2550,503404,4343,330000,4,83775,4
23-02-2022,,,,,,,9304087,1519,,,,,,22720162,14882,8895902,1519,6120817,13363,5872018,13363,2595685,564,15472,622446,384,934485,548,,,1139696,801,1127852,971,963962,1526,574258,3218,509319,5915,330026,26,83797,22
24-02-2022,,,,,,,9305603,1516,,,,,,22731035,10873,8897418,1516,6130174,9357,5881375,9357,2596124,439,11331,622903,457,934991,506,,,1140366,670,1128678,826,965318,1356,576078,1820,513041,3722,330045,19,83858,61
25-02-2022,,,,,,,9306947,1344,,,,,,22744031,12996,8898762,1344,6141826,11652,5893027,11652,2596666,542,13577,623382,479,935671,680,,,1141230,864,1129578,900,966749,1431,578247,2169,518170,5129,330084,39,84014,156
26-02-2022,,,,,,,9309117,2170,,,,,,22757449,13418,8900932,2170,6153074,11248,5904275,11248,2597132,466,13915,623816,434,936213,542,,,1141927,697,1130433,855,968299,1550,580546,2299,523041,4871,330115,31,84072,58
27-02-2022,,,,,,,9383552,74435,,,,,,22834465,77016,8975367,74435,6155655,2581,5906856,2581,2597165,33,80058,623862,46,936284,71,,,1142054,127,1130657,224,968805,506,581190,644,524004,963,333124,3009,158134,74062
28-02-2022,,,,,,,9405118,21566,,,,,,22858652,24187,8996933,21566,6158276,2621,5909477,2621,2597215,50,25501,623928,66,936386,102,,,1142192,138,1130968,311,969293,488,581810,620,524900,896,334388,1264,179276,21142
01-03-2022,,,,,,,9406152,1034,256765,,9662917,,9328504,22872499,13847,8997967,1034,6171089,12813,5914168,4691,2597506,291,6041,624166,238,936739,353,,,1142679,487,1131543,575,970031,738,582596,786,526414,1514,334413,25,179382,106
02-03-2022,,,,,,,9406181,29,256736,,9662917,,9328504,22872698,199,8997996,29,6171259,170,5914338,170,2597512,6,205,624167,1,936741,2,,,1142685,6,1131553,10,970068,37,582659,63,526465,51,334413,0,179392,10
03-03-2022,,,,,,,9407182,1001,255747,,9662929,,9328504,22879179,6481,8998997,1001,6176739,5480,5919818,5480,2597794,282,6775,624375,208,937107,366,,,1143419,734,1132182,629,970876,808,583663,1004,528196,1731,334425,12,179413,21
04-03-2022,,,,,,,9408368,1186,254596,,9662964,,9328504,22886737,7558,9000183,1186,6183111,6372,5926190,6372,2597999,205,7798,624643,268,937582,475,,,1144116,697,1133028,846,971918,1042,584722,1059,530181,1985,334460,35,179499,86
05-03-2022,,,,,,,9409511,1143,253476,,9662987,,9328504,22895498,8761,9001326,1143,6190729,7618,5933808,7618,2598290,291,9075,624966,323,938073,491,,,1144885,769,1134074,1046,972993,1075,586143,1421,532674,2493,334483,23,179566,67
06-03-2022,,,,,,,9412251,2740,251178,,9663429,,9328504,22908646,13148,9004066,2740,6201137,10408,5944216,10408,2598530,240,13830,625320,354,938576,503,,,1145798,913,1135658,1584,974504,1511,587936,1793,536424,3750,334925,442,180930,1364
07-03-2022,,,,,,,9412398,147,251054,,9663452,,9328504,22909384,738,9004213,147,6201728,591,5944807,591,2598570,40,801,625326,6,938588,12,,,1145816,18,1135709,51,974578,74,588083,147,536707,283,334948,23,180946,16
08-03-2022,,,,,,,9413188,790,250267,,9663455,,9328504,22913355,3971,9005003,790,6204909,3181,5947988,3181,2598839,269,4287,625485,159,938917,329,,,1146230,414,1136227,518,974997,419,588642,559,537490,783,334995,47,181009,63
09-03-2022,,,,,,,9414096,908,249400,,9663496,,9328504,22918146,4791,9005911,908,6208792,3883,5951871,3883,2599104,265,5097,625678,193,939272,355,,,1146575,345,1136879,652,975557,560,589257,615,538653,1163,335036,41,181223,214
10-03-2022,,,,,,,9415073,977,248469,,9663542,,9328504,22923599,5453,9006888,977,6213268,4476,5956347,4476,2599405,301,5800,625919,241,939645,373,,,1147015,440,1137445,566,976241,684,590161,904,539921,1268,335082,46,181344,121
